256,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",557056,557056,557056,557056,12,8,4106,2128,4107,4093,8,12,524288,524288,32768,32768,524288,524288,32768,32768,524336,524343,32773,32769,0,0,1,4,6881652,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,22913018,542208,534016,1605632,51380224,51249152,0,0,655360,32768,0,0,0,0,0,32768,2048,0,20480,5991087,334996040,10510385,64,3670016,1015808,4718592,1048576
512,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",4325376,4325376,4325376,4325376,10368,9944,19468,19542,19344,19398,10380,10284,4194304,4194304,131072,131072,4184024,4183960,127072,127061,4194352,4194359,131072,131078,0,0,4,1,48900996,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,178962578,4130304,4228608,12582912,402653184,402128896,0,0,5242880,262144,0,0,0,0,0,262144,8192,0,147456,46879237,2901669068,91416152,256,29360128,8126464,37748736,8388608
768,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",14450688,14450688,14450688,14450688,65516,66544,52585,52254,52231,52388,65188,65908,14155776,14155776,294912,294912,14087772,14087296,285696,285696,14155824,14155831,294917,294913,0,0,5,0,159296444,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,603766978,13714944,14231040,42172416,1349517312,1348337664,0,0,17694720,884736,0,0,0,0,0,884736,18432,0,479232,157857081,10015332068,313449717,576,99090432,27426816,127401984,28311552
1024,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",34078720,34078720,34078720,34078720,1656820,1641260,87077,86584,87019,87168,1657368,1657444,33554432,33554432,524288,524288,31947368,31947240,507904,507904,33554672,33554631,524289,524293,0,0,5,0,380406512,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,1433375036,32245248,33687040,99614720,3187671040,3185573888,0,0,41943040,2097152,0,0,0,0,0,2097152,32768,0,1114112,374806061,23822670434,745006831,1024,234881024,65011712,301989888,67108864
1280,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",66355200,66355200,66355200,66355200,4027792,4015260,122903,124368,122779,122972,4027104,4027152,65536000,65536000,819200,819200,61506352,61506092,793600,793600,65536048,65536055,819200,819206,0,0,4,1,739487704,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,2798714956,62670336,65742336,194150400,6212812800,6209536000,0,0,81920000,4096000,0,0,0,0,0,4096000,51200,0,2150400,731724725,46652487030,1458878916,1600,458752000,126976000,589824000,131072000
1536,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",114425856,114425856,114425856,114425856,7248668,7249856,168949,169028,169066,168969,7248912,7248156,113246208,113246208,1179648,1179648,105998008,105998840,1142784,1142784,113246448,113246411,1179649,1179653,0,0,1,4,1271242720,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,4832474162,107939328,113542656,335020032,10720641024,10715922432,0,0,141557760,7077888,0,0,0,0,0,7077888,73728,0,3686400,1263709756,80639021892,2521656544,2304,792723456,219414528,1019215872,226492416
1792,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",181436416,181436416,181436416,181436416,11542756,11525916,219750,222764,219739,219771,11544012,11543373,179830784,179830784,1605632,1605632,168294504,168295096,1555456,1555456,179830832,179830839,1605632,1605638,0,0,4,1,2015206424,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,7673250470,171001344,180233728,531464192,17006854144,17000431616,0,0,224788480,11239424,0,0,0,0,0,11239424,100352,0,5820416,2005808740,128050770558,4004682401,3136,1258815488,348422144,1618477056,359661568
2048,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",270532608,270532608,270532608,270532608,17284320,17219044,283981,284316,284046,284049,17283732,17283772,268435456,268435456,2097152,2097152,251175384,251175443,2031616,2031616,268435504,268435511,2097157,2097153,0,0,1,4,2997642612,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,11442367272,254805504,268961280,792723456,25367150592,25358761984,0,0,335544320,16777216,0,0,0,0,0,16777216,131072,0,8650752,2990249897,191191502676,5979859745,4096,1879048192,520093696,2415919104,536870912
2304,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",384860160,384860160,384860160,384860160,24561188,24553768,354545,352222,354542,354369,24560912,24559584,382205952,382205952,2654208,2654208,357585792,357585964,2571264,2571264,382206032,382206031,2654212,2654210,0,0,4,1,4268304172,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,16292762298,362300928,382871040,1128038400,36097228800,36086611968,0,0,477757440,23887872,0,0,0,0,0,23887872,165888,0,12275712,4260379936,272170558370,8510284297,5184,2675441664,740524032,3439853568,764411904
2560,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",527564800,527564800,527564800,527564800,33676012,33703732,432263,432274,432142,432157,33676704,33676128,524288000,524288000,3276800,3276800,490736760,490736084,3174400,3174400,524288656,524288636,3276804,3276802,0,0,0,5,5862800356,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,22341959650,496436736,525108736,1546649600,49492787200,49479680000,0,0,655360000,32768000,0,0,0,0,0,32768000,204800,0,16793600,5842530409,373587021854,11679755962,6400,3670016000,1015808000,4718592000,1048576000
2816,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",701792256,701792256,701792256,701792256,44945164,45026617,518745,515339,518811,518700,44944620,44943060,697827328,697827328,3964928,3964928,652950904,652951324,3841024,3841024,697827568,697827527,3964933,3964929,0,0,1,4,7791972052,0,0,1395654656,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,29746725906,660162048,698820096,2057797632,65849524224,65833664512,0,0,872284160,43614208,0,0,0,0,0,43614208,247808,0,22302720,7775377209,496986396144,15539888385,7744,4884791296,1352040448,6280445952,1395654656
3072,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",910688256,910688256,910688256,910688256,58421976,58581560,612665,612592,612547,612600,58423560,58421352,905969664,905969664,4718592,4718592,847386568,847388804,4571136,4571136,905970184,905970159,4718592,4718598,0,0,0,5,10113672556,0,0,1811939328,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,38595377250,856425984,907150848,2670723072,85463138304,85444263936,0,0,1132462080,56623104,0,0,0,0,0,56623104,294912,0,28901376,10091358302,645207998566,20164663264,9216,6341787648,1755316224,8153726976,1811939328
