252,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,94.774425,1.060573,0.801806,82.619624,1.967134,94.774425,1.060573,0.215861,0.067452,0.115754,0.000000,0.000000,0.000000,61.209633,2.637218,2.778967,116.716611,0.000000,58.500000,70.786517,70.786517,99.615277,0.000000,116.716611,0.000000,0.000000,90.000000,0.000000,1.282461,934.000000,29.960784,0.000000,0.000000,1.200000,1.000000,3.514286,3.514286,0,0,833490,92610,325458,7749,0,6,0,247,10642,471128,11236,0.000000,0.000000,1652.392473,183.599164,116.751305,2.784419,0.000000,1.486873,89.807281,143325,143325,1321124,882000,32006016,0,0,16003008,0,0,0,0,0,2.277462,12.036498,4.373384,0.000000,33.509190,0.640607,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2059470,2504030,2339960,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008,0,13018320,0,1333584,25401600,3429216,0,0.000000,0,0.000000,470988,11214,0,2.778967,0,0,0.000000,23.202274,0.337602,4.045724,0.000000,4.813254,18.809728,10.507555,0.000000
504,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.178005,1.067424,0.898468,88.199909,1.049999,99.178005,1.067424,0.217064,0.068590,0.117000,0.000000,0.000000,0.000000,2.101850,1.421394,1.487498,124.949871,0.000000,58.500000,70.588235,70.588235,98.318481,0.000000,124.949871,0.000000,0.000000,90.000000,0.000000,1.299123,1837.000000,30.486436,0.000000,0.000000,1.200000,1.000000,3.528571,3.528571,0,0,6667920,740880,2614248,31122,0,6,0,63560,42983,3778619,44990,0.000000,0.000000,1763.998177,195.999797,124.954203,1.487763,0.000000,198.412000,89.902014,1128960,1128960,10554333,7047180,256048128,0,0,128024064,0,0,0,0,0,2.183084,10.943148,4.277764,0.000000,38.638372,0.577434,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",16202340,19719288,18510048,0.000000,0,0.000000,0.000000,0.000000,0.000000,128024064,0,100082304,0,10668672,202958784,24385536,0,0.000000,0,0.000000,3778488,44982,0,1.487498,0,0,0.000000,21.389828,0.035724,4.356772,0.000000,4.531687,17.422959,10.910922,0.000000
756,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.525570,1.043153,0.923086,87.274139,692.651898,99.525570,1.043153,0.226457,0.068978,0.116979,0.000000,0.000000,0.000000,42.200177,894.643859,980.340650,123.522922,0.000000,58.500000,70.654206,70.654206,65.846502,0.000000,123.522922,0.000000,0.000000,90.000000,0.000000,1.277988,2740.000000,30.047777,0.000000,0.000000,1.200000,1.000000,3.523810,3.523810,0,0,22504230,2500470,8811180,69930,0,5,0,4352641,92276,12741081,101122,0.000000,0.000000,1745.482785,193.942532,123.528652,980.408517,0.000000,48.476000,89.934307,3790395,3790395,36089475,23774310,864162432,0,0,432081216,0,0,0,0,0,2.156365,10.718476,8.648884,0.000000,36.613767,0.536002,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",54375300,66688947,62719047,0.000000,0,0.000000,0.000000,0.000000,0.000000,432081216,0,333205488,0,36006768,684700128,78871968,0,0.000000,0,0.000000,12740490,101115,0,980.340650,0,0,0.000000,20.225994,0.012074,4.292119,0.000000,4.347114,16.741324,10.748928,0.000000
1008,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.623431,1.039454,0.928520,87.182653,518.944362,99.623431,1.039454,0.227641,0.069174,0.116970,0.000000,0.000000,0.000000,47.134288,681.310599,735.171179,123.508758,0.000000,58.500000,70.588235,70.588235,61.700126,0.000000,123.508758,0.000000,0.000000,90.000000,0.000000,1.276076,3643.000000,30.025681,0.000000,0.000000,1.200000,1.000000,3.521429,3.521429,0,0,53343360,5927040,20871648,124236,0,4,0,11535787,166746,30228132,180427,0.000000,0.000000,1743.653056,193.739228,123.509690,737.210052,0.000000,16.343000,89.950590,8961120,8961120,85563790,56342160,2048385024,0,0,1024192512,0,0,0,0,0,2.178222,10.820523,7.649221,0.000000,37.729200,0.533587,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",128525040,157782557,148503017,0.000000,0,0.000000,0.000000,0.000000,0.000000,1024192512,0,784401408,0,85349376,1622654208,182891520,0,0.000000,0,0.000000,30227904,179928,0,735.171179,0,0,0.000000,19.911254,0.003239,4.297931,0.000000,4.299073,16.875683,10.734528,0.000000
1260,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.845545,1.027045,0.932074,86.771202,413.196199,99.845545,1.027045,0.228256,0.069292,0.117096,0.000000,0.000000,0.000000,50.403457,544.155138,585.033349,122.857003,0.000000,58.500000,70.627803,70.627803,58.853077,0.000000,122.857003,0.000000,0.000000,90.000000,0.000000,1.261492,4546.000000,29.695901,0.000000,0.000000,1.200000,1.000000,3.522830,3.522830,0,0,104186250,11576250,40781160,194196,0,8,0,24207788,261347,59005945,280987,0.000000,0.000000,1735.424039,192.824893,122.857305,585.047924,0.000000,16.656000,89.960405,17474625,17474625,167170852,110029500,4000752000,0,0,2000376000,0,0,0,0,0,2.104803,10.451137,9.228330,0.000000,39.526133,0.513731,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",250598250,307798701,289827051,0.000000,0,0.000000,0.000000,0.000000,0.000000,2000376000,0,1525683600,0,166698000,3168849600,352447200,0,0.000000,0,0.000000,59005800,280980,0,585.033349,0,0,0.000000,18.571890,0.002520,4.263406,0.000000,4.195829,15.405627,10.105293,0.000000
1512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.862082,1.028363,0.933827,86.980259,345.159758,99.862082,1.028363,0.228649,0.069371,0.117403,0.000000,0.000000,0.000000,55.218145,456.248906,488.976324,123.222034,0.000000,58.500000,70.588235,70.588235,55.148059,0.000000,123.222034,0.000000,0.000348,90.000000,0.000000,1.263860,5449.000000,29.760569,0.000000,0.000000,1.200000,1.000000,3.528571,3.528571,0,0,180033840,20003760,70584696,280098,0,0,0,45716740,377742,102019405,404847,0.000000,0.000000,1739.605182,193.289465,123.222310,488.987194,0.000000,0.000000,89.966966,30164400,30164400,288935485,190115100,6913299456,0,0,3456649728,0,0,0,0,0,2.105538,10.453900,9.347133,0.000000,39.164413,0.506525,"Mid (6)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (7)","Low (2)","Low (1)","Idle (0)",432541620,531441750,500562030,0.000000,0,0.000000,0.000000,0.000000,0.000000,3456649728,0,2629065600,0,288054144,5475314880,603542016,0,0.000000,0,0.000000,102019176,405194,0,489.406312,0,0,0.000000,18.651467,0.001470,4.275610,0.000000,4.221144,15.548411,10.208218,0.000000
1764,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.816299,1.004496,0.935227,83.104542,282.668508,99.816299,1.004496,0.228747,0.069427,0.117243,0.000000,0.000000,0.000000,54.017988,364.505766,400.286811,117.684322,0.000000,58.500000,70.616493,70.616493,54.117805,0.000000,117.684322,0.000000,0.000000,90.000000,0.000000,1.233987,6352.000000,29.063096,0.000000,0.000000,1.200000,1.000000,3.524504,3.524504,0,0,285887070,31765230,111956670,380805,0,5,0,74330688,501573,161942170,550815,0.000000,0.000000,1662.090832,184.676759,117.687465,400.291171,0.000000,3.633000,89.971662,47863935,47863935,458743467,301877730,10978063488,0,0,5489031744,0,0,0,0,0,1.996981,9.963936,8.821683,0.000000,44.435484,0.477785,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",686301840,843291632,794454392,0.000000,0,0.000000,0.000000,0.000000,0.000000,5489031744,0,4166560944,0,457419312,8694078624,952178976,0,0.000000,0,0.000000,161937846,550809,0,400.286811,0,0,0.000000,16.673096,0.000595,4.175696,0.000000,3.843340,13.787101,9.358694,0.000000
2016,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.878678,1.014685,0.935341,83.928196,249.786298,99.878678,1.014685,0.228799,0.069469,0.117288,0.000000,0.000000,0.000000,53.101499,321.646469,353.863922,118.898278,0.000000,58.500000,70.588235,70.588235,55.713786,0.000000,118.898278,0.000000,0.000000,90.000000,0.000000,1.245457,7255.000000,29.337708,0.000000,0.000000,1.200000,1.000000,3.525000,3.525000,0,0,426746880,47416320,167142528,497448,0,6,0,108001364,654186,241828795,719828,0.000000,0.000000,1678.563925,186.507103,118.901013,353.920956,0.000000,2.950000,89.975190,71406720,71406720,684700514,450596160,16387080192,0,0,8193540096,0,0,0,0,0,2.064705,10.284035,9.036498,0.000000,41.900593,0.489716,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1023825600,1258076196,1185398496,0.000000,0,0.000000,0.000000,0.000000,0.000000,8193540096,0,6210183168,0,682795008,12977169408,1414361088,0,0.000000,0,0.000000,241823232,719712,0,353.863922,0,0,0.000000,17.611538,0.000598,4.219538,0.000000,4.039422,14.572894,9.643548,0.000000
2268,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.935342,1.012352,0.935673,82.499426,218.252450,99.935342,1.012352,0.228739,0.069502,0.117250,0.000000,0.000000,0.000000,51.356400,285.511467,309.094739,116.837812,0.000000,58.500000,70.610212,70.610212,55.996510,0.000000,116.837812,0.000000,0.000000,90.000000,0.000000,1.243917,8158.000000,29.304757,0.000000,0.000000,1.200000,1.000000,3.523810,3.523810,0,0,607614210,67512690,237901860,629370,0,1,0,151297433,841125,344215270,910608,0.000000,0.000000,1649.988524,183.332058,116.840430,309.096776,0.000000,339.000000,89.977936,101626245,101626245,974684820,641549160,23332385664,0,0,11666192832,0,0,0,0,0,2.068028,10.297242,8.838331,0.000000,42.257085,0.490040,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1457059590,1790346512,1687111922,0.000000,0,0.000000,0.000000,0.000000,0.000000,11666192832,0,8831945808,0,972182736,18476615808,2006091360,0,0.000000,0,0.000000,344207556,910602,0,309.094739,0,0,0.000000,17.415303,0.000290,4.218919,0.000000,4.075825,14.557856,9.614979,0.000000
2520,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.935336,1.005026,0.935899,76.962261,183.243479,99.935336,1.005026,0.228914,0.069529,0.117352,0.000000,0.000000,0.000000,48.175556,241.026580,259.594929,109.029870,0.000000,58.500000,70.588235,70.588235,55.848075,0.000000,109.029870,0.000000,0.000022,90.000000,0.000000,1.232906,9061.000000,29.048320,0.000000,0.000000,1.200000,1.000000,3.525714,3.525714,0,0,833490000,92610000,326516400,777420,0,8,0,208693680,1044113,472317687,1124561,0.000000,0.000000,1539.245230,171.027248,109.031414,259.597468,0.000000,1.846000,89.980135,139356000,139356000,1336687352,880015500,32006016000,0,0,16003008000,0,0,0,0,0,2.063467,10.316306,8.114757,0.000000,43.097943,0.490584,"Mid (5)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1997950500,2455308588,2313967188,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008000,0,12103862400,0,1333584000,25344446400,2743372800,0,0.000000,0,0.000000,472311000,1124654,0,259.618937,0,0,0.000000,17.345794,0.000202,4.182571,0.000000,4.144810,14.426138,9.436811,0.000000
