256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,85.703827,1.467896,0.950900,34.665525,2.166595,85.703827,1.467896,0.110369,0.086721,0.000000,0.000000,0.000000,0.000000,2.189605,2.167124,2.166595,34.665525,0.000000,65.489324,100.000000,100.000000,93.750000,0.000000,34.665525,0.000000,0.000000,100.000000,0.000000,1.625862,738.000000,38.147235,0.000000,0.000000,1.200000,1.194946,1.000000,1.000000,0,0,786432,39156,32768,2048,0,1,0,8279,8194,131327,8193,0.000000,0.000000,1663.945192,82.846881,34.732966,2.166860,0.000000,277.323242,99.728997,61060,53248,885443,722944,33554432,0,0,16777216,0,0,0,0,0,3.527717,11.412212,6.639351,0.000000,6.564258,0.314220,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",1511424,1678239,1574891,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,5767168,0,524288,23134208,2031616,0,0.000000,0,0.000000,131072,8192,0,2.166595,0,0,0.000000,48.840824,0.488887,7.244871,0.000000,1.414388,20.798143,13.731037,0.000000
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.300462,1.454199,0.991790,39.470527,1.233454,96.300462,1.454199,0.114149,0.088766,0.000000,0.000000,0.000000,0.000000,12.846772,1.233492,1.233454,39.470527,0.000000,65.540459,100.000000,100.000000,68.022537,0.000000,39.470527,0.000000,0.000000,100.000000,0.000000,1.621868,1442.000000,38.272401,0.000000,0.000000,1.200000,1.175289,1.000000,1.000000,0,0,6291456,308095,262144,8192,0,6,0,341288,32769,1048882,32858,0.000000,0.000000,1894.585275,92.778564,39.482045,1.236842,0.000000,236.822266,99.861304,446824,409600,7099917,5775360,268435456,0,0,134217728,0,0,0,0,0,3.570675,11.017066,6.510543,0.000000,8.033597,0.268025,"High (8)","Low (1)","Idle (0)","Low (1)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",11812864,13161292,12423067,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,41943040,0,4194304,184811520,12320768,0,0.000000,0,0.000000,1048576,32768,0,1.233454,0,0,0.000000,48.270217,0.060359,8.295876,0.000000,1.359127,20.910392,14.348186,0.000000
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.559735,1.448342,0.994821,40.294497,859.615931,98.559735,1.448342,0.114412,0.089469,0.000000,0.000000,0.000000,0.000000,21.254835,859.615931,859.615931,40.294497,0.000000,65.691241,100.000000,100.000000,53.972646,0.000000,35.257685,0.000000,"<INVALID>",100.000000,0.000000,1.614572,2146.000000,38.169481,0.000000,0.000000,1.200000,1.117504,1.000000,1.000000,0,0,21233664,988696,884736,18432,0,12,0,1866748,73728,3539113,73739,0.000000,0.000000,1934.135845,90.058521,40.296421,859.744183,0.000000,143.268555,99.906803,1451953,1363968,23955328,19482624,905969664,0,0,452984832,0,0,0,0,0,3.563567,10.975222,6.839144,0.000000,7.604488,0.249011,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",39555072,44084216,41687121,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,136839168,0,14155776,623443968,37158912,0,0.000000,0,0.000000,3096576,73728,0,859.615931,0,0,0.000000,48.473793,0.017662,8.516405,0.000000,1.253881,21.023233,14.478870,0.000000
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.068607,1.446614,0.995328,40.594558,649.512921,99.068607,1.446614,0.114860,0.089825,0.000000,0.000000,0.000000,0.000000,21.292364,649.517877,649.512921,40.594558,0.000000,65.673164,100.000000,100.000000,47.609901,0.000000,40.594558,0.000000,0.001408,100.000000,0.000000,1.612919,2850.000000,38.165227,0.000000,0.000000,1.200000,1.124418,1.000000,1.000000,0,0,50331648,2358075,2097152,32768,0,6,0,4399932,131073,8391352,131078,0.000000,0.000000,1948.538766,91.290485,40.607837,649.542654,0.000000,30.445312,99.929825,3379693,3211264,56797810,46170112,2147483648,0,0,1073741824,0,0,0,0,0,3.565373,10.986641,6.853298,0.000000,7.442252,0.241902,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",93388800,104116951,98545455,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,318767104,0,33554432,1477443584,82837504,0,0.000000,0,0.000000,8388608,131192,0,650.107569,0,0,0.000000,48.551366,0.007546,8.582740,0.000000,1.279015,21.072608,14.492918,0.000000
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.493919,1.444976,0.997611,40.852445,522.911295,99.493919,1.444976,0.115039,0.090039,0.000000,0.000000,0.000000,0.000000,21.687562,522.911295,522.911295,40.852445,0.000000,65.697981,100.000000,100.000000,47.507617,0.000000,40.852445,0.000000,0.000000,100.000000,0.000000,1.610439,3554.000000,38.126991,0.000000,0.000000,1.200000,1.114927,1.000000,1.000000,0,0,98304000,4566741,4096000,51200,0,0,0,8697864,204800,16389025,204898,0.000000,0.000000,1960.917359,91.094988,40.864974,523.161516,0.000000,0.000000,99.943725,6543477,6246400,110889714,90163200,4194304000,0,0,2097152000,0,0,0,0,0,3.560706,10.946963,6.784455,0.000000,7.670347,0.234724,"High (9)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (9)","Low (2)","Low (1)","Idle (0)",181964800,202897879,192144948,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,616038400,0,65536000,2885222400,155648000,0,0.000000,0,0.000000,16384000,204800,0,522.911295,0,0,0.000000,48.492709,0.003844,8.626828,0.000000,1.254560,21.051692,14.515309,0.000000
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.814859,1.440763,0.997642,40.900752,436.274689,99.814859,1.440763,0.114351,0.090183,0.000000,0.000000,0.000000,0.000000,22.213885,436.274689,436.274689,40.900752,0.000000,65.738754,100.000000,100.000000,46.014871,0.000000,40.900752,0.000000,0.000210,100.000000,0.000000,1.604707,4258.000000,38.003522,0.000000,0.000000,1.200000,1.099350,1.000000,1.000000,0,0,169869312,7781078,7077888,73728,0,6,0,15376479,294912,28317337,294924,0.000000,0.000000,1963.236101,89.928505,40.909110,436.292440,0.000000,9.088867,99.953030,11180944,10764288,191410910,155787264,7247757312,0,0,3623878656,0,0,0,0,0,3.553945,10.913884,7.243054,0.000000,7.640072,0.232927,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",313933824,349777795,331344853,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,1056964608,0,113246208,4985192448,261881856,0,0.000000,0,0.000000,28311552,294972,0,436.363449,0,0,0.000000,48.235885,0.002228,8.643134,0.000000,1.219450,20.958555,14.447802,0.000000
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.840059,1.441770,0.998378,40.971050,374.592454,99.840059,1.441770,0.115210,0.090286,0.000000,0.000000,0.000000,0.000000,21.965530,374.594321,374.592454,40.971050,0.000000,65.692375,100.000000,100.000000,53.109219,0.000000,35.849669,0.000000,"<INVALID>",100.000000,0.000000,1.607784,4962.000000,38.087999,0.000000,0.000000,1.200000,1.117070,1.000000,1.000000,0,0,269746176,12555226,11239424,100352,0,7,0,24102863,401410,44967892,401415,0.000000,0.000000,1966.610388,91.535080,40.980342,374.598987,0.000000,6.688477,99.959694,17750052,17059840,304210101,247367680,11509170176,0,0,5754585088,0,0,0,0,0,3.557592,10.924727,6.908594,0.000000,7.671197,0.228624,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",497946624,555295160,526192123,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,1669857280,0,179830784,7915765760,407830528,0,0.000000,0,0.000000,39337984,401408,0,374.592454,0,0,0.000000,48.404963,0.001400,8.664059,0.000000,1.255517,21.047385,14.521336,0.000000
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.770952,1.439798,0.998787,40.954177,327.633412,99.770952,1.439798,0.115054,0.090364,0.000000,0.000000,0.000000,0.000000,22.550251,327.634663,327.633412,40.954177,0.000000,65.682623,100.000000,100.000000,44.591326,0.000000,40.954177,0.000000,0.000000,100.000000,0.000000,1.605270,5666.000000,38.035544,0.000000,0.000000,1.200000,1.120800,1.000000,1.000000,0,0,402653184,18803897,16777216,131072,0,6,0,36951585,524290,67126691,524352,0.000000,0.000000,1965.800478,91.802850,40.965056,327.673407,0.000000,3.838867,99.964702,26376128,25427968,454014916,369229824,17179869184,0,0,8589934592,0,0,0,0,0,3.552229,10.906836,7.018415,0.000000,7.738964,0.227236,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",742653952,828108217,784853511,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,2483027968,0,268435456,11815354368,599785472,0,0.000000,0,0.000000,67108864,524288,0,327.633412,0,0,0.000000,48.313130,0.000918,8.652742,0.000000,1.267281,20.974990,14.471712,0.000000
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.809815,1.439373,0.998979,40.996263,291.528979,99.809815,1.439373,0.115108,0.090424,0.000000,0.000000,0.000000,0.000000,22.621129,291.529419,291.528979,40.996263,0.000000,65.695692,100.000000,100.000000,44.799654,0.000000,40.996263,0.000000,0.000000,100.000000,0.000000,1.605282,6370.000000,38.041682,0.000000,0.000000,1.200000,1.115802,1.000000,1.000000,0,0,573308928,26654140,23887872,165888,0,0,0,52723892,663553,95574265,663562,0.000000,0.000000,1967.820614,91.487440,41.006035,291.533373,0.000000,0.000000,99.968603,37475941,36163584,646395630,525699072,24461180928,0,0,12230590464,0,0,0,0,0,3.549268,10.883541,7.011303,0.000000,7.786310,0.225023,"High (9)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (9)","Low (2)","Low (1)","Idle (0)",1056706560,1178403941,1117024447,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,3524788224,0,382205952,16822370304,844038144,0,0.000000,0,0.000000,95551488,663552,0,291.528979,0,0,0.000000,48.294482,0.000657,8.661168,0.000000,1.249737,20.999679,14.516035,0.000000
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.843076,1.438399,0.999084,41.003683,262.423573,99.843076,1.438399,0.114823,0.090472,0.000000,0.000000,0.000000,0.000000,23.057992,262.424213,262.423573,41.003683,0.000000,65.709054,100.000000,100.000000,43.698581,0.000000,41.003683,0.000000,0.000000,100.000000,0.000000,1.603582,7074.000000,38.005390,0.000000,0.000000,1.200000,1.110695,1.000000,1.000000,0,0,786432000,36395247,32768000,204800,0,4,0,73706967,819202,131101273,819207,0.000000,0.000000,1968.176796,91.085155,41.012841,262.425815,0.000000,1.311523,99.971727,51204096,49561600,886300892,721100800,33554432000,0,0,16777216000,0,0,0,0,0,3.549829,10.879203,7.178480,0.000000,7.676471,0.224734,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (9)","Low (2)","Low (1)","Idle (0)",1448755200,1615175271,1531206316,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,4823449600,0,524288000,23075225600,1146880000,0,0.000000,0,0.000000,131072000,819200,0,262.423573,0,0,0.000000,48.288726,0.000480,8.661799,0.000000,1.240178,20.961898,14.479136,0.000000
