256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,89.216082,0.268331,0.955887,6.511534,416.738206,89.216082,0.268331,2.372403,1.626016,0.714092,0.000000,0.000000,0.000000,417.094306,1.569958,3.255767,52.092276,0.000000,17.187500,12.500000,12.500000,99.218750,0.000000,52.092276,0.000000,0.000000,100.000000,0.000000,0.904709,738.000000,22.159295,0.000000,0.000000,4.000000,16.000000,32.000000,32.000000,0,0,2621440,524288,1048576,65536,0,2,0,8199,31602,1048776,65716,0.000000,0.000000,1041.845517,208.369103,52.102212,3.264709,0.000000,104.183594,99.728997,75643,53248,4288772,722944,33554432,0,0,16777216,0,0,0,0,0,0.582620,1.944686,0.000952,0.000000,14.472645,0.060331,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",1511424,5097131,4993795,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,5767168,0,524288,23134208,2031616,0,0.000000,0,0.000000,1048576,65536,0,3.255767,0,0,0.000000,38.771100,0.086776,1.383259,0.000000,17.511387,26.569503,16.901029,0.000000
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.582850,0.264012,0.987348,7.184030,229.888968,97.582850,0.264012,2.419922,1.664355,0.709431,0.000000,0.000000,0.000000,1.788711,775.685844,1.796008,57.472242,0.000000,17.187500,12.500000,12.500000,96.925163,0.000000,57.472242,0.000000,0.000000,100.000000,0.000000,0.902068,1442.000000,22.139455,0.000000,0.000000,4.000000,16.000000,32.000000,32.000000,0,0,20971520,4194304,8388608,262144,0,1,0,261079,110565,8390381,262148,0.000000,0.000000,1149.444841,229.888968,57.484389,1.796035,0.000000,7.183594,99.861304,564160,409600,34212948,5775360,268435456,0,0,134217728,0,0,0,0,0,0.584800,1.849888,0.001098,0.000000,14.957988,0.050161,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",11812864,40399079,39660864,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,41943040,0,4194304,184811520,12320768,0,0.000000,0,0.000000,8388608,262144,0,1.796008,0,0,0.000000,38.596708,0.011939,1.523730,0.000000,17.604221,26.343197,17.387862,0.000000
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.481453,0.260841,0.996957,7.251729,154.703545,98.481453,0.260841,2.459054,1.677540,0.707829,0.000000,0.000000,0.000000,3.784325,501.326102,1.208621,58.013829,0.000000,17.187498,12.500000,12.500000,81.817401,0.000000,58.013829,0.000000,0.000000,100.000000,0.000000,0.902290,2146.000000,22.162076,0.000000,0.000000,4.000000,16.000014,32.000000,32.000000,0,0,70778880,14155788,28311552,589824,0,5,0,1846803,238920,28315869,589828,0.000000,0.000000,1160.276585,232.055514,58.022675,1.208630,0.000000,10.743164,99.906803,1858187,1363968,116277537,19482624,905969664,0,0,452984832,0,0,0,0,0,0.583796,1.819122,0.000828,0.000000,12.608908,0.045591,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",39555072,136833151,134436047,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,136839168,0,14155776,623443968,37158912,0,0.000000,0,0.000000,28311552,589824,0,1.208621,0,0,0.000000,38.811124,0.003056,1.532116,0.000000,19.672732,26.454844,17.571685,0.000000
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.878350,0.260449,0.997171,7.297809,116.764937,98.878350,0.260449,2.464015,1.684211,0.707018,0.000000,0.000000,0.000000,3.912289,365.121159,934.119499,58.382469,0.000000,17.187500,12.500000,12.500000,93.345034,0.000000,58.382469,0.000000,0.000188,100.000000,0.000000,0.901851,2850.000000,22.157957,0.000000,0.000000,4.000000,16.000000,32.000000,32.000000,0,0,167772160,33554432,67108864,1048576,0,6,0,4497057,409859,67115350,1048587,0.000000,0.000000,1167.649375,233.529875,58.388111,934.129299,0.000000,5.472656,99.929825,4349985,3211264,275217126,46170112,2147483648,0,0,1073741824,0,0,0,0,0,0.583934,1.822588,0.000649,0.000000,11.786075,0.043845,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",93388800,323487857,317916356,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,318767104,0,33554432,1477443584,82837504,0,0.000000,0,0.000000,67108864,1048704,0,934.233528,0,0,0.000000,39.185445,0.001331,1.541618,0.000000,19.891645,26.684486,17.663040,0.000000
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.462235,0.259932,0.997754,7.341021,93.965065,99.462235,0.259932,2.467458,1.688239,0.706528,0.000000,0.000000,0.000000,3.987889,311.017486,751.720526,58.728166,0.000000,17.187498,12.500000,12.500000,93.246033,0.000000,58.728166,0.000000,0.000006,100.000000,0.000000,0.901289,3554.000000,22.148188,0.000000,0.000000,4.000000,16.000009,32.000000,32.000000,0,0,327680000,65536035,131072000,1638400,0,10,0,8900340,677873,131091884,1638404,0.000000,0.000000,1174.563323,234.912790,58.737075,751.722362,0.000000,4.698242,99.943725,8432995,6246400,537045422,90163200,4194304000,0,0,2097152000,0,0,0,0,0,0.583521,1.817203,0.000679,0.000000,11.775224,0.042793,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",181964800,630903682,620150735,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,616038400,0,65536000,2885222400,155648000,0,0.000000,0,0.000000,131072000,1638408,0,751.724196,0,0,0.000000,39.090231,0.000671,1.551986,0.000000,19.935844,26.753833,17.734655,0.000000
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.723687,0.257695,0.998478,7.307943,77.951396,99.723687,0.257695,2.492123,1.690935,0.706200,0.000000,0.000000,0.000000,4.411970,231.347105,623.611171,58.463547,0.000000,17.187497,12.500000,12.500000,92.639589,0.000000,58.463547,0.000000,0.000000,100.000000,0.000000,0.899492,4258.000000,22.109154,0.000000,0.000000,4.000000,16.000015,32.000000,32.000000,0,0,566231040,113246313,226492416,2359296,0,5,0,17092320,875251,226526915,2359309,0.000000,0.000000,1169.270946,233.854406,58.472452,623.614607,0.000000,1.352539,99.953030,14492633,10764288,934189540,155787264,7247757312,0,0,3623878656,0,0,0,0,0,0.576714,1.800247,0.004230,0.000000,12.880382,0.041581,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",313933824,1096184687,1077751747,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,1056964608,0,113246208,4985192448,261881856,0,0.000000,0,0.000000,226492416,2359296,0,623.611171,0,0,0.000000,38.490095,0.000391,1.544487,0.000000,20.111934,26.094427,17.332554,0.000000
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.808317,0.259338,0.998718,7.370010,67.382950,99.808317,0.259338,2.472269,1.692866,0.705965,0.000000,0.000000,0.000000,4.066267,232.089014,539.063604,58.960082,0.000000,17.187499,12.500000,12.500000,93.189459,0.000000,58.960082,0.000000,0.000009,100.000000,0.000000,0.900441,4962.000000,22.132104,0.000000,0.000000,4.000000,16.000007,32.000000,32.000000,0,0,899153920,179830868,359661568,3211264,0,5,0,24804578,1382581,359712212,3211269,0.000000,0.000000,1179.201635,235.840437,58.968384,539.064444,0.000000,880.000000,99.959694,22938588,17059840,1472599958,247367680,11509170176,0,0,5754585088,0,0,0,0,0,0.582269,1.809695,0.000682,0.000000,11.865195,0.041379,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",497946624,1729004713,1699901701,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,1669857280,0,179830784,7915765760,407830528,0,0.000000,0,0.000000,359661568,3211296,0,539.068975,0,0,0.000000,39.031848,0.000243,1.557954,0.000000,19.951713,26.716977,17.748130,0.000000
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.805641,0.259000,0.998825,7.366400,58.931204,99.805641,0.259000,2.477369,1.694317,0.705789,0.000000,0.000000,0.000000,4.588717,168.578686,471.449631,58.931204,0.000000,17.187499,12.500000,12.500000,92.338299,0.000000,58.931204,0.000000,0.000000,100.000000,0.000000,0.900469,5666.000000,22.134602,0.000000,0.000000,4.000000,16.000003,32.000000,32.000000,0,0,1342177280,268435514,536870912,4194304,0,11,0,41803804,1499779,536943458,4194309,0.000000,0.000000,1178.624077,235.724866,58.939167,471.450192,0.000000,1.265625,99.964702,34146049,25427968,2200454634,369229824,17179869184,0,0,8589934592,0,0,0,0,0,0.581740,1.808593,0.000567,0.000000,11.855265,0.040999,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",742653952,2582054589,2538799882,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,2483027968,0,268435456,11815354368,599785472,0,0.000000,0,0.000000,536870912,4194304,0,471.449631,0,0,0.000000,39.032316,0.000165,1.557209,0.000000,20.090746,26.589609,17.658737,0.000000
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.895976,0.258784,0.999098,7.372113,52.423917,99.895976,0.258784,2.477170,1.695447,0.705651,0.000000,0.000000,0.000000,4.326624,169.050604,419.391335,58.976907,0.000000,17.187498,12.500000,12.500000,92.781098,0.000000,58.976907,0.000000,0.000000,100.000000,0.000000,0.899948,6370.000000,22.122906,0.000000,0.000000,4.000000,16.000013,32.000000,32.000000,0,0,1911029760,382206251,764411904,5308416,0,3,0,56078273,2139746,764514945,5308420,0.000000,0.000000,1179.538133,235.907811,58.984857,419.391652,0.000000,248.000000,99.968603,48510083,36163584,3131223876,525699072,24461180928,0,0,12230590464,0,0,0,0,0,0.580562,1.804654,0.000644,0.000000,12.035189,0.040656,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",1056706560,3674802812,3613423317,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,3524788224,0,382205952,16822370304,844038144,0,0.000000,0,0.000000,764411904,5308416,0,419.391335,0,0,0.000000,38.929918,0.000116,1.558395,0.000000,20.004111,26.604151,17.692877,0.000000
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.848816,0.258184,0.999235,7.358119,47.091958,99.848816,0.258184,2.484514,1.696353,0.705541,0.000000,0.000000,0.000000,4.940426,136.381750,376.735671,58.864949,0.000000,17.187498,12.500000,12.500000,91.572178,0.000000,58.864949,0.000000,0.000000,100.000000,0.000000,0.899858,7074.000000,22.122339,0.000000,0.000000,4.000000,16.000010,32.000000,32.000000,0,0,2621440000,524288334,1048576000,6553600,0,0,0,88005047,2372463,1048715912,6553605,0.000000,0.000000,1177.298972,235.459944,58.872803,376.735958,0.000000,0.000000,99.971727,66419346,49561600,4304857941,721100800,33554432000,0,0,16777216000,0,0,0,0,0,0.579117,1.801775,0.000712,0.000000,12.245212,0.040314,"Mid (6)","Low (2)","Idle (0)","Low (1)","Idle (0)","High (8)","Low (1)","Low (1)","Idle (0)",1448755200,5049351870,4965382934,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,4823449600,0,524288000,23075225600,1146880000,0,0.000000,0,0.000000,1048576000,6553600,0,376.735671,0,0,0.000000,38.747042,0.000084,1.554891,0.000000,20.188638,26.397106,17.552046,0.000000
