5888,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.970939,1.964120,"<OVERFLOW>","<OVERFLOW>",32.881273,99.970939,1.964120,0.176941,0.000000,0.000000,0.000000,0.000000,0.000000,8.076244,32.881281,32.881273,236.334155,0.000000,0.000000,"<OVERFLOW>",100.000000,96.584803,0.000000,236.334155,0.000000,0.000000,"<OVERFLOW>",0.000000,2.311518,67741.000000,51.313611,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,12758024192,1083392,0,5,0,1089949500,4333569,31896145346,4333572,0.000000,0.000000,0.000000,0.000000,236.342194,32.881304,0.000000,39.000000,"<OVERFLOW>",3293305440,3193839616,12948236763,12759107584,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",73390057472,86375789363,76698931141,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,102098862080,"<OVERFLOW>",102549553152,0,0.000000,0,0.000000,31895060480,4333568,0,32.881273,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",9.917472,0.000000
6144,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.978127,1.917061,"<OVERFLOW>","<OVERFLOW>",30.739939,99.978127,1.917061,0.182956,0.000000,0.000000,0.000000,0.000000,0.000000,10.184471,30.739945,30.739939,230.549546,0.000000,0.000000,"<OVERFLOW>",100.000000,100.000000,0.000000,201.730853,0.000000,"<INVALID>","<OVERFLOW>",0.000000,2.265608,70685.000000,50.312447,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,14495514624,1179648,0,5,0,1600839697,4718593,36240044849,4718593,0.000000,0.000000,0.000000,0.000000,230.557551,30.739945,0.000000,34.000000,"<OVERFLOW>",3773299521,3628597248,15304323538,14496694272,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",83383418880,98638891842,87614326344,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,116001865728,"<OVERFLOW>",116492599296,0,0.000000,0,0.000000,31708938240,4718592,0,30.739939,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",8.711997,0.000000
6400,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.975883,1.961965,"<OVERFLOW>","<OVERFLOW>",30.177930,99.975883,1.961965,0.177061,0.000000,0.000000,0.000000,0.000000,0.000000,8.228331,30.177936,30.177930,235.765080,0.000000,0.000000,"<OVERFLOW>",100.000000,96.515140,0.000000,235.765080,0.000000,0.000000,"<OVERFLOW>",0.000000,2.309360,73629.000000,51.266591,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,16384000000,1280000,0,0,0,1429526484,5120001,40961431881,5120003,0.000000,0.000000,0.000000,0.000000,235.773321,30.177947,0.000000,0.000000,"<OVERFLOW>",4231694444,4101120000,16707512033,16385280000,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (1)","Idle (0)","Mid (4)","High (9)","Low (1)","Idle (0)",94245120000,110940651225,98512970798,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,131112960000,"<OVERFLOW>",131645440000,0,0.000000,0,0.000000,40960000000,5120000,0,30.177930,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",9.724246,0.000000
6656,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",29.030793,"<OVERFLOW>","<OVERFLOW>",0.176884,0.000000,0.000000,0.000000,0.000000,0.000000,8.432898,29.030799,29.030793,235.875200,0.000000,0.000000,"<OVERFLOW>",100.000000,96.439248,0.000000,235.875200,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",76573.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,18429771776,1384448,0,5,0,1647231044,5537793,46076008162,5537798,0.000000,0.000000,0.000000,0.000000,235.883282,29.030825,0.000000,27.000000,"<OVERFLOW>",4763056657,4612980736,18715367754,18431156224,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",106011336704,124763043275,110780889152,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,147482476544,"<OVERFLOW>",148058406912,0,0.000000,0,0.000000,46074429440,5537792,0,29.030793,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6912,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",27.980331,"<OVERFLOW>","<OVERFLOW>",0.176067,0.000000,0.000000,0.000000,0.000000,0.000000,8.652790,27.980331,27.980331,236.084050,0.000000,0.000000,"<OVERFLOW>",100.000000,84.315579,0.000000,236.084050,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",79517.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,20639121408,1492992,0,4,0,1891127226,5971968,51599553134,5971970,0.000000,0.000000,0.000000,0.000000,236.092055,27.980341,0.000000,19.000000,"<OVERFLOW>",5332014262,5165752320,20965549832,20640614400,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",118718244864,139619107442,123963046258,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,51597803520,5971968,0,27.980331,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
7168,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",26.987501,"<OVERFLOW>","<OVERFLOW>",0.176211,0.000000,0.000000,0.000000,0.000000,0.000000,8.598432,26.987509,26.987501,236.140637,0.000000,0.000000,"<OVERFLOW>",100.000000,96.350853,0.000000,236.140637,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",82461.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,23018340352,1605632,0,14,0,2095378913,6422530,57547835785,6422542,0.000000,0.000000,0.000000,0.000000,236.148782,26.987559,0.000000,61.000000,"<OVERFLOW>",5947516212,5761007616,23315359886,23019945984,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",132402020352,155739551137,138278069335,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,57545850880,6422528,0,26.987501,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
7424,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",26.066861,"<OVERFLOW>","<OVERFLOW>",0.176553,0.000000,0.000000,0.000000,0.000000,0.000000,8.321429,26.066869,26.066861,236.230938,0.000000,0.000000,"<OVERFLOW>",100.000000,100.000000,0.000000,206.702070,0.000000,"<INVALID>","<OVERFLOW>",0.000000,"<OVERFLOW>",85405.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,25573720064,1722368,0,0,0,2252138245,6889474,63936488142,6889482,0.000000,0.000000,0.000000,0.000000,236.239022,26.066899,0.000000,0.000000,"<OVERFLOW>",6599285185,6400319488,25961828270,25575442432,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",147098839040,173084080540,153692599882,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,55942512640,6889472,0,26.066861,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
7680,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.636585,"<OVERFLOW>","<OVERFLOW>",0.183344,0.000000,0.000000,0.000000,0.000000,0.000000,12.230500,24.636588,24.636585,230.967987,0.000000,0.000000,"<OVERFLOW>",100.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",88349.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,28311552000,1843200,0,1,0,3747970152,7372801,"<OVERFLOW>",7372802,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",24.636592,0.000000,3.000000,"<OVERFLOW>",7358985862,7085260800,29901115709,28313395200,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",162844876800,192697419497,171177447483,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,"<OVERFLOW>",7372800,0,24.636585,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
7936,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.392329,"<OVERFLOW>","<OVERFLOW>",0.176668,0.000000,0.000000,0.000000,0.000000,0.000000,8.504141,24.392333,24.392329,236.300697,0.000000,0.000000,"<OVERFLOW>",100.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",91293.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,31238127616,1968128,0,2,0,2810544269,7872513,"<OVERFLOW>",7872517,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",24.392345,0.000000,6.000000,"<OVERFLOW>",8060664177,7817404416,31643082077,31240095744,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",179676309504,211381101312,187695563468,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,"<OVERFLOW>",7872512,0,24.392329,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
8192,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",23.661914,"<OVERFLOW>","<OVERFLOW>",0.176822,0.000000,0.000000,0.000000,0.000000,0.000000,8.925353,23.661920,23.661914,236.619141,0.000000,0.000000,"<OVERFLOW>",100.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",94237.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,34359738368,2097152,0,8,0,3240151969,8388610,"<OVERFLOW>",8388612,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",23.661925,0.000000,23.000000,"<OVERFLOW>",8880299740,8598323200,34579553165,34361835520,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",197629313024,232574558537,206508376053,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0.000000,0,0.000000,"<OVERFLOW>",8388608,0,23.661914,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
