256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,89.457471,0.173012,0.935725,17.307936,67.133810,89.457471,0.173012,2.759670,0.000000,2.679785,0.000000,0.000000,0.000000,69.879150,473.632639,537.070484,138.463484,0.000000,0.000000,12.500000,12.500000,99.952652,0.000000,138.463484,0.000000,0.000000,100.000000,0.000000,0.651435,2973.000000,15.686232,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504,65536,0,5,0,8527,57795,17302343,65769,0.000000,0.000000,0.000000,0.000000,138.470199,538.979930,0.000000,41.958008,99.899092,314241,270336,17411041,1050624,33554432,0,0,16777216,0,0,0,0,0,0.686119,1.629904,1.986130,0.000000,0.000000,0.045239,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",6088704,22891520,22064087,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,17301504,65536,0,537.070484,0,0,0.000000,28.708828,0.014329,0.222138,0.000000,19.474326,47.455125,28.394052,0.000000
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.407343,0.166494,0.987206,18.383647,35.653132,96.407343,0.166494,2.929529,0.000000,2.687680,0.000000,0.000000,0.000000,300.628549,263.373810,285.225063,147.069173,0.000000,0.000000,12.500000,12.500000,99.821010,0.000000,147.069173,0.000000,0.000000,100.000000,0.000000,0.651116,5917.000000,15.720208,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,138412032,262144,0,9,0,276301,242061,138420252,262146,0.000000,0.000000,0.000000,0.000000,147.077908,285.227240,0.000000,10.027344,99.949299,2196175,2129920,144750085,8396800,268435456,0,0,134217728,0,0,0,0,0,0.628696,1.479026,1.920585,0.000000,0.000000,0.039594,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",48472064,190472396,184042644,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,138412032,262144,0,285.225063,0,0,0.000000,29.707060,0.001886,0.234122,0.000000,18.753991,47.469162,30.241320,0.000000
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.282648,0.170808,0.994387,18.940554,24.488796,98.282648,0.170808,2.799141,0.000000,2.690328,0.000000,0.000000,0.000000,638.948418,184.258535,195.910377,151.524433,0.000000,0.000000,12.500000,12.500000,99.604803,0.000000,151.524433,0.000000,0.000047,100.000000,0.000000,0.649236,8861.000000,15.669950,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,467140608,589824,0,9,0,1923671,554744,467164004,589930,0.000000,0.000000,0.000000,0.000000,151.532021,195.945585,0.000000,3.060547,99.966144,7286019,7151616,474815249,28329984,905969664,0,0,452984832,0,0,0,0,0,0.643617,1.497977,1.902766,0.000000,0.000000,0.038535,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",163325952,622129788,600628726,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,467140608,590044,0,195.983450,0,0,0.000000,29.293722,0.000488,0.241981,0.000000,18.461477,48.161419,30.629145,0.000000
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.934523,0.170628,0.994868,19.047625,18.470424,98.934523,0.170628,2.803747,0.000000,2.691656,0.000000,0.000000,0.000000,671.321120,140.534011,147.763393,152.381000,0.000000,0.000000,12.500000,12.500000,99.585408,0.000000,152.381000,0.000000,0.000000,100.000000,0.000000,0.648874,11805.000000,15.659879,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,1107296256,1048576,0,1,0,4763908,997274,1107361264,1048587,0.000000,0.000000,0.000000,0.000000,152.389946,147.764944,0.000000,147.000000,99.974587,17234537,16908288,1126648365,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.643487,1.499987,1.887482,0.000000,0.000000,0.038469,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",386826240,1469147353,1418251124,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,1107296256,1048576,0,147.763393,0,0,0.000000,29.314587,0.000209,0.244367,0.000000,18.452212,48.163566,30.655477,0.000000
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.145349,0.171812,0.995866,19.239982,14.925562,99.145349,0.171812,2.771644,0.000000,2.692454,0.000000,0.000000,0.000000,688.589277,114.359322,119.404496,153.919859,0.000000,0.000000,12.500000,12.500000,99.582044,0.000000,153.919859,0.000000,0.000000,100.000000,0.000000,0.648183,14749.000000,15.640590,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,2162688000,1638400,0,1,0,9448427,1569173,2162808051,1638561,0.000000,0.000000,0.000000,0.000000,153.928403,119.416230,0.000000,76.000000,99.979660,33463796,32972800,2174706731,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.648239,1.506626,1.879334,0.000000,0.000000,0.038119,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",755148800,2848152439,2748995880,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,2162688000,1638400,0,119.404496,0,0,0.000000,29.266049,0.000109,0.246387,0.000000,18.324865,48.336660,30.796970,0.000000
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.836401,0.168457,0.993127,18.964455,12.259850,99.836401,0.168457,2.859008,0.000000,2.692986,0.000000,0.000000,0.000000,775.932066,94.516062,98.078797,151.715641,0.000000,0.000000,12.500000,12.500000,99.512726,0.000000,151.715641,0.000000,0.000000,100.000000,0.000000,0.650060,17693.000000,15.697665,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,3737124864,2359296,0,6,0,18665129,2273594,3737338521,2064392,0.000000,0.000000,0.000000,0.000000,151.724315,85.819281,0.000000,261.000000,99.983044,58117029,56918016,3872493610,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.633230,1.479441,1.945354,0.000000,0.000000,0.038313,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",1304469504,5033958657,4862409575,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,3737124864,2359296,0,98.078797,0,0,0.000000,29.309778,0.000062,0.243329,0.000000,18.831289,47.762533,30.393046,0.000000
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.797829,0.171895,0.997516,19.386154,10.742111,99.797829,0.171895,2.768893,0.000000,2.693366,0.000000,0.000000,0.000000,691.782114,82.503524,85.936890,155.089232,0.000000,0.000000,12.500000,12.500000,99.582600,0.000000,155.089232,0.000000,"<INVALID>",100.000000,0.000000,0.647848,20637.000000,15.633035,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,5934415872,3211264,0,9,0,25850307,3082967,5934735191,3211342,0.000000,0.000000,0.000000,0.000000,155.097577,85.938977,0.000000,252.000000,99.985463,91336224,90316800,5959098868,359761920,11509170176,0,0,5754585088,0,0,0,0,0,0.648782,1.505433,1.871616,0.000000,0.000000,0.037729,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",2070964224,7805091653,7533694549,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,5934415872,2809856,0,75.194778,0,0,0.000000,29.257410,0.000039,0.248273,0.000000,18.283347,48.395644,30.871494,0.000000
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.669659,0.171605,0.996673,19.327203,9.370765,99.669659,0.171605,2.777194,0.000000,2.693652,0.000000,0.000000,0.000000,704.172879,72.401495,74.966120,154.617623,0.000000,0.000000,12.500000,12.500000,99.566748,0.000000,154.617623,0.000000,"<INVALID>",100.000000,0.000000,0.648102,23581.000000,15.640154,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,8858370048,4194304,0,1,0,39397999,4050815,8858845371,4194331,0.000000,0.000000,0.000000,0.000000,154.625919,74.966602,0.000000,18.000000,99.987278,136695800,134742016,8919332278,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",3090808832,11674584130,11269109723,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,8858370048,3670032,0,65.595640,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.247462,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.841271,0.171672,0.996245,19.370379,8.348176,99.841271,0.171672,2.775761,0.000000,2.693874,0.000000,0.000000,0.000000,699.918930,64.786765,66.785415,154.963034,0.000000,0.000000,12.500000,12.500000,87.130663,0.000000,154.963034,0.000000,0.000000,100.000000,0.000000,0.647983,26525.000000,15.636623,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,12612796416,5308416,0,10,0,55632818,5149554,12613472664,5308477,0.000000,0.000000,0.000000,0.000000,154.971342,66.786182,0.000000,131.000000,99.988690,194375391,191766528,12687864097,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",4400179200,16614025639,16036835862,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,12612796416,5308416,0,66.785415,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.248097,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.839413,0.171116,"<OVERFLOW>",19.319188,7.493503,99.839413,0.171116,2.791712,0.000000,2.694051,0.000000,0.000000,0.000000,897.432349,58.092908,59.948026,154.553505,0.000000,0.000000,12.500000,12.500000,87.009923,0.000000,154.553505,0.000000,0.000000,100.000000,0.000000,0.648345,29469.000000,15.645397,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504000,6553600,0,2,0,98108529,6350796,17302419352,6553607,0.000000,0.000000,0.000000,0.000000,154.561681,59.948090,0.000000,19.000000,99.989820,269394845,262963200,17488126662,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",6035251200,22883937243,22089373202,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,17301504000,6553648,0,59.948464,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.247517,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
