"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,KB,GB/s,,,,
2.151742,5.238400e-05,,,,,,,,,,512.000000,9.321191,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.151801,9.404800e-05,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.151899,2.272000e-06,,,,,,,,,,2.500000,1.049378,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.128012,1.018880e-04,,,,,,,,,,1.000000,9.584666,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.128121,1.581430e-04,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.128283,2.272000e-06,,,,,,,,,,2.441406e-03,1.049378,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.126046,2.955510e-04,,,,,,,,,,2.000000,6.608420,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.126349,3.110070e-04,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.126663,2.432000e-06,,,,,,,,,,2.441406e-03,0.980340,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.125880,7.405420e-04,,,,,,,,,,4.000000,5.274853,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.126628,6.135010e-04,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.127244,2.432000e-06,,,,,,,,,,2.441406e-03,0.980340,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.123115,1.512346e-03,,,,,,,,,,8.000000,5.165815,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.124635,1.212700e-03,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.125850,2.432000e-06,,,,,,,,,,2.441406e-03,0.980340,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.124457,2.843702e-03,,,,,,,,,,16.000000,5.494598,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.127309,2.379670e-03,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.129692,2.432000e-06,,,,,,,,,,2.441406e-03,0.980340,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.123769,5.477324e-03,,,,,,,,,,32.000000,5.705341,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.129254,4.752622e-03,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.134010,2.592000e-06,,,,,,,,,,2.441406e-03,0.919825,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.138203,0.010741,,,,,,,,,,64.000000,5.818661,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.148952,9.489498e-03,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.158446,2.592000e-06,,,,,,,,,,2.441406e-03,0.919825,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.141180,0.021242,,,,,,,,,,128.000000,5.884482,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.162430,0.018966,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.181400,2.592000e-06,,,,,,,,,,2.441406e-03,0.919825,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.149899,0.043278,,,,,,,,,,256.000000,5.776640,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.193185,0.037917,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.231105,2.592000e-06,,,,,,,,,,2.441406e-03,0.919825,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.173640,0.083973,,,,,,,,,,512.000000,5.954303,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.257621,0.076159,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.333784,2.592000e-06,,,,,,,,,,2.441406e-03,0.919825,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,GB,GB/s,,,,
2.226831,0.169021,,,,,,,,,,1.000000,5.916439,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.395859,0.154533,32,1,1,128,1,1,25,1.639200e+04,0.000000,,,"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int) [106]"
2.550395,2.624000e-06,,,,,,,,,,2.384186e-06,0.908607,"Tesla K40c (0)","2","14","[CUDA memcpy DtoH]"
