240,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.013555,1.168867,0.748215,31.470938,1.311289,96.013555,1.168867,0.172423,0.078329,0.065693,0.000000,0.000000,0.000000,1.273225,1.571908,1.704676,40.912219,0.000000,63.100084,76.923077,76.923077,84.724003,0.000000,40.912219,0.000000,0.078571,96.153846,0.000000,1.382695,766.000000,32.742196,0.000000,0.000000,1.200000,1.000223,3.012821,3.012821,0,0,673920,44938,135360,5640,0,9,0,6991,8631,224825,9369,0.000000,0.000000,981.893257,65.474120,40.945912,1.706315,0.000000,1.678450,95.902792,76760,71136,896016,653328,27648000,0,0,13824000,0,0,0,0,0,2.105790,12.566983,5.500404,0.000000,30.257412,0.426100,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1433952,1681829,1593027,0.000000,0,0.000000,0.000000,0.000000,0.000000,13824000,0,7142400,0,691200,20102400,2246400,0,0.000000,0,0.000000,224640,9544,0,1.738187,0,0,0.000000,28.190548,0.449169,5.683419,0.000000,3.996548,16.507047,8.914006,0.000000
480,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.995854,1.164755,0.798015,44.345486,946.037038,97.995854,1.164755,0.173454,0.080107,0.064792,0.000000,0.000000,0.000000,5.457953,1.148768,1.201024,57.649132,0.000000,63.096639,76.923077,76.923077,79.401765,0.000000,57.649132,0.000000,0.000000,96.153846,0.000000,1.363496,1498.000000,32.475421,0.000000,0.000000,1.200000,1.001096,2.980769,2.980769,0,0,5391360,359818,1071360,22320,0,5,0,170143,35811,1797518,37529,0.000000,0.000000,1383.579168,92.339723,57.661899,1.203879,0.000000,168.183594,96.025470,576767,554112,7156198,5219136,221184000,0,0,110592000,0,0,0,0,0,2.058267,11.785664,5.500251,0.000000,33.335982,0.366204,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",11217024,13162666,12540348,0.000000,0,0.000000,0.000000,0.000000,0.000000,110592000,0,53452800,0,5529600,160588800,14515200,0,0.000000,0,0.000000,1797120,37440,0,1.201024,0,0,0.000000,26.999622,0.051032,5.848410,0.000000,3.878394,16.024584,9.157901,0.000000
720,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.319632,1.145944,0.804684,44.126746,627.580387,99.319632,1.145944,0.177838,0.080717,0.065191,0.000000,0.000000,0.000000,23.135718,751.575938,815.854504,57.364770,0.000000,63.100923,76.923077,76.923077,59.786407,0.000000,57.364770,0.000000,0.000000,96.153846,0.000000,1.350129,2230.000000,32.223703,0.000000,0.000000,1.200000,1.000010,2.991453,2.991453,0,0,18195840,1213068,3628800,50400,0,13,0,2446181,77603,6066013,84422,0.000000,0.000000,1376.754475,91.784540,57.371702,817.617152,0.000000,128.924805,96.067610,1903833,1853280,24277880,17606160,746496000,0,0,373248000,0,0,0,0,0,2.045664,11.579189,7.275383,0.000000,32.515326,0.339830,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",37571040,44252603,42246884,0.000000,0,0.000000,0.000000,0.000000,0.000000,373248000,0,176256000,0,18662400,541728000,45100800,0,0.000000,0,0.000000,6065280,84240,0,815.854504,0,0,0.000000,26.366469,0.014712,5.889423,0.000000,3.790904,16.072524,9.288305,0.000000
960,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.908142,1.147058,0.810961,44.624727,475.997087,98.908142,1.147058,0.178461,0.081026,0.064867,0.000000,0.000000,0.000000,25.360699,555.681148,618.796213,58.012145,0.000000,63.100824,76.923077,76.923077,56.224278,0.000000,58.012145,0.000000,0.000000,96.153846,0.000000,1.351988,2962.000000,32.298556,0.000000,0.000000,1.200000,1.000035,2.980769,2.980769,0,0,43130880,2875492,8570880,89280,0,5,0,6285059,134485,14380693,149980,0.000000,0.000000,1392.291481,92.822660,58.027208,619.705235,0.000000,21.155273,96.088921,4462924,4372992,57524087,41723136,1769472000,0,0,884736000,0,0,0,0,0,2.051597,11.520079,7.911878,0.000000,31.613216,0.329258,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",88717824,104550462,99907081,0.000000,0,0.000000,0.000000,0.000000,0.000000,884736000,0,412876800,0,44236800,1283788800,102297600,0,0.000000,0,0.000000,14376960,149760,0,618.796213,0,0,0.000000,26.477200,0.007384,5.893778,0.000000,3.941540,16.147847,9.389866,0.000000
1200,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.768107,1.147289,0.809380,44.780855,382.129962,99.768107,1.147289,0.178493,0.081213,0.065092,0.000000,0.000000,0.000000,24.916661,459.211944,496.768950,58.215111,0.000000,63.100957,76.923077,76.923077,57.315798,0.000000,58.215111,0.000000,0.000000,96.153846,0.000000,1.352739,3694.000000,32.334662,0.000000,0.000000,1.200000,1.000001,2.987179,2.987179,0,0,84240000,5616007,16776000,139800,0,5,0,12018526,216309,28083635,234005,0.000000,0.000000,1397.162674,93.144294,58.222647,496.779565,0.000000,10.869141,96.101787,8658004,8517600,112287187,81478800,3456000000,0,0,1728000000,0,0,0,0,0,2.040569,11.565205,7.501590,0.000000,31.802561,0.328082,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",172879200,203736979,194797363,0.000000,0,0.000000,0.000000,0.000000,0.000000,1728000000,0,800640000,0,86400000,2507040000,194400000,0,0.000000,0,0.000000,28080000,234000,0,496.768950,0,0,0.000000,26.660540,0.003111,5.961455,0.000000,3.805844,16.292498,9.442845,0.000000
1440,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.780981,1.145579,0.810016,45.103238,320.734134,99.780981,1.145579,0.178817,0.081338,0.064892,0.000000,0.000000,0.000000,25.247121,385.325187,416.954373,58.634209,0.000000,63.100675,76.923077,76.923077,57.021986,0.000000,58.634209,0.000000,"<INVALID>",96.153846,0.000000,1.350317,4426.000000,32.289139,0.000000,0.000000,1.200000,1.000073,2.980769,2.980769,0,0,145566720,9705154,28926720,200880,0,0,0,20893040,311399,48530495,337077,0.000000,0.000000,1407.221012,93.821559,58.644184,417.099150,0.000000,0.000000,96.110397,14893987,14691456,194051759,140781888,5971968000,0,0,2985984000,0,0,0,0,0,2.047576,11.525562,7.845462,0.000000,31.307803,0.324386,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",298276992,351613938,336315131,0.000000,0,0.000000,0.000000,0.000000,0.000000,2985984000,0,1376870400,0,149299200,4331750400,329702400,0,0.000000,0,0.000000,48522240,294973,0,364.999651,0,0,0.000000,26.717799,0.001872,5.959284,0.000000,3.954082,16.275456,9.445816,0.000000
1680,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.839830,1.143368,0.810891,39.794896,242.559363,99.839830,1.143368,0.178684,0.081427,0.065049,0.000000,0.000000,0.000000,22.954683,291.352434,315.327172,51.733364,0.000000,63.100956,76.923077,76.923077,55.615704,0.000000,51.733364,0.000000,"<INVALID>",96.153846,0.000000,1.347351,5158.000000,32.226563,0.000000,0.000000,1.200000,1.000001,2.985348,2.985348,0,0,231154560,15410324,46005120,273840,0,5,0,34188637,423769,77065258,458741,0.000000,0.000000,1241.600742,82.773490,51.742588,315.396612,0.000000,3.519531,96.116563,23574109,23298912,308083745,223541136,9483264000,0,0,4741632000,0,0,0,0,0,2.018767,11.442765,7.885034,0.000000,32.050216,0.319283,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",473133024,557674550,533549265,0.000000,0,0.000000,0.000000,0.000000,0.000000,4741632000,0,2178892800,0,237081600,6878188800,516499200,0,0.000000,0,0.000000,77051520,401433,0,275.995841,0,0,0.000000,26.421787,0.001148,5.957131,0.000000,3.804084,16.056915,9.378833,0.000000
1920,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.809464,1.142310,0.811362,45.104077,240.555076,99.809464,1.142310,0.179056,0.081494,0.064905,0.000000,0.000000,0.000000,26.482688,285.532820,312.721599,58.635300,0.000000,63.100728,76.923077,76.923077,54.909627,0.000000,58.635300,0.000000,0.000069,96.153846,0.000000,1.347009,5890.000000,32.225306,0.000000,0.000000,1.200000,1.000059,2.980769,2.980769,0,0,345047040,23004500,68567040,357120,0,4,0,51946939,546958,115030011,599050,0.000000,0.000000,1407.247197,93.822043,58.642606,312.726819,0.000000,2.137695,96.121196,35104487,34744320,459881485,333665280,14155776000,0,0,7077888000,0,0,0,0,0,2.047730,11.475501,8.079760,0.000000,31.339375,0.318776,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",705669120,832023583,796200184,0.000000,0,0.000000,0.000000,0.000000,0.000000,7077888000,0,3244032000,0,353894400,10266624000,763084800,0,0.000000,0,0.000000,115015680,599120,0,312.763362,0,0,0.000000,26.564720,0.000781,5.956742,0.000000,3.963504,16.209853,9.426395,0.000000
2160,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.901653,1.144145,0.811317,45.227172,214.410295,99.901653,1.144145,0.179153,0.081546,0.065026,0.000000,0.000000,0.000000,26.460820,257.362207,278.733385,58.795323,0.000000,63.100954,76.923077,76.923077,54.968413,0.000000,58.795323,0.000000,0.000051,96.153846,0.000000,1.349066,6622.000000,32.279669,0.000000,0.000000,1.200000,1.000002,2.984330,2.984330,0,0,491287680,32752574,97744320,452520,0,4,0,73701297,700030,163785311,758285,0.000000,0.000000,1411.087762,94.072696,58.803492,278.779340,0.000000,1.505859,96.124805,49886958,49432032,654798122,475063056,20155392000,0,0,10077696000,0,0,0,0,0,2.045702,11.499992,7.934974,0.000000,31.475576,0.318266,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1004107104,1183994157,1133196622,0.000000,0,0.000000,0.000000,0.000000,0.000000,10077696000,0,4609612800,0,503884800,14617324800,1077753600,0,0.000000,0,0.000000,163762560,758244,0,278.764267,0,0,0.000000,26.629378,0.000549,5.974705,0.000000,3.846713,16.248850,9.443889,0.000000
2400,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.922027,1.143335,0.811582,39.495058,168.512249,99.922027,1.143335,0.179136,0.081588,0.064912,0.000000,0.000000,0.000000,23.723014,202.501403,219.065924,51.343576,0.000000,63.100253,76.923077,76.923077,53.836912,0.000000,51.343576,0.000000,0.000000,96.153846,0.000000,1.348030,7354.000000,32.258868,0.000000,0.000000,1.200000,1.000180,2.980769,2.980769,0,0,673920000,44936074,133920000,558000,0,0,0,103793663,865225,224672474,936001,0.000000,0.000000,1232.245821,82.164484,51.350998,219.066157,0.000000,0.000000,96.127696,68331985,67766400,898070853,651643200,27648000000,0,0,13824000000,0,0,0,0,0,2.044250,11.495037,7.683803,0.000000,31.543766,0.317884,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",1376668800,1623288205,1553836195,0.000000,0,0.000000,0.000000,0.000000,0.000000,13824000000,0,6312960000,0,691200000,20050560000,1468800000,0,0.000000,0,0.000000,224640000,936000,0,219.065924,0,0,0.000000,26.683463,0.000387,5.974446,0.000000,3.971060,16.260351,9.443763,0.000000
2640,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.949413,1.141497,0.811633,39.671139,153.875932,99.949413,1.141497,0.179391,0.081623,0.065011,0.000000,0.000000,0.000000,24.543858,184.949968,200.038712,51.572480,0.000000,63.100952,76.923077,76.923077,52.543544,0.000000,51.572480,0.000000,0.000023,96.153846,0.000000,1.346165,8086.000000,32.217564,0.000000,0.000000,1.200000,1.000002,2.983683,2.983683,0,0,896987520,59799314,178421760,675840,0,13,0,142295106,1047132,299043671,1132613,0.000000,0.000000,1237.739529,82.516170,51.580731,200.048073,0.000000,2.350586,96.130063,90831399,90151776,1195254188,867314448,36799488000,0,0,18399744000,0,0,0,0,0,2.039566,11.469210,7.797664,0.000000,31.842223,0.316178,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1831576032,2160144415,2067953198,0.000000,0,0.000000,0.000000,0.000000,0.000000,18399744000,0,8391398400,0,919987200,26686598400,1944518400,0,0.000000,0,0.000000,298995840,1132628,0,200.050722,0,0,0.000000,26.512462,0.000296,5.970116,0.000000,3.846231,16.176170,9.407222,0.000000
