252,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",150784,150860,96421,96359,0,0,122,0,40,82,52,28,0,0,0,0,44172,44127,44271,44334,2920,2907,2832,2854,44172,44127,44271,44334,2920,2907,2832,2854,44180,44143,44303,44358,2920,2912,2832,2855,0,0,0,0,4,1,0,0,1039864,0,0,1143072,0,0,0,0,63504,0,0,0,0,0,0,0,0,0,0,2025,2830049,666425,500375,1666575,52263792,52136784,0,0,637875,36450,0,0,0,0,0,36450,2025,0,22275,995517,48509944,1949361,81,0,0,765450,36450
504,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1174824,1174824,746087,746257,31097,31049,26024,26356,12981,13043,12916,12930,15560,15537,15532,15584,356850,357066,357534,357390,11752,11710,11724,11647,341318,341534,342002,341846,8290,8189,8193,8167,356858,357082,357566,357414,11757,11710,11724,11648,0,0,0,0,4,0,0,1,7988824,0,0,9144576,0,0,0,0,254016,0,0,0,0,0,0,0,0,0,0,8100,22606495,5070800,3969200,13008600,407949696,407441664,0,0,5103000,291600,0,0,0,0,0,291600,8100,0,162000,7902188,392133382,15706857,324,0,0,6123600,291600
756,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3929420,3929200,2475210,2474700,956551,961721,53035,53164,26525,26510,26594,26603,478228,478323,477315,479520,1201554,1202364,1201527,1201581,26281,26207,26163,26271,724103,725704,724632,723263,18050,18045,17860,17993,1201554,1202372,1201535,1201589,26285,26208,26163,26272,0,0,0,0,0,4,1,0,27568632,0,0,30862944,0,0,0,0,571536,0,0,0,0,0,0,0,0,0,0,18225,80154925,16821875,13359125,43539525,1365399504,1364256432,0,0,17222625,984150,0,0,0,0,0,984150,18225,0,528525,27525664,1371703570,54983604,729,0,0,20667150,984150
1008,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",9271292,9271876,5842786,5841950,2478818,2479984,82615,81028,41320,41295,41286,41276,1239408,1239410,1239968,1239976,2856384,2858256,2858976,2857104,45508,45484,45461,45540,1681840,1683712,1683872,1682000,31323,31250,31247,31271,2921248,2923122,2923856,2921976,45512,45485,45462,45540,0,0,0,0,0,4,0,1,65086680,0,0,73156608,0,0,0,0,1016064,0,0,0,0,0,0,0,0,0,0,32400,189002996,39528200,31622600,102772800,3222955008,3220922880,0,0,40824000,2332800,0,0,0,0,0,2332800,32400,0,1231200,64932403,3240604984,129772994,1296,0,0,48988800,2332800
1260,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",18058404,18059496,11340650,11339350,4694976,4826203,116895,118320,58434,58461,58566,58538,2347417,2347559,2347790,2347735,5570820,5569695,5571360,5571225,71501,71466,71453,71447,3287580,3286447,3287836,3287832,48587,48591,48591,48514,5645700,5644577,5646264,5646121,71502,71466,71453,71452,0,0,0,0,0,0,5,0,127350744,0,0,142884000,0,0,0,0,1587600,0,0,0,0,0,0,0,0,0,0,50625,369935510,76798325,61712075,200221875,6278958000,6275782800,0,0,79734375,4556250,0,0,0,0,0,4556250,50625,0,2379375,127163294,6346825208,253570833,2025,0,0,95681250,4556250
1512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",31149148,31148276,19574969,19575247,8121253,8249483,160401,161794,80186,80215,80383,80320,4060822,4060431,4060227,4060374,9642510,9645264,9644994,9645912,103528,103709,103376,103390,5710794,5713549,5713644,5713888,71281,71294,70809,70934,9837126,9839894,9839634,9840552,103533,103709,103377,103390,0,0,0,0,0,5,0,0,218632720,0,0,246903552,0,0,0,0,2286144,0,0,0,0,0,0,0,0,0,0,72900,633910056,132240800,106580000,345400200,10831750272,10827177984,0,0,137781000,7873200,0,0,0,0,0,7873200,72900,0,4082400,218511558,10907976436,436175125,2916,0,0,165337200,7873200
1764,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",49398936,49397412,30978598,30977492,13111954,12984542,214058,212768,107048,107010,106965,107001,6556015,6555939,6557096,6556929,15293754,15294384,15295518,15294510,142349,142395,142144,142382,9064747,9065157,9065238,9064006,98532,98535,98252,98529,15618098,15618738,15619878,15618886,142351,142395,142148,142382,0,0,0,0,1,0,4,0,346941524,0,0,392073696,0,0,0,0,3111696,0,0,0,0,0,0,0,0,0,0,99225,1009246207,209464175,169178825,547821225,17179673616,17173450224,0,0,218791125,12502350,0,0,0,0,0,12502350,99225,0,6449625,346687742,17315243120,692935997,3969,0,0,262549350,12502350
2016,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",73664640,73664640,46230368,46231456,19507810,19356235,273578,271988,136799,136779,136782,136801,9753870,9753940,9753721,9754384,22857624,22859712,22864608,22863816,184819,184790,184858,184950,13572093,13574403,13579839,13577938,127803,127699,127869,128002,23304616,23306714,23311612,23310796,184819,184790,184863,184951,0,0,0,0,0,0,5,0,516615384,0,0,585252864,0,0,0,0,4064256,0,0,0,0,0,0,0,0,0,0,129600,1500640597,312077000,252461000,816998400,25621069824,25612941312,0,0,326592000,18662400,0,0,0,0,0,18662400,129600,0,9590400,516381940,25791747204,1031166813,5184,0,0,391910400,18662400
2268,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",104804436,104806392,65676118,65675102,28119817,28589342,342278,342366,171138,171140,171224,171233,14060443,14059374,14058113,14061173,32510889,32511618,32521338,32521419,235166,235170,235088,234961,18109824,18108751,18121130,18125383,156470,156370,156458,155999,33159649,33160430,33170106,33170187,235168,235170,235088,234965,0,0,0,0,0,1,4,0,738701368,0,0,833299488,0,0,0,0,5143824,0,0,0,0,0,0,0,0,0,0,164025,2149301557,443687825,359378975,1162445175,36454280688,36443993040,0,0,465010875,26572050,0,0,0,0,0,26572050,164025,0,13614075,738436749,36885245598,1476368879,6561,0,0,558013050,26572050
2520,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",143677800,143677800,90096382,90096218,41203064,39042063,414681,415725,207331,207350,207397,207372,20600952,20602112,20604260,20601993,44648730,44644320,44656470,44655480,290100,290112,289805,290029,24941256,24938558,24949852,24947111,194204,193895,193708,194293,45492331,45487974,45500146,45499136,290102,290112,289805,290033,0,0,0,0,0,1,0,4,1014330652,0,0,1143072000,0,0,0,0,6350400,0,0,0,0,0,0,0,0,0,0,202500,2955688313,607905200,492885200,1593675000,49977648000,49964947200,0,0,637875000,36450000,0,0,0,0,0,36450000,202500,0,18630000,1014315322,50662491120,2024167059,8100,0,0,765450000,36450000
