gpu_id,num_of_cores,max_clock_rate,l1_cache_used,threads_number,Achieved Occupancy,Executed IPC,Global Load Transactions,Global Store Transactions,Instructions Executed,Instructions Issued,L2 Hit Rate (L1 Reads),Shared Load Transactions,Shared Store Transactions,Duration
0,2880,745,0,8192,0.26394,0.5287970000000001,8192.0,32.0,75168.0,86396.0,62.475586,4128.0,2304.0,1.0848e-05
0,2880,745,0,8192,0.263516,0.479882,16384.0,32.0,116128.0,144696.0,5.413818,4128.0,2304.0,2.2625e-05
0,2880,745,0,8192,0.263868,0.44170299999999996,32768.0,32.0,198048.0,253175.0,0.0,4128.0,2304.0,4.3264e-05
0,2880,745,0,8192,0.26572399999999996,0.416249,65536.0,32.0,361888.0,469490.0,0.0,4128.0,2304.0,8.0737e-05
0,2880,745,0,8192,0.264912,0.408029,131072.0,32.0,689568.0,903998.0,0.0,4128.0,2304.0,0.00015792
0,2880,745,0,8192,0.266385,0.409139,262144.0,32.0,1344928.0,1772857.0,0.0,4128.0,2304.0,0.000306689
0,2880,745,0,8192,0.266546,0.402544,524288.0,32.0,2655648.0,3509733.0,0.0,4128.0,2304.0,0.0006159080000000001
0,2880,745,0,8192,0.26660100000000003,0.404039,786432.0,32.0,3966368.0,5261113.0,0.0,4128.0,2304.0,0.0009075210000000001
0,2880,745,0,8192,0.266725,0.405991,1048576.0,32.0,5277088.0,6975681.0,0.0,4128.0,2304.0,0.001209056
0,2880,745,0,8192,0.26662800000000003,0.401121,1310720.0,32.0,6587808.0,8715393.0,0.0,4128.0,2304.0,0.001527776
0,2880,745,0,8192,0.266604,0.402955,1572864.0,32.0,7898528.0,10530247.0,0.0,4128.0,2304.0,0.001817887
0,2880,745,0,8192,0.266734,0.404458,1835008.0,32.0,9209248.0,12186051.0,0.0,4128.0,2304.0,0.002106717
0,2880,745,0,8192,0.266863,0.399568,2097152.0,32.0,10519968.0,13921847.0,0.0,4128.0,2304.0,0.002452733
0,2880,745,0,8192,0.266673,0.402357,2359296.0,32.0,11830688.0,15751749.0,0.0,4128.0,2304.0,0.002729084
0,2880,745,0,8192,0.266748,0.403564,2621440.0,32.0,13141408.0,17391269.0,0.0,4128.0,2304.0,0.003020122
0,2880,745,0,8192,0.26671100000000003,0.39873600000000003,2883584.0,32.0,14452128.0,19120851.0,0.0,4128.0,2304.0,0.0033871290000000004
0,2880,745,0,8192,0.266726,0.40226300000000004,3145728.0,32.0,15762848.0,21007006.0,0.0,4128.0,2304.0,0.003637433
0,2880,745,0,8192,0.266687,0.403482,3407872.0,32.0,17073568.0,22589983.0,0.0,4128.0,2304.0,0.003914455
0,2880,745,0,8192,0.266633,0.398389,3670016.0,32.0,18384288.0,24328206.0,0.0,4128.0,2304.0,0.004308822
0,2880,745,0,8192,0.26673800000000003,0.40019499999999997,3932160.0,32.0,19695008.0,26250011.0,0.0,4128.0,2304.0,0.0045795720000000005
