gpu_id,num_of_cores,max_clock_rate,l1_cache_used,threads_number,Achieved Occupancy,Executed IPC,Global Load Transactions,Global Store Transactions,Instructions Executed,Instructions Issued,L2 Hit Rate (L1 Reads),Shared Load Transactions,Shared Store Transactions,Duration
0,2880,745,0,65536,0.742579,1.310368,8192.0,4096.0,51200.0,68818.0,99.414062,0.0,0.0,5.056e-06
0,2880,745,0,147456,0.763818,1.0887850000000001,18432.0,9216.0,115200.0,154304.0,35.915799,0.0,0.0,9.44e-06
0,2880,745,0,262144,0.797435,0.989721,32768.0,16384.0,204800.0,289340.0,1.721191,0.0,0.0,1.9296e-05
0,2880,745,0,409600,0.809242,0.958377,51200.0,25600.0,320000.0,452263.0,0.0,0.0,0.0,3.1264000000000004e-05
0,2880,745,0,589824,0.8006810000000001,0.946326,73728.0,36864.0,460800.0,648561.0,0.0,0.0,0.0,4.416e-05
0,2880,745,0,802816,0.811552,0.970102,100352.0,50176.0,627200.0,886914.0,0.0,0.0,0.0,5.8976000000000006e-05
0,2880,745,0,1048576,0.8034720000000001,1.035056,131072.0,65536.0,819200.0,1135871.0,0.0,0.0,0.0,7.264e-05
0,2880,745,0,1327104,0.808221,0.972533,165888.0,82944.0,1036800.0,1465627.0,0.0,0.0,0.0,9.6128e-05
0,2880,745,0,1638400,0.80909,0.9778399999999999,204800.0,102400.0,1280000.0,1806392.0,0.0,0.0,0.0,0.00011807899999999999
0,2880,745,0,1982464,0.8057,1.00396,247808.0,123904.0,1548800.0,2181879.0,0.0,0.0,0.0,0.000139744
0,2880,745,0,2359296,0.809923,0.958664,294912.0,147456.0,1843200.0,2607667.0,0.0,0.0,0.0,0.00017068700000000001
0,2880,745,0,2768896,0.810611,0.991405,346112.0,173056.0,2163200.0,3047073.0,0.0,0.0,0.0,0.000199039
0,2880,745,0,3211264,0.812673,0.954917,401408.0,200704.0,2508800.0,3544651.0,0.0,0.0,0.0,0.00023305599999999999
0,2880,745,0,3686400,0.8101470000000001,0.98855,460800.0,230400.0,2880000.0,4050567.0,0.0,0.0,0.0,0.000263263
0,2880,745,0,4194304,0.8117850000000001,1.0452549999999998,524288.0,262144.0,3276800.0,4545916.0,0.0,0.0,0.0,0.000285407
0,2880,745,0,4734976,0.811058,0.990149,591872.0,295936.0,3699200.0,5215417.0,0.0,0.0,0.0,0.000335999
0,2880,745,0,5308416,0.810854,0.954461,663552.0,331776.0,4147200.0,5863320.0,0.0,0.0,0.0,0.000386846
0,2880,745,0,5914624,0.813541,0.9615450000000001,739328.0,369664.0,4620800.0,6542568.0,0.0,0.0,0.0,0.00042886300000000003
0,2880,745,0,6553600,0.81585,0.9573709999999999,819200.0,409600.0,5120000.0,7239048.0,0.0,0.0,0.0,0.00047999800000000003
0,2880,745,0,7225344,0.808631,0.9848180000000001,903168.0,451584.0,5644800.0,7960430.0,0.0,0.0,0.0,0.0005155180000000001
0,2880,745,0,7929856,0.813161,0.9717290000000001,991232.0,495616.0,6195200.0,8747075.0,0.0,0.0,0.0,0.00056915
0,2880,745,0,8667136,0.813196,0.9533860000000001,1083392.0,541696.0,6771200.0,9591698.0,0.0,0.0,0.0,0.000631998
0,2880,745,0,9437184,0.808184,0.978247,1179648.0,589824.0,7372800.0,10431956.0,0.0,0.0,0.0,0.000679261
0,2880,745,0,10240000,0.813158,0.950829,1280000.0,640000.0,8000000.0,11333061.0,0.0,0.0,0.0,0.000750013
0,2880,745,0,11075584,0.8089149999999999,0.945875,1384448.0,692224.0,8652800.0,12254576.0,0.0,0.0,0.0,0.0008152289999999999
0,2880,745,0,11943936,0.8113229999999999,0.955176,1492992.0,746496.0,9331200.0,13217699.0,0.0,0.0,0.0,0.000876125
0,2880,745,0,12845056,0.813933,0.961522,1605632.0,802816.0,10035200.0,14179984.0,0.0,0.0,0.0,0.0009383010000000001
0,2880,745,0,13778944,0.814778,0.9775870000000001,1722368.0,861184.0,10764800.0,15199917.0,0.0,0.0,0.0,0.0009913889999999999
0,2880,745,0,14745600,0.804538,1.008122,1843200.0,921600.0,11520000.0,16153183.0,0.0,0.0,0.0,0.001047931
0,2880,745,0,15745024,0.805532,1.039299,1968128.0,984064.0,12300800.0,17091771.0,0.0,0.0,0.0,0.001092539
0,2880,745,0,16777216,0.7951060000000001,1.057072,2097152.0,1048576.0,13107200.0,18232161.0,0.0,0.0,0.0,0.0011213080000000001
0,2880,745,0,17842176,0.80602,1.012039,2230272.0,1115136.0,13939200.0,19401131.0,0.0,0.0,0.0,0.0012510989999999999
0,2880,745,0,18939904,0.810214,1.0116559999999999,2367488.0,1183744.0,14796800.0,20622888.0,0.0,0.0,0.0,0.001352026
0,2880,745,0,20070400,0.815128,0.969566,2508800.0,1254400.0,15680000.0,22092620.0,0.0,0.0,0.0,0.0014553220000000002
0,2880,745,0,21233664,0.8099689999999999,0.9629610000000001,2654208.0,1327104.0,16588800.0,23449472.0,0.0,0.0,0.0,0.0015441220000000002
0,2880,745,0,22429696,0.814283,0.955151,2803712.0,1401856.0,17523200.0,24824777.0,0.0,0.0,0.0,0.001637977
0,2880,745,0,23658496,0.808955,0.951624,2957312.0,1478656.0,18483200.0,26212813.0,0.0,0.0,0.0,0.001738969
0,2880,745,0,24920064,0.813224,0.9473860000000001,3115008.0,1557504.0,19468800.0,27641975.0,0.0,0.0,0.0,0.001828024
0,2880,745,0,26214400,0.8119430000000001,0.95104,3276800.0,1638400.0,20480000.0,29088571.0,0.0,0.0,0.0,0.001930295
0,2880,745,0,27541504,0.814971,0.944197,3442688.0,1721344.0,21516800.0,30583437.0,0.0,0.0,0.0,0.002033622
0,2880,745,0,28901376,0.809824,0.94283,3612672.0,1806336.0,22579200.0,32130415.0,0.0,0.0,0.0,0.002133654
0,2880,745,0,30294016,0.814232,0.939773,3786752.0,1893376.0,23667200.0,33683826.0,0.0,0.0,0.0,0.002237142
0,2880,745,0,31719424,0.815014,0.946174,3964928.0,1982464.0,24780800.0,35243537.0,0.0,0.0,0.0,0.002345877
0,2880,745,0,33177600,0.81488,0.94576,4147200.0,2073600.0,25920000.0,36867652.0,0.0,0.0,0.0,0.002453237
0,2880,745,0,34668544,0.813591,0.948681,4333568.0,2166784.0,27084800.0,38468504.0,0.0,0.0,0.0,0.00255234
0,2880,745,0,36192256,0.811279,0.957283,4524032.0,2262016.0,28275200.0,40082570.0,0.0,0.0,0.0,0.002641235
0,2880,745,0,37748736,0.807513,0.976188,4718592.0,2359296.0,29491200.0,41779015.0,0.0,0.0,0.0,0.002726035
0,2880,745,0,39337984,0.813496,0.957468,4917248.0,2458624.0,30732800.0,43607600.0,0.0,0.0,0.0,0.0028727220000000003
0,2880,745,0,40960000,0.8130970000000001,0.948349,5120000.0,2560000.0,32000000.0,45452973.0,0.0,0.0,0.0,0.003014962
0,2880,745,0,42614784,0.814395,0.94491,5326848.0,2663424.0,33292800.0,47383810.0,0.0,0.0,0.0,0.0031430570000000003
0,2880,745,0,44302336,0.8109430000000001,0.946428,5537792.0,2768896.0,34611200.0,49228362.0,0.0,0.0,0.0,0.00327208
0,2880,745,0,46022656,0.809683,0.944947,5752832.0,2876416.0,35955200.0,51135755.0,0.0,0.0,0.0,0.003406544
0,2880,745,0,47775744,0.810978,0.937679,5971968.0,2985984.0,37324800.0,53176204.0,0.0,0.0,0.0,0.0035447190000000004
0,2880,745,0,49561600,0.811908,0.942591,6195200.0,3097600.0,38720000.0,55123833.0,0.0,0.0,0.0,0.0036651340000000004
0,2880,745,0,51380224,0.81224,0.9465610000000001,6422528.0,3211264.0,40140800.0,57104363.0,0.0,0.0,0.0,0.003792173
0,2880,745,0,53231616,0.811771,0.9465819999999999,6653952.0,3326976.0,41587200.0,59130200.0,0.0,0.0,0.0,0.003920493
0,2880,745,0,55115776,0.812265,0.942786,6889472.0,3444736.0,43059200.0,61241647.0,0.0,0.0,0.0,0.004073068
0,2880,745,0,57032704,0.812379,0.945723,7129088.0,3564544.0,44556800.0,63300806.0,0.0,0.0,0.0,0.004208044
0,2880,745,0,58982400,0.809538,0.945549,7372800.0,3686400.0,46080000.0,65373771.0,0.0,0.0,0.0,0.004360874
0,2880,745,0,60964864,0.8134279999999999,0.9609219999999999,7620608.0,3810304.0,47628800.0,67410947.0,0.0,0.0,0.0,0.004438634
0,2880,745,0,62980096,0.8113279999999999,0.9684799999999999,7872512.0,3936256.0,49203200.0,69380329.0,0.0,0.0,0.0,0.004566412
0,2880,745,0,65028096,0.810966,0.982195,8128512.0,4064256.0,50803200.0,71466946.0,0.0,0.0,0.0,0.004650729
0,2880,745,0,67108864,0.81161,0.994871,8388608.0,4194304.0,52428800.0,73892215.0,0.0,0.0,0.0,0.004687113
0,2880,745,0,65536,0.768062,0.262544,65536.0,32768.0,51200.0,155404.0,99.804688,0.0,0.0,1.9424000000000002e-05
0,2880,745,0,147456,0.8407370000000001,0.270251,147456.0,73728.0,115200.0,347847.0,84.969076,0.0,0.0,3.936e-05
0,2880,745,0,262144,0.86605,0.273881,262144.0,131072.0,204800.0,626376.0,77.761841,0.0,0.0,6.828800000000001e-05
0,2880,745,0,409600,0.8667889999999999,0.272471,409600.0,204800.0,320000.0,984263.0,76.166016,0.0,0.0,0.00010704
0,2880,745,0,589824,0.867662,0.247665,589824.0,294912.0,460800.0,1549265.0,75.513204,0.0,0.0,0.000161055
0,2880,745,0,802816,0.8463069999999999,0.274075,802816.0,401408.0,627200.0,1939552.0,75.286242,0.0,0.0,0.000206976
0,2880,745,0,1048576,0.84034,0.276339,1048576.0,524288.0,819200.0,2507467.0,75.11024499999999,0.0,0.0,0.00026675099999999997
0,2880,745,0,1327104,0.825822,0.27327399999999996,1327104.0,663552.0,1036800.0,3216865.0,75.085826,0.0,0.0,0.000341663
0,2880,745,0,1638400,0.808577,0.271237,1638400.0,819200.0,1280000.0,4000819.0,75.048645,0.0,0.0,0.00042191900000000004
0,2880,745,0,1982464,0.7916850000000001,0.273785,1982464.0,991232.0,1548800.0,4804552.0,75.034755,0.0,0.0,0.000508255
0,2880,745,0,2359296,0.8333149999999999,0.20672600000000002,2359296.0,1179648.0,1843200.0,7470168.0,74.646547,0.0,0.0,0.00078355
0,2880,745,0,2768896,0.790087,0.273354,2768896.0,1384448.0,2163200.0,6718238.0,75.01054599999999,0.0,0.0,0.00070963
0,2880,745,0,3211264,0.791874,0.27065500000000003,3211264.0,1605632.0,2508800.0,7863490.0,74.959175,0.0,0.0,0.0008234539999999999
0,2880,745,0,3686400,0.802779,0.267376,3686400.0,1843200.0,2880000.0,9189940.0,74.95654300000001,0.0,0.0,0.000961597
0,2880,745,0,4194304,0.747119,0.27691,4194304.0,2097152.0,3276800.0,10082783.0,74.823213,0.0,0.0,0.001061405
0,2880,745,0,4734976,0.773624,0.27182,4734976.0,2367488.0,3699200.0,11580985.0,74.999155,0.0,0.0,0.001216092
0,2880,745,0,5308416,0.832987,0.200877,5308416.0,2654208.0,4147200.0,17388371.0,74.614725,0.0,0.0,0.001777435
0,2880,745,0,5914624,0.744677,0.272488,5914624.0,2957312.0,4620800.0,14434533.0,74.98917900000001,0.0,0.0,0.001514619
0,2880,745,0,6553600,0.775231,0.26577,6553600.0,3276800.0,5120000.0,16380191.0,74.798676,0.0,0.0,0.0017117389999999999
0,2880,745,0,7225344,0.761547,0.26914699999999997,7225344.0,3612672.0,5644800.0,17867779.0,74.98249200000001,0.0,0.0,0.0018695620000000002
0,2880,745,0,7929856,0.7526649999999999,0.271832,7929856.0,3964928.0,6195200.0,19418590.0,74.958473,0.0,0.0,0.002032986
0,2880,745,0,8667136,0.731771,0.2704,8667136.0,4333568.0,6771200.0,21291142.0,74.985762,0.0,0.0,0.002231897
0,2880,745,0,9437184,0.836357,0.19811900000000002,9437184.0,4718592.0,7372800.0,30961864.0,74.497382,0.0,0.0,0.003178421
0,2880,745,0,10240000,0.729471,0.271935,10240000.0,5120000.0,8000000.0,25068414.0,74.989131,0.0,0.0,0.002667578
0,2880,745,0,11075584,0.733923,0.272057,11075584.0,5537792.0,8652800.0,27097351.0,74.976687,0.0,0.0,0.0028499740000000003
0,2880,745,0,11943936,0.752676,0.270113,11943936.0,5971968.0,9331200.0,29461068.0,74.951515,0.0,0.0,0.003086261
0,2880,745,0,12845056,0.726661,0.271993,12845056.0,6422528.0,10035200.0,31383567.0,74.99216,0.0,0.0,0.003307923
0,2880,745,0,13778944,0.728488,0.27317800000000003,13778944.0,6889472.0,10764800.0,33594747.0,74.990449,0.0,0.0,0.003593682
0,2880,745,0,14745600,0.8107840000000001,0.152785,14745600.0,7372800.0,11520000.0,61491175.0,74.558207,0.0,0.0,0.0063452230000000005
0,2880,745,0,15745024,0.729878,0.272604,15745024.0,7872512.0,12300800.0,38458882.0,74.984484,0.0,0.0,0.004109168
