"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,56.050404,0.276411,0.116491,5.616102,1.123299,56.050404,0.276411,0.940226,0.751151,0.021461,0.000000,0.000000,0.000000,0.000000,5.815424,5.616729,8.985763,0.000000,4.626614,62.500000,19.999163,100.000000,0.000000,5.134722,0.000000,"<INVALID>",99.640750,0.000000,0.535578,1304.664062,11.560764,0.000000,0.000000,16.113994,1.000000,0.914286,4.991091,0,0,134149,4224,4096,4482,0,10,0,0,18556,16697,17928,0.000000,0.000000,336.336824,10.590364,5.232816,5.618609,0.000000,3.209201,98.502855,35379,30920,152783,17927,0,0,0,0,0,0,0,0,4096,9.383153,31.765374,13.615906,0.000000,0.155750,0.057379,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (3)","Low (1)","Low (1)","Idle (0)",166997,324012,279844,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,3228075,12288,774168,569472,524244,0,0.000000,0,0.000000,16384,17922,0,5.616729,0,3298,1.033588,0.140670,0.969657,0.000000,0.000000,43.748471,0.163640,0.474035,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,59.342831,0.270989,0.115185,6.404709,685.208272,59.342831,0.270989,0.799497,0.650510,0.012324,0.000000,0.000000,0.000000,1.987282,1.673432,3.345744,8.412155,0.000000,5.136754,76.136364,20.000000,73.974609,0.000000,6.117931,0.000000,"<INVALID>",99.990437,0.000000,0.490748,2272.062500,10.612352,0.000000,0.000000,16.111040,1.000000,0.955224,5.000000,0,0,202113,8448,8192,4480,0,8,0,10644,8963,33161,17927,0.000000,0.000000,301.883151,12.618233,6.191306,3.347050,0.000000,1.529482,99.117013,65066,56510,232097,30465,0,0,0,0,0,0,0,0,4096,9.913328,32.598242,18.704836,0.000000,0.433467,0.038124,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (3)","Low (1)","Low (1)","Idle (0)",290824,523337,452793,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,5546104,12288,1433596,974848,962447,0,0.000000,0,0.000000,32768,17920,0,3.345744,0,3700,707.385772,0.120018,0.744776,0.000000,0.000000,37.291420,0.155788,0.435417,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,58.354500,0.261979,0.116823,6.335060,346.638988,58.354500,0.261979,0.710208,0.586803,0.006641,0.000000,0.000000,0.000000,6.421200,798.701106,1.692573,7.350604,0.000000,5.531516,86.184211,20.000000,16.967773,0.000000,6.189982,0.000000,"<INVALID>",99.994846,0.000000,0.447913,4216.062500,9.710353,0.000000,0.000000,15.920985,1.000000,0.977099,5.000000,0,0,338305,16896,16384,4480,0,4,0,67984,8258,65661,17935,0.000000,0.000000,255.627666,12.766838,6.201788,1.693990,0.000000,396.158203,99.286976,124507,107774,393276,55809,0,0,0,0,0,0,0,0,4096,9.676375,31.195923,26.111825,0.000000,0.669901,0.030589,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",539656,922924,800351,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,10182904,12288,2752508,1785856,1838863,0,0.000000,0,0.000000,65536,17920,0,1.692573,0,15148,1.430753,0.085565,0.375788,0.000000,0.000000,31.708662,0.145370,0.398797,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,57.453190,0.261738,0.117763,6.402770,177.200977,57.453190,0.261738,0.660401,0.551351,0.003457,0.000000,0.000000,0.000000,7.703815,418.874633,886.004889,6.921913,0.000000,5.789456,92.500000,20.000000,2.774048,0.000000,6.328606,0.000000,"<INVALID>",99.996835,0.000000,0.433988,8100.101562,9.421720,0.000000,0.000000,15.797248,1.000000,0.988417,5.000000,0,0,610690,33792,32768,4480,0,5,0,159554,8472,131677,17926,0.000000,0.000000,235.889686,13.052751,6.357818,886.301542,0.000000,253.143555,99.430864,243260,210175,715345,106498,0,0,0,0,0,0,0,0,4096,9.746719,31.152736,28.683032,0.000000,0.494541,0.029361,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",1036813,1721525,1494937,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,19456252,12288,5390331,3407872,3591948,0,0.000000,0,0.000000,131072,17920,0,886.004889,0,33653,1.624882,0.064132,0.232797,0.000000,0.000000,29.493861,0.102822,0.384267,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.156555,0.277997,0.124907,6.501595,90.492103,54.156555,0.277997,0.633329,0.532247,0.001764,0.000000,0.000000,0.000000,8.075091,225.548537,452.460516,6.766709,0.000000,5.939289,96.082090,20.000000,0.132751,0.000000,6.463722,0.000000,"<INVALID>",99.998385,0.000000,0.454081,15876.101562,9.863570,0.000000,0.000000,15.726080,1.000000,0.994175,5.000000,0,0,1155458,67584,65536,4480,0,8,0,327495,8933,262625,17932,0.000000,0.000000,227.922330,13.331426,6.475582,452.763503,0.000000,206.838867,99.457672,481099,415231,1359538,207874,0,0,0,0,0,0,0,0,4096,9.924451,31.299838,29.664380,0.000000,0.395376,0.022837,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",2032141,3319766,2884484,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,38003452,12288,10665979,6651904,7097612,0,0.000000,0,0.000000,262144,17920,0,452.460516,0,67229,1.657675,0.061104,0.101965,0.000000,0.000000,28.438286,0.091763,0.401558,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.332281,0.278350,0.124940,6.570234,45.857288,54.332281,0.278350,0.620292,0.522399,0.000891,0.000000,0.000000,0.000000,8.189726,112.570432,229.286446,6.704581,0.000000,6.020431,97.996183,20.000000,0.000000,0.000000,6.551041,0.000000,"<INVALID>",99.999184,0.000000,0.451343,31428.101562,9.807031,0.000000,0.000000,15.687630,1.000000,0.997079,5.000000,0,0,2244994,135168,131072,4480,0,4,0,655434,8798,524851,17939,0.000000,0.000000,224.411750,13.511523,6.558076,229.529551,0.000000,52.408203,99.471489,956744,825343,2647695,410626,0,0,0,0,0,0,0,0,4096,9.941963,31.422135,30.069573,0.000000,0.366010,0.023349,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",4022797,6518107,5664977,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,75097852,12288,21217275,13139968,14108940,0,0.000000,0,0.000000,524288,17920,0,229.286446,0,132437,1.654816,0.061857,0.049671,0.000000,0.000000,27.968120,0.097321,0.399721,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.132543,0.278676,0.124963,6.583869,23.009835,54.132543,0.278676,0.613446,0.517652,0.000448,0.000000,0.000000,0.000000,8.166795,57.601631,115.049179,6.651281,0.000000,6.062710,98.986486,20.000000,0.000000,0.000000,6.574239,0.000000,"<INVALID>",99.999591,0.000000,0.449297,62501.414062,9.765071,0.000000,0.000000,15.667620,1.000000,0.998537,5.000000,0,0,4424066,270336,262144,4480,0,0,0,1302585,8972,1049649,17938,0.000000,0.000000,221.899921,13.559368,6.580966,115.164742,0.000000,0.000000,99.527349,1907060,1644585,5224146,816130,0,0,0,0,0,0,0,0,4096,9.944644,31.504592,30.288037,0.000000,0.314668,0.023366,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (2)","Low (1)","Low (1)","Idle (0)",8000181,12907859,11221609,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,149284688,12288,42319867,26116096,28133560,0,0.000000,0,0.000000,1048576,17920,0,115.049179,0,255744,1.603434,0.063201,0.026003,0.000000,0.000000,27.733625,0.101865,0.398381,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.277319,0.278359,0.124973,6.600930,11.543172,54.277319,0.278359,0.610449,0.515270,0.000225,0.000000,0.000000,0.000000,8.193793,28.323286,57.715862,6.634748,0.000000,6.084299,99.490291,20.000000,0.000000,0.000000,6.596099,0.000000,"<INVALID>",99.999794,0.000000,0.448289,124645.414062,9.744819,0.000000,0.000000,15.657410,1.000000,0.999268,5.000000,0,0,8782210,540672,524288,4480,0,4,0,2605120,8794,2098176,17936,0.000000,0.000000,220.979016,13.604453,6.599319,57.767394,0.000000,13.191406,99.557614,3807611,3282985,10376758,1627138,0,0,0,0,0,0,0,0,4096,9.957493,31.496996,30.573732,0.000000,0.219030,0.021629,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",15954613,25694089,22341526,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,297658192,12288,84525051,52068352,56182968,0,0.000000,0,0.000000,2097152,17920,0,57.715862,0,506619,1.593451,0.059746,0.012557,0.000000,0.000000,27.564813,0.094005,0.396977,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.253068,0.278060,0.124990,6.593151,5.766895,54.253068,0.278060,0.608914,0.514073,0.000112,0.000000,0.000000,0.000000,8.246124,14.414021,28.834477,6.610047,0.000000,6.095208,99.744401,20.000000,0.000000,0.000000,6.590738,0.000000,"<INVALID>",99.999897,0.000000,0.447327,248933.414062,9.725012,0.000000,0.000000,15.652252,1.000000,0.999634,5.000000,0,0,17498498,1081344,1048576,4480,0,8,0,5247781,8958,4199164,17929,0.000000,0.000000,219.970728,13.593397,6.598375,28.848959,0.000000,13.180664,99.572812,7608699,6559785,20682241,3249154,0,0,0,0,0,0,0,0,4096,9.952608,31.467093,30.771805,0.000000,0.182374,0.019711,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",31863477,51265587,44580776,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,594405200,12288,168935419,103972864,112281784,0,0.000000,0,0.000000,4194304,17920,0,28.834477,0,1049269,1.648773,0.057611,0.006285,0.000000,0.000000,27.454464,0.088050,0.395730,0.000000
"Tesla K40c (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.364331,0.277526,0.124989,6.595320,2.884924,54.364331,0.277526,0.608380,0.513474,0.000056,0.000000,0.000000,0.000000,8.251036,6.712439,14.424620,6.603771,0.000000,6.100692,99.872014,20.000000,0.000000,0.000000,6.594112,0.000000,"<INVALID>",99.999948,0.000000,0.446250,497509.414062,9.702035,0.000000,0.000000,15.649660,1.000000,0.999817,5.000000,0,0,34931074,2162688,2097152,4480,0,4,0,10496441,8339,8397550,17934,0.000000,0.000000,219.668786,13.600356,6.601141,14.435889,0.000000,3.296875,99.580427,15210827,13113385,41293285,6493186,0,0,0,0,0,0,0,0,4096,9.945021,31.411661,30.889902,0.000000,0.214107,0.017370,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",63681205,102414770,89064946,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,1187899216,12288,337756155,207781888,224479416,0,0.000000,0,0.000000,8388608,17920,0,14.424620,0,2099992,1.650760,0.060918,0.003129,0.000000,0.000000,27.363182,0.094710,0.395321,0.000000
