2.123589,1.020790e-04,,,,,,,,,,1.000000,9.566733,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.131087,3.169600e-04,,,,,,,,,,2.000000,6.162055,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.139429,6.917750e-04,,,,,,,,,,4.000000,5.646706,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.156789,1.456285e-03,,,,,,,,,,8.000000,5.364678,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.188060,2.831737e-03,,,,,,,,,,16.000000,5.517815,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.248708,5.470768e-03,,,,,,,,,,32.000000,5.712178,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.378561,0.010778,,,,,,,,,,64.000000,5.798706,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
2.631335,0.021133,,,,,,,,,,128.000000,5.915018,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
3.139501,0.042337,,,,,,,,,,256.000000,5.905041,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
4.158753,0.084553,,,,,,,,,,512.000000,5.913468,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
6.180613,0.168224,,,,,,,,,,1.000000,5.944466,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
10.177387,0.337288,,,,,,,,,,2.000000,5.929648,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
18.258921,0.665387,,,,,,,,,,4.000000,6.011542,"Tesla K40c (0)","2","14","[CUDA memcpy HtoD]"
