252,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,92.556458,1.235063,0.752893,28.129707,1.562761,92.556458,1.235063,0.150988,0.084791,0.042317,0.000000,0.000000,0.000000,1.571227,1.831490,1.934848,34.827256,0.000000,64.455552,80.769231,80.769231,95.510559,0.000000,34.827256,0.000000,0.000000,1.421543,743.000000,31.403354,0.000000,0.000000,1.200000,1.046200,2.654815,2.654815,0,0,765450,38134,96768,5376,0,3,0,7981,9303,177052,9829,0.000000,0.000000,1205.558868,60.059810,34.856393,1.935044,0.000000,619.301758,59277,44550,808631,845372,32006016,0,0,16003008,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1504575,1731748,1530244,0.000000,16003008,0,6159888,0,571536,22353408,1968624,0,0.000000,0,0.000000,0,0.000000,176904,9828,0,1.934848,0,6.332606,0.000000,7.444365,0.000000
504,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.678613,1.202260,0.774188,29.865498,849.507511,98.678613,1.202260,0.154278,0.086657,0.043430,0.000000,0.000000,0.000000,16.353165,975.521002,1.036996,37.331873,0.000000,64.572992,80.000000,80.000000,56.121399,0.000000,37.331873,0.000000,0.000000,1.387743,1454.000000,30.784040,0.000000,0.000000,1.200000,1.006104,2.706667,2.706667,0,0,6123600,293380,789264,21924,0,1,0,625901,36462,1428994,39690,0.000000,0.000000,1279.949933,61.322051,37.335897,1.036996,0.000000,27.396484,454204,324000,6489590,6731051,256048128,0,0,128024064,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",11777400,13594392,12062476,0.000000,128024064,0,45214848,0,4572288,178573248,12446784,0,0.000000,0,0.000000,0,0.000000,1428840,39690,0,1.036996,0,6.716802,0.000000,7.318248,0.000000
756,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.662754,1.191953,0.777785,30.113624,571.043541,99.662754,1.191953,0.153123,0.087298,0.042966,0.000000,0.000000,0.000000,16.422463,655.810439,711.538380,37.522532,0.000000,64.572067,80.254777,80.254777,55.731194,0.000000,37.522532,0.000000,0.000000,1.374469,2165.000000,30.520821,0.000000,0.000000,1.200000,1.006420,2.691303,2.691303,0,0,20667150,990468,2648646,49049,0,4,0,2103888,82047,4807132,89027,0.000000,0.000000,1290.583896,61.850911,37.523359,711.602325,0.000000,32.739258,1515815,1057050,21813234,22691355,864162432,0,0,432081216,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",39457125,45498927,40413130,0.000000,432081216,0,148027824,0,15431472,602398944,38292912,0,0.000000,0,0.000000,0,0.000000,4807026,89019,0,711.538380,0,6.775335,0.000000,7.806672,0.000000
1008,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.693815,1.196639,0.778780,30.331329,431.378904,99.693815,1.196639,0.154903,0.087622,0.043122,0.000000,0.000000,0.000000,16.901573,496.482449,539.223631,37.914162,0.000000,64.563521,80.000000,80.000000,55.595054,0.000000,37.914162,0.000000,0.000000,1.382001,2876.000000,30.711399,0.000000,0.000000,1.200000,1.009333,2.698889,2.698889,0,0,48988800,2354571,6295968,87444,0,5,0,5095646,146176,11430872,158790,0.000000,0.000000,1299.914112,62.478364,37.914666,539.325525,0.000000,17.389648,3571729,2462400,51795344,53759525,2048385024,0,0,1024192512,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",93182400,107616592,95659990,0.000000,1024192512,0,345461760,0,36578304,1427569920,86365440,0,0.000000,0,0.000000,0,0.000000,11430720,158760,0,539.223631,0,6.829326,0.000000,7.391508,0.000000
1260,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.800800,1.192460,0.779373,30.185197,343.440466,99.800800,1.192460,0.153850,0.087817,0.042824,0.000000,0.000000,0.000000,17.171949,393.273513,428.482866,37.659627,0.000000,64.568880,80.152672,80.152672,54.014778,0.000000,37.659627,0.000000,0.000000,1.375920,3587.000000,30.583096,0.000000,0.000000,1.200000,1.007506,2.688000,2.688000,0,0,95681250,4590448,12247200,136080,0,8,0,10160596,227245,22283202,247595,0.000000,0.000000,1293.651309,62.064815,37.659799,428.491520,0.000000,14.176758,6950639,4758750,100920887,104957544,4000752000,0,0,2000376000,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",181591875,209529823,186291935,0.000000,2000376000,0,668379600,0,71442000,2787825600,163522800,0,0.000000,0,0.000000,0,0.000000,22283100,247590,0,428.482866,0,6.827973,0.000000,8.052182,0.000000
1512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.730743,1.189559,0.779992,30.027837,284.708376,99.730743,1.189559,0.154736,0.087948,0.043019,0.000000,0.000000,0.000000,17.489486,324.248218,355.885470,37.534796,0.000000,64.574460,80.000000,80.000000,53.422059,0.000000,37.534796,0.000000,0.000000,1.373627,4298.000000,30.541894,0.000000,0.000000,1.200000,1.005604,2.696296,2.696296,0,0,165337200,7917323,21228480,196560,0,5,0,17975888,325455,38578830,357214,0.000000,0.000000,1286.907282,61.624732,37.534942,355.889456,0.000000,5.100586,11974345,8164800,174691688,181318611,6913299456,0,0,3456649728,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",313324200,361806768,321783651,0.000000,3456649728,0,1147644288,0,123451776,4816905408,276623424,0,0.000000,0,0.000000,0,0.000000,38578680,357210,0,355.885470,0,6.816716,0.000000,7.952223,0.000000
1764,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.851956,1.194096,0.780221,30.034572,244.090487,99.851956,1.194096,0.154351,0.088042,0.042933,0.000000,0.000000,0.000000,17.448483,279.242950,304.697989,37.492135,0.000000,64.572546,80.108992,80.108992,51.790474,0.000000,37.492135,0.000000,0.000000,1.378406,5009.000000,30.651812,0.000000,0.000000,1.200000,1.006256,2.693333,2.693333,0,0,262549350,12580570,33672996,267246,0,6,0,28471736,444978,61178404,485541,0.000000,0.000000,1287.195926,61.678532,37.492281,304.697989,0.000000,3.855469,18991222,12899250,276830421,287907544,10978063488,0,0,5489031744,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",497018025,573733286,510327496,0.000000,5489031744,0,1814118768,0,196036848,7648548768,432525744,0,0.000000,0,0.000000,0,0.000000,61178166,485541,0,304.697989,0,6.858328,0.000000,8.011013,0.000000
2016,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.909270,1.190175,0.780291,29.864333,212.368589,99.909270,1.190175,0.155754,0.088112,0.042968,0.000000,0.000000,0.000000,18.228400,243.130416,265.460737,37.330416,0.000000,64.551577,80.000000,80.000000,50.432256,0.000000,37.330416,0.000000,0.000000,1.375549,5720.000000,30.596568,0.000000,0.000000,1.200000,1.013405,2.695000,2.695000,0,0,391910400,18912569,50295168,349272,0,0,0,44652861,581621,91445868,635052,0.000000,0.000000,1279.899983,61.764620,37.330460,265.465753,0.000000,0.000000,28332394,19180800,414753185,429841478,16387080192,0,0,8193540096,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (7)","Low (2)","Low (1)","Idle (0)",741312000,856774276,762294855,0.000000,8193540096,0,2698665984,0,292626432,11416495104,638088192,0,0.000000,0,0.000000,0,0.000000,91445760,635040,0,265.460737,0,6.845196,0.000000,8.079655,0.000000
2268,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.941942,1.186962,0.780253,30.034515,189.847797,99.941942,1.186962,0.155236,0.088167,0.042861,0.000000,0.000000,0.000000,18.221667,216.327009,237.058626,37.503416,0.000000,64.560722,80.084746,80.084746,51.879430,0.000000,37.503416,0.000000,0.000000,1.371222,6431.000000,30.501464,0.000000,0.000000,1.200000,1.010287,2.691047,2.691047,0,0,558013050,26845391,71506638,441399,0,1,0,63194404,732658,130065462,802877,0.000000,0.000000,1287.193498,61.925456,37.503473,237.060102,0.000000,309.000000,40300735,27228150,589606564,611852893,23332385664,0,0,11666192832,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1054844775,1218594898,1084257412,0.000000,11666192832,0,3832148880,0,416649744,16254483840,900169200,0,0.000000,0,0.000000,0,0.000000,130065264,802872,0,237.058626,0,6.833198,0.000000,8.111028,0.000000
2520,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.968945,1.166613,0.780333,29.443455,167.500543,99.968945,1.166613,0.153882,0.088211,0.043016,0.000000,0.000000,0.000000,18.121762,188.700187,209.375679,36.804319,0.000000,64.579598,80.000000,80.000000,49.929288,0.000000,36.804319,0.000000,0.000000,1.346134,7142.000000,29.941313,0.000000,0.000000,1.200000,1.003853,2.697333,2.697333,0,0,765450000,36590450,98317800,546210,0,6,0,87941780,894267,178605206,992254,0.000000,0.000000,1261.862352,60.320219,36.804361,209.376523,0.000000,1.295898,55138293,37260000,807028476,839018719,32006016000,0,0,16003008000,0,0,0,0,0,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1446255000,1668807853,1484734342,0.000000,16003008000,0,5245430400,0,571536000,22296254400,1225627200,0,0.000000,0,0.000000,0,0.000000,178605000,992250,0,209.375679,0,6.721212,0.000000,8.451298,0.000000
