2772,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,59599191,58575158,548937,545939,274469,272947,274836,274742,29799161,29290468,30648686,28872899,299934,299843,299886,299920,59371884,59397030,59369805,59378715,28501792,31197814,27767598,30276117,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,59371904,59397046,59369841,59378749,299934,299847,299890,299920,1629073974,0,0,1521428832,0,0,0,0,7683984,0,0,0,0,0,0,0,0,0,0,0,245025,7683984,1924181325,1731564514,244780985,849011625,48514950,0,0,48514950,245025,1628918229,81377032096,9801,24502500,0,0,0,0,0,0,0,130697028,660086,169802325,0,82182078,415061,0,0,1018813950,48765918,140671669,660318,0,0
3024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,78745766,75877088,652231,651998,326138,325920,324851,325568,39381654,37932268,41358195,39685825,357290,357069,357188,357293,77162112,77133600,77175504,77158224,39073145,37491966,38072213,38660042,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,77162128,77133618,77175536,77158256,357291,357073,357192,357293,2130876808,0,0,1975228416,0,0,0,0,9144576,0,0,0,0,0,0,0,0,0,0,0,291600,9144576,2497262400,2250884445,317553408,1102248000,62985600,0,0,62985600,291600,2130102499,106432062358,11664,31784400,0,0,0,0,0,0,0,169827840,786240,220449600,0,106842240,494640,0,0,1322697600,63285139,184888744,786294,0,0
3276,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,93805811,97055814,766062,761362,382801,380956,382818,383268,46894917,48539144,48878303,48176939,419015,418863,418913,418883,98036406,98039331,98033832,97998147,48561783,51281291,51554151,50086695,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,98036693,98039351,98033916,97998183,419016,418863,418914,418883,2719903568,0,0,2511329184,0,0,0,0,10732176,0,0,0,0,0,0,0,0,0,0,0,342225,10732176,3174136875,2857012493,403484294,1401411375,80080650,0,0,80080650,342225,2719652212,135890694200,13689,40382550,0,0,0,0,0,0,0,215601750,921375,280282275,0,135521100,579150,0,0,1681693650,80426017,232240994,921607,0,0
3528,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,127856142,135317880,883849,884755,441867,442552,441418,443025,63925875,67660811,63353385,66441998,486115,486269,486220,486206,122512950,122534496,122529078,122515596,57854113,53855712,55005871,55479388,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,122512968,122534514,122529112,122515628,486119,486273,486220,486206,3404793376,0,0,3136589568,0,0,0,0,12446784,0,0,0,0,0,0,0,0,0,0,0,396900,12446784,3963443400,3577768358,503667124,1750329000,100018800,0,0,100018800,396900,3403521278,170066505384,15876,50406300,0,0,0,0,0,0,0,269606232,1069866,350065800,0,169587432,672966,0,0,2100394800,100432977,288881937,1070062,0,0
3780,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,157931019,143998729,1019524,1017929,509774,508755,510094,511268,78954849,71981654,75298978,69288584,557770,557845,557766,557764,150610185,150608970,150600870,150589125,74511688,76112838,76955435,79970522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150610205,150608986,150600902,150589161,557770,557845,557770,557764,4196583944,0,0,3857868000,0,0,0,0,14288400,0,0,0,0,0,0,0,0,0,0,0,455625,14288400,4873820625,4380130983,619195390,2152828125,123018750,0,0,123018750,455625,4195889470,209676686884,18225,61965000,0,0,0,0,0,0,0,331439850,1227555,430565625,0,208421100,771930,0,0,2583393750,123468801,352844987,1227820,0,0
4032,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,200043248,190922063,1165243,1161944,582779,580814,582994,581294,100024417,95468523,96752180,92724641,635689,634883,634423,635165,182749104,182956032,183048480,182812464,79411244,83187153,84273234,77425796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,182749122,182956098,183048514,182812500,635689,634883,634424,635169,5054934352,0,0,4682022912,0,0,0,0,16257024,0,0,0,0,0,0,0,0,0,0,0,518400,16257024,5913907200,5329267126,751162624,2612736000,149299200,0,0,149299200,518400,5053190248,252523532360,20736,75168000,0,0,0,0,0,0,0,402361344,1397088,522547200,0,253062144,878688,0,0,3135283200,151085264,440483899,1397453,0,0
4284,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,210833576,212259354,1318362,1317118,658812,658818,655298,657009,105438065,106095843,110841797,114957616,716444,716642,716525,716385,219263535,219238902,219231558,219260781,112777005,101098473,106952800,104670136,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,219263555,219238918,219231590,219260813,716448,716642,716529,716385,6094667372,0,0,5615912736,0,0,0,0,18352656,0,0,0,0,0,0,0,0,0,0,0,585225,18352656,7092341775,6396418884,900662290,3133879875,179078850,0,0,179078850,585225,6094232508,304524302200,23409,90124650,0,0,0,0,0,0,0,482245596,1575966,626775975,0,303166746,990741,0,0,3760655850,180082484,522442977,1576596,0,0
4536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,278613013,288026770,1453396,1457904,726806,728773,730081,729517,139305096,144024261,129097004,138346784,803675,803772,803801,803642,260405928,260442702,260384706,260391024,115995336,119357980,119522586,113879059,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,260405946,260442718,260384738,260391104,803675,803773,803801,803642,7179433072,0,0,6666395904,0,0,0,0,20575296,0,0,0,0,0,0,0,0,0,0,0,656100,20575296,8417763000,7598837520,1068787925,3720087000,212576400,0,0,212576400,656100,7178425958,358749462866,26244,106944300,0,0,0,0,0,0,0,573168960,1769040,744017400,0,360592560,1112940,0,0,4464104400,213389665,617947265,1769402,0,0
4788,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,306700377,313116794,1626893,1636300,813608,818199,815532,817702,153315471,156575530,153865381,148516757,895165,895039,895052,894971,306111546,306108981,306111033,306106074,153291374,141853637,159226436,163561905,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,306111566,306108997,306111069,306106108,895166,895039,895052,894975,8559089880,0,0,7840330848,0,0,0,0,22924944,0,0,0,0,0,0,0,0,0,0,0,731025,22924944,9898809525,8907885383,1256633005,4375184625,250010550,0,0,250010550,731025,8557304865,427666229550,29241,125736300,0,0,0,0,0,0,0,673626114,1969667,875036925,0,423615564,1238642,0,0,5250221550,250775474,723745751,1969949,0,0
5040,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,375256147,402903239,1799608,1804005,899814,901855,904887,903040,187655843,201408092,187970028,200953432,992489,991972,992471,992068,357210000,357198660,357205860,357225480,165816198,160660219,166853086,169332981,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,357210016,357198678,357205896,357225516,992493,991973,992472,992068,9959458166,0,0,9144576000,0,0,0,0,25401600,0,0,0,0,0,0,0,0,0,0,0,810000,25401600,11544120000,10434729886,1465291007,5103000000,291600000,0,0,291600000,810000,9956731341,497634876926,32400,146610000,0,0,0,0,0,0,0,786088800,2183580,1020600000,0,494488800,1373580,0,0,6123600000,292690522,847738296,2183700,0,0
5292,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,473161087,478627001,1994825,1992627,998290,995278,998665,997694,236639416,239258873,235379492,227725053,1093460,1093612,1093497,1093269,413355285,413306901,413311626,413336952,190691794,169922197,173896902,187501196,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,413355301,413306919,413311662,413336984,1093461,1093612,1093498,1093269,11622169704,0,0,10585989792,0,0,0,0,28005264,0,0,0,0,0,0,0,0,0,0,0,893025,28005264,13362333075,12074939621,1695855485,5907360375,337563450,0,0,337563450,893025,11619984418,580755214520,35721,169674750,0,0,0,0,0,0,0,909170892,2405214,1181472075,0,571607442,1512189,0,0,7088832450,338397036,1044067747,2405568,0,0
5544,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,515180589,431369913,2176267,2177335,1088180,1088939,1086341,1083294,257595955,215695635,236472760,250446766,1200597,1200771,1200649,1200473,475459776,475454232,475430076,475441956,227588325,224310908,245414953,246676150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,475459792,475454250,475430110,475441992,1200597,1200775,1200649,1200473,13291683664,0,0,12171430656,0,0,0,0,30735936,0,0,0,0,0,0,0,0,0,0,0,980100,30735936,15362087400,13861804394,1949419908,6792093000,388119600,0,0,388119600,980100,13291171585,664298270408,39204,195039900,0,0,0,0,0,0,0,1046119536,2641716,1358418600,0,657999936,1661616,0,0,8150511600,389283273,1111672285,2642008,0,0
5796,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,558605406,608897492,2396654,2382952,1198665,1190620,1201212,1197505,279287355,304482209,259673847,311150617,1311742,1311498,1311734,1311855,543028068,543096171,543054978,543007989,256580160,252196571,222635645,237088733,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,543028084,543097223,543055058,543008021,1311743,1311499,1311734,1311855,15160382404,0,0,13907757024,0,0,0,0,33593616,0,0,0,0,0,0,0,0,0,0,0,1071225,33593616,17552021625,15871400251,2227077786,7761025125,443487150,0,0,443487150,1071225,15158227204,757625811384,42849,222814800,0,0,0,0,0,0,0,1194972912,2886408,1552205025,0,751485762,1815183,0,0,9313230150,444899310,1333886101,2886995,0,0
6048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,598428743,598121056,2619835,2618329,1310010,1308910,1304682,1307291,299236647,299025083,301759358,293656600,1428770,1428742,1428939,1428909,617316768,617295600,617201424,617221728,317073477,310204902,311377683,310310192,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,617316784,617295618,617201508,617221762,1428770,1428742,1428939,1428910,17193504038,0,0,15801827328,0,0,0,0,36578304,0,0,0,0,0,0,0,0,0,0,0,1166400,36578304,19940774400,17945288355,2529922622,8817984000,503884800,0,0,503884800,1166400,17191264464,"<OVERFLOW>",46656,253108800,0,0,0,0,0,0,0,1357969536,3143448,1763596800,0,854084736,1977048,0,0,10581580800,508304254,1449639794,3143940,0,0
6300,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,813346182,702738089,2822886,2836461,1411626,1417884,1409270,1414415,406743303,351227379,403067284,405428607,1549812,1549645,1549950,1549793,697441725,697358925,697443525,697395825,330003611,298727085,304616165,296862040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,697441741,697358941,697443561,697395861,1549817,1549645,1549951,1549793,19450555286,0,0,17860500000,0,0,0,0,39690000,0,0,0,0,0,0,0,0,0,0,0,1265625,39690000,22536984375,20409035980,2859047877,9966796875,569531250,0,0,569531250,1265625,19448391724,"<OVERFLOW>",50625,286031250,0,0,0,0,0,0,0,1534084650,3409077,1993359375,0,964553400,2143452,0,0,11960156250,572772777,1732535339,3411495,0,0
6552,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,828743597,813102776,3024877,3032780,1511940,1517327,1517220,1486106,414356441,406561212,416415957,487872615,1677042,1676915,1676904,1676749,784850274,784710342,784842552,784758312,412034398,371587887,384564003,378100342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,784850290,784710362,784842586,784759812,1677042,1676920,1676904,1676749,21977307890,0,0,20090633472,0,0,0,0,42928704,0,0,0,0,0,0,0,0,0,0,0,1368900,42928704,25349290200,23113643594,3215547115,11211291000,640645200,0,0,640645200,1368900,21976635120,"<OVERFLOW>",54756,321691500,0,0,0,0,0,0,0,1727113752,3690414,2242258200,0,1086468552,2321514,0,0,13453549200,642156538,1895994329,3690876,0,0
6804,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1021821660,991908629,3286008,3298106,1642707,1649515,1648750,1647823,510960036,495891326,492600154,491326647,1807799,1807594,1807782,1807776,878581080,878565042,878521059,878575005,378447534,359417898,374686337,377498080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878581096,878565060,878521095,878575037,1807803,1807594,1807783,1807776,24286805992,0,0,22499086176,0,0,0,0,46294416,0,0,0,0,0,0,0,0,0,0,0,1476225,46294416,28386330525,25675849438,3600513792,12555293625,717445350,0,0,717445350,1476225,24284906862,"<OVERFLOW>",59049,360198900,0,0,0,0,0,0,0,1933206912,3977792,2511058725,0,1215761562,2501567,0,0,15066352350,718834356,2138935139,3978828,0,0
7056,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,975531301,1004649799,3548423,3545215,1774349,1772334,1773119,1769632,487751441,502306686,465450357,506126454,1944624,1944549,1944838,1945229,980188020,980072856,980165340,980310744,503487299,502647352,489548287,492156375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,980188036,980072872,980165376,980310826,1944624,1944550,1944842,1945233,27394403276,0,0,25092716544,0,0,0,0,49787136,0,0,0,0,0,0,0,0,0,0,0,1587600,49787136,31656744000,28549410643,4015041419,14002632000,800150400,0,0,800150400,1587600,27391395003,"<OVERFLOW>",63504,401662800,0,0,0,0,0,0,0,2156849856,4279464,2800526400,0,1356699456,2691864,0,0,16803158400,802716023,2311202781,4279981,0,0
7308,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1232010147,1225375787,3793360,3801482,1896849,1900767,1901804,1897091,616025663,612640576,609640381,600529355,2085580,2085396,2085464,2085642,1088694684,1088550612,1088619255,1088702253,486488963,497064146,479637153,478769028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088694700,1088550676,1088619287,1088702289,2085581,2085400,2085464,2085646,30608433754,0,0,27878383008,0,0,0,0,53406864,0,0,0,0,0,0,0,0,0,0,0,1703025,53406864,35169169275,31800141007,4460223494,15557133375,888979050,0,0,888979050,1703025,30605375820,"<OVERFLOW>",68121,446192550,0,0,0,0,0,0,0,2394725634,4587597,3111426675,0,1505746584,2884572,0,0,18668560050,891320439,2630813490,4588674,0,0
7560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1295343106,1287102577,4045327,4036166,2023212,2018206,2005254,1991918,647795156,643544213,692709014,676638304,2232614,2232618,2232544,2232474,1205571330,1205656920,1205611560,1205495190,583476836,560997554,542487731,572606403,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,1205571350,1205656936,1205611596,1205495222,2232614,2232619,2232545,2232474,33865052114,0,0,30862944000,0,0,0,0,57153600,0,0,0,0,0,0,0,0,0,0,0,1822500,57153600,38932245000,35293010778,4937153505,17222625000,984150000,0,0,984150000,1822500,33862043827,"<OVERFLOW>",72900,493897500,0,0,0,0,0,0,0,2652539400,4912110,3444525000,0,1668389400,3089610,0,0,20667150000,986067106,2912725075,4912794,0,0
7812,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1406875092,1470359969,4351887,4341614,2176034,2170890,2172240,2174016,703471009,735116775,731612362,744199694,2383120,2382884,2383148,2383441,1329820578,1329672429,1329838434,1329855453,597147939,571393495,581422801,579375191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1329820596,1329672497,1329838468,1329855489,2383120,2382889,2383149,2383442,"<OVERFLOW>",0,0,34053257952,0,0,0,0,61027344,0,0,0,0,0,0,0,0,0,0,0,1946025,61027344,42954609825,38837355018,5446924993,19002934125,1085881950,0,0,1085881950,1946025,"<OVERFLOW>","<OVERFLOW>",77841,544887000,0,0,0,0,0,0,0,2926043190,5243805,3800586825,0,1840161240,3297780,0,0,22803520950,1088368092,3273191048,5245749,0,0
8064,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1795702142,1665941693,4609850,4638920,2305688,2318671,2313689,2320252,897814484,832950381,856031698,816529769,2540722,2540417,2539961,2539540,1463026752,1463331744,1463050080,1463120064,632962782,623760702,741852017,675366678,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1463026772,1463331760,1463050112,1463120098,2540723,2540418,2539961,2539540,"<OVERFLOW>",0,0,37456183296,0,0,0,0,65028096,0,0,0,0,0,0,0,0,0,0,0,2073600,65028096,47244902400,42752631683,5990631411,20901888000,1194393600,0,0,1194393600,2073600,"<OVERFLOW>","<OVERFLOW>",82944,599270400,0,0,0,0,0,0,0,3218890752,5588352,4180377600,0,2024497152,3514752,0,0,25082265600,1207052042,3618559030,5590662,0,0
