2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.975932,0.315789,"<OVERFLOW>",15.923722,10.294123,99.975932,0.315789,1.599429,0.000000,1.303644,0.000000,0.000000,0.000000,10.473292,38.774568,41.176494,120.312569,0.000000,0.000000,13.235294,25.000000,91.510377,0.000000,120.312569,0.000000,0.000000,0.820872,32413.000000,19.287813,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,11863064576,3964928,0,5,0,1032687967,3733644,11863064712,3964942,0.000000,0.000000,0.000000,0.000000,120.312570,41.176639,0.000000,54.000000,551130454,699809792,13226800505,1399619586,44660948992,0,0,22330474496,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",8032200704,20879136930,19623657859,0.000000,22330474496,0,"<OVERFLOW>",0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,0,0.000000,11863064576,3964928,0,41.176494,0,0.457146,0.000000,3.953065,0.000000
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13.693538,8.114689,"<OVERFLOW>","<OVERFLOW>",1.861661,0.000000,1.303702,0.000000,0.000000,0.000000,11.258602,29.032316,32.458755,103.462284,0.000000,0.000000,13.235294,25.000000,89.054536,0.000000,103.462284,0.000000,0.000000,"<OVERFLOW>",35357.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,15401484288,4718592,0,7,0,1675965167,4220484,15401484384,4718592,0.000000,0.000000,0.000000,0.000000,103.462285,32.458755,0.000000,50.000000,490662744,908328960,20370780718,1816665999,57982058496,0,0,28991029248,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",10427203584,29839119601,28441951193,0.000000,28991029248,0,"<OVERFLOW>",0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,0,0.000000,15401484288,4718592,0,32.458755,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15.893589,8.693929,"<OVERFLOW>","<OVERFLOW>",1.596920,0.000000,1.303752,0.000000,0.000000,0.000000,10.818801,32.410564,34.775717,120.084897,0.000000,0.000000,13.235294,25.000000,91.081204,0.000000,120.084897,0.000000,0.000000,"<OVERFLOW>",38301.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,19581632512,5537792,0,9,0,1764166820,5161158,19581632578,5537802,0.000000,0.000000,0.000000,0.000000,120.084897,34.775779,0.000000,59.000000,905741723,1154629632,21905577973,2309259287,73719087104,0,0,36859543552,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13256435712,34425906129,32365175284,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,0,0.000000,19581632512,5537792,0,34.775717,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13.478460,6.846202,"<OVERFLOW>","<OVERFLOW>",1.958757,0.000000,1.303794,0.000000,0.000000,0.000000,17.113358,24.584825,27.384808,101.837256,0.000000,0.000000,13.235294,25.000000,83.178719,0.000000,101.837256,0.000000,0.000000,"<OVERFLOW>",41245.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,24456986624,6422528,0,2,0,4109902213,5765851,24456986694,6422528,0.000000,0.000000,0.000000,0.000000,101.837256,27.384808,0.000000,8.000000,797226777,1441857536,34144234008,2883720523,92073361408,0,0,46036680704,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",16556072960,48985392059,46747638184,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,0,0.000000,24456986624,6422528,0,27.384808,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13.652360,6.472229,"<OVERFLOW>","<OVERFLOW>",1.920342,0.000000,1.303831,0.000000,0.000000,0.000000,19.993447,23.927895,25.888918,103.151161,0.000000,0.000000,13.235294,25.000000,80.739010,0.000000,103.151161,0.000000,0.000000,"<OVERFLOW>",44189.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,30081024000,7372800,0,8,0,5830504940,6814328,30081024106,7372805,0.000000,0.000000,0.000000,0.000000,103.151161,25.888936,0.000000,29.000000,999959136,1773158400,40818303338,3546322890,113246208000,0,0,56623104000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",20362291200,59464856288,56691871920,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,0,0.000000,30081024000,7372800,0,25.888918,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13.221175,5.876078,"<OVERFLOW>","<OVERFLOW>",2.040725,0.000000,1.303864,0.000000,0.000000,0.000000,21.187760,21.456135,23.504311,99.893322,0.000000,0.000000,13.235294,25.000000,78.957562,0.000000,99.893322,0.000000,0.000000,"<OVERFLOW>",47133.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",8388608,0,4,0,7743322950,7657621,36507222116,8388622,0.000000,0.000000,0.000000,0.000000,99.893322,23.504350,0.000000,11.000000,1241373551,2151677952,52315266507,4303356247,137438953472,0,0,68719476736,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24711266304,75140155900,71748235203,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,"<OVERFLOW>",34594619392,0,0.000000,0,0.000000,0,0.000000,36507222016,8388608,0,23.504311,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",14.240987,5.957014,"<OVERFLOW>","<OVERFLOW>",1.686539,0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,16.885919,21.976434,23.828056,107.598570,0.000000,0.000000,13.235294,25.000000,83.251016,0.000000,107.598570,0.000000,0.000000,"<OVERFLOW>",50077.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",9469952,0,1,0,6872010523,8734064,43789058176,9469953,0.000000,0.000000,0.000000,0.000000,107.598570,23.828059,0.000000,2.000000,1970349549,2580561920,51350051488,5161125000,164852924416,0,0,82426462208,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",29639174144,79626787756,75153332166,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,"<OVERFLOW>",41478389760,0,0.000000,0,0.000000,0,0.000000,43789058048,9469952,0,23.828056,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13.590636,5.369140,"<OVERFLOW>","<OVERFLOW>",1.903089,0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,11.510286,18.554550,21.476560,102.684803,0.000000,0.000000,13.235294,25.000000,88.771672,0.000000,102.684803,0.000000,0.000000,"<OVERFLOW>",53021.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",10616832,0,6,0,5826614531,9172351,51980009572,10616836,0.000000,0.000000,0.000000,0.000000,102.684803,21.476568,0.000000,12.000000,1626754739,3062956032,70401789541,6125954951,195689447424,0,0,97844723712,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35182190592,102137026712,97454501817,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,"<OVERFLOW>",49219633152,0,0.000000,0,0.000000,0,0.000000,51980009472,10616832,0,21.476560,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15.867991,5.938897,"<OVERFLOW>","<OVERFLOW>",1.615736,0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,12.935235,21.642540,23.755589,119.891487,0.000000,0.000000,13.235294,25.000000,89.111120,0.000000,119.891487,0.000000,0.000000,"<OVERFLOW>",55965.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",11829248,0,10,0,6595771809,10777042,61133553776,11829254,0.000000,0.000000,0.000000,0.000000,119.891487,23.755600,0.000000,21.000000,2856397178,3602006016,68953180643,7204012219,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",41376491520,108229973489,101807544502,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,"<OVERFLOW>",57868681216,0,0.000000,0,0.000000,0,0.000000,61133553664,11829248,0,23.755589,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13.031071,4.633269,"<OVERFLOW>","<OVERFLOW>",2.032191,0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,16.798943,16.003606,18.533078,98.456981,0.000000,0.000000,13.235294,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",58909.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",13107200,0,1,0,12165901101,11318274,"<OVERFLOW>",13107205,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",18.533085,0.000000,1.000000,2258180812,4200857600,103193542879,8401736239,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",48258252800,146328228242,139868871021,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,0,0.000000,"<OVERFLOW>",13107200,0,18.533078,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13.707403,4.641660,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,22.612799,16.985374,18.566641,103.567048,0.000000,0.000000,13.235294,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",61853.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",14450688,0,5,0,18022268362,13219965,"<OVERFLOW>",14450698,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",18.566654,0.000000,6.000000,2790853503,4862656512,107991045304,9725323248,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",55863650304,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,77715800064,"<OVERFLOW>",78091517952,0,0.000000,0,0.000000,0,0.000000,"<OVERFLOW>",14450688,0,18.566641,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",12.995524,4.200573,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,16.462449,14.277611,16.802293,98.188400,0.000000,0.000000,13.235294,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",64797.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",15859712,0,13,0,15911867373,13476661,"<OVERFLOW>",15859714,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.802295,0.000000,14.000000,2982920396,5590548480,"<OVERFLOW>",11181142123,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",64228859904,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,89353617408,"<OVERFLOW>",89765969920,0,0.000000,0,0.000000,0,0.000000,"<OVERFLOW>",15859712,0,16.802293,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",14.060996,4.347361,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,23.326227,15.810599,17.389444,106.238638,0.000000,0.000000,13.235294,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",67741.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",17334272,0,0,0,23810271301,15760437,"<OVERFLOW>",17334280,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",17.389452,0.000000,0.000000,3807681528,6387679232,"<OVERFLOW>",12775367566,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",73390057472,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,102098862080,"<OVERFLOW>",102549553152,0,0.000000,0,0.000000,0,0.000000,"<OVERFLOW>",17334272,0,17.389444,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
