256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.559688,0.319081,0.931931,15.743602,111.954501,99.559688,0.319081,1.532880,0.000000,1.296670,0.000000,0.000000,0.000000,179.507126,444.032435,447.818007,118.951658,0.000000,0.000000,13.235294,25.000000,99.853516,0.000000,118.951658,0.000000,0.010328,0.808194,2973.000000,19.090533,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,1,0,13135,32491,8913024,32772,0.000000,0.000000,0.000000,0.000000,118.953366,447.872671,0.000000,13.994141,317838,540672,9873618,1081344,33554432,0,0,16777216,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",6088704,15421958,14571428,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,0,0.000000,8912896,33692,0,460.445687,0,0.455909,0.000000,5.436332,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.812814,0.319057,0.947469,15.794876,56.159557,99.812814,0.319057,1.539856,0.000000,1.300490,0.000000,0.000000,0.000000,2.150075,221.868644,224.638231,119.339060,0.000000,0.000000,13.235294,25.000000,98.190395,0.000000,119.339060,0.000000,0.000560,0.810358,5917.000000,19.153296,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,8,0,1284635,129456,71303304,131077,0.000000,0.000000,0.000000,0.000000,119.339288,224.646800,0.000000,14.039062,2494527,4259840,79099212,8519680,268435456,0,0,134217728,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",48472064,123112083,116393079,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,0,0.000000,71303168,131472,0,225.323772,0,0.459273,0.000000,5.540591,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.560733,0.319430,0.964422,15.878564,37.638077,99.560733,0.319430,1.536182,0.000000,1.301772,0.000000,0.000000,0.000000,2.904822,149.308222,150.552308,119.971371,0.000000,0.000000,13.235294,25.000000,97.726124,0.000000,119.971371,0.000000,0.000000,0.810132,8861.000000,19.152172,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,6,0,5826724,292475,240648328,294917,0.000000,0.000000,0.000000,0.000000,119.971439,150.554861,0.000000,3.135742,8319762,14303232,265398549,28606464,905969664,0,0,452984832,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",163325952,414224278,391703919,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,0,0.000000,240648192,294912,0,150.552308,0,0.459400,0.000000,5.582195,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.446729,0.315977,0.943337,15.771034,28.037393,99.446729,0.315977,1.561416,0.000000,1.302414,0.000000,0.000000,0.000000,6.542680,108.967258,112.149572,119.158922,0.000000,0.000000,13.235294,25.000000,94.515611,0.000000,119.158922,0.000000,0.000004,0.809349,11805.000000,19.129567,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,1,0,31320445,509411,570425450,524290,0.000000,0.000000,0.000000,0.000000,119.158944,112.150001,0.000000,224.000000,19613615,33816576,637065138,67633152,2147483648,0,0,1073741824,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",386826240,990822767,936753722,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,0,0.000000,570425344,524312,0,112.154707,0,0.454285,0.000000,5.351073,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.759189,0.317605,0.909870,15.835246,22.521238,99.759189,0.317605,1.560376,0.000000,1.302800,0.000000,0.000000,0.000000,8.366485,88.897861,90.084954,119.644081,0.000000,0.000000,13.235294,25.000000,92.614156,0.000000,119.644081,0.000000,0.000000,0.813188,14749.000000,19.195384,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,4,0,77907747,808405,1114112108,819208,0.000000,0.000000,0.000000,0.000000,119.644093,90.085835,0.000000,461.000000,42734315,65945600,1235028288,131891200,4194304000,0,0,2097152000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",755148800,1933464689,1825586228,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,0,0.000000,1114112000,819200,0,90.084954,0,0.458285,0.000000,5.152495,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.920727,0.295708,0.960165,14.613739,17.319986,99.920727,0.295708,1.697715,0.000000,1.303058,0.000000,0.000000,0.000000,9.738246,64.322076,69.279948,110.414918,0.000000,0.000000,13.235294,25.000000,91.014030,0.000000,110.414918,0.000000,0.000000,0.797737,17693.000000,18.927129,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,0,0,169795262,1095229,1925185612,1179652,0.000000,0.000000,0.000000,0.000000,110.414922,69.280183,0.000000,0.000000,65294025,113836032,2337091751,227672350,7247757312,0,0,3623878656,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (2)","Low (1)","Idle (0)",1304469504,3519087372,3339760462,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,0,0.000000,1925185536,1179648,0,69.279948,0,0.427521,0.000000,4.964417,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.952716,0.315661,0.857515,15.775961,16.026373,99.952716,0.315661,1.586721,0.000000,1.303242,0.000000,0.000000,0.000000,11.202533,62.049334,64.105492,119.196149,0.000000,0.000000,13.235294,25.000000,90.838183,0.000000,119.196149,0.000000,0.000000,0.816528,20637.000000,19.236757,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,6,0,287320740,1554132,3057123394,1605632,0.000000,0.000000,0.000000,0.000000,119.196152,64.105492,0.000000,251.000000,129147479,180633600,3414539916,361267200,11509170176,0,0,5754585088,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",2070964224,5357006152,5048276031,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,0,0.000000,3057123328,1605632,0,64.105492,0,0.456621,0.000000,4.589534,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.947675,0.302633,0.898518,15.187858,13.500318,99.947675,0.302633,1.679651,0.000000,1.303380,0.000000,0.000000,0.000000,15.371867,49.288928,54.001273,114.752706,0.000000,0.000000,13.235294,25.000000,87.174277,0.000000,114.752706,0.000000,0.000000,0.810951,23581.000000,19.172108,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,9,0,611297315,1914147,4563402988,2097153,0.000000,0.000000,0.000000,0.000000,114.752712,54.001299,0.000000,243.000000,183175911,269484032,5471853281,538968067,17179869184,0,0,8589934592,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",3090808832,8282288751,7832230758,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,0,0.000000,4563402752,2097152,0,54.001273,0,0.437830,0.000000,4.636856,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.966070,0.315035,0.805381,15.699635,12.404650,99.966070,0.315035,1.596861,0.000000,1.303487,0.000000,0.000000,0.000000,10.305877,46.889473,49.618600,118.619467,0.000000,0.000000,13.235294,25.000000,91.138904,0.000000,118.619467,0.000000,0.000000,0.818103,26525.000000,19.253375,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,5,0,564514845,2508221,6497501248,2654214,0.000000,0.000000,0.000000,0.000000,118.619468,49.618712,0.000000,98.000000,282138299,383533056,7339014988,767066148,24461180928,0,0,12230590464,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",4400179200,11426651558,10756671334,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,0,0.000000,6497501184,2654208,0,49.618600,0,0.455919,0.000000,4.286031,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.961959,0.279499,"<OVERFLOW>",13.929363,9.905324,99.961959,0.279499,1.840964,0.000000,1.303573,0.000000,0.000000,0.000000,14.444555,36.201325,39.621299,105.244075,0.000000,0.000000,13.235294,25.000000,86.412113,0.000000,105.244075,0.000000,0.000000,0.794046,29469.000000,18.901209,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,0,0,1223278540,2993958,8912896130,3276801,0.000000,0.000000,0.000000,0.000000,105.244077,39.621310,0.000000,0.000000,297494023,525926400,11779142509,1051854187,33554432000,0,0,16777216000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (2)","Low (1)","Idle (0)",6035251200,17145932953,16325445659,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,0,0.000000,8912896000,3276800,0,39.621299,0,0.404518,0.000000,4.776208,0.000000
