256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,96.610270,0.395672,0.945695,14.540673,465.301534,96.610270,0.395672,1.236593,0.629630,0.572917,0.000000,0.000000,0.000000,781.277172,1.031876,1.817584,58.162692,0.000000,30.357143,25.000000,25.000000,98.670959,0.000000,58.162692,0.000000,0.000000,0.884956,864.000000,21.637336,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1572864,262144,1048576,32768,0,4,0,13755,18603,1048694,32773,0.000000,0.000000,697.952301,116.325384,58.169237,1.817861,0.000000,232.650391,135095,73728,2808897,1930048,33554432,0,0,16777216,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1769472,3957589,3870549,0.000000,16777216,0,10485760,0,1048576,25231360,2949120,0,0.000000,0,0.000000,0,0.000000,1048576,32768,0,1.817584,0,1.887701,0.000000,4.865939,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.992438,0.393662,0.986971,15.041289,240.660623,98.992438,0.393662,1.262598,0.641509,0.574882,0.000000,0.000000,0.000000,7.482287,411.725906,962.642491,60.165156,0.000000,30.357143,25.000000,25.000000,87.527370,0.000000,60.165156,0.000000,0.000000,0.890699,1696.000000,21.837349,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,12582912,2097152,8388608,131072,0,2,0,1043228,56060,8388724,131341,0.000000,0.000000,721.981869,120.330312,60.165988,964.618130,0.000000,15.041016,1064275,557056,22527295,15310398,268435456,0,0,134217728,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",13893632,31435708,30828476,0.000000,134217728,0,79691776,0,8388608,201588736,20185088,0,0.000000,0,0.000000,0,0.000000,8388608,131072,0,962.642491,0,1.960733,0.000000,4.847751,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.642695,0.391437,0.993321,15.111402,161.188282,99.642695,0.391437,1.269807,0.645570,0.575554,0.000000,0.000000,0.000000,8.243981,288.456803,644.753131,60.445606,0.000000,30.357142,25.000000,25.000000,86.328305,0.000000,60.445606,0.000000,0.000238,0.888487,2528.000000,21.801635,0.000000,0.000000,2.400000,4.000001,16.000000,16.000000,0,0,42467328,7077889,28311552,294912,0,9,0,3861321,131941,28311624,294917,0.000000,0.000000,725.347273,120.891229,60.445760,644.764062,0.000000,20.148438,3573582,1843200,75989714,51525374,905969664,0,0,452984832,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",46596096,105764151,103809335,0.000000,452984832,0,264241152,0,28311552,680067072,64290816,0,0.000000,0,0.000000,0,0.000000,28311552,294980,0,644.901796,0,1.974879,0.000000,4.848431,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.764197,0.388592,0.996146,15.105287,120.842299,99.764197,0.388592,1.275113,0.647619,0.575893,0.000000,0.000000,0.000000,9.821408,195.726135,483.369199,60.421150,0.000000,30.357143,25.000000,25.000000,83.726576,0.000000,60.421150,0.000000,0.000000,0.884092,3360.000000,21.703200,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,100663296,16777216,67108864,524288,0,1,0,10908490,212295,67108964,524297,0.000000,0.000000,725.053799,120.842300,60.421240,483.377497,0.000000,966.000000,8449321,4325376,180336670,121965390,2147483648,0,0,1073741824,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",110100480,250491065,245968057,0.000000,1073741824,0,620756992,0,67108864,1611661312,147849216,0,0.000000,0,0.000000,0,0.000000,67108864,524288,0,483.369199,0,1.969148,0.000000,4.853346,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.886788,0.387034,0.997233,15.060834,96.389337,99.886788,0.387034,1.278031,0.648855,0.576097,0.000000,0.000000,0.000000,9.098889,178.388047,385.557348,60.243336,0.000000,30.357143,25.000000,25.000000,84.931830,0.000000,60.243336,0.000000,0.000000,0.881675,4192.000000,21.649440,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,196608000,32768000,131072000,819200,0,1,0,19796540,379024,131072118,819208,0.000000,0.000000,722.920029,120.486671,60.243390,385.561113,0.000000,493.000000,16477118,8396800,351628672,238022598,4194304000,0,0,2097152000,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",214630400,488934746,480229722,0.000000,2097152000,0,1205862400,0,131072000,3147366400,283443200,0,0.000000,0,0.000000,0,0.000000,131072000,819200,0,385.557348,0,1.967408,0.000000,5.168225,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.929423,0.382993,0.997867,14.954921,79.759580,99.929423,0.382993,1.294674,0.649682,0.576234,0.000000,0.000000,0.000000,11.474349,121.299405,319.038321,59.819685,0.000000,30.357143,25.000000,25.000000,80.832416,0.000000,59.819685,0.000000,0.000000,0.878845,5024.000000,21.586131,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,339738624,56623104,226492416,1179648,0,4,0,43444779,448506,226492536,1179653,0.000000,0.000000,717.836225,119.639371,59.819717,319.039674,0.000000,1.107422,28441745,14450688,613485521,411088434,7247757312,0,0,3623878656,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",370409472,849969137,835075057,0.000000,3623878656,0,2076180480,0,226492416,5438177280,483655680,0,0.000000,0,0.000000,0,0.000000,226492416,1179648,0,319.038321,0,1.950182,0.000000,5.192228,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.936157,0.383992,0.998273,14.994049,68.544225,99.936157,0.383992,1.285987,0.650273,0.576332,0.000000,0.000000,0.000000,10.119299,124.370282,274.176899,59.976197,0.000000,30.357143,25.000000,25.000000,83.181926,0.000000,59.976197,0.000000,0.000000,0.877800,5856.000000,21.561388,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,539492352,89915392,359661568,1605632,0,4,0,60682789,728336,359661692,1605641,0.000000,0.000000,719.714361,119.952393,59.976217,274.178435,0.000000,716.000000,45130435,22880256,971065595,652642314,11509170176,0,0,5754585088,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",587661312,1343386222,1319902830,0.000000,5754585088,0,3288334336,0,359661568,8635088896,761069568,0,0.000000,0,0.000000,0,0.000000,359661568,1605632,0,274.176899,0,1.957177,0.000000,5.425901,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.962952,0.382561,0.998597,14.947688,59.790753,99.962952,0.382561,1.303158,0.650718,0.576406,0.000000,0.000000,0.000000,11.944771,80.072747,239.163014,59.790754,0.000000,30.357143,25.000000,25.000000,80.028468,0.000000,59.790754,0.000000,0.000000,0.881099,6688.000000,21.647065,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,805306368,134217728,536870912,2097152,0,4,0,107254041,702135,536871068,2097165,0.000000,0.000000,717.489044,119.581507,59.790771,239.164496,0.000000,478.000000,67325038,34078720,1464510137,974005191,17179869184,0,0,8589934592,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",876609536,2018969869,1984103693,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1128267776,0,0.000000,0,0.000000,0,0.000000,536870912,2097152,0,239.163014,0,1.951742,0.000000,5.827241,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.978852,0.382630,0.998847,14.980025,53.262309,99.978852,0.382630,1.302841,0.651064,0.576463,0.000000,0.000000,0.000000,11.075398,85.068293,213.049239,59.920099,0.000000,30.357143,25.000000,25.000000,81.511476,0.000000,59.920099,0.000000,0.000000,0.881137,7520.000000,21.649339,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1146617856,191102976,764411904,2654208,0,6,0,141290919,1059797,764412010,2654218,0.000000,0.000000,719.041184,119.840197,59.920107,213.050042,0.000000,505.000000,95819085,48439296,2072904178,1386432144,24461180928,0,0,12230590464,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1247477760,2872743124,2823307476,0.000000,12230590464,0,6964641792,0,764411904,18351194112,1597833216,0,0.000000,0,0.000000,0,0.000000,764411904,2654208,0,213.049239,0,1.953443,0.000000,6.061552,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.966869,0.380093,0.999015,14.881093,47.619498,99.966869,0.380093,1.323989,0.651341,0.576509,0.000000,0.000000,0.000000,12.370039,61.550468,190.477994,59.524373,0.000000,30.357143,25.000000,25.000000,79.135701,0.000000,59.524373,0.000000,0.000000,0.883333,8352.000000,21.707867,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1572864000,262144001,1048576000,3276800,0,5,0,217909487,1058855,1048576066,3276806,0.000000,0.000000,714.292478,119.048747,59.524377,190.478342,0.000000,304.000000,131385672,66355200,2891794647,1902007440,33554432000,0,0,16777216000,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1710489600,3975159207,3907574183,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,2182348800,0,0.000000,0,0.000000,0,0.000000,1048576000,3276800,0,190.477994,0,1.941086,0.000000,6.438416,0.000000
