2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.961814,0.381822,0.999177,15.020173,43.695049,99.961814,0.381822,1.305068,0.651568,0.576546,0.000000,0.000000,0.000000,11.362313,71.365263,174.780199,60.080694,0.000000,30.357143,25.000000,25.000000,81.170465,0.000000,60.080694,0.000000,0.000000,0.880125,9184.000000,21.626871,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,2093481984,348913664,1395654656,3964928,0,5,0,263942768,1618937,1395654778,3964932,0.000000,0.000000,720.968325,120.161387,60.080699,174.780375,0.000000,231.000000,174830291,88219648,3805578549,2530946032,44660948992,0,0,22330474496,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",2275868672,5246030969,5156323449,0.000000,22330474496,0,12687769600,0,1395654656,33503641600,2894397440,0,0.000000,0,0.000000,0,0.000000,1395654656,3964928,0,174.780199,0,1.950493,0.000000,6.090788,0.000000
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.982453,0.377333,0.999252,14.777547,39.406792,99.982453,0.377333,1.339639,0.651757,0.576577,0.000000,0.000000,0.000000,12.828971,51.447989,157.627167,59.110188,0.000000,30.357143,25.000000,25.000000,78.282168,0.000000,59.110188,0.000000,0.000000,0.882824,10016.000000,21.699506,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,2717908992,452984865,1811939328,4718592,0,9,0,393253984,1540103,1811939504,4718601,0.000000,0.000000,709.322253,118.220384,59.110193,157.627467,0.000000,315.000000,226899584,114425856,5046046705,3285691237,57982058496,0,0,28991029248,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",2953838592,6910914961,6794718609,0.000000,28991029248,0,16458448896,0,1811939328,43495981056,3746562048,0,0.000000,0,0.000000,0,0.000000,1811939328,4718592,0,157.627167,0,1.928522,0.000000,6.428064,0.000000
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.983360,0.380963,0.999350,15.032318,37.002629,99.983360,0.380963,1.313718,0.651917,0.576604,0.000000,0.000000,0.000000,11.805888,58.272149,148.010519,60.129273,0.000000,30.357143,25.000000,25.000000,80.519664,0.000000,60.129273,0.000000,0.000000,0.881442,10848.000000,21.662038,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,3455582208,575930368,2303721472,5537792,0,6,0,452316761,2180244,2303721622,5537800,0.000000,0.000000,721.551280,120.258547,60.129277,148.010733,0.000000,168.000000,288438885,145367040,6303644400,4177010657,73719087104,0,0,36859543552,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",3754622976,8687138128,8539693392,0.000000,36859543552,0,20910702592,0,2303721472,55300390912,4751425536,0,0.000000,0,0.000000,0,0.000000,2303721472,5537792,0,148.010519,0,1.947572,0.000000,6.341764,0.000000
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.989119,0.379171,0.999401,14.958772,34.191480,99.989119,0.379171,1.330762,0.652055,0.576627,0.000000,0.000000,0.000000,12.912221,42.479852,136.765919,59.835090,0.000000,30.357143,25.000000,25.000000,78.378278,0.000000,59.835090,0.000000,0.000000,0.883757,11680.000000,21.722213,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,4315938816,719323136,2877292544,6422528,0,4,0,620910508,1994854,2877292694,6422528,0.000000,0.000000,718.021076,119.670179,59.835093,136.765919,0.000000,89.000000,360163236,181436416,7947878602,5216809096,92073361408,0,0,46036680704,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",4688445440,10927652203,10743806315,0.000000,46036680704,0,26101153792,0,2877292544,69067866112,5921570816,0,0.000000,0,0.000000,0,0.000000,2877292544,6422528,0,136.765919,0,1.938927,0.000000,6.593594,0.000000
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.990806,0.380235,0.999456,15.059018,32.125905,99.990806,0.380235,1.325829,0.652174,0.576646,0.000000,0.000000,0.000000,12.103324,46.143882,128.503621,60.236073,0.000000,30.357143,25.000000,25.000000,79.804001,0.000000,60.236073,0.000000,0.000000,0.884362,12512.000000,21.736782,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,5308416000,884736000,3538944000,7372800,0,5,0,711085284,2647471,3538944066,7372805,0.000000,0.000000,722.832874,120.472146,60.236074,128.503709,0.000000,91.000000,442930603,223027200,9745501116,6415901722,113246208000,0,0,56623104000,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",5765529600,13409633288,13183840264,0.000000,56623104000,0,32086425600,0,3538944000,84949401600,7269580800,0,0.000000,0,0.000000,0,0.000000,3538944000,7372800,0,128.503621,0,1.944759,0.000000,6.682994,0.000000
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.991266,0.378781,"<OVERFLOW>",15.002328,30.004655,99.991266,0.378781,1.334100,0.652278,0.576664,0.000000,0.000000,0.000000,13.123650,35.659142,120.018620,60.009311,0.000000,30.357143,25.000000,25.000000,78.111812,0.000000,60.009311,0.000000,0.000000,0.884112,13344.000000,21.732368,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,6442450944,1073741825,4294967296,8388608,0,5,0,939281705,2492368,4294967394,8388614,0.000000,0.000000,720.111727,120.018621,60.009312,120.018706,0.000000,75.000000,537465287,270532608,11874288401,7785989715,137438953472,0,0,68719476736,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",6996099072,16329595534,16055916174,0.000000,68719476736,0,38923141120,0,4294967296,103095992320,8808038400,0,0.000000,0,0.000000,0,0.000000,4294967296,8388608,0,120.018620,0,1.937638,0.000000,6.673855,0.000000
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.992917,0.380444,"<OVERFLOW>",15.075034,28.376534,99.992917,0.380444,1.323074,0.652370,0.576679,0.000000,0.000000,0.000000,12.327095,42.171495,113.506140,60.300137,0.000000,30.357143,25.000000,25.000000,79.467997,0.000000,60.300137,0.000000,0.000000,0.883800,14176.000000,21.723308,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,7727480832,1287913472,5151653888,9469952,0,6,0,1053147304,3518418,5151654008,9469956,0.000000,0.000000,723.601642,120.600274,60.300138,113.506187,0.000000,75.000000,644622656,324345856,14161469488,9338537299,164852924416,0,0,82426462208,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",8390377472,19491467019,19163568907,0.000000,82426462208,0,46667923456,0,5151653888,123658633216,10549526528,0,0.000000,0,0.000000,0,0.000000,5151653888,9469952,0,113.506140,0,1.946454,0.000000,6.634829,0.000000
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.987228,0.376064,"<OVERFLOW>",14.917838,26.520601,99.987228,0.376064,1.350302,0.652452,0.576692,0.000000,0.000000,0.000000,13.326463,32.512709,106.082406,59.671354,0.000000,30.357143,25.000000,25.000000,77.728141,0.000000,59.671354,0.000000,0.000000,0.883863,15008.000000,21.729491,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,9172942848,1528823883,6115295232,10616832,0,4,0,1365734966,3253904,6115295302,10616833,0.000000,0.000000,716.056246,119.342713,59.671354,106.082417,0.000000,41.000000,765045445,384860160,17096472271,11085230585,195689447424,0,0,97844723712,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",9958588416,23405690528,23016848032,0.000000,97844723712,0,55377395712,0,6115295232,"<OVERFLOW>",12506628096,0,0.000000,0,0.000000,0,0.000000,6115295232,10616832,0,106.082406,0,1.924174,0.000000,"<OVERFLOW>",0.000000
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.989546,0.380080,"<OVERFLOW>",15.086373,25.408628,99.989546,0.380080,1.325443,0.652525,0.576705,0.000000,0.000000,0.000000,12.441118,37.450171,101.634512,60.345491,0.000000,30.357143,25.000000,25.000000,79.438334,0.000000,60.345491,0.000000,0.000000,0.883855,15840.000000,21.725661,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,10788274176,1798045696,7192182784,11829248,0,9,0,1482775199,4358828,7192183347,11829249,0.000000,0.000000,724.145898,120.690983,60.345496,101.634521,0.000000,81.000000,899767157,452468736,19816815182,13036618900,230149849088,0,0,115074924544,0,0,0,0,0,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",11710955520,27233157965,26776252237,0.000000,115074924544,0,65108180992,0,7192182784,"<OVERFLOW>",14691926016,0,0.000000,0,0.000000,0,0.000000,7192182784,11829248,0,101.634512,0,1.944990,0.000000,"<OVERFLOW>",0.000000
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",14.976474,23.962358,"<OVERFLOW>","<OVERFLOW>",1.346189,0.652591,0.576715,0.000000,0.000000,0.000000,13.368734,28.848506,95.849433,59.905896,0.000000,30.357143,25.000000,25.000000,77.714513,0.000000,59.905896,0.000000,0.000000,"<OVERFLOW>",16672.000000,"<OVERFLOW>",0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,12582912000,2097152004,8388608000,13107200,0,4,0,1872020602,3944970,8388608104,13107208,0.000000,0.000000,718.870752,119.811792,59.905897,95.849492,0.000000,30.000000,1049287328,527564800,23365275068,15204950632,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13657702400,32043552021,31511070997,0.000000,134217728000,0,75916902400,0,8388608000,"<OVERFLOW>",17118003200,0,0.000000,0,0.000000,0,0.000000,8388608000,13107200,0,95.849433,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15.074715,22.970994,"<OVERFLOW>","<OVERFLOW>",1.330769,0.652651,0.576725,0.000000,0.000000,0.000000,12.660466,32.337238,91.883976,60.298860,0.000000,"<OVERFLOW>",25.000000,25.000000,78.989907,0.000000,60.298860,0.000000,0.000000,"<OVERFLOW>",17504.000000,"<OVERFLOW>",0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,14566293504,2427715589,9710862336,14450688,0,5,0,2038911590,5085711,9710862412,14450689,0.000000,0.000000,723.586315,120.597719,60.298860,91.883983,0.000000,33.000000,1214641810,610541568,26785715347,17600279791,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15809052672,36847242217,36231280617,0.000000,"<OVERFLOW>",0,87860183040,0,9710862336,"<OVERFLOW>",19797442560,0,0.000000,0,0.000000,0,0.000000,9710862336,14450688,0,91.883976,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",14.979952,21.789021,"<OVERFLOW>","<OVERFLOW>",1.344946,0.652705,0.576734,0.000000,0.000000,0.000000,13.413683,25.528403,87.156084,59.919808,0.000000,"<OVERFLOW>",25.000000,25.000000,77.614129,0.000000,59.919808,0.000000,0.000000,"<OVERFLOW>",18336.000000,"<OVERFLOW>",0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,16747855872,2791309319,11165237248,15859712,0,13,0,2499456573,4645380,11165237360,15859712,0.000000,0.000000,719.037694,119.839616,59.919808,87.156084,0.000000,74.000000,1396363796,701792256,31085305792,20236552426,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",18175229952,42619931249,41912190577,0.000000,"<OVERFLOW>",0,100994646016,0,11165237248,"<OVERFLOW>",22742827008,0,0.000000,0,0.000000,0,0.000000,11165237248,15859712,0,87.156084,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15.067894,20.964025,"<OVERFLOW>","<OVERFLOW>",1.332319,0.652755,0.576742,0.000000,0.000000,0.000000,12.639553,29.873720,83.856105,60.271575,0.000000,"<OVERFLOW>",25.000000,25.000000,79.018316,0.000000,60.271575,0.000000,0.000000,"<OVERFLOW>",19168.000000,"<OVERFLOW>",0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,19137036288,3189506048,12758024192,17334272,0,5,0,2675485420,6175331,12758024310,17334273,0.000000,0.000000,723.258905,120.543151,60.271576,83.856110,0.000000,25.000000,1595565965,801710080,35229623398,23121861712,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",20766457856,48434000751,47625789295,0.000000,"<OVERFLOW>",0,115376914432,0,12758024192,"<OVERFLOW>",25966739456,0,0.000000,0,0.000000,0,0.000000,12758024192,17334272,0,83.856105,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",14.802052,19.736069,"<OVERFLOW>","<OVERFLOW>",1.371148,0.652800,0.576750,0.000000,0.000000,0.000000,13.656256,24.094646,78.944276,59.208208,0.000000,"<OVERFLOW>",25.000000,25.000000,76.915368,0.000000,59.208208,0.000000,0.000000,"<OVERFLOW>",20000.000000,"<OVERFLOW>",0.000000,0.000000,2.400000,4.000001,16.000000,16.000000,0,0,21743271936,3623879135,14495514624,18874368,0,1,0,3343361844,5760661,14495514698,18874376,0.000000,0.000000,710.498491,118.416431,59.208208,78.944310,0.000000,4.000000,1812613243,910688256,40957091194,26270674184,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",23592960000,55942409299,55024642131,0.000000,"<OVERFLOW>",0,131063611392,0,14495514624,"<OVERFLOW>",29481762816,0,0.000000,0,0.000000,0,0.000000,14495514624,18874368,0,78.944276,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15.065410,19.283724,"<OVERFLOW>","<OVERFLOW>",1.334230,0.652842,0.576757,0.000000,0.000000,0.000000,12.757763,27.505486,77.134897,60.261638,0.000000,"<OVERFLOW>",25.000000,25.000000,78.811887,0.000000,60.261638,0.000000,0.000000,"<OVERFLOW>",20832.000000,"<OVERFLOW>",0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,24576000000,4096000003,16384000000,20480000,0,2,0,3468594455,7302951,16384000072,20480009,0.000000,0.000000,723.139662,120.523277,60.261639,77.134931,0.000000,7.000000,2048787754,1029120000,45291932744,29692057719,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",26664960000,62242157325,61205356301,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,16384000000,"<OVERFLOW>",33300480000,0,0.000000,0,0.000000,0,0.000000,16384000000,20480000,0,77.134897,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
