2048,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,12552,14846,4290,4226,2134,2156,2156,2070,6288,7392,6360,7242,2139,2156,2156,2070,11281,11618,11453,10900,11281,11618,11453,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11287,11622,11473,10908,2138,2157,2157,2070,90942784,0,0,45252,0,0,0,0,8516,0,0,0,0,0,0,0,0,0,0,0,1,1,655193,341793,201957,0,0,8188,13719,45252,10536,11364458,11364458,1,61861,0,8188,0,13719,0,0,0,45252,8516,0,0,0,0,8188,13719,0,0,45252,10536,0,0
2560,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,18208,18334,5156,5202,2552,2603,2617,2584,9118,9064,9146,9160,2552,2608,2618,2584,15965,16063,15874,15861,15965,16063,15874,15861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15969,16079,15890,15865,2552,2604,2618,2584,125286906,0,0,63763,0,0,0,0,10358,0,0,0,0,0,0,0,0,0,0,0,1,1,885083,472579,270020,0,0,10236,17359,63763,12895,15657424,15657424,1,84266,0,10236,0,17359,0,0,0,63763,10358,0,0,0,0,10236,17359,0,0,63763,12895,0,0
3072,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,24208,23436,6203,6286,3069,3134,3131,3163,12128,11610,11194,12176,3069,3134,3132,3155,20919,21217,20364,21106,20919,21217,20364,21106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20923,21221,20368,21112,3069,3144,3136,3155,162040984,0,0,83606,0,0,0,0,12490,0,0,0,0,0,0,0,0,0,0,0,1,1,1131279,612707,342904,0,0,12284,20903,83606,15538,20251748,20251748,1,108291,0,12284,0,20903,0,0,0,83606,12490,0,0,0,0,12284,20903,0,0,83606,15538,0,0
3584,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,29826,28998,7426,7385,3712,3710,3682,3703,14946,14344,14472,15586,3706,3717,3682,3703,27888,26928,24880,26556,27888,26928,24880,26556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27894,26940,24888,26564,3706,3710,3687,3709,203900928,0,0,106252,0,0,0,0,14801,0,0,0,0,0,0,0,0,0,0,0,1,1,1416089,762073,433265,0,0,14332,24439,106252,18367,25484216,25484216,1,135311,0,14332,0,24439,0,0,0,106252,14801,0,0,0,0,14332,24439,0,0,106252,18367,0,0
4096,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,37846,37022,8510,8378,4281,4230,4146,4236,18944,18388,18612,18700,4282,4236,4142,4236,32965,33294,32984,34246,32965,33294,32984,34246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,32973,33298,32988,34250,4286,4230,4142,4240,253284992,0,0,133489,0,0,0,0,16890,0,0,0,0,0,0,0,0,0,0,0,1,1,1746116,935990,538557,0,0,16380,28055,133489,20964,31657188,31657188,1,166668,0,16380,0,28055,0,0,0,133489,16890,0,0,0,0,16380,28055,0,0,133489,20964,0,0
4608,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,45372,45668,9505,9400,4759,4746,4797,4607,22722,22674,22810,21788,4759,4746,4791,4610,39591,43370,40455,39763,39591,43354,40455,39763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39595,43362,40461,39779,4759,4746,4796,4611,306150492,0,0,163163,0,0,0,0,18906,0,0,0,0,0,0,0,0,0,0,0,1,1,2089400,1134516,640610,0,0,18428,31627,163163,23492,38265423,38265424,1,200404,0,18428,0,31627,0,0,0,163163,18906,0,0,0,0,18428,31627,0,0,163163,23492,0,0
5120,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,53832,52116,10479,10714,5251,5228,5360,5363,26942,25870,26044,26566,5251,5228,5360,5354,50301,47742,48210,46381,50301,47742,48210,46381,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,50309,47750,48216,46389,5251,5232,5364,5354,358976938,0,0,192634,0,0,0,0,21193,0,0,0,0,0,0,0,0,0,0,0,1,1,2433954,1333058,743094,0,0,20476,35243,192634,26293,44868724,44868724,1,234217,0,20476,0,35243,0,0,0,192634,21193,0,0,0,0,20476,35243,0,0,192634,26293,0,0
5632,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,60046,60706,11685,11728,5882,5800,5756,5972,30062,30134,30254,29800,5880,5800,5756,5979,53738,56538,55840,55745,53738,56538,55840,55745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53746,56542,55844,55749,5881,5804,5760,5972,411568468,0,0,221861,0,0,0,0,23408,0,0,0,0,0,0,0,0,0,0,0,1,1,2774378,1530362,843874,0,0,22524,38811,221861,29018,51442670,51442670,1,267694,0,22524,0,38811,0,0,0,221861,23408,0,0,0,0,22524,38811,0,0,221861,29018,0,0
6144,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,70374,70904,12641,12529,6333,6305,6304,6223,35226,35118,35422,35464,6333,6308,6306,6223,62883,71661,59649,71110,62883,71661,59649,71110,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,62889,71667,59657,71116,6333,6309,6310,6227,486996694,0,0,265303,0,0,0,0,25170,0,0,0,0,0,0,0,0,0,0,0,1,1,3254961,1807797,988890,0,0,24572,42367,265303,31289,60871135,60871134,1,314950,0,24572,0,42367,0,0,0,265303,25170,0,0,0,0,24572,42367,0,0,265303,31289,0,0
6656,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,79844,80332,13962,13950,6998,6964,7004,6952,39966,39868,40156,40234,6998,6964,6999,6953,74669,76260,72273,74271,74669,76260,72273,74271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,74675,76264,72277,74275,6998,6964,7003,6953,544980042,0,0,297473,0,0,0,0,27914,0,0,0,0,0,0,0,0,0,0,0,1,1,3629592,2026654,1098947,0,0,26620,45983,297473,34543,68119106,68119106,1,351910,0,26620,0,45983,0,0,0,297473,27914,0,0,0,0,26620,45983,0,0,297473,34543,0,0
7168,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,92528,93086,14927,15002,7448,7479,7525,7478,46330,46200,46536,47218,7448,7480,7525,7478,88011,88755,84107,89381,88003,88755,84107,89381,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,88011,88761,84115,89387,7448,7480,7525,7482,636338496,0,0,350246,0,0,0,0,29931,0,0,0,0,0,0,0,0,0,0,0,1,1,4214202,2353494,1280605,0,0,28668,49571,350246,37073,79538868,79538868,1,408745,0,28668,0,49571,0,0,0,350246,29931,0,0,0,0,28668,49571,0,0,350246,37073,0,0
7680,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,94392,95316,15642,15878,7833,7809,7976,7902,47246,47298,46736,46844,7833,7809,7976,7902,97842,97637,96614,97893,97854,97625,96614,97893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97846,97633,96618,97897,7833,7809,7976,7902,705697792,0,0,389974,0,0,0,0,31520,0,0,0,0,0,0,0,0,0,0,0,1,1,4666137,2597379,1424358,0,0,30716,53147,389974,39167,88208737,88208738,1,452111,0,30716,0,53147,0,0,0,389974,31520,0,0,0,0,30716,53147,0,0,389974,39167,0,0
8192,"GeForce GTX 680 (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,116463,117114,16661,16551,8269,8388,8213,8338,58304,58088,59130,58674,8265,8388,8213,8338,105915,112999,114823,109239,105915,112999,114823,109239,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,105921,113003,114831,109247,8265,8388,8213,8338,797155678,0,0,442976,0,0,0,0,33204,0,0,0,0,0,0,0,0,0,0,0,1,1,5232542,2941168,1588668,0,0,32764,56767,442976,41380,99641073,99641072,1,508867,0,32764,0,56767,0,0,0,442976,33204,0,0,0,0,32764,56767,0,0,442976,41380,0,0
