256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4107,4112,4096,4096,2048,2048,2048,2048,2056,2063,2048,2056,2048,2048,2048,2048,65536,65536,65536,65536,63488,63488,63488,63488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,65554,65552,65556,65552,2048,2049,2052,2048,1386608,0,0,2097152,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1769472,1838798,87040,655360,65536,0,0,65536,2048,1254215,74280966,256,34816,0,0,0,0,0,0,0,131072,4096,131072,0,65536,2048,0,0,786432,67098,131165,4107,0,0
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,515209,513670,16384,16384,8192,8192,8192,8192,257444,256947,259416,256334,8192,8192,8192,8192,524288,524288,524288,524288,265790,267262,267170,266488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,524304,524308,524304,524304,8197,8196,8192,8193,10224134,0,0,16777216,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,13893632,14712054,607232,5242880,524288,0,0,524288,8192,10074421,633937482,1024,270336,0,0,0,0,0,0,0,1048576,16384,1048576,0,524288,8192,0,0,6291456,525328,1050626,16388,0,0
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1828245,1831156,36864,36864,18432,18432,18432,18432,914130,915869,916252,917608,18432,18432,18432,18432,1769472,1769472,1769472,1769472,854200,853324,853002,855518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1769488,1769490,1769488,1769490,18433,18432,18432,18432,34103818,0,0,56623104,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,18432,589824,46596096,49554157,1954816,17694720,1769472,0,0,1769472,18432,33970418,2154836504,2304,903168,0,0,0,0,0,0,0,3538944,36864,3538944,0,1769472,18432,0,0,21233664,1770632,3545806,36865,0,0
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4398255,4395170,65536,65536,32768,32768,32768,32768,2199152,2197797,2200684,2201550,32768,32768,32768,32768,4194304,4194304,4194304,4194304,1996518,1997756,1997104,1994678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4194322,4194322,4194322,4194320,32768,32772,32768,32772,80795584,0,0,134217728,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,110100480,117319935,4523008,41943040,4194304,0,0,4194304,32768,80448553,5121089696,4096,2129920,0,0,0,0,0,0,0,8388608,65536,8388608,0,4194304,32768,0,0,50331648,4198698,8406776,65554,0,0
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8697883,8719418,102400,102400,51200,51200,51200,51200,4348322,4360621,4352354,4357422,51200,51200,51208,51200,8192000,8192000,8192000,8192000,3839244,3843156,3850994,3831570,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8192016,8192018,8192020,8192018,51201,51205,51204,51204,157429086,0,0,262144000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,214630400,228967545,8705024,81920000,8192000,0,0,8192000,51200,157263562,10026717172,6400,4147200,0,0,0,0,0,0,0,16384000,102400,16384000,0,8192000,51200,0,0,98304000,8197546,16424256,102414,0,0
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15368797,15345890,147456,147456,73728,73728,73728,73728,7683794,7679287,7675548,7686454,73728,73728,73728,73728,14155776,14155776,14155776,14155776,6486190,6476600,6487480,6476342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14155796,14155792,14155792,14155792,73728,73728,73728,73732,272095254,0,0,452984832,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,370409472,395514924,14894080,141557760,14155776,0,0,14155776,73728,271890942,17356948944,9216,7151616,0,0,0,0,0,0,0,28311552,147456,28311552,0,14155776,73728,0,0,169869312,14167511,28420144,147472,0,0
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,25085785,25078354,200704,200704,100352,100352,100352,100352,12542464,12540731,12540608,12544676,100352,100352,100352,100352,22478848,22478848,22478848,22478848,9950712,9936656,9938172,9934006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,22478864,22478864,22478866,22478868,100352,100352,100352,100352,431264384,0,0,719323136,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,587661312,627798576,23483392,224788480,22478848,0,0,22478848,100352,430957197,27525414484,12544,11339776,0,0,0,0,0,0,0,44957696,200704,44957696,0,22478848,100352,0,0,269746176,22522171,45177542,200755,0,0
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,38663685,38628820,262144,262144,131072,131072,131072,131072,19331172,19317401,19352466,19327804,131072,131072,131072,131072,33554432,33554432,33554432,33554432,14226594,14206400,14235724,14204030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33554448,33554450,33554452,33554448,131072,131076,131073,131072,643554608,0,0,1073741824,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,876609536,936813665,34866176,335544320,33554432,0,0,33554432,131072,643319000,41106375600,16384,16908288,0,0,0,0,0,0,0,67108864,262144,67108864,0,33554432,131072,0,0,402653184,33645059,67541966,262244,0,0
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,56524089,56514818,331776,331776,165888,165888,165888,165888,28261928,28262241,28234436,28280380,165888,165888,165888,165888,47775744,47775744,47775744,47775744,19535402,19521666,19512382,19506966,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,47775760,47775760,47775760,47775760,165888,165892,165888,165888,917432616,0,0,1528823808,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1247477760,1333698018,49435648,477757440,47775744,0,0,47775744,165888,917089003,58618061022,20736,24053760,0,0,0,0,0,0,0,95551488,331776,95551488,0,47775744,165888,0,0,573308928,47912397,96395216,331865,0,0
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,79397009,79385338,409600,409600,204800,204800,204800,204800,39690980,39696207,39659000,39662556,204800,204800,204800,204800,65536000,65536000,65536000,65536000,25846416,25898814,25842164,25856658,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,65536016,65536020,65536020,65536018,204804,204804,204800,204800,1261767168,0,0,2097152000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1710489600,1829635582,67585024,655360000,65536000,0,0,65536000,204800,1261312097,80636155772,25600,32972800,0,0,0,0,0,0,0,131072000,409600,131072000,0,65536000,204800,0,0,786432000,65673020,132595611,409690,0,0
