2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.961598,1.356369,0.999033,53.691587,156.193708,99.961598,1.356369,0.148894,0.076655,0.038436,0.000000,0.000000,0.000000,33.560324,156.193708,156.193708,53.691587,0.000000,65.367618,100.000000,100.000000,37.497057,0.000000,53.691587,0.000000,0.000000,1.558324,9184.000000,37.621515,0.000000,0.000000,1.200000,1.003380,2.000000,2.000000,0,0,1046740992,87523274,174456832,495616,0,8,0,218091069,991232,348913734,991241,0.000000,0.000000,1288.598099,107.746162,53.691598,156.195127,0.000000,1.290039,131434438,88219648,1211303275,1221965751,44660948992,0,0,22330474496,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",2275868672,2614731544,2525024024,0.000000,22330474496,0,12687769600,0,1395654656,33503641600,2894397440,0,0.000000,0,0.000000,0,0.000000,348913664,991232,0,156.193708,0,6.928842,0.000000,7.771402,0.000000
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.977431,1.355186,0.999106,53.680788,143.148767,99.977431,1.355186,0.148945,0.076677,0.038438,0.000000,0.000000,0.000000,34.342029,143.148767,143.148767,53.680788,0.000000,65.368763,100.000000,100.000000,36.022550,0.000000,53.680788,0.000000,0.000000,1.557035,10016.000000,37.593131,0.000000,0.000000,1.200000,1.003153,2.000000,2.000000,0,0,1358954496,113603234,226492416,589824,0,5,0,289794895,1179648,452984930,1179653,0.000000,0.000000,1288.338913,107.700050,53.680800,143.149374,0.000000,636.000000,170580264,114425856,1572719953,1586359005,57982058496,0,0,28991029248,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",2953838592,3393799464,3277603112,0.000000,28991029248,0,16458448896,0,1811939328,43495981056,3746562048,0,0.000000,0,0.000000,0,0.000000,452984832,1179648,0,143.148767,0,6.925905,0.000000,7.769668,0.000000
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.986663,1.349892,0.999213,53.111639,130.736341,99.986663,1.349892,0.149484,0.076696,0.038440,0.000000,0.000000,0.000000,34.921208,130.736341,130.736341,53.111639,0.000000,65.366891,100.000000,100.000000,34.193338,0.000000,53.111639,0.000000,0.000000,1.551679,10848.000000,37.466721,0.000000,0.000000,1.200000,1.003525,2.000000,2.000000,0,0,1727791104,144490137,287965184,692224,0,8,0,378677527,1384448,575930482,1384454,0.000000,0.000000,1274.679327,106.597719,53.111649,130.736907,0.000000,792.000000,216843093,145367040,2000414613,2016978280,73719087104,0,0,36859543552,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",3754622976,4315878295,4168433559,0.000000,36859543552,0,20910702592,0,2303721472,55300390912,4751425536,0,0.000000,0,0.000000,0,0.000000,575930368,1384448,0,130.736341,0,6.901184,0.000000,7.998169,0.000000
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.982017,1.348273,0.999313,53.508180,122.304410,99.982017,1.348273,0.149848,0.076712,0.038442,0.000000,0.000000,0.000000,35.873366,122.304410,122.304410,53.508180,0.000000,65.361985,100.000000,100.000000,33.022670,0.000000,53.508180,0.000000,0.000000,1.550310,11680.000000,37.436019,0.000000,0.000000,1.200000,1.004501,2.000000,2.000000,0,0,2157969408,180640187,359661568,802816,0,4,0,482254155,1605632,719323252,1605636,0.000000,0.000000,1284.196313,107.498031,53.508188,122.304715,0.000000,319.000000,270815828,181436416,2499721622,2519148017,92073361408,0,0,46036680704,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",4688445440,5391001208,5207155320,0.000000,46036680704,0,26101153792,0,2877292544,69067866112,5921570816,0,0.000000,0,0.000000,0,0.000000,719323136,1605632,0,122.304410,0,6.894040,0.000000,8.171032,0.000000
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.989850,1.346451,0.999344,53.215171,113.525697,99.989850,1.346451,0.150230,0.076726,0.038443,0.000000,0.000000,0.000000,36.159851,113.525697,113.525697,53.215171,0.000000,65.368526,100.000000,100.000000,32.097073,0.000000,53.215171,0.000000,0.000000,1.548729,12512.000000,37.399954,0.000000,0.000000,1.200000,1.003200,2.000000,2.000000,0,0,2654208000,221891738,442368000,921600,0,5,0,601180481,1843200,884736340,1843213,0.000000,0.000000,1277.164093,106.770894,53.215191,113.526498,0.000000,322.000000,332923862,223027200,3079165247,3098157858,113246208000,0,0,56623104000,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",5765529600,6631687458,6405894434,0.000000,56623104000,0,32086425600,0,3538944000,84949401600,7269580800,0,0.000000,0,0.000000,0,0.000000,884736000,1843200,0,113.525697,0,6.886517,0.000000,8.068170,0.000000
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.991749,1.345318,0.999399,53.270548,106.541096,99.991749,1.345318,0.150494,0.076739,0.038444,0.000000,0.000000,0.000000,37.044702,106.541096,106.541096,53.270548,0.000000,65.344567,100.000000,100.000000,30.614437,0.000000,53.270548,0.000000,0.000000,1.547780,13344.000000,37.378815,0.000000,0.000000,1.200000,1.007968,2.000000,2.000000,0,0,3221225472,270574221,536870912,1048576,0,8,0,746687369,2097152,1073742314,2097161,0.000000,0.000000,1278.493159,107.389965,53.270573,106.541553,0.000000,426.000000,404422164,270532608,3736551507,3760986230,137438953472,0,0,68719476736,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",6996099072,8048967672,7775288312,0.000000,68719476736,0,38923141120,0,4294967296,103095992320,8808038400,0,0.000000,0,0.000000,0,0.000000,1073741824,2097152,0,106.541096,0,6.881955,0.000000,8.410638,0.000000
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.993763,1.341148,0.999457,53.014454,99.791913,99.993763,1.341148,0.150849,0.076749,0.038445,0.000000,0.000000,0.000000,37.111462,99.791913,99.791913,53.014454,0.000000,65.352374,100.000000,100.000000,29.991647,0.000000,53.014454,0.000000,0.000000,1.543458,14176.000000,37.276134,0.000000,0.000000,1.200000,1.006413,2.000000,2.000000,0,0,3863740416,324043354,643956736,1183744,0,14,0,901572093,2367488,1287913576,2367496,0.000000,0.000000,1272.346899,106.708917,53.014458,99.792251,0.000000,618.000000,484874590,324345856,4485626481,4510759089,164852924416,0,0,82426462208,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",8390377472,9656054099,9328155987,0.000000,82426462208,0,46667923456,0,5151653888,123658633216,10549526528,0,0.000000,0,0.000000,0,0.000000,1287913472,2367488,0,99.791913,0,6.861726,0.000000,8.454140,0.000000
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.988498,1.335227,0.999534,52.926645,94.091813,99.988498,1.335227,0.151781,0.076759,0.038446,0.000000,0.000000,0.000000,37.760700,94.091813,94.091813,52.926645,0.000000,65.357671,100.000000,100.000000,28.701817,0.000000,52.926645,0.000000,0.000000,1.537889,15008.000000,37.143851,0.000000,0.000000,1.200000,1.005359,2.000000,2.000000,0,0,4586471424,384254359,764411904,1327104,0,2,0,1090744701,2654208,1528823882,2654213,0.000000,0.000000,1270.239487,106.420604,52.926648,94.091990,0.000000,74.000000,575334212,384860160,5333624165,5354036597,195689447424,0,0,97844723712,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",9958588416,11470112217,11081269721,0.000000,97844723712,0,55377395712,0,6115295232,"<OVERFLOW>",12506628096,0,0.000000,0,0.000000,0,0.000000,1528823808,2654208,0,94.091813,0,6.831933,0.000000,8.782299,0.000000
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.993228,1.333494,0.999593,52.804512,88.933914,99.993228,1.333494,0.152045,0.076768,0.038447,0.000000,0.000000,0.000000,38.171563,88.933914,88.933914,52.804512,0.000000,65.350374,100.000000,100.000000,27.692901,0.000000,52.804512,0.000000,0.000000,1.536245,15840.000000,37.105463,0.000000,0.000000,1.200000,1.006811,2.000000,2.000000,0,0,5394137088,452573262,899022848,1478656,0,9,0,1299779367,2957312,1798045762,2957316,0.000000,0.000000,1267.308289,106.328378,52.804514,88.934035,0.000000,283.000000,676768961,452468736,6274596274,6297437057,230149849088,0,0,115074924544,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",11710955520,13491545006,13034639278,0.000000,115074924544,0,65108180992,0,7192182784,"<OVERFLOW>",14691926016,0,0.000000,0,0.000000,0,0.000000,1798045696,2957312,0,88.933914,0,6.824155,0.000000,8.856734,0.000000
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.991685,1.326115,0.999597,52.617603,84.188165,99.991685,1.326115,0.152469,0.076775,0.038448,0.000000,0.000000,0.000000,37.873558,84.188165,84.188165,52.617603,0.000000,65.349462,100.000000,100.000000,27.875890,0.000000,52.617603,0.000000,0.000000,1.528306,16672.000000,36.915099,0.000000,0.000000,1.200000,1.006993,2.000000,2.000000,0,0,6291456000,527954392,1048576000,1638400,0,9,0,1509506387,3276800,2097152100,3276800,0.000000,0.000000,1262.822483,105.971126,52.617606,84.188165,0.000000,242.000000,789317589,527564800,7322861553,7345062774,268435456000,0,0,134217728000,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",13657702400,15740079670,15207598646,0.000000,134217728000,0,75916902400,0,8388608000,"<OVERFLOW>",17118003200,0,0.000000,0,0.000000,0,0.000000,2097152000,3276800,0,84.188165,0,6.786970,0.000000,9.425934,0.000000
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.993675,1.324140,0.999628,52.559584,80.090794,99.993675,1.324140,0.152957,0.076782,0.038448,0.000000,0.000000,0.000000,38.476205,80.090794,80.090794,52.559584,0.000000,"<OVERFLOW>",100.000000,100.000000,26.376345,0.000000,52.559584,0.000000,0.000000,1.526676,17504.000000,36.877095,0.000000,0.000000,1.200000,1.006825,2.000000,2.000000,0,0,7283146752,611071011,1213857792,1806336,0,4,0,1777207425,3612672,2427715654,3612678,0.000000,0.000000,1261.430013,105.836576,52.559585,80.090927,0.000000,92.000000,913612565,610541568,8485130646,8502596826,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",15809052672,18227153204,17611191604,0.000000,"<OVERFLOW>",0,87860183040,0,9710862336,"<OVERFLOW>",19797442560,0,0.000000,0,0.000000,0,0.000000,2427715584,3612672,0,80.090794,0,"<OVERFLOW>",0.000000,9.416060,0.000000
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.991650,1.320531,0.999662,52.219696,75.955921,99.991650,1.320531,0.153457,0.076789,0.038449,0.000000,0.000000,0.000000,38.418020,75.955921,75.955921,52.219696,0.000000,"<OVERFLOW>",100.000000,100.000000,26.194996,0.000000,52.219696,0.000000,0.000000,1.523176,18336.000000,36.793876,0.000000,0.000000,1.200000,1.005698,2.000000,2.000000,0,0,8373927936,701803829,1395654656,1982464,0,13,0,2053565677,3964928,2791309380,3964928,0.000000,0.000000,1253.272713,105.034530,52.219698,75.955921,0.000000,261.000000,1050029364,701792256,9765230521,9775295183,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",18175229952,20964348668,20256607996,0.000000,"<OVERFLOW>",0,100994646016,0,11165237248,"<OVERFLOW>",22742827008,0,0.000000,0,0.000000,0,0.000000,2791309312,3964928,0,75.955921,0,"<OVERFLOW>",0.000000,9.541374,0.000000
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.993163,1.317492,0.999673,52.260163,72.709792,99.993163,1.317492,0.154931,0.076795,0.038449,0.000000,0.000000,0.000000,39.148140,72.709792,72.709792,52.260163,0.000000,"<OVERFLOW>",100.000000,100.000000,25.347366,0.000000,52.260163,0.000000,0.000000,1.521612,19168.000000,36.758403,0.000000,0.000000,1.200000,1.004399,2.000000,2.000000,0,0,9568518144,800884500,1594753024,2166784,0,1,0,2389262133,4333568,3189506152,4333573,0.000000,0.000000,1254.243923,104.980155,52.260165,72.709876,0.000000,17.000000,1199459821,801710080,11185083311,11168681350,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",20766457856,23983822191,23175610735,0.000000,"<OVERFLOW>",0,115376914432,0,12758024192,"<OVERFLOW>",25966739456,0,0.000000,0,0.000000,0,0.000000,3189506048,4333568,0,72.709792,0,"<OVERFLOW>",0.000000,9.271452,0.000000
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.992621,1.314899,"<OVERFLOW>",52.163779,69.551704,99.992621,1.314899,0.154132,0.076800,0.038450,0.000000,0.000000,0.000000,38.781055,69.551704,69.551704,52.163779,0.000000,"<OVERFLOW>",100.000000,100.000000,25.435456,0.000000,52.163779,0.000000,0.000000,1.517567,20000.000000,36.660442,0.000000,0.000000,1.200000,1.005360,2.000000,2.000000,0,0,10871635968,910825418,1811939328,2359296,0,10,0,2694165183,4718592,3623878724,4718592,0.000000,0.000000,1251.930696,104.886726,52.163780,69.551704,0.000000,154.000000,1363041830,910688256,12709190703,12690458235,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",23592960000,27229400555,26311633387,0.000000,"<OVERFLOW>",0,131063611392,0,14495514624,"<OVERFLOW>",29481762816,0,0.000000,0,0.000000,0,0.000000,3623878656,4718592,0,69.551704,0,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.995581,1.314670,"<OVERFLOW>",52.028308,66.596233,99.995581,1.314670,0.153341,0.076805,0.038450,0.000000,0.000000,0.000000,38.176059,66.596233,66.596233,52.028308,0.000000,"<OVERFLOW>",100.000000,100.000000,26.434828,0.000000,52.028308,0.000000,0.000000,1.516263,20832.000000,36.628634,0.000000,0.000000,1.200000,1.007019,2.000000,2.000000,0,0,12288000000,1031187556,2048000000,2560000,0,4,0,3005462719,5120000,4096000064,5120001,0.000000,0.000000,1248.679388,104.786999,52.028309,66.596247,0.000000,54.000000,1541180595,1029120000,14346574392,14345276837,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",26664960000,30753803364,29717002340,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,16384000000,"<OVERFLOW>",33300480000,0,0.000000,0,0.000000,0,0.000000,4096000000,5120000,0,66.596233,0,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.997112,1.310927,"<OVERFLOW>",52.008066,64.009927,99.997112,1.310927,0.155561,0.076809,0.038451,0.000000,0.000000,0.000000,39.024122,64.009927,64.009927,52.008066,0.000000,"<OVERFLOW>",100.000000,100.000000,25.360414,0.000000,52.008066,0.000000,0.000000,1.514855,21664.000000,36.597611,0.000000,0.000000,1.200000,1.004984,2.000000,2.000000,0,0,13822328832,1157601217,2303721472,2768896,0,6,0,3457183253,5537792,4607443142,5537793,0.000000,0.000000,1248.193588,104.534513,52.008068,64.009938,0.000000,72.000000,1732631553,1157398528,16182745238,16134444317,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",29992681472,34658367873,33492661633,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,18429771776,"<OVERFLOW>",37435473920,0,0.000000,0,0.000000,0,0.000000,4607442944,5537792,0,64.009927,0,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000
