256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,94.665371,1.408113,0.929125,51.260096,1.601878,94.665371,1.408113,0.137981,0.074074,0.038194,0.000000,0.000000,0.000000,1.614979,1.683223,1.601878,51.260096,0.000000,65.269011,100.000000,100.000000,96.875000,0.000000,51.260096,0.000000,0.181665,1.602407,864.000000,38.328548,0.000000,0.000000,1.200000,1.023026,2.000000,2.000000,0,0,786432,67045,131072,4096,0,5,0,8259,8608,262210,8196,0.000000,0.000000,1230.242309,104.880772,51.273002,1.602660,0.000000,1.001173,102715,73728,898327,922930,33554432,0,0,16777216,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1769472,2013626,1926586,0.000000,16777216,0,10485760,0,1048576,25231360,2949120,0,0.000000,0,0.000000,0,0.000000,262144,8684,0,1.698085,0,6.582696,0.000000,7.859007,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.910478,1.375210,0.982424,52.474707,839.595315,98.910478,1.375210,0.146443,0.075472,0.038325,0.000000,0.000000,0.000000,25.827270,839.902783,839.595315,52.474707,0.000000,65.374861,100.000000,100.000000,50.988197,0.000000,52.474707,0.000000,0.000000,1.576600,1696.000000,37.912374,0.000000,0.000000,1.200000,1.001940,2.000000,2.000000,0,0,6291456,525305,1048576,16384,0,1,0,1032187,32780,2097224,32937,0.000000,0.000000,1259.392973,105.152992,52.476509,843.925503,0.000000,26.237305,803052,557056,7280260,7357160,268435456,0,0,134217728,0,0,0,0,0,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",13893632,15928253,15321021,0.000000,134217728,0,79691776,0,8388608,201588736,20185088,0,0.000000,0,0.000000,0,0.000000,2097152,32768,0,839.595315,0,6.843909,0.000000,7.707388,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.677642,1.370848,0.990387,52.969054,565.003246,99.677642,1.370848,0.147413,0.075949,0.038370,0.000000,0.000000,0.000000,27.387942,565.003246,565.003246,52.969054,0.000000,65.381588,100.000000,100.000000,48.271575,0.000000,52.969054,0.000000,0.000000,1.572929,2528.000000,37.885478,0.000000,0.000000,1.200000,1.000602,2.000000,2.000000,0,0,21233664,1770537,3538944,36864,0,1,0,3659661,73728,7078016,73805,0.000000,0.000000,1271.257305,106.001870,52.970012,565.593324,0.000000,7.846680,2691521,1843200,24576685,24810421,905969664,0,0,452984832,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",46596096,53464976,51510160,0.000000,452984832,0,264241152,0,28311552,680067072,64290816,0,0.000000,0,0.000000,0,0.000000,7077888,73728,0,565.003246,0,6.918629,0.000000,7.704741,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.725392,1.368421,0.994583,53.135861,425.086884,99.725392,1.368421,0.147726,0.076190,0.038393,0.000000,0.000000,0.000000,27.864841,425.086884,425.086884,53.135861,0.000000,65.379997,100.000000,100.000000,47.567654,0.000000,53.135861,0.000000,0.000000,1.570573,3360.000000,37.858923,0.000000,0.000000,1.200000,1.000918,2.000000,2.000000,0,0,50331648,4198156,8388608,65536,0,0,0,8798097,131072,16777340,131073,0.000000,0.000000,1275.260655,106.369320,53.136253,425.090128,0.000000,0.000000,6358407,4325376,58236129,58789190,2147483648,0,0,1073741824,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",110100480,126365213,121842205,0.000000,1073741824,0,620756992,0,67108864,1611661312,147849216,0,0.000000,0,0.000000,0,0.000000,16777216,131072,0,425.086884,0,6.931622,0.000000,7.661437,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.781801,1.365280,0.996652,53.146825,340.139682,99.781801,1.365280,0.147914,0.076336,0.038406,0.000000,0.000000,0.000000,28.256061,340.152968,340.139682,53.146825,0.000000,65.381357,100.000000,100.000000,46.851233,0.000000,53.146825,0.000000,0.000000,1.567224,4192.000000,37.796256,0.000000,0.000000,1.200000,1.000648,2.000000,2.000000,0,0,98304000,8197308,16384000,102400,0,2,0,17421447,204808,32768130,204804,0.000000,0.000000,1275.523810,106.362524,53.147036,340.146325,0.000000,3.401367,12392172,8396800,113719996,114795582,4194304000,0,0,2097152000,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",214630400,246377197,237672173,0.000000,2097152000,0,1205862400,0,131072000,3147366400,283443200,0,0.000000,0,0.000000,0,0.000000,32768000,204800,0,340.139682,0,6.932828,0.000000,7.704687,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.897377,1.362338,0.997596,53.499729,285.331886,99.897377,1.362338,0.148240,0.076433,0.038416,0.000000,0.000000,0.000000,29.012547,285.331886,285.331886,53.499729,0.000000,65.380926,100.000000,100.000000,45.733219,0.000000,53.499729,0.000000,0.000000,1.564290,5024.000000,37.737773,0.000000,0.000000,1.200000,1.000733,2.000000,2.000000,0,0,169869312,14166159,28311552,147456,0,1,0,30706333,294912,56623230,294917,0.000000,0.000000,1283.993490,107.077940,53.499848,285.336723,0.000000,0.990234,21385052,14450688,196523190,198338994,7247757312,0,0,3623878656,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",370409472,425318903,410424823,0.000000,3623878656,0,2076180480,0,226492416,5438177280,483655680,0,0.000000,0,0.000000,0,0.000000,56623104,294912,0,285.331886,0,6.934723,0.000000,7.716128,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.926638,1.363402,0.997967,53.565042,244.868765,99.926638,1.363402,0.148252,0.076503,0.038422,0.000000,0.000000,0.000000,29.876726,244.868765,244.868765,53.565042,0.000000,65.374485,100.000000,100.000000,44.222702,0.000000,53.565042,0.000000,0.000000,1.565530,5856.000000,37.776186,0.000000,0.000000,1.200000,1.002015,2.000000,2.000000,0,0,269746176,22524132,44957696,200704,0,10,0,50151693,401408,89915502,401417,0.000000,0.000000,1285.561016,107.345900,53.565108,244.874255,0.000000,6.246094,33933257,22880256,311995920,314945296,11509170176,0,0,5754585088,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",587661312,674783522,651300130,0.000000,5754585088,0,3288334336,0,359661568,8635088896,761069568,0,0.000000,0,0.000000,0,0.000000,89915392,401408,0,244.868765,0,6.948499,0.000000,7.666968,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.958466,1.362226,0.998360,53.772499,215.089995,99.958466,1.362226,0.148250,0.076555,0.038427,0.000000,0.000000,0.000000,30.953156,215.089995,215.089995,53.772499,0.000000,65.372096,100.000000,100.000000,42.396812,0.000000,53.772499,0.000000,0.000000,1.564176,6688.000000,37.749869,0.000000,0.000000,1.200000,1.002490,2.000000,2.000000,0,0,402653184,33637970,67108864,262144,0,0,0,77259981,524288,134217906,524293,0.000000,0.000000,1290.539978,107.812745,53.772570,215.092047,0.000000,0.000000,50620766,34078720,465609914,470101615,17179869184,0,0,8589934592,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",876609536,1006566638,971700462,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1128267776,0,0.000000,0,0.000000,0,0.000000,134217728,524288,0,215.089995,0,6.949463,0.000000,7.676140,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.960865,1.360307,0.998638,53.781594,191.223444,99.960865,1.360307,0.148379,0.076596,0.038431,0.000000,0.000000,0.000000,31.809645,191.223444,191.223444,53.781594,0.000000,65.370923,100.000000,100.000000,40.866292,0.000000,53.781594,0.000000,0.000000,1.562147,7520.000000,37.706011,0.000000,0.000000,1.200000,1.002723,2.000000,2.000000,0,0,573308928,47905837,95551488,331776,0,4,0,113029707,663552,191103082,663558,0.000000,0.000000,1290.758250,107.856081,53.781624,191.225173,0.000000,1.179688,72035867,48439296,663034451,669305794,24461180928,0,0,12230590464,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1247477760,1432577139,1383141491,0.000000,12230590464,0,6964641792,0,764411904,18351194112,1597833216,0,0.000000,0,0.000000,0,0.000000,191102976,663552,0,191.223444,0,6.943528,0.000000,7.688652,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.984953,1.356306,0.998799,53.071589,169.829083,99.984953,1.356306,0.148665,0.076628,0.038434,0.000000,0.000000,0.000000,32.107169,169.829083,169.829083,53.071589,0.000000,65.373732,100.000000,100.000000,39.474536,0.000000,53.071589,0.000000,0.000000,1.557942,8352.000000,37.608783,0.000000,0.000000,1.200000,1.002164,2.000000,2.000000,0,0,786432000,65677837,131072000,409600,0,5,0,158591481,819200,262144118,819202,0.000000,0.000000,1273.718126,106.372899,53.071612,169.829497,0.000000,1.060547,98760159,66355200,909826905,918043424,33554432000,0,0,16777216000,0,0,0,0,0,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1710489600,1964780293,1897195269,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,2182348800,0,0.000000,0,0.000000,0,0.000000,262144000,819200,0,169.829083,0,6.927724,0.000000,7.679449,0.000000
