131072,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,76.375550,0.817692,0.489663,81.672869,10.209108,76.375550,0.817692,0.187367,0.000000,0.000000,0.000000,0.000000,0.000000,81.690317,43.388711,81.672869,81.672869,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,81.672869,0.000000,0.000000,0.970900,292.625000,18.272862,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,8192,32,0,5,0,32775,17,32900,89,0.000000,0.000000,82.310939,45.940989,82.001874,227.152668,0.000000,12.761385,17796,15104,14656,14656,270304,8160,0,131072,0,0,0,0,0,"Low (1)","Low (2)","Idle (0)","Mid (5)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",74912,88948,66962,0.000000,139232,0,1187840,0,196576,294880,188448,0,0.000000,0,0.000000,0,0.000000,32768,32,0,81.672869,0,0.586832,0.000000,0.990602,0.000000
262144,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,84.088718,0.738052,0.492179,99.807093,6.237943,84.088718,0.738052,0.237831,0.000000,0.000000,0.000000,0.000000,0.000000,99.866487,34.308688,49.903546,99.807093,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,99.807093,0.000000,0.000000,0.913584,452.625000,16.957649,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,16384,32,0,1,0,65575,22,65698,34,0.000000,0.000000,50.293418,28.070745,100.053808,53.022517,0.000000,1.559485,28550,23296,22848,22848,532448,8160,0,262144,0,0,0,0,0,"Low (1)","Low (2)","Idle (0)","Mid (6)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",115872,143430,106492,0.000000,270304,0,1974272,0,327648,557024,188448,0,0.000000,0,0.000000,0,0.000000,65536,32,0,49.903546,0,0.742664,0.000000,0.856405,0.000000
524288,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,90.105917,0.709270,0.495019,113.762122,3.555066,90.105917,0.709270,0.270436,0.000000,0.000000,0.000000,0.000000,0.000000,113.768198,17.775331,28.440530,113.762122,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,113.762122,0.000000,0.000000,0.901082,772.625000,16.584160,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,32768,32,0,9,0,131079,20,131148,45,0.000000,0.000000,28.662722,15.997798,113.828086,39.994495,0.000000,7.998899,49885,39680,39232,39232,1056736,8160,0,524288,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",197792,251282,184991,0.000000,532448,0,3547136,0,589792,1081312,188448,0,0.000000,0,0.000000,0,0.000000,131072,32,0,28.440530,0,0.889184,0.000000,0.795939,0.000000
1048576,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,94.049830,0.668724,0.495930,123.046998,1.922609,94.049830,0.668724,0.290455,0.000000,0.000000,0.000000,0.000000,0.000000,123.050284,12.496961,15.380875,123.046998,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,123.046998,0.000000,0.000000,0.862959,1412.625000,15.803036,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,65536,32,0,6,0,262151,26,262212,36,0.000000,0.000000,15.501038,8.651742,123.078916,17.303484,0.000000,2.883914,91895,72448,72000,72000,2105312,8160,0,1048576,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",361632,466670,341838,0.000000,1056736,0,6692864,0,1114080,2129888,188448,0,0.000000,0,0.000000,0,0.000000,262144,32,0,15.380875,0,0.953506,0.000000,0.733298,0.000000
2097152,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,96.397932,0.696482,0.497724,124.024670,992.197266,96.397932,0.696482,0.304509,0.000000,0.000000,0.000000,0.000000,0.000000,124.026326,4.844713,7.751541,124.024670,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,124.024670,0.000000,0.000000,0.908567,2692.625000,16.580985,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,131072,32,0,8,0,524295,20,524358,32,0.000000,0.000000,7.812101,4.360242,124.041229,7.751541,0.000000,1.937885,177478,137984,137536,137536,4202464,8160,0,2097152,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (7)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",689312,899214,656412,0.000000,2105312,0,12984320,0,2162656,4227040,188448,0,0.000000,0,0.000000,0,0.000000,524288,32,0,7.751541,0,1.065944,0.000000,0.759268,0.000000
4194304,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.096950,0.688345,0.497950,126.888095,507.551758,98.096950,0.688345,0.310502,0.000000,0.000000,0.000000,0.000000,0.000000,126.890878,2.602197,3.965253,126.888095,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,126.888095,0.000000,0.000000,0.902078,5252.625000,16.438749,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,262144,32,0,0,0,1048599,21,1048672,36,0.000000,0.000000,3.996232,2.230455,126.899712,4.460909,0.000000,0.000000,346378,269056,268608,268608,8396768,8160,0,4194304,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (8)","Idle (0)","Low (2)","Low (3)","Low (1)","Idle (0)",1344672,1762196,1284514,0.000000,4202464,0,25567232,0,4259808,8421344,188448,0,0.000000,0,0.000000,0,0.000000,1048576,32,0,3.965253,0,1.098061,0.000000,0.745834,0.000000
8388608,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.746370,0.687231,0.498584,128.302243,256.603516,98.746370,0.687231,0.312444,0.000000,0.000000,0.000000,0.000000,0.000000,128.304629,1.754131,2.004722,128.302243,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,128.302243,0.000000,0.000000,0.901952,10372.625000,16.428723,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,524288,32,0,6,0,2097191,28,2097216,37,0.000000,0.000000,2.020384,1.127656,128.306159,2.317960,0.000000,384.906250,683196,531200,530752,530752,16785376,8160,0,8388608,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (8)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",2655392,3485054,2539159,0.000000,8396768,0,50733056,0,8454112,16809952,188448,0,0.000000,0,0.000000,0,0.000000,2097152,32,0,2.004722,0,1.117107,0.000000,0.741872,0.000000
12582912,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.413515,0.644063,0.498208,125.617031,167.489258,98.413515,0.644063,0.318745,0.000000,0.000000,0.000000,0.000000,0.000000,129.216993,1.144946,1.308510,125.617031,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,125.617031,0.000000,0.000000,0.849355,15492.625000,15.447467,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,786432,32,0,4,0,3235879,28,3145794,37,0.000000,0.000000,1.318733,753.702185,125.619666,1.512965,0.000000,167.489258,1033939,793344,792896,792896,25173984,8160,0,12582912,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (8)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",3966112,5230292,3804994,0.000000,12591072,0,75898880,0,12648416,25198560,188448,0,0.000000,0,0.000000,0,0.000000,3145728,32,0,1.308510,0,1.047704,0.000000,0.690904,0.000000
16777216,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.891032,0.623245,0.498491,128.820029,128.819336,98.891032,0.623245,0.311322,0.000000,0.000000,0.000000,0.000000,0.000000,128.820736,933.944336,1.006406,128.820029,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,128.820029,0.000000,0.000000,0.817274,20612.625000,14.890303,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,1048576,32,0,1,0,4194327,29,4194432,38,0.000000,0.000000,1.014269,579.690130,128.823960,1.195107,0.000000,32.204102,1353081,1055488,1055040,1055040,33562592,8160,0,16777216,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (8)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",5276832,6919626,5042875,0.000000,16785376,0,101064704,0,16842720,33587168,188448,0,0.000000,0,0.000000,0,0.000000,4194304,32,0,1.006406,0,1.020861,0.000000,0.662953,0.000000
20971520,"GeForce GTX 680 (0)","1","7","dotProd(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.084570,0.606535,0.497982,129.194373,103.355469,99.084570,0.606535,0.313978,0.000000,0.000000,0.000000,0.000000,0.000000,131.415468,723.488281,826.843750,129.194373,0.000000,7.944652,100.000000,12.500000,0.000000,0.000000,129.194373,0.000000,0.000000,0.796974,25732.625000,14.511219,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,0,4128,2304,1310720,32,0,5,0,5333015,28,5243012,33,0.000000,0.000000,833.303704,465.099742,129.197626,852.682617,0.000000,129.194336,1696970,1317632,1317184,1317184,41951200,8160,0,20971520,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","High (8)","Low (1)","Low (2)","Low (3)","Low (1)","Idle (0)",6587552,8655900,6304229,0.000000,20979680,0,126230528,0,21037024,41975776,188448,0,0.000000,0,0.000000,0,0.000000,5242880,32,0,826.843750,0,0.996669,0.000000,0.643982,0.000000
