256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.756356,1.362512,0.970504,66.411364,472.258586,98.756356,1.362512,0.491843,0.000000,0.086445,0.000000,0.000000,0.000000,503.792454,527.370793,472.258586,118.064647,0.000000,0.000000,56.250000,100.000000,99.586487,0.000000,118.064647,0.000000,0.021465,2.032654,2973.000000,46.173966,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864,4096,0,11,0,8739,9148,2097222,8198,0.000000,0.000000,0.000000,0.000000,118.068587,472.604478,0.000000,649.355469,298581,540672,2787991,1052672,33554432,0,0,16777216,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",6088704,9083389,8253565,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,0,0.000000,2097152,8644,0,498.315822,0,1.931076,0.000000,5.540979,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.613509,1.373736,0.961628,68.169738,242.381289,99.613509,1.373736,0.489809,0.000000,0.086699,0.000000,0.000000,0.000000,5.012267,244.955407,242.381289,121.190645,0.000000,0.000000,56.250000,100.000000,95.610368,0.000000,121.190645,0.000000,0.000000,2.046604,5917.000000,46.494357,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,12582912,16384,0,10,0,693881,33116,16777316,32769,0.000000,0.000000,0.000000,0.000000,121.191367,242.388686,0.000000,75.744141,2378393,4259840,22020200,8404992,268435456,0,0,134217728,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",48472064,72214125,65621857,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,0,0.000000,16777216,32768,0,242.381289,0,1.973507,0.000000,5.430465,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.692904,1.377524,0.973983,68.386971,162.102449,99.692904,1.377524,0.487481,0.000000,0.086785,0.000000,0.000000,0.000000,7.842438,162.102449,162.102449,121.576838,0.000000,0.000000,56.250000,100.000000,93.526596,0.000000,121.576838,0.000000,0.000219,2.049042,8861.000000,46.560565,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,42467328,36864,0,1,0,3652531,73728,56623206,73729,0.000000,0.000000,0.000000,0.000000,121.577057,162.104649,0.000000,2.250977,7929778,14303232,74588429,28348416,905969664,0,0,452984832,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",163325952,242944275,220817830,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,0,0.000000,56623104,73852,0,162.375083,0,1.983768,0.000000,5.388146,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.873380,1.375745,0.979926,68.744175,122.211865,99.873380,1.375745,0.487818,0.000000,0.086828,0.000000,0.000000,0.000000,8.239812,122.245432,122.211865,122.211866,0.000000,0.000000,56.250000,100.000000,93.278840,0.000000,122.211866,0.000000,0.000000,2.046859,11805.000000,46.531083,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,100663296,65536,0,4,0,9049276,131108,134217802,131073,0.000000,0.000000,0.000000,0.000000,122.211934,122.212798,0.000000,3.818359,18532512,33816576,177317223,67174400,2147483648,0,0,1073741824,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",386826240,575527192,523336531,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,0,0.000000,134217728,131072,0,122.211865,0,1.986417,0.000000,5.422287,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.898013,1.374368,0.983068,68.486682,97.403281,99.898013,1.374368,0.487453,0.000000,0.086853,0.000000,0.000000,0.000000,8.558967,97.403281,97.403281,121.754102,0.000000,0.000000,56.250000,100.000000,93.079905,0.000000,121.754102,0.000000,0.000000,2.044308,14749.000000,46.483914,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,196608000,102400,0,13,0,18427978,204800,262144100,204816,0.000000,0.000000,0.000000,0.000000,121.754148,97.410891,0.000000,6.331055,35940727,65945600,346714285,131174400,4194304000,0,0,2097152000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",755148800,1123248664,1021626934,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,0,0.000000,262144000,204800,0,97.403281,0,1.985893,0.000000,5.445114,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.950259,1.371917,0.989599,69.077139,81.869201,99.950259,1.371917,0.487014,0.000000,0.086871,0.000000,0.000000,0.000000,8.714497,81.869201,81.869201,122.803802,0.000000,0.000000,56.250000,100.000000,92.852875,0.000000,122.803802,0.000000,0.000000,2.040059,17693.000000,46.404958,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,339738624,147456,0,6,0,32145054,294912,452984896,294912,0.000000,0.000000,0.000000,0.000000,122.803819,81.869201,0.000000,1.705078,61860430,113836032,601337615,226639872,7247757312,0,0,3623878656,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",1304469504,1939763964,1764942075,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,0,0.000000,452984832,294912,0,81.869201,0,1.984039,0.000000,5.432688,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.956386,1.369111,0.990015,68.348633,69.433531,99.956386,1.369111,0.487798,0.000000,0.086883,0.000000,0.000000,0.000000,8.523950,69.433531,69.433531,121.508680,0.000000,0.000000,56.250000,100.000000,92.879096,0.000000,121.508680,0.000000,0.000000,2.036961,20637.000000,46.354178,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,539492352,200704,0,5,0,50461205,401408,719323206,401413,0.000000,0.000000,0.000000,0.000000,121.508692,69.434396,0.000000,906.000000,96805925,180633600,958321981,359862272,11509170176,0,0,5754585088,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",2070964224,3081176186,2804675789,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,0,0.000000,719323136,401408,0,69.433531,0,1.980567,0.000000,5.445769,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.953720,1.369005,0.991870,68.937351,61.277645,99.953720,1.369005,0.487430,0.000000,0.086892,0.000000,0.000000,0.000000,8.965354,61.277645,61.277645,122.555291,0.000000,0.000000,56.250000,100.000000,92.594366,0.000000,122.555291,0.000000,0.000000,2.036300,23581.000000,46.338062,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,805306368,262144,0,1,0,78548017,524288,1073741888,524296,0.000000,0.000000,0.000000,0.000000,122.555298,61.278580,0.000000,122.000000,143700772,269484032,1430741913,537133056,17179869184,0,0,8589934592,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",3090808832,4597363166,4184704828,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,0,0.000000,1073741824,524288,0,61.277645,0,1.980709,0.000000,5.450002,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.977478,1.368002,0.993263,68.979609,54.502406,99.977478,1.368002,0.487200,0.000000,0.086899,0.000000,0.000000,0.000000,9.176954,54.502406,54.502406,122.630415,0.000000,0.000000,56.250000,100.000000,92.573216,0.000000,122.630415,0.000000,0.000000,2.034492,26525.000000,46.302944,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1146617856,331776,0,1,0,114408363,663552,1528823948,663565,0.000000,0.000000,0.000000,0.000000,122.630427,54.503474,0.000000,86.000000,203995440,383533056,2038430556,764743680,24461180928,0,0,12230590464,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",4400179200,6543945026,5957337762,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,0,0.000000,1528823808,663552,0,54.502406,0,1.979998,0.000000,5.451240,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.989102,1.366912,0.994748,68.758042,48.894607,99.989102,1.366912,0.487271,0.000000,0.086905,0.000000,0.000000,0.000000,9.185998,48.894607,48.894607,122.236518,0.000000,0.000000,56.250000,100.000000,92.265084,0.000000,122.236518,0.000000,0.000000,2.032969,29469.000000,46.273632,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864000,409600,0,4,0,157599655,819200,2097152098,819205,0.000000,0.000000,0.000000,0.000000,122.236524,48.894905,0.000000,250.000000,279631169,525926400,2801938443,1048985600,33554432000,0,0,16777216000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",6035251200,8976056021,8172375977,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,0,0.000000,2097152000,819200,0,48.894607,0,1.978867,0.000000,5.454053,0.000000
2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.986774,1.366874,0.995069,68.744751,44.441051,99.986774,1.366874,0.487193,0.000000,0.086910,0.000000,0.000000,0.000000,9.528921,44.441051,44.441051,122.212890,0.000000,0.000000,56.250000,100.000000,92.161417,0.000000,122.212890,0.000000,0.000000,2.032805,32413.000000,46.267974,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,2093481984,495616,0,1,0,217637970,991232,2791309476,991241,0.000000,0.000000,0.000000,0.000000,122.212897,44.441454,0.000000,47.000000,371157885,699809792,3729286887,1396150272,44660948992,0,0,22330474496,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",8032200704,11945434011,10875435644,0.000000,22330474496,0,"<OVERFLOW>",0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,0,0.000000,2791309312,991232,0,44.441051,0,1.978942,0.000000,5.458934,0.000000
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.984910,1.367047,0.995578,68.885033,40.820760,99.984910,1.367047,0.486834,0.000000,0.086913,0.000000,0.000000,0.000000,9.880646,40.820760,40.820760,122.462281,0.000000,0.000000,56.250000,100.000000,92.017181,0.000000,122.462281,0.000000,0.000000,2.032572,35357.000000,46.261244,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,2717908992,589824,0,9,0,292386049,1179648,3623878762,1179648,0.000000,0.000000,0.000000,0.000000,122.462285,40.820760,0.000000,326.000000,482130716,908328960,4836304827,1812529152,57982058496,0,0,28991029248,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",10427203584,15503520145,14114378343,0.000000,28991029248,0,"<OVERFLOW>",0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,0,0.000000,3623878656,1179648,0,40.820760,0,1.979304,0.000000,5.457531,0.000000
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.976532,1.366029,0.996346,68.953228,37.718005,99.976532,1.366029,0.486766,0.000000,0.086917,0.000000,0.000000,0.000000,9.879520,37.718005,37.718005,122.583517,0.000000,0.000000,56.250000,100.000000,91.923495,0.000000,122.583517,0.000000,0.000000,2.030966,38301.000000,46.230034,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,3455582208,692224,0,1,0,371333158,1384448,4607443042,1384452,0.000000,0.000000,0.000000,0.000000,122.583520,37.718114,0.000000,28.000000,611941518,1154629632,6155509767,2304413696,73719087104,0,0,36859543552,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",13256435712,19709214450,17945308893,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,0,0.000000,4607442944,1384448,0,37.718005,0,1.977789,0.000000,5.460255,0.000000
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.988334,1.365945,0.996659,68.934252,35.014223,99.988334,1.365945,0.486660,0.000000,0.086920,0.000000,0.000000,0.000000,10.183790,35.014223,35.014223,122.549781,0.000000,0.000000,56.250000,100.000000,91.697403,0.000000,122.549781,0.000000,0.000000,2.030695,41245.000000,46.224183,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,4315938816,802816,0,10,0,478201486,1605632,5754585158,1605632,0.000000,0.000000,0.000000,0.000000,122.549782,35.014223,0.000000,228.000000,764322013,1441857536,7695113490,2878095360,92073361408,0,0,46036680704,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Mid (6)","Low (1)","Idle (0)",16556072960,24613243445,22410591247,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,0,0.000000,5754585088,1605632,0,35.014223,0,1.978008,0.000000,5.461065,0.000000
