"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.718265,1.608570e-04,,,,,,,,,,1.000000,6.070998,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.718678,1.864570e-04,,,,,,,,,,1.000000,5.237468,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.718870,1.488000e-05,32,32,1,16,16,1,8,0,0,,,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int) [103]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.756525,1.132083e-03,,,,,,,,,,4.000000,3.450498,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.757876,1.163346e-03,,,,,,,,,,4.000000,3.357771,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.759047,7.369300e-05,64,64,1,16,16,1,8,0,0,,,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int) [103]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.825845,4.962992e-03,,,,,,,,,,16.000000,3.148302,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.831020,4.745177e-03,,,,,,,,,,16.000000,3.292817,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.835801,2.913790e-04,128,128,1,16,16,1,8,0,0,,,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int) [103]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
1.147935,0.019888,,,,,,,,,,64.000000,3.142559,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
1.168156,0.019769,,,,,,,,,,64.000000,3.161491,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
1.187982,1.157038e-03,256,256,1,16,16,1,8,0,0,,,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int) [103]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
2.400865,0.080288,,,,,,,,,,256.000000,3.113773,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
2.481367,0.078758,,,,,,,,,,256.000000,3.174281,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
2.560168,4.661808e-03,512,512,1,16,16,1,8,0,0,,,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int) [103]"
