"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,KB,GB/s,,,,
0.736663,9.206100e-05,,,,,,,,,,512.000000,5.303888,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.736846,9.062100e-05,,,,,,,,,,512.000000,5.388169,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.736941,8.479000e-06,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.736952,2.272000e-06,,,,,,,,,,0.125000,0.052469,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.734800,1.768570e-04,,,,,,,,,,1.000000,5.521763,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.735235,1.792570e-04,,,,,,,,,,1.000000,5.447835,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.735420,1.414400e-05,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.735436,1.984000e-06,,,,,,,,,,1.220703e-04,0.060085,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.739136,5.310830e-04,,,,,,,,,,2.000000,3.677627,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.739929,4.728770e-04,,,,,,,,,,2.000000,4.130302,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.740407,3.983900e-05,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.740449,1.855000e-06,,,,,,,,,,1.220703e-04,0.064264,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.723375,1.279085e-03,,,,,,,,,,4.000000,3.053941,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.724870,1.071669e-03,,,,,,,,,,4.000000,3.645015,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.725947,7.158100e-05,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.726021,1.760000e-06,,,,,,,,,,1.220703e-04,0.067733,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.739024,2.512029e-03,,,,,,,,,,8.000000,3.110036,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.741763,2.350723e-03,,,,,,,,,,8.000000,3.323446,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.744149,1.306190e-04,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.744282,1.760000e-06,,,,,,,,,,1.220703e-04,0.067733,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.722483,4.909150e-03,,,,,,,,,,16.000000,3.182832,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.727619,4.965436e-03,,,,,,,,,,16.000000,3.146753,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.732623,2.554780e-04,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.732881,1.919000e-06,,,,,,,,,,1.220703e-04,0.062121,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.758420,0.010115,,,,,,,,,,32.000000,3.089330,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.768753,9.723416e-03,,,,,,,,,,32.000000,3.213891,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.778512,4.908600e-04,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.779005,1.952000e-06,,,,,,,,,,1.220703e-04,0.061070,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.820120,0.019933,,,,,,,,,,64.000000,3.135429,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.840270,0.020045,,,,,,,,,,64.000000,3.118006,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.860352,9.592560e-04,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.861313,1.920000e-06,,,,,,,,,,1.220703e-04,0.062088,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.836591,0.039831,,,,,,,,,,128.000000,3.138277,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.876640,0.039954,,,,,,,,,,128.000000,3.128621,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
0.916632,1.870641e-03,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
0.918505,1.920000e-06,,,,,,,,,,1.220703e-04,0.062088,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
0.947218,0.081065,,,,,,,,,,256.000000,3.083939,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
1.028569,0.079872,,,,,,,,,,256.000000,3.130025,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
1.108510,3.685122e-03,32,1,1,256,1,1,11,1.024000e+03,0.000000,,,"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int) [101]"
1.112197,1.824000e-06,,,,,,,,,,1.220703e-04,0.065356,"GeForce GTX 980 (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
1.227038,0.159651,,,,,,,,,,512.000000,3.131838,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
1.386906,0.160410,,,,,,,,,,512.000000,3.117009,"GeForce GTX 980 (0)","1","7","[CUDA memcpy HtoD]"
