"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",36.746194,0.743562,1.252240,1.317390,42.988281,100.000000,60.178044,54.661376,0.086324,30.246495,0.000000,0.000000,0.000000,0.000000,8.000000,2.992661,0,0,0,0,32768,12234,0,14,50.000000,0.000000,28.722426,14.303362,114.889706,85.788615,0.000000,0.098172,114.889706,0.000000,0.000000,0.000000,0.000000,25.000000,16.672797,16384,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44020,47820,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,49086,131072,0,43724,8188,8188,30658,10232,0,0.000000,4.264110,16.199575,54.743856,0.000000,0.000000,11.546806,8.332022,0.668872,2.867826,1.376934,0,5,16583,12240,0,0.000000,41.698244,100.000000,100.000000,114.889706,85.788615,16384,12234,116.285156,85.830688,0.000000,35.903032,"Low (3)",0.000000,0,"Low (1)",0.000000,1.845488,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",40.315779,0.753527,1.081150,1.291988,43.000000,100.000000,60.167038,54.650311,0.086187,29.663517,0.000000,0.000000,0.000000,0.000000,4.000000,3.330078,0,0,0,0,16384,13640,0,14,0.000000,0.000000,27.762182,13.870924,111.048726,92.450234,0.000000,0.094890,55.524363,0.000000,0.000000,0.000000,0.000000,25.000000,15.003666,8192,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44032,47827,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,49140,131072,0,43732,8192,8192,18200,10240,0,0.000000,6.085429,13.311300,45.845631,0.000000,0.000000,10.927804,19.287004,0.530865,2.875210,1.136757,0,5,16583,13646,0,0.000000,0.000000,100.000000,100.000000,111.048726,92.450234,16384,13640,112.397524,92.490901,0.000000,34.702726,"Mid (4)",0.000000,0,"Low (1)",0.000000,1.801934,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",39.241937,0.732423,1.045376,1.240654,42.994141,100.000000,60.158628,54.624824,0.086131,28.360358,0.000000,0.000000,0.000000,0.000000,4.000000,3.273216,0,0,0,0,16384,13394,0,14,0.000000,0.000000,28.004201,13.595301,112.016804,91.574284,0.000000,0.095717,56.008402,0.000000,0.000000,0.000000,0.000000,25.000000,14.846200,8192,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44026,47821,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,48676,131072,0,43726,8190,8190,18150,10236,0,0.000000,4.242925,16.656988,53.980117,0.000000,0.000000,11.618851,8.446930,0.653535,3.017602,1.383052,0,5,16471,13400,0,0.000000,0.000000,100.000000,100.000000,112.016804,91.574284,16384,13394,112.611620,91.615306,0.000000,35.005251,"Mid (4)",0.000000,0,"Low (1)",0.000000,1.713374,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",36.239144,0.733915,1.293955,1.308098,43.000000,100.000000,60.161786,54.636543,0.086528,29.901813,0.000000,0.000000,0.000000,0.000000,2.000000,1.973145,0,0,0,0,8192,8082,0,1499,0.000000,0.000000,28.967801,14.301791,57.935602,57.157658,0.000000,10.601253,57.935602,0.000000,0.000000,0.000000,0.000000,50.000000,25.021653,8192,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44032,47842,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,48946,131072,0,43746,8192,8192,18322,10240,0,0.000000,4.320406,21.245698,37.690292,0.051259,0.000000,12.347380,14.416745,0.660074,7.891897,1.376248,0,5,8271,8088,0,0.000000,0.000000,100.000000,100.000000,57.935602,57.157658,8192,8082,58.494307,57.200091,0.000000,36.209750,"Low (2)",0.000000,0,"Low (1)",0.000000,1.818040,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",35.898088,0.735806,1.299953,1.374256,43.000000,100.000000,60.155256,54.636685,0.060206,31.551689,0.000000,0.000000,0.000000,0.000000,4.000000,1.973145,0,0,0,0,16384,8082,0,14,50.000000,0.000000,28.954059,14.296773,57.908118,57.130543,0.000000,0.098964,115.816236,0.000000,0.000000,0.000000,0.000000,50.000000,25.024746,16384,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44032,46683,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,48948,131072,0,42860,8192,8192,31262,10240,0,0.000000,4.568597,21.365566,40.120340,0.056871,0.000000,14.690375,8.978008,0.702283,8.047856,1.470103,0,5,8391,8088,0,0.000000,44.293832,100.000000,100.000000,57.908118,57.130543,8192,8082,59.314821,57.172956,0.000000,36.192574,"Low (2)",0.000000,0,"Low (1)",0.000000,1.936995,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",35.848616,0.741446,1.145012,1.312483,42.988281,100.000000,60.159019,54.627158,0.059019,30.001510,0.000000,0.000000,0.000000,0.000000,4.000000,1.898239,0,0,0,0,16384,7760,0,14,50.000000,0.000000,28.749485,13.893947,57.498970,54.466797,0.000000,0.098265,114.997939,0.000000,0.000000,0.000000,0.000000,50.000000,25.509021,16384,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44020,46618,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,48604,131072,0,42812,8188,8188,30930,10232,0,0.000000,7.389804,21.947816,38.203335,0.046836,0.000000,14.175776,8.348188,0.649501,7.821884,1.416859,0,5,8391,7766,0,0.000000,44.768368,100.000000,100.000000,57.498970,54.466797,8192,7760,58.895734,54.508911,0.000000,35.936855,"Low (2)",0.000000,0,"Low (1)",0.000000,1.833590,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",37.426284,0.771628,1.208873,1.372996,43.000000,100.000000,60.169876,54.650595,0.086119,31.516399,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0,0,0,0,8192,4096,0,1215,50.000000,0.000000,28.521101,14.253587,28.521101,28.521101,0.000000,8.460239,57.042202,0.000000,0.000000,0.000000,0.000000,100.000000,49.975586,8192,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44032,47824,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,49144,131072,0,43729,8192,8192,15552,10240,0,0.000000,4.550126,22.425219,37.990999,0.056690,0.000000,14.897498,8.750336,0.748398,9.120440,1.460294,0,5,4295,4102,0,0.000000,39.336493,100.000000,100.000000,28.521101,28.521101,4096,4096,29.906770,28.562880,0.000000,35.651376,"Low (1)",0.000000,0,"Low (1)",0.000000,1.937314,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",36.501913,0.741308,1.301952,1.366153,43.000000,100.000000,60.157669,54.633278,0.086165,31.365714,0.000000,0.000000,0.000000,0.000000,2.000000,1.921875,0,0,0,0,8192,7872,0,14,0.000000,0.000000,28.967801,14.261126,57.935602,55.672492,0.000000,0.099011,28.967801,0.000000,0.000000,0.000000,0.000000,50.000000,25.616108,4096,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44032,47826,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,48900,131072,0,43730,8192,8192,10240,10240,0,0.000000,6.480286,18.544101,33.484384,0.058937,0.000000,12.339138,20.175555,0.628514,7.046592,1.242494,0,5,8263,7878,0,0.000000,0.000000,100.000000,100.000000,57.935602,55.672492,8192,7872,58.437729,55.714925,0.000000,36.209750,"Low (2)",0.000000,0,"Low (1)",0.000000,1.933355,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",35.973933,0.738185,1.200665,1.371603,43.000000,100.000000,60.162070,54.637962,0.086142,31.489678,0.000000,0.000000,0.000000,0.000000,4.000000,1.958984,0,0,0,0,16384,8024,0,14,50.000000,0.000000,29.064360,14.367203,58.128720,56.936627,0.000000,0.099341,58.128720,0.000000,0.000000,0.000000,0.000000,50.000000,25.233674,8192,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44032,46640,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,48966,131072,0,42831,8192,8192,17702,10240,0,0.000000,4.176192,21.091053,37.190585,0.073185,0.000000,13.769628,13.920282,0.654977,7.736795,1.387304,0,5,8263,8030,0,0.000000,43.569042,100.000000,100.000000,58.128720,56.936627,8192,8024,58.632521,56.979202,0.000000,36.330450,"Low (2)",0.000000,0,"Low (1)",0.000000,1.945271,0.000000,0.000000
"GeForce GTX 980 (0)","1","7","Bitonic_Sort(int*, int, int, int)",39.097646,0.747045,1.142872,1.379297,42.988281,100.000000,60.122530,54.589675,0.086029,31.666765,0.000000,0.000000,0.000000,0.000000,4.000000,1.859589,0,0,0,0,16384,7602,0,14,50.000000,0.000000,28.581202,13.352082,57.162403,53.045482,0.000000,0.097690,57.162403,0.000000,0.000000,0.000000,0.000000,50.000000,25.171008,8192,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,0,0,0,0,0,44020,47807,"Low (1)","Low (1)",0.000000,"Idle (0)",0,0,524288,0,65536,48076,131072,0,43712,8188,8188,17832,10232,0,0.000000,7.500676,22.197529,38.330698,0.063372,0.000000,12.746539,8.685925,0.744252,8.294321,1.436688,0,5,8391,7608,0,0.000000,44.226287,100.000000,100.000000,57.162403,53.045482,8192,7602,58.550992,53.087349,0.000000,35.726501,"Low (2)",0.000000,0,"Low (1)",0.000000,1.950772,0.000000,0.000000
