252,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,85.251059,1.205367,0.738147,50.776119,2.820896,85.251059,1.205367,0.156607,0.084906,0.042374,0.000000,0.000000,0.000000,159.559346,3.257285,3.492537,62.865672,0.000000,64.567156,80.769231,80.769231,99.988694,0.000000,62.865672,0.000000,0.000000,98.000000,0.000000,1.385965,742.000000,32.410625,0.000000,0.000000,1.200000,1.008669,2.654815,2.654815,0,0,765450,36745,96768,5376,0,4,0,449,9166,177109,9837,0.000000,0.000000,2176.119403,104.463397,62.938522,3.495736,0.000000,1.421464,97.735849,58902,58725,938330,712800,32006016,0,0,16003008,0,0,0,0,0,2.429451,12.246370,4.862670,0.000000,20.138616,0.277506,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1502550,1737860,1625586,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008,0,6159888,0,571536,22353408,1905120,0,0.000000,0,0.000000,176904,9828,0,3.492537,0,0,0.000000,38.261141,0.445236,5.666797,0.000000,3.318704,18.020307,9.450410,0.000000
504,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,96.425474,1.206968,0.770631,57.310577,1.591960,96.425474,1.206968,0.155267,0.086717,0.043460,0.000000,0.000000,0.000000,3.220321,1.869370,1.989951,71.638222,0.000000,64.565044,80.000000,80.000000,95.492567,0.000000,71.638222,0.000000,0.014706,98.000000,0.000000,1.391762,1453.000000,32.734592,0.000000,0.000000,1.200000,1.009307,2.706667,2.706667,0,0,6123600,294170,789264,21924,0,8,0,64230,37285,1429013,39691,0.000000,0.000000,2456.167597,117.991185,71.646895,1.990001,0.000000,401.098000,97.865107,454942,453600,7504193,5694300,256048128,0,0,128024064,0,0,0,0,0,2.435360,11.722696,5.152927,0.000000,21.600410,0.226129,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",11769300,13596679,12791889,0.000000,0,0.000000,0.000000,0.000000,0.000000,128024064,0,45214848,0,4572288,178573248,12192768,0,0.000000,0,0.000000,1428840,39906,0,2.000780,0,0,0.000000,37.494746,0.094069,6.581341,0.000000,3.355056,17.918607,9.824817,0.000000
756,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,98.801316,1.188900,0.776235,58.165984,1.077148,98.801316,1.188900,0.156560,0.087338,0.042986,0.000000,0.000000,0.000000,29.081892,1.227754,1.342160,72.476663,0.000000,64.589755,80.254777,80.254777,60.058340,0.000000,72.476663,0.000000,0.000000,98.000000,0.000000,1.375294,2164.000000,32.401939,0.000000,0.000000,1.200000,1.000393,2.691303,2.691303,0,0,20667150,984537,2648646,49049,0,4,0,1928861,81431,4808010,89029,0.000000,0.000000,2492.827900,118.752770,72.491499,1.342311,0.000000,60.308000,97.909427,1512807,1512675,25358478,19209150,864162432,0,0,432081216,0,0,0,0,0,2.420275,11.530202,6.885716,0.000000,19.536912,0.202459,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",39438900,45613457,42986148,0.000000,0,0.000000,0.000000,0.000000,0.000000,432081216,0,148027824,0,15431472,602398944,37721376,0,0.000000,0,0.000000,4807026,89019,0,1.342160,0,0,0.000000,37.619022,0.027129,6.703928,0.000000,3.425852,18.352433,10.111003,0.000000
1008,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.546252,1.185164,0.777057,58.776355,816.338270,99.546252,1.185164,0.157061,0.087652,0.043137,0.000000,0.000000,0.000000,30.417400,935.978927,1.020423,73.470444,0.000000,64.590469,80.000000,80.000000,58.663173,0.000000,73.470444,0.000000,0.002347,98.000000,0.000000,1.370852,2875.000000,32.323214,0.000000,0.000000,1.200000,1.000150,2.698889,2.698889,0,0,48988800,2333150,6295968,87444,0,9,0,4732417,145622,11431293,158773,0.000000,0.000000,2518.986663,119.969743,73.474127,1.020506,0.000000,57.847000,97.931826,3564161,3564000,60118221,45522000,2048385024,0,0,1024192512,0,0,0,0,0,2.422331,11.501455,6.927835,0.000000,19.476809,0.193951,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",93150000,107780245,101653716,0.000000,0,0.000000,0.000000,0.000000,0.000000,1024192512,0,345461760,0,36578304,1427569920,85349376,0,0.000000,0,0.000000,11430720,159032,0,1.022171,0,0,0.000000,37.590418,0.010999,6.753930,0.000000,3.459066,18.417134,10.137577,0.000000
1260,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.509881,1.185744,0.778966,58.655046,651.722733,99.509881,1.185744,0.156762,0.087842,0.042835,0.000000,0.000000,0.000000,30.293557,747.308734,813.101695,73.179153,0.000000,64.590542,80.152672,80.152672,58.621511,0.000000,73.179153,0.000000,0.000000,98.000000,0.000000,1.371600,3586.000000,32.355208,0.000000,0.000000,1.200000,1.000107,2.688000,2.688000,0,0,95681250,4556820,12247200,136080,0,4,0,9224408,227556,22284759,247594,0.000000,0.000000,2513.787686,119.719151,73.184601,813.114832,0.000000,13.136000,97.945343,6935892,6935625,117287741,88897500,4000752000,0,0,2000376000,0,0,0,0,0,2.417917,11.484120,6.912070,0.000000,19.544312,0.189174,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",181541250,210000042,198150881,0.000000,0,0.000000,0.000000,0.000000,0.000000,2000376000,0,668379600,0,71442000,2787825600,161935200,0,0.000000,0,0.000000,22283100,247590,0,813.101695,0,0,0.000000,37.605934,0.005573,6.771499,0.000000,3.431645,18.409253,10.160548,0.000000
1512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.766898,1.184204,0.779346,58.725370,543.753428,99.766898,1.184204,0.156937,0.087968,0.043029,0.000000,0.000000,0.000000,30.454481,621.051933,679.691785,73.406713,0.000000,64.590717,80.000000,80.000000,58.459302,0.000000,73.406713,0.000000,0.000021,98.000000,0.000000,1.370049,4297.000000,32.328727,0.000000,0.000000,1.200000,1.000067,2.696296,2.696296,0,0,165337200,7873714,21228480,196560,0,4,0,16005262,326392,38578967,357214,0.000000,0.000000,2516.801583,119.855519,73.407259,679.699396,0.000000,7.611000,97.954387,11955910,11955600,202675385,153600300,6913299456,0,0,3456649728,0,0,0,0,0,2.412578,11.459155,6.948730,0.000000,19.682723,0.185501,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",313251300,362411927,342069917,0.000000,0,0.000000,0.000000,0.000000,0.000000,3456649728,0,1147644288,0,123451776,4816905408,274337280,0,0.000000,0,0.000000,38578680,357218,0,679.707007,0,0,0.000000,37.523175,0.003386,6.790071,0.000000,3.406031,18.378720,10.150410,0.000000
1764,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.595736,1.183417,0.779979,58.310949,462.785310,99.595736,1.183417,0.156958,0.088059,0.042942,0.000000,0.000000,0.000000,30.587621,529.651827,577.694587,72.789518,0.000000,64.590445,80.108992,80.108992,57.926897,0.000000,72.789518,0.000000,0.000000,98.000000,0.000000,1.369164,5008.000000,32.314845,0.000000,0.000000,1.200000,1.000158,2.693333,2.693333,0,0,262549350,12504325,33672996,267246,0,4,0,25708297,445162,61179852,485542,0.000000,0.000000,2499.040675,119.020736,72.791524,577.695777,0.000000,4.759000,97.960863,18952535,18951975,321842363,243895050,10978063488,0,0,5489031744,0,0,0,0,0,2.414200,11.439324,6.969947,0.000000,19.675429,0.183048,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",496918800,574914351,542762539,0.000000,0,0.000000,0.000000,0.000000,0.000000,5489031744,0,1814118768,0,196036848,7648548768,429414048,0,0.000000,0,0.000000,61178166,485541,0,577.694587,0,0,0.000000,37.535838,0.002189,6.780902,0.000000,3.388106,18.391918,10.166744,0.000000
2016,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.740859,1.181508,0.780090,58.748094,407.972877,99.740859,1.181508,0.157991,0.088127,0.042975,0.000000,0.000000,0.000000,30.907544,469.156924,509.966097,73.435118,0.000000,64.589389,80.000000,80.000000,57.923616,0.000000,73.435118,0.000000,0.000000,98.000000,0.000000,1.368089,5719.000000,32.296405,0.000000,0.000000,1.200000,1.000518,2.695000,2.695000,0,0,391910400,18672063,50295168,349272,0,8,0,38487905,584222,91447277,635065,0.000000,0.000000,2517.775475,119.956149,73.436336,509.986173,0.000000,6.424000,97.965728,28257967,28252800,480962538,364046400,16387080192,0,0,8193540096,0,0,0,0,0,2.415501,11.427310,7.035978,0.000000,19.578322,0.181810,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",741182400,858282434,810457125,0.000000,0,0.000000,0.000000,0.000000,0.000000,8193540096,0,2698665984,0,292626432,11416495104,634023936,0,0.000000,0,0.000000,91445760,635040,0,509.966097,0,0,0.000000,37.558599,0.001527,6.784652,0.000000,3.397119,18.403833,10.168072,0.000000
2268,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.737909,1.184330,0.780545,57.832421,356.990252,99.737909,1.184330,0.157119,0.088180,0.042868,0.000000,0.000000,0.000000,31.109388,407.745121,445.765606,72.214028,0.000000,64.589811,80.084746,80.084746,56.853772,0.000000,72.214028,0.000000,0.000000,98.000000,0.000000,1.370410,6430.000000,32.353814,0.000000,0.000000,1.200000,1.000357,2.691047,2.691047,0,0,558013050,26581992,71506638,441399,0,1,0,56031367,734393,130073029,802876,0.000000,0.000000,2478.532326,118.069508,72.218339,445.767827,0.000000,555.000000,97.969518,40191486,40186125,684292819,518319000,23332385664,0,0,11666192832,0,0,0,0,0,2.411502,11.422190,6.906317,0.000000,19.797047,0.180298,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1054680750,1220390650,1152481389,0.000000,0,0.000000,0.000000,0.000000,0.000000,11666192832,0,3832148880,0,416649744,16254483840,895025376,0,0.000000,0,0.000000,130065264,802872,0,445.765606,0,0,0.000000,37.557553,0.001023,6.805182,0.000000,3.405392,18.318677,10.150463,0.000000
2520,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.898135,1.181481,0.780351,57.800106,321.111698,99.898135,1.181481,0.157034,0.088223,0.043022,0.000000,0.000000,0.000000,31.191337,368.188259,401.389623,72.250132,0.000000,64.590485,80.000000,80.000000,56.829464,0.000000,72.250132,0.000000,0.000000,98.000000,0.000000,1.367055,7141.000000,32.277723,0.000000,0.000000,1.200000,1.000152,2.697333,2.697333,0,0,765450000,36455260,98317800,546210,0,5,0,77106140,910175,178611276,992259,0.000000,0.000000,2477.147389,117.976422,72.252671,401.393263,0.000000,2.022000,97.972553,55082840,55080000,937848931,710977500,32006016000,0,0,16003008000,0,0,0,0,0,2.408410,11.416025,6.946209,0.000000,19.887481,0.178987,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1446052500,1673132125,1580181684,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008000,0,5245430400,0,571536000,22296254400,1219276800,0,0.000000,0,0.000000,178605000,992250,0,401.389623,0,0,0.000000,37.473494,0.000674,6.803206,0.000000,3.339796,18.348925,10.146082,0.000000
