256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",16.100311,0.000000,90.502754,1.295489,0.840004,86.785586,2.712050,90.502754,1.295489,0.141297,0.074160,0.038239,0.062220,0.000000,0.000000,133.417477,3.045097,2.712050,173.571173,0.000000,65.307883,50.000000,100.000000,99.853164,0.000000,145.197943,0.000000,"<INVALID>",100.000000,0.000000,1.478538,863.000000,33.530750,0.000000,0.000000,1.200000,1.016129,2.000000,2.000000,0,0,786432,66537,131072,4096,0,6,0,403,9198,439630,8202,0.000000,0.000000,2082.854075,176.222307,145.544233,2.715360,0.000000,1.986364,99.768250,102716,102400,1032207,788480,33554432,0,0,16777216,0,0,0,0,0,3.373870,13.156363,5.747232,0.000000,18.371005,0.829520,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1767424,2017156,1829828,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,10485760,0,1048576,25231360,2883584,0,0.000000,0,0.000000,438584,9112,0,3.016625,0,0,0.000000,33.986972,0.440845,5.796602,0.000000,3.551543,20.542650,11.780324,0.000000
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",14.218044,0.000000,97.359573,1.331309,0.961910,96.922663,1.514417,97.359573,1.331309,0.141461,0.075516,0.038348,0.064779,0.000000,0.000000,3.035904,1.545936,1.514417,193.845326,0.000000,65.292459,50.000000,100.000000,98.157117,0.000000,166.038256,0.000000,"<INVALID>",100.000000,0.000000,1.519637,1695.000000,34.630908,0.000000,0.000000,1.200000,1.018349,2.000000,2.000000,0,0,6291456,533908,1048576,16384,0,6,0,65689,33450,3595474,32772,0.000000,0.000000,2326.143906,197.402134,166.169602,1.514601,0.000000,277.297000,99.882006,806100,802816,8250676,6299648,268435456,0,0,134217728,0,0,0,0,0,3.352857,11.677598,5.439165,0.000000,21.577915,0.750744,"High (7)","Low (3)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",13885440,15849685,14447893,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,79691776,0,8388608,201588736,19922944,0,0.000000,0,0.000000,3592632,32768,0,1.514417,0,0,0.000000,33.329919,0.049108,6.525393,0.000000,3.183453,20.639241,13.664347,0.000000
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",12.885708,0.000000,99.288619,1.314688,0.983583,97.070855,1.011155,99.288619,1.314688,0.145550,0.075979,0.038385,0.066189,0.000000,0.000000,49.994462,1.011182,1.011155,194.141709,0.000000,65.329357,50.000000,100.000000,70.456510,0.000000,169.078765,0.000000,"<INVALID>",100.000000,0.000000,1.504670,2527.000000,34.354433,0.000000,0.000000,1.200000,1.010996,2.000000,2.000000,0,0,21233664,1788929,3538944,36864,0,13,0,3645329,73730,12331863,74190,0.000000,0.000000,2329.700512,196.276479,169.127356,1.017491,0.000000,178.290000,99.920855,2697709,2691072,28002003,21252096,905969664,0,0,452984832,0,0,0,0,0,3.341931,11.431295,7.063785,0.000000,21.384276,0.724160,"High (7)","Low (3)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",46577664,53357026,48729634,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,264241152,0,28311552,680067072,63700992,0,0.000000,0,0.000000,12328320,74016,0,1.015105,0,0,0.000000,32.356908,0.017111,6.605893,0.000000,3.267339,20.413195,13.745915,0.000000
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",13.480151,0.000000,99.720242,1.316194,0.991147,97.953004,765.257841,99.720242,1.316194,0.145212,0.076213,0.038404,0.065940,0.000000,0.000000,63.242344,768.906875,765.257841,196.394663,0.000000,65.313348,49.875594,100.000000,62.988716,0.000000,169.371822,0.000000,"<INVALID>",100.000000,0.000000,1.507320,3359.000000,34.440237,0.000000,0.000000,1.200000,1.014185,2.000000,2.000000,0,0,50331648,4253801,8388608,65536,0,5,0,10832036,131697,28990073,131077,0.000000,0.000000,2350.872090,198.684971,169.257207,765.287033,0.000000,29.192000,99.940458,6373105,6356992,66291848,50364416,2147483648,0,0,1073741824,0,0,0,0,0,3.346300,11.427818,7.187226,0.000000,21.556210,0.720339,"High (8)","Low (3)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",110067712,126050811,115203643,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,620756992,0,67108864,1611661312,146800640,0,0.000000,0,0.000000,29009704,131072,0,765.257841,0,0,0.000000,32.376514,0.005655,6.668711,0.000000,3.115301,20.264638,13.711541,0.000000
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",12.015405,0.000000,99.493812,1.303375,0.994436,98.835000,617.718751,99.493812,1.303375,0.147979,0.076354,0.038416,0.067180,0.000000,0.000000,76.279805,617.718751,617.718751,197.670001,0.000000,65.351378,50.000000,100.000000,56.109451,0.000000,173.895140,0.000000,"<INVALID>",100.000000,0.000000,1.496677,4191.000000,34.220403,0.000000,0.000000,1.200000,1.006613,2.000000,2.000000,0,0,98304000,8246163,16384000,102400,0,10,0,25289995,204800,57648551,204802,0.000000,0.000000,2372.040007,198.976934,173.879839,617.724784,0.000000,30.162000,99.952279,12409049,12390400,130036925,98355200,4194304000,0,0,2097152000,0,0,0,0,0,3.306478,11.277064,7.932955,0.000000,21.787700,0.700738,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",214579200,246332410,225288250,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,1205862400,0,131072000,3147366400,281804800,0,0.000000,0,0.000000,57653624,204800,0,617.718751,0,0,0.000000,31.480232,0.003680,6.602848,0.000000,3.398689,20.112463,13.705326,0.000000
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",13.122318,0.000000,99.654904,1.305253,0.996581,98.154633,511.222044,99.654904,1.305253,0.147651,0.076448,0.038423,0.066417,0.000000,0.000000,84.132476,511.222044,511.222044,196.341584,0.000000,65.351573,49.991770,100.000000,50.426853,0.000000,170.530078,0.000000,"<INVALID>",100.000000,0.000000,1.498370,5023.000000,34.268592,0.000000,0.000000,1.200000,1.006514,2.000000,2.000000,0,0,169869312,14248821,28311552,147456,0,6,0,48534051,294912,98362185,294918,0.000000,0.000000,2355.711183,197.599593,170.508210,511.232445,0.000000,10.400000,99.960183,21413249,21381120,224530231,169943040,7247757312,0,0,3623878656,0,0,0,0,0,3.312657,11.289969,8.309928,0.000000,21.527254,0.699536,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",370335744,425016066,388814658,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,2076180480,0,226492416,5438177280,481296384,0,0.000000,0,0.000000,98374800,294912,0,511.222044,0,0,0.000000,31.511455,0.001774,6.631087,0.000000,3.256626,20.090801,13.711061,0.000000
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",14.122032,0.000000,99.769962,1.305995,0.997209,97.351211,434.603622,99.769962,1.305995,0.147899,0.076516,0.038429,0.065710,0.000000,0.000000,78.632885,434.605787,434.603622,194.542508,0.000000,65.352960,50.041100,100.000000,53.008144,0.000000,167.384052,0.000000,0.105827,100.000000,0.000000,1.499288,5855.000000,34.297734,0.000000,0.000000,1.200000,1.006297,2.000000,2.000000,0,0,269746176,22620395,44957696,200704,0,3,0,72626797,401410,154498077,401417,0.000000,0.000000,2336.429073,195.928444,167.274753,434.613366,0.000000,3.248000,99.965841,33965974,33918976,356568103,269846528,11509170176,0,0,5754585088,0,0,0,0,0,3.316490,11.276241,7.910137,0.000000,21.942613,0.693383,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",587560960,674460700,617158748,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,3288334336,0,359661568,8635088896,757858304,0,0.000000,0,0.000000,154599028,401436,0,434.633937,0,0,0.000000,31.481018,0.001110,6.647236,0.000000,3.382791,19.996218,13.659337,0.000000
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",14.347658,0.000000,99.820338,1.310648,0.997805,98.043171,382.981137,99.820338,1.310648,0.146638,0.076566,0.038433,0.065581,0.000000,0.000000,79.951134,382.981867,382.981137,196.057030,0.000000,65.334839,50.007476,100.000000,52.356022,0.000000,168.014014,0.000000,0.036502,100.000000,0.000000,1.503038,6687.000000,34.385601,0.000000,0.000000,1.200000,1.009904,2.000000,2.000000,0,0,402653184,33886765,67108864,262144,0,5,0,109450352,524289,229907273,524531,0.000000,0.000000,2353.036107,198.028439,167.942331,383.158643,0.000000,3.652000,99.970091,50708670,50593792,531005927,402784256,17179869184,0,0,8589934592,0,0,0,0,0,3.325960,11.308873,8.131033,0.000000,21.316429,0.697275,"High (8)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",876478464,1005003581,919674749,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1124073472,0,0.000000,0,0.000000,230005404,524288,0,382.981137,0,0,0.000000,31.963525,0.000750,6.678978,0.000000,3.101627,20.154528,13.771986,0.000000
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",12.469108,0.000000,99.862962,1.302720,0.998086,84.309079,292.739858,99.862962,1.302720,0.148408,0.076606,0.038436,0.067054,0.000000,0.000000,69.376091,292.740740,292.739858,168.618158,0.000000,65.343488,50.000000,100.000000,52.996721,0.000000,147.330598,0.000000,"<INVALID>",100.000000,0.000000,1.494543,7519.000000,34.200465,0.000000,0.000000,1.200000,1.008129,2.000000,2.000000,0,0,573308928,48166654,95551488,331776,0,9,0,157254445,663554,334418596,663555,0.000000,0.000000,2023.417899,169.997823,147.535766,292.741181,0.000000,3.970000,99.973401,72103735,71995392,758188369,573474816,24461180928,0,0,12230590464,0,0,0,0,0,3.320367,11.281610,7.554011,0.000000,22.039472,0.686914,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1247311872,1432422566,1311157478,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,6964641792,0,764411904,18351194112,1592524800,0,0.000000,0,0.000000,333953544,663552,0,292.739858,0,0,0.000000,31.582107,0.000491,6.637244,0.000000,3.388895,20.146132,13.714713,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",11.838644,0.000000,99.906624,1.298416,0.998422,84.273200,263.353749,99.906624,1.298416,0.149260,0.076638,0.038439,0.067565,0.000000,0.000000,70.666126,263.354392,263.353749,168.546400,0.000000,65.354286,50.000000,100.000000,52.686664,0.000000,148.689293,0.000000,0.064810,100.000000,0.000000,1.492201,8351.000000,34.152672,0.000000,0.000000,1.200000,1.006033,2.000000,2.000000,0,0,786432000,65931379,131072000,409600,0,0,0,219817225,819202,462758419,819200,0.000000,0.000000,2022.556798,169.563241,148.766070,263.353749,0.000000,0.000000,99.976051,98851682,98713600,1041549240,786636800,33554432000,0,0,16777216000,0,0,0,0,0,3.292552,11.170474,7.948699,0.000000,22.406341,0.677428,"High (7)","Low (3)","Idle (0)","Low (3)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",1710284800,1965561975,1799468215,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,2175795200,0,0.000000,0,0.000000,462519592,819304,0,263.387183,0,0,0.000000,30.987960,0.000376,6.627557,0.000000,3.551710,19.964462,13.695998,0.000000
