256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",67.013931,0.000000,92.168699,1.777787,0.853452,540.988920,1.056619,92.168699,1.777787,0.211024,0.000000,0.086445,0.085211,0.000000,0.000000,49.271051,1.215267,1.056619,811.483379,0.000000,0.000000,66.666667,100.000000,99.185248,0.000000,258.295360,0.000000,"<INVALID>",100.000000,0.000000,2.138946,2973.000000,43.748249,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864,4096,0,4,0,382,9422,1988760,9861,0.000000,0.000000,0.000000,0.000000,256.513864,1.271890,0.000000,515.927000,99.899092,288065,270336,2097696,1050624,33554432,0,0,16777216,0,0,0,0,0,6.921210,18.430047,8.550952,0.000000,0.000000,1.071184,"Low (3)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",6088704,7373567,6032516,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2002572,9120,0,1.176314,0,0,0.000000,19.220962,0.167731,2.336277,0.000000,35.758469,9.879444,6.987548,0.000000
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",55.196166,0.000000,96.891439,1.659257,0.928035,544.690765,531.924575,96.891439,1.659257,0.267667,0.000000,0.086699,0.116307,0.000000,0.000000,1.067193,531.924575,531.924575,813.670387,0.000000,0.000000,66.942434,100.000000,100.000000,0.000000,366.904910,0.000000,0.230752,100.000000,0.000000,2.100443,5917.000000,43.387438,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,12582912,16384,0,6,0,65742,32768,22766306,33045,0.000000,0.000000,0.000000,0.000000,369.566579,536.421129,0.000000,97.398000,99.949299,2267724,2129920,18541478,8396800,268435456,0,0,134217728,0,0,0,0,0,6.291716,16.582662,12.424423,0.000000,0.000000,1.089464,"Low (3)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",48472064,61446417,50770296,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,22602340,33168,0,538.417795,0,0,0.000000,13.498924,0.018075,2.315306,0.000000,41.925719,8.169017,6.436994,0.000000
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",63.079476,0.000000,99.067565,1.769200,0.956773,592.709310,385.878456,99.067565,1.769200,0.238407,0.000000,0.086785,0.095999,0.000000,0.000000,14.123519,388.982107,385.878456,889.063965,0.000000,0.000000,66.666667,100.000000,94.134735,0.000000,321.638654,0.000000,"<INVALID>",100.000000,0.000000,2.171519,8861.000000,44.678872,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,42467328,36864,0,1,0,2698515,74321,60104437,73732,0.000000,0.000000,0.000000,0.000000,314.575296,385.899392,0.000000,5.233000,99.966144,7450983,7151616,59511105,28329984,905969664,0,0,452984832,0,0,0,0,0,6.388258,16.318850,9.285989,0.000000,0.000000,1.004620,"Low (3)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",163325952,202264043,166462849,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,61454000,73728,0,385.878456,0,0,0.000000,15.006939,0.006459,2.509336,0.000000,44.634367,7.354517,6.273509,0.000000
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",71.940167,0.000000,98.994965,1.805065,0.977820,616.720135,301.132878,98.994965,1.805065,0.220632,0.000000,0.086828,0.073020,0.000000,0.000000,21.235618,301.135175,301.132878,925.080202,0.000000,0.000000,66.666667,100.000000,91.144880,0.000000,280.814854,0.000000,7.555206,100.000000,0.000000,2.252091,11805.000000,46.237246,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,100663296,65536,0,6,0,9243079,131073,117993614,131076,0.000000,0.000000,0.000000,0.000000,271.085790,301.142068,0.000000,13.784000,99.974587,17215898,16908288,137635820,67141632,2147483648,0,0,1073741824,0,0,0,0,0,6.858843,16.844271,8.398375,0.000000,0.000000,1.046717,"Low (3)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (9)","Low (1)","Idle (0)",386826240,472172358,387763213,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,122228316,131072,0,301.132878,0,0,0.000000,18.313828,0.002883,2.640566,0.000000,39.544644,8.990440,7.294731,0.000000
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",52.348857,0.000000,99.561548,1.665211,0.957956,553.984165,216.400064,99.561548,1.665211,0.259495,0.000000,0.086853,0.124063,0.000000,0.000000,22.327516,216.402177,216.400064,854.185992,0.000000,0.000000,64.855215,100.000000,87.938508,0.000000,377.192371,0.000000,"<INVALID>",100.000000,0.000000,2.097326,14749.000000,43.314242,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,196608000,102400,0,4,0,21130656,204802,344115816,204800,0.000000,0.000000,0.000000,0.000000,363.606859,216.400064,0.000000,4.226000,99.979660,34161850,32972800,288911366,131123200,4194304000,0,0,2097152000,0,0,0,0,0,6.215883,15.879351,12.052980,0.000000,0.000000,1.034923,"Low (3)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",755148800,951106386,785694928,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,356973080,204988,0,216.598713,0,0,0.000000,11.272927,0.001113,2.398044,0.000000,46.828437,6.714386,5.781889,0.000000
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",55.527045,0.000000,99.737456,1.635700,0.956439,535.727887,174.390588,99.737456,1.635700,0.265950,0.000000,0.086871,0.115826,0.000000,0.000000,27.933904,174.466278,174.390588,803.591830,0.000000,0.000000,66.666667,100.000000,96.051048,0.000000,362.808445,0.000000,1.495224,100.000000,0.000000,2.070714,17693.000000,42.807538,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,339738624,147456,0,4,0,47239038,295040,614282568,295096,0.000000,0.000000,0.000000,0.000000,363.244284,174.499393,0.000000,2.365000,99.983044,59415566,56918016,505896901,226566144,7247757312,0,0,3623878656,0,0,0,0,0,6.189388,15.885855,12.029957,0.000000,0.000000,1.037293,"Low (3)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",1304469504,1651392935,1365558921,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,613545520,294912,0,174.390588,0,0,0.000000,11.738297,0.000668,2.360481,0.000000,46.417294,6.701249,5.686170,0.000000
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",49.776012,0.000000,99.841071,1.544519,0.956829,448.043252,125.012068,99.841071,1.544519,0.288092,0.000000,0.086883,0.130835,0.000000,0.000000,27.474472,125.012068,125.012068,669.860216,0.000000,0.000000,66.886082,100.000000,90.368261,0.000000,343.217428,0.000000,1.654240,100.000000,0.000000,1.989483,20637.000000,41.263608,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,539492352,200704,0,13,0,88219266,401408,1074060656,401554,0.000000,0.000000,0.000000,0.000000,334.498923,125.057537,0.000000,4.048000,99.985463,94676464,90316800,829726675,359761920,11509170176,0,0,5754585088,0,0,0,0,0,5.844104,15.263937,13.105637,0.000000,0.000000,0.993240,"Low (3)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",2070964224,2667593231,2213128127,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,1102055372,401616,0,125.076846,0,0,0.000000,9.286359,0.000375,2.231735,0.000000,49.775185,5.731163,5.069432,0.000000
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",47.630070,0.000000,99.765512,1.474930,0.964983,432.933562,105.696670,99.765512,1.474930,0.303758,0.000000,0.086892,0.136449,0.000000,0.000000,23.080337,105.715217,105.696670,649.400343,0.000000,0.000000,66.666667,100.000000,94.206074,0.000000,343.162555,0.000000,0.894952,100.000000,0.000000,1.930398,23581.000000,40.148757,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,805306368,262144,0,6,0,114485574,524380,1669540633,524295,0.000000,0.000000,0.000000,0.000000,336.580059,105.698081,0.000000,1.209000,99.987278,139342459,134742016,1283497734,537001984,17179869184,0,0,8589934592,0,0,0,0,0,5.596746,14.475432,12.023737,0.000000,0.000000,0.960973,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",3090808832,4029666587,3352389412,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1702191840,524452,0,105.729732,0,0,0.000000,8.723008,0.000242,2.138192,0.000000,52.762079,5.457782,4.879155,0.000000
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",47.767383,0.000000,99.933767,1.501558,0.953719,440.667347,95.630934,99.933767,1.501558,0.291662,0.000000,0.086899,0.136110,0.000000,0.000000,42.054356,95.631078,95.630934,661.001021,0.000000,0.000000,66.666667,100.000000,88.056473,0.000000,352.535928,0.000000,2.063852,100.000000,0.000000,1.969263,26525.000000,40.868318,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1146617856,331776,0,5,0,291801519,663553,2431787250,663689,0.000000,0.000000,0.000000,0.000000,350.468521,95.650679,0.000000,720.000000,99.988690,200641678,191766528,1768911248,764577792,24461180928,0,0,12230590464,0,0,0,0,0,5.732639,15.077034,14.273142,0.000000,0.000000,0.990825,"Low (3)","Mid (6)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",4400179200,5683544626,4718048440,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,2446132316,663552,0,95.630934,0,0,0.000000,8.383749,0.000176,2.205682,0.000000,50.104593,5.437842,4.892622,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",45.360799,0.000000,99.880007,1.486310,0.957705,436.662244,85.285594,99.880007,1.486310,0.298746,0.000000,0.086905,0.142397,0.000000,0.000000,45.999133,85.285698,85.285594,659.646363,0.000000,0.000000,66.196415,100.000000,87.496901,0.000000,355.564469,0.000000,"<INVALID>",100.000000,0.000000,1.942656,29469.000000,40.362388,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864000,409600,0,8,0,441838859,819201,3358457485,819264,0.000000,0.000000,0.000000,0.000000,349.643607,85.292257,0.000000,832.000000,99.989820,275113182,262963200,2445727485,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,5.736863,15.057013,14.625976,0.000000,0.000000,0.991983,"Low (2)","Mid (6)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",6035251200,7838257885,6514191920,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,3415329576,819200,0,85.285594,0,0,0.000000,8.092821,0.000154,2.163085,0.000000,50.214170,5.281020,4.728337,0.000000
2816,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",45.305352,0.000000,99.925418,1.488143,0.955601,436.116419,77.435443,99.925418,1.488143,0.299301,0.000000,0.086910,0.142554,0.000000,0.000000,54.316070,77.441693,77.435443,653.711600,0.000000,0.000000,66.713887,100.000000,85.035731,0.000000,356.611462,0.000000,"<INVALID>",100.000000,0.000000,1.931899,32413.000000,40.139273,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,2093481984,495616,0,7,0,695286610,991312,4571900364,991304,0.000000,0.000000,0.000000,0.000000,357.158701,77.441068,0.000000,546.000000,99.990744,366621930,349904896,3236756300,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,5.670136,14.979217,15.060433,0.000000,0.000000,0.987533,"Low (2)","Mid (6)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",8032200704,10436245219,8673398846,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,167557857280,0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,4564895292,991232,0,77.435443,0,0,0.000000,7.646371,0.000090,2.151359,0.000000,50.616390,5.039831,4.599160,0.000000
3072,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",44.221414,0.000000,99.928800,1.473144,0.959551,431.037199,70.155794,99.928800,1.473144,0.308215,0.000000,0.086913,0.145390,0.000000,0.000000,53.076927,70.155913,70.155794,646.555799,0.000000,0.000000,66.666667,100.000000,85.087092,0.000000,361.042151,0.000000,0.111452,100.000000,0.000000,1.920022,35357.000000,39.950807,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,2717908992,589824,0,6,0,892472120,1179650,6050776186,1179654,0.000000,0.000000,0.000000,0.000000,359.850573,70.156150,0.000000,356.000000,99.991515,474604914,454164480,4295459202,1812234240,57982058496,0,0,28991029248,0,0,0,0,0,5.597612,14.700860,15.102325,0.000000,0.000000,0.977024,"Low (2)","Mid (6)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",10427203584,13641024066,11353409675,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,217527091200,0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,6070812200,1179648,0,70.155794,0,0,0.000000,7.772969,0.000077,2.123794,0.000000,50.580502,5.268632,4.733278,0.000000
