256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,14,8,15805,15802,7963,7848,7909,7926,144,6,4,4,8192,8192,8192,8192,2109252,2030212,1982656,2118768,2009848,2078008,2052644,1959636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955941,2093261,1797984,1971484,8192,8192,8192,8192,17886159,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,15865972,1343113,194838528,0,0,0,0,1048576,2048,16539587,977502740,256,194641920,0,0,0,0,6885346,2027550,0,32768,0,0,7864320,30720,0,0,0,0,13212156,33527,0,0
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,22106,22101,65323,65419,32676,32699,32678,32686,12920,10915,10913,10940,32768,32768,32768,32768,35299440,35007524,34958476,33955992,35196940,34981436,34679144,35195508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,35732305,33873259,33817015,34607513,32768,32768,32769,32768,192449988,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,148506292,10824473,1551106048,0,0,0,0,8388608,8192,187271763,10951051672,1024,1550319616,0,0,0,0,36852133,34451035,0,131072,0,0,62914560,122880,0,0,0,0,126812957,143085,0,0
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1618334,1562689,147289,147283,73663,73658,73635,73646,811476,804566,790965,824152,73728,73728,73728,73728,140376812,139428144,142196820,142477624,140137476,141836548,142758712,140647996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138377455,141041209,142749175,145272969,73729,73728,73728,73728,699089862,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,523665108,36430644,5226430464,0,0,0,0,28311552,18432,694629711,40514370272,2304,5224660992,0,0,0,0,97358199,143289993,0,294912,0,0,212336640,276480,0,0,0,0,450057636,325769,0,0
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,6423786,6296764,262007,262017,131002,130993,131266,130993,3110565,3115774,3182828,3064773,131072,131072,131072,131072,389384628,395252372,389459832,388982464,385948224,388497748,393562968,392639464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,385876376,388363817,389360565,386952385,131074,131076,131072,131076,1715129163,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,1252548853,87973033,12378439680,0,0,0,0,67108864,32768,1704516139,92545216286,4096,12375293952,0,0,0,0,181077031,389348313,0,524288,0,0,503316480,491520,0,0,0,0,1077249437,626286,0,0
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,13487315,13157357,409460,409402,204641,204879,204708,204716,6724172,6521190,6613749,6514013,204800,204800,204800,204800,784930580,783901592,785965332,784779000,780628936,780293296,779502524,774678620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,788688240,785531135,783835948,785534425,204800,204800,204801,204804,3529641048,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,2531883173,167655005,24164761600,0,0,0,0,131072000,51200,3518489505,206554045584,6400,24159846400,0,0,0,0,330685374,783426626,0,819200,0,0,983040000,768000,0,0,0,0,2189862671,940260,0,0
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,95202719,93453921,589516,589604,294759,294741,294785,294716,46509496,43940238,46268772,47271312,294912,294912,294912,294912,1391400292,1397015916,1387753256,1385548492,1344234876,1349352744,1350424156,1349582884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1393518881,1393142748,1395289017,1392990464,294913,294912,294912,294917,6158205315,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,4416881876,289463664,41743024128,0,0,0,0,226492416,73728,6147053520,362596337314,9216,41735946240,0,0,0,0,533559913,1391625623,0,1179648,0,0,1698693120,1105920,0,0,0,0,3825592530,1382563,0,0
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,68782282,69860404,802571,802553,401271,401298,401294,401277,34221824,33574475,35586721,34957868,401408,401408,401408,401408,2286602668,2280964832,2279592572,2285460080,2253933448,2248666376,2245716140,2252549180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2283296907,2284590851,2285817013,2279195195,401408,401409,401410,401413,9965375700,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,7093120231,458513929,66270855168,0,0,0,0,359661568,100352,9950069494,592844606144,12544,66261221376,0,0,0,0,767108112,2290015216,0,1605632,0,0,2697461760,1505280,0,0,0,0,6153477898,1882251,0,0
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,76774615,76008584,1048237,1048233,524117,524099,524130,524120,37893080,38886670,38008797,37712288,524288,524288,524288,524368,3275250620,3287911216,3263743164,3238565120,3235837236,3233450848,3239826460,3226892976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,3277069669,3273743895,3266358188,3252831703,524288,524289,524289,524290,14500134192,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,10573520997,685665049,98905882624,0,0,0,0,536870912,131072,14484136820,858694586108,16384,98893299712,0,0,0,0,1295966178,3267436574,0,2097152,0,0,4026531840,1966080,0,0,0,0,9173715196,2493038,0,0
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,382833811,381443636,1326553,1326593,663248,663231,663176,663227,192077040,192951711,188852621,190208388,663552,663552,663552,663552,4955149764,4954915132,4941500728,4949177120,4762443860,4764329532,4756919548,4750058260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4955257697,4956875172,4947812261,4944949148,663556,663552,663553,663552,21478559100,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,15144176068,971610680,140805734400,0,0,0,0,764411904,165888,21466010714,1292420300214,20736,140789809152,0,0,0,0,1547952007,4949549177,0,2654208,0,0,5733089280,2488320,0,0,0,0,13145932844,3094408,0,0
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,404426475,402057769,1637747,1637795,818902,818845,818874,818856,201901740,204467922,199624864,196851800,819200,819200,819200,819200,6922842792,6925180948,6923284500,6922438584,6725984684,6722914232,6724932164,6722039476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,6912372548,6929590292,6916355457,6919891991,819201,819200,819200,819200,29842392423,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,20849722945,1331836823,193128038400,0,0,0,0,1048576000,204800,29817552633,1799583199386,25600,193108377600,0,0,0,0,1987147441,6925748559,0,3276800,0,0,7864320000,3072000,0,0,0,0,18106500070,3810781,0,0
2816,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,522498483,510229125,1981585,1981620,990825,990835,990803,990772,257942020,262288034,257261180,261859180,991232,991232,991232,991248,9087099612,9072621420,9071201836,9073829956,8831466884,8810800056,8802142340,8810304436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9082158281,9072900245,9060595641,9058197729,991232,991233,991232,991233,39253779432,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,27488183850,1770051691,257030422528,0,0,0,0,1395654656,247808,39242059072,2382076626664,30976,257006632960,0,0,0,0,2790849393,9072215183,0,3964928,0,0,10467409920,3717120,0,0,0,0,23841359026,4588761,0,0
3072,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1428619147,1412189620,2358274,2358312,1179156,1179204,1179175,1179135,711860037,714637810,707059208,710631597,1179648,1179648,1179648,1179648,12264915888,12268175032,12247264088,12208757440,11560072600,11558538032,11548918628,11539078676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,12276571755,12252583528,12262995171,12209252848,1179653,1179648,1179652,1179652,52197184605,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,36906746288,2300226785,333670514688,0,0,0,0,1811939328,294912,52180125983,"<OVERFLOW>",36864,333642203136,0,0,0,0,3138683882,12262800406,0,4718592,0,0,13589544960,4423680,0,0,0,0,32163590396,5666348,0,0
3328,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,982793090,986402196,2767652,2767628,1383781,1383768,1383838,1383780,490677916,488510634,491526364,492504324,1384448,1384448,1384448,1384448,15293175596,15314052632,15286262368,15271520124,14812389284,14811034852,14802077008,14800022336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,15311054464,15289322604,15288740596,15267276655,1384449,1384453,1384449,1384448,"<OVERFLOW>",0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,13256435712,45489206034,2916841512,424205942784,0,0,0,0,2303721472,346112,"<OVERFLOW>","<OVERFLOW>",43264,424172716032,0,0,0,0,4297664435,15283968077,0,5537792,0,0,17277911040,5191680,0,0,0,0,39466806536,6325199,0,0
