256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",77.251995,0.000000,82.231826,0.378202,0.929248,112.936057,220.578237,82.231826,0.378202,1.988000,0.000000,1.296670,0.332995,0.000000,0.000000,14.701625,894.537376,882.312948,959.956487,0.000000,0.000000,11.764706,25.000000,100.000000,0.000000,209.426327,0.000000,"<INVALID>",100.000000,0.000000,1.080801,2973.000000,25.030072,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,2,0,546,33222,7969109,32774,0.000000,0.000000,0.000000,0.000000,214.576662,882.474504,0.000000,53.852000,99.899092,287122,270336,12427938,1050624,33554432,0,0,16777216,0,0,0,0,0,1.245253,3.372866,2.137846,0.000000,0.000000,0.217250,"Low (3)","Low (3)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",6088704,18193048,16853171,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,7777832,32768,0,882.312948,0,0,0.000000,21.054409,0.031357,0.426873,0.000000,57.940182,14.000837,9.113038,0.000000
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",51.086330,0.000000,96.177247,0.255950,0.907526,88.252576,86.184156,96.177247,0.255950,2.532940,0.000000,1.300490,0.719528,0.000000,0.000000,125.646652,345.486213,344.736625,744.294970,0.000000,0.000000,11.857204,25.000000,98.194870,0.000000,372.927177,0.000000,1.608189,100.000000,0.000000,0.904433,5917.000000,21.179108,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,4,0,47772,131357,137000035,131378,0.000000,0.000000,0.000000,0.000000,360.328139,345.541445,0.000000,10.520000,99.949299,2386916,2129920,127996623,8396800,268435456,0,0,134217728,0,0,0,0,0,0.919812,2.499646,2.599742,0.000000,0.000000,0.171899,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",48472064,171248901,160405343,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,141790304,131116,0,344.852351,0,0,0.000000,16.167835,0.002847,0.355083,0.000000,62.538021,15.100197,9.525344,0.000000
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",39.644307,0.000000,99.283168,0.235491,0.913846,80.696689,52.536906,99.283168,0.235491,2.643349,0.000000,1.301772,0.889295,0.000000,0.000000,2.273598,209.925303,210.147627,685.921857,0.000000,0.000000,11.764706,25.000000,98.423553,0.000000,404.822139,0.000000,"<INVALID>",100.000000,0.000000,0.862276,8861.000000,20.240683,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,12,0,3190668,294600,563856760,294916,0.000000,0.000000,0.000000,0.000000,401.791587,210.150478,0.000000,8.550000,99.966144,8033888,7151616,449570092,28329984,905969664,0,0,452984832,0,0,0,0,0,0.853660,2.326168,2.666404,0.000000,0.000000,0.158567,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",163325952,595053451,558720791,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,568109704,295020,0,210.224586,0,0,0.000000,11.223711,0.000861,0.339429,0.000000,71.439019,11.331609,7.340886,0.000000
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",32.169537,0.000000,99.423444,0.225350,0.845925,77.853098,38.014207,99.423444,0.225350,2.689808,0.000000,1.302414,1.000248,0.000000,0.000000,3.558908,151.941110,152.056831,656.604802,0.000000,0.000000,11.856919,25.000000,99.836593,0.000000,455.091248,0.000000,1.366802,100.000000,0.000000,0.846065,11805.000000,19.846411,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,4,0,12271023,523889,1567318201,524398,0.000000,0.000000,0.000000,0.000000,454.562071,152.088733,0.000000,1.160000,99.974587,20496312,16908288,1082497104,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.830155,2.397500,3.272889,0.000000,0.000000,0.162045,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",386826240,1427314592,1339237961,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,1569142792,524340,0,152.071912,0,0,0.000000,17.566257,0.000329,0.329588,0.000000,57.719014,18.051812,10.618853,0.000000
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",29.600601,0.000000,99.733715,0.215420,0.918758,63.876861,24.951898,99.733715,0.215420,2.792813,0.000000,1.302800,1.038641,0.000000,0.000000,3.241558,99.803087,99.807595,542.953318,0.000000,0.000000,11.764706,25.000000,99.439191,0.000000,382.792531,0.000000,0.145383,100.000000,0.000000,0.817048,14749.000000,19.229471,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,10,0,26606035,819163,3149490709,819203,0.000000,0.000000,0.000000,0.000000,383.719597,99.807960,0.000000,1.218000,99.979660,36566077,32972800,2192010808,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.780483,2.090141,2.737124,0.000000,0.000000,0.142974,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",755148800,2864138473,2696336098,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,3141881548,819200,0,99.807595,0,0,0.000000,10.010766,0.000180,0.310759,0.000000,73.785134,10.453197,6.887618,0.000000
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",27.635641,0.000000,99.816075,0.212525,0.922295,62.608693,20.380433,99.816075,0.212525,2.831179,0.000000,1.303058,1.067981,0.000000,0.000000,12.899224,81.478958,81.521735,534.002219,0.000000,0.000000,11.724426,25.000000,96.705655,0.000000,384.924202,0.000000,"<INVALID>",100.000000,0.000000,0.814161,17693.000000,19.174470,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,8,0,186656280,1179029,5573673806,1179659,0.000000,0.000000,0.000000,0.000000,385.178935,81.522495,0.000000,552.000000,99.983044,62529404,56918016,3826676711,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.765925,2.044764,2.880843,0.000000,0.000000,0.140666,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1304469504,4997656015,4708032175,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,5569987728,1179648,0,81.521735,0,0,0.000000,10.296396,0.000098,0.306914,0.000000,72.876201,10.995108,7.257015,0.000000
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",25.281267,0.000000,99.870729,0.207993,0.931527,61.478585,17.153623,99.870729,0.207993,2.866032,0.000000,1.303242,1.102986,0.000000,0.000000,5.880022,68.590603,68.614492,522.102251,0.000000,0.000000,11.775200,25.000000,98.436012,0.000000,390.571515,0.000000,0.029528,100.000000,0.000000,0.804714,20637.000000,18.965195,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,8,0,137597046,1605073,9143093381,1605635,0.000000,0.000000,0.000000,0.000000,390.717616,68.614620,0.000000,341.000000,99.985463,98830731,90316800,6153858754,359761920,11509170176,0,0,5754585088,0,0,0,0,0,0.757702,2.005228,2.801633,0.000000,0.000000,0.137898,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",2070964224,8006413796,7547682426,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,9139674492,1605632,0,68.614492,0,0,0.000000,9.595696,0.000070,0.300853,0.000000,74.439771,10.262001,6.806806,0.000000
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",28.684513,0.000000,99.817609,0.213639,0.926078,63.068438,15.397567,99.817609,0.213639,2.863092,0.000000,1.303380,1.052932,0.000000,0.000000,4.435688,61.569624,61.590271,533.497309,0.000000,0.000000,11.821697,25.000000,99.013601,0.000000,383.287880,0.000000,0.255275,100.000000,0.000000,0.825308,23581.000000,19.448463,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,9,0,151035419,2096449,13080330118,2097184,0.000000,0.000000,0.000000,0.000000,384.150065,61.591210,0.000000,264.000000,99.987278,149079234,134742016,9175939820,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",3090808832,11940079133,11254765112,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,13050972680,2097240,0,61.592855,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.308677,0.000000,"<OVERFLOW>","<OVERFLOW>",8.899194,0.000000
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",23.697640,0.000000,99.885648,0.204856,0.940605,61.406867,13.326142,99.885648,0.204856,2.883743,0.000000,1.303487,1.126715,0.000000,0.000000,15.310836,53.280672,53.304571,522.008760,0.000000,0.000000,11.763570,25.000000,96.161624,0.000000,397.523625,0.000000,"<INVALID>",100.000000,0.000000,0.795811,26525.000000,18.764107,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,2,0,762376310,2653018,19798965592,2654306,0.000000,0.000000,0.000000,0.000000,397.623465,53.306539,0.000000,40.000000,99.988690,206599295,191766528,13150270292,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",4400179200,17089165023,16117540333,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,19793994224,2654240,0,53.305214,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.296305,0.000000,"<OVERFLOW>","<OVERFLOW>",6.330097,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",22.364288,0.000000,99.951272,0.202395,0.942853,59.726813,11.665393,99.951272,0.202395,2.893043,0.000000,1.303573,1.146529,0.000000,0.000000,11.308936,46.640711,46.661572,507.325284,0.000000,0.000000,11.772883,25.000000,97.076527,0.000000,394.195869,0.000000,0.014333,100.000000,0.000000,0.788360,29469.000000,18.591939,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,5,0,794167839,3275335,27686674733,3276827,0.000000,0.000000,0.000000,0.000000,394.257749,46.661957,0.000000,71.000000,99.989820,282520428,262963200,18093873819,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",6035251200,23495494916,22163817556,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,27682329232,3276800,0,46.661572,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.293054,0.000000,"<OVERFLOW>","<OVERFLOW>",6.016670,0.000000
