256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,14,16,4097,4097,2048,2048,2048,2048,32,6,1901,4,2048,2048,2048,2048,503900,485572,482748,501920,507640,490920,463320,511772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,503324,505219,485980,498780,2048,2049,2049,2052,3819585,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,4720031,1342267,194838528,0,0,0,0,1048576,2048,3474098,189665180,256,194641920,0,0,0,0,1076531,496333,0,4096,0,0,524288,2048,0,0,0,0,2109893,4248,0,0
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,32842,32860,16384,16384,8193,8193,8192,8192,16416,16434,16385,16424,8192,8192,8192,8192,5719272,5592120,5726820,5708820,5730768,5635408,5594388,5700868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5720249,5671493,5683347,5674903,8196,8192,8192,8193,30295590,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,40356416,10707795,1551106048,0,0,0,0,8388608,8192,29253572,1733210632,1024,1550319616,0,0,0,0,6986607,5596305,0,16384,0,0,4194304,8192,0,0,0,0,18718147,17287,0,0
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1352526,1400248,36864,36864,18432,18432,18432,18809,709201,655543,660872,562960,18432,18432,18432,18432,18136476,18549932,17779728,18602752,16952440,16185960,13851332,15435352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,14739896,17281943,15628311,15799772,18433,18437,18433,18432,99801057,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,129563928,35777724,5226430464,0,0,0,0,28311552,18432,97848787,5918571388,2304,5224660992,0,0,0,0,26833287,15634041,0,36864,0,0,14155776,18432,0,0,0,0,58550865,37292,0,0
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,4646170,4619673,65536,65537,32768,32768,32768,32768,2320153,2330530,2324397,2320952,32768,32768,32768,32768,32203552,30132284,31247152,29224172,35660824,28780920,33550588,27785852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30408040,32455383,30058499,36288748,32772,32774,32768,32769,208945179,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,303946088,84410489,12378439680,0,0,0,0,67108864,32768,208000686,13059865938,4096,12375293952,0,0,0,0,70222321,30440975,0,65536,0,0,33554432,32768,0,0,0,0,138234284,67452,0,0
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,10471714,10646008,102400,102400,51200,51200,51200,51200,5301301,5331230,5372360,5345396,51200,51200,51200,51200,83048284,86341004,87553480,84693308,79731116,74069164,88500332,80194428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94022409,80790244,88958019,82509056,51200,51201,51201,51200,457770645,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,619258815,165427180,24164761600,0,0,0,0,131072000,51200,454586545,28013204766,6400,24159846400,0,0,0,0,112471597,84136403,0,102400,0,0,65536000,51200,0,0,0,0,285731470,104171,0,0
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,24052871,23450289,147457,147457,73728,73728,73729,73880,11881457,11848334,11853948,12070968,73728,73728,73728,73728,155023860,152271212,157150864,161615584,141991412,141207984,143031224,154537136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,152870772,150320496,158664711,149525553,73732,73728,73728,73728,817199787,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1092260490,286119227,41743024128,0,0,0,0,226492416,73728,815585481,49852003226,9216,41735946240,0,0,0,0,184185221,155553403,0,147456,0,0,113246208,73728,0,0,0,0,510344756,151482,0,0
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,44653651,44312849,200705,200705,100353,100352,100352,100353,22099552,22442834,22087160,22165680,100484,100352,100352,100352,271248680,272749076,271570012,269467912,254275032,247543780,245360496,250510836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,270135940,273455675,267958120,267248057,100353,100353,100354,100353,1336726164,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,1758722853,454403711,66270855168,0,0,0,0,359661568,100352,1334194868,81630729594,12544,66261221376,0,0,0,0,271131897,268360455,0,200704,0,0,179830784,100352,0,0,0,0,824695788,205671,0,0
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,54984775,54987017,262145,262145,131072,131072,131072,131073,27507348,27473770,27518332,27340652,131072,131072,131072,131072,425843576,420881184,415805952,414773068,390473828,388113652,387494312,394123772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,416097061,418005239,414005913,413559645,131072,131078,131072,131072,2057354556,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,2660003472,676729321,98905882624,0,0,0,0,536870912,131072,2055400906,127239710078,16384,98893299712,0,0,0,0,385291308,420015060,0,262144,0,0,268435456,131072,0,0,0,0,1273363061,269782,0,0
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,143999010,137492177,331776,331777,165889,165888,165888,165889,68992184,68836287,69994112,71459552,165888,165888,165888,165888,605980448,602931940,603478984,606985888,530483048,536384052,530343188,533493044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,605345159,602123649,604469120,602085747,165889,165889,165889,165888,2915144988,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,3759386850,965777025,140805734400,0,0,0,0,764411904,165888,2911668768,177596469496,20736,140789809152,0,0,0,0,542895446,603722410,0,331776,0,0,382205952,165888,0,0,0,0,1763922526,338983,0,0
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,205391650,202671836,409600,409600,204801,204800,204800,204800,101449140,102830630,101889677,103200212,204800,204800,204800,204800,838902556,845063852,838233564,833361576,737664252,737465604,731746228,734463644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,837161577,837934108,831653852,836922939,204800,204802,204800,204801,4033944990,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,5179879845,1323820753,193128038400,0,0,0,0,1048576000,204800,4031106752,246926227740,25600,193108377600,0,0,0,0,739085192,833778808,0,409600,0,0,524288000,204800,0,0,0,0,2436738366,418455,0,0
2816,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,315954735,319874116,495617,495616,247809,247808,247808,247808,159280472,159505626,159703288,159418897,247808,247808,247808,247808,1131502488,1133167984,1132262852,1126034344,964586864,976123268,968335636,959398976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1135922281,1135615687,1134035311,1133088536,247808,247809,247809,247808,5360524305,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,6900923668,1762806451,257030422528,0,0,0,0,1395654656,247808,5354896533,327473995082,30976,257006632960,0,0,0,0,965680473,1127801511,0,495616,0,0,697827328,247808,0,0,0,0,3239736744,505541,0,0
3072,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,404455135,409421580,589825,589824,294913,294912,294912,294912,203521256,205691958,204969072,207467445,294912,294912,294912,294912,1499402964,1497095572,1503377876,1511235052,1291919548,1293326348,1289594716,1283449804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1512053936,1498592167,1506845291,1496276352,294913,294912,294913,294916,7020035406,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,9041589681,2287364948,333670514688,0,0,0,0,1811939328,294912,7012378001,429873984886,36864,333642203136,0,0,0,0,1218715166,1499193826,0,589824,0,0,905969664,294912,0,0,0,0,4291170905,607798,0,0
