gpu_id,num_of_cores,max_clock_rate,l1_cache_used,threads_number,l1_global_load_hit,l1_global_load_miss,Global Load Transactions,Global Store Transactions,L1 Global Hit Rate,L2 Hit Rate (L1 Reads),Shared Load Transactions,Shared Store Transactions,Duration
0,2880,745,0,131072,0,0,8192.0,4096.0,0.0,49.951172,0.0,0.0,7.52e-06
0,2880,745,0,262144,0,0,16384.0,8192.0,0.0,2.4536130000000003,0.0,0.0,1.9232e-05
0,2880,745,0,524288,0,0,32768.0,16384.0,0.0,0.0,0.0,0.0,3.7087e-05
0,2880,745,0,1048576,0,0,65536.0,32768.0,0.0,0.0,0.0,0.0,7.283100000000001e-05
0,2880,745,0,2097152,0,0,131072.0,65536.0,0.0,0.0,0.0,0.0,0.000142048
0,2880,745,0,4194304,0,0,262144.0,131072.0,0.0,0.0,0.0,0.0,0.000281024
0,2880,745,0,8388608,0,0,524288.0,262144.0,0.0,0.0,0.0,0.0,0.000559102
0,2880,745,0,12582912,0,0,786432.0,393216.0,0.0,0.0,0.0,0.0,0.000839517
0,2880,745,0,16777216,0,0,1048576.0,524288.0,0.0,0.0,0.0,0.0,0.001118395
0,2880,745,0,20971520,0,0,1310720.0,655360.0,0.0,0.0,0.0,0.0,0.001389657
0,2880,745,0,25165824,0,0,1572864.0,786432.0,0.0,0.0,0.0,0.0,0.0016678
0,2880,745,0,29360128,0,0,1835008.0,917504.0,0.0,0.0,0.0,0.0,0.001949559
0,2880,745,0,33554432,0,0,2097152.0,1048576.0,0.0,0.0,0.0,0.0,0.002233013
0,2880,745,0,37748736,0,0,2359296.0,1179648.0,0.0,0.0,0.0,0.0,0.002505972
0,2880,745,0,41943040,0,0,2621440.0,1310720.0,0.0,0.0,0.0,0.0,0.0027878259999999998
0,2880,745,0,46137344,0,0,2883584.0,1441792.0,0.0,0.0,0.0,0.0,0.00306264
0,2880,745,0,50331648,0,0,3145728.0,1572864.0,0.0,0.0,0.0,0.0,0.0033527820000000003
0,2880,745,0,54525952,0,0,3407872.0,1703936.0,0.0,0.0,0.0,0.0,0.003621102
0,2880,745,0,58720256,0,0,3670016.0,1835008.0,0.0,0.0,0.0,0.0,0.0038878520000000002
0,2880,745,0,62914560,0,0,3932160.0,1966080.0,0.0,0.0,0.0,0.0,0.004176939
0,2880,745,0,67108864,0,0,4194304.0,2097152.0,0.0,0.0,0.0,0.0,0.004443464
0,2880,745,0,71303168,0,0,4456448.0,2228224.0,0.0,0.0,0.0,0.0,0.004724551
0,2880,745,0,75497472,0,0,4718592.0,2359296.0,0.0,0.0,0.0,0.0,0.005003045
0,2880,745,0,79691776,0,0,4980736.0,2490368.0,0.0,0.0,0.0,0.0,0.0052868509999999995
0,2880,745,0,83886080,0,0,5242880.0,2621440.0,0.0,0.0,0.0,0.0,0.005558914
0,2880,745,0,88080384,0,0,5505024.0,2752512.0,0.0,0.0,0.0,0.0,0.005859073
0,2880,745,0,92274688,0,0,5767168.0,2883584.0,0.0,0.0,0.0,0.0,0.0061170880000000006
0,2880,745,0,96468992,0,0,6029312.0,3014656.0,0.0,0.0,0.0,0.0,0.006392414
0,2880,745,0,100663296,0,0,6291456.0,3145728.0,0.0,0.0,0.0,0.0,0.006707324000000001
0,2880,745,0,104857600,0,0,6553600.0,3276800.0,0.0,0.0,0.0,0.0,0.00695017
0,2880,745,0,109051904,0,0,6815744.0,3407872.0,0.0,0.0,0.0,0.0,0.007227353000000001
0,2880,745,0,113246208,0,0,7077888.0,3538944.0,0.0,0.0,0.0,0.0,0.007521944
0,2880,745,0,117440512,0,0,7340032.0,3670016.0,0.0,0.0,0.0,0.0,0.007773718000000001
0,2880,745,0,121634816,0,0,7602176.0,3801088.0,0.0,0.0,0.0,0.0,0.008098771999999999
0,2880,745,0,125829120,0,0,7864320.0,3932160.0,0.0,0.0,0.0,0.0,0.008356818
0,2880,745,0,130023424,0,0,8126464.0,4063232.0,0.0,0.0,0.0,0.0,0.008623633
0,2880,745,0,134217728,0,0,8388608.0,4194304.0,0.0,0.0,0.0,0.0,0.008881166999999999
0,2880,745,0,138412032,0,0,8650752.0,4325376.0,0.0,0.0,0.0,0.0,0.009205966
0,2880,745,0,142606336,0,0,8912896.0,4456448.0,0.0,0.0,0.0,0.0,0.009457645
0,2880,745,0,146800640,0,0,9175040.0,4587520.0,0.0,0.0,0.0,0.0,0.009735915
0,2880,745,0,150994944,0,0,9437184.0,4718592.0,0.0,0.0,0.0,0.0,0.010009
0,2880,745,0,155189248,0,0,9699328.0,4849664.0,0.0,0.0,0.0,0.0,0.010314
0,2880,745,0,159383552,0,0,9961472.0,4980736.0,0.0,0.0,0.0,0.0,0.01056
0,2880,745,0,163577856,0,0,10223616.0,5111808.0,0.0,0.0,0.0,0.0,0.010879
0,2880,745,0,167772160,0,0,10485760.0,5242880.0,0.0,0.0,0.0,0.0,0.011127
0,2880,745,0,171966464,0,0,10747904.0,5373952.0,0.0,0.0,0.0,0.0,0.011428
0,2880,745,0,176160768,0,0,11010048.0,5505024.0,0.0,0.0,0.0,0.0,0.011691
0,2880,745,0,180355072,0,0,11272192.0,5636096.0,0.0,0.0,0.0,0.0,0.011951
0,2880,745,0,184549376,0,0,11534336.0,5767168.0,0.0,0.0,0.0,0.0,0.012204000000000001
0,2880,745,0,188743680,0,0,11796480.0,5898240.0,0.0,0.0,0.0,0.0,0.01257
0,2880,745,0,192937984,0,0,12058624.0,6029312.0,0.0,0.0,0.0,0.0,0.01277
0,2880,745,0,197132288,0,0,12320768.0,6160384.0,0.0,0.0,0.0,0.0,0.013059999999999999
0,2880,745,0,201326592,0,0,12582912.0,6291456.0,0.0,0.0,0.0,0.0,0.013432
0,2880,745,0,205520896,0,0,12845056.0,6422528.0,0.0,0.0,0.0,0.0,0.013663
0,2880,745,0,209715200,0,0,13107200.0,6553600.0,0.0,0.0,0.0,0.0,0.013878999999999999
0,2880,745,0,213909504,0,0,13369344.0,6684672.0,0.0,0.0,0.0,0.0,0.014213
0,2880,745,0,218103808,0,0,13631488.0,6815744.0,0.0,0.0,0.0,0.0,0.014466
0,2880,745,0,222298112,0,0,13893632.0,6946816.0,0.0,0.0,0.0,0.0,0.014728999999999999
0,2880,745,0,226492416,0,0,14155776.0,7077888.0,0.0,0.0,0.0,0.0,0.015019
0,2880,745,0,230686720,0,0,14417920.0,7208960.0,0.0,0.0,0.0,0.0,0.015300999999999999
0,2880,745,0,234881024,0,0,14680064.0,7340032.0,0.0,0.0,0.0,0.0,0.015565
0,2880,745,0,239075328,0,0,14942208.0,7471104.0,0.0,0.0,0.0,0.0,0.015887000000000002
0,2880,745,0,243269632,0,0,15204352.0,7602176.0,0.0,0.0,0.0,0.0,0.016137000000000002
0,2880,745,0,247463936,0,0,15466496.0,7733248.0,0.0,0.0,0.0,0.0,0.016388999999999997
0,2880,745,0,251658240,0,0,15728640.0,7864320.0,0.0,0.0,0.0,0.0,0.016773
0,2880,745,0,255852544,0,0,15990784.0,7995392.0,0.0,0.0,0.0,0.0,0.016944
0,2880,745,0,260046848,0,0,16252928.0,8126464.0,0.0,0.0,0.0,0.0,0.017215
0,2880,745,0,264241152,0,0,16515072.0,8257536.0,0.0,0.0,0.0,0.0,0.017539
0,2880,745,0,268435456,0,0,16777216.0,8388608.0,0.0,0.0,0.0,0.0,0.017777
1,1536,1058,0,131072,0,0,4096.0,0.0,0.0,100.0,0.0,8192.0,1.168e-05
1,1536,1058,0,262144,0,0,8192.0,0.0,0.0,100.0,0.0,16384.0,2.1919e-05
1,1536,1058,0,524288,0,0,16384.0,0.0,0.0,100.0,0.0,32768.0,4.208e-05
1,1536,1058,0,1048576,0,0,32768.0,0.0,0.0,100.0,0.0,65536.0,8.2655e-05
1,1536,1058,0,2097152,0,0,65536.0,0.0,0.0,100.0,0.0,131072.0,0.000162687
1,1536,1058,0,4194304,0,0,131072.0,0.0,0.0,100.0,0.0,262144.0,0.000355357
1,1536,1058,0,8388608,0,0,262144.0,0.0,0.0,100.0,0.0,524288.0,0.000642842
1,1536,1058,0,12582912,0,0,393216.0,0.0,0.0,100.0,0.0,786432.0,0.000959958
1,1536,1058,0,16777216,0,0,524288.0,0.0,0.0,100.0,0.0,1048576.0,0.001284658
1,1536,1058,0,20971520,0,0,655360.0,0.0,0.0,100.0,0.0,1310720.0,0.0016081429999999998
1,1536,1058,0,25165824,0,0,786432.0,0.0,0.0,100.0,0.0,1572864.0,0.001915819
1,1536,1058,0,29360128,0,0,917504.0,0.0,0.0,100.0,0.0,1835008.0,0.002251879
1,1536,1058,0,33554432,0,0,1048576.0,0.0,0.0,100.0,0.0,2097152.0,0.002560643
1,1536,1058,0,37748736,0,0,1179648.0,0.0,0.0,100.0,0.0,2359296.0,0.002878815
1,1536,1058,0,41943040,0,0,1310720.0,0.0,0.0,100.0,0.0,2621440.0,0.003211259
1,1536,1058,0,46137344,0,0,1441792.0,0.0,0.0,100.0,0.0,2883584.0,0.003519799
1,1536,1058,0,50331648,0,0,1572864.0,0.0,0.0,100.0,0.0,3145728.0,0.003891538
1,1536,1058,0,54525952,0,0,1703936.0,0.0,0.0,100.0,0.0,3407872.0,0.004169039
1,1536,1058,0,58720256,0,0,1835008.0,0.0,0.0,100.0,0.0,3670016.0,0.004489196
1,1536,1058,0,62914560,0,0,1966080.0,0.0,0.0,100.0,0.0,3932160.0,0.004854599
1,1536,1058,0,67108864,0,0,2097152.0,0.0,0.0,100.0,0.0,4194304.0,0.005156067
1,1536,1058,0,71303168,0,0,2228224.0,0.0,0.0,100.0,0.0,4456448.0,0.005442592
1,1536,1058,0,75497472,0,0,2359296.0,0.0,0.0,100.0,0.0,4718592.0,0.00575078
1,1536,1058,0,79691776,0,0,2490368.0,0.0,0.0,100.0,0.0,4980736.0,0.006086871999999999
1,1536,1058,0,83886080,0,0,2621440.0,0.0,0.0,100.0,0.0,5242880.0,0.006403668
1,1536,1058,0,88080384,0,0,2752512.0,0.0,0.0,100.0,0.0,5505024.0,0.006732465
1,1536,1058,0,92274688,0,0,2883584.0,0.0,0.0,100.0,0.0,5767168.0,0.007099469000000001
1,1536,1058,0,96468992,0,0,3014656.0,0.0,0.0,100.0,0.0,6029312.0,0.007386473
1,1536,1058,0,100663296,0,0,3145728.0,0.0,0.0,100.0,0.0,6291456.0,0.007698309
1,1536,1058,0,104857600,0,0,3276800.0,0.0,0.0,100.0,0.0,6553600.0,0.008023009000000001
1,1536,1058,0,109051904,0,0,3407872.0,0.0,0.0,100.0,0.0,6815744.0,0.008330174000000001
1,1536,1058,0,113246208,0,0,3538944.0,0.0,0.0,100.0,0.0,7077888.0,0.008701242
1,1536,1058,0,117440512,0,0,3670016.0,0.0,0.0,100.0,0.0,7340032.0,0.009043445
1,1536,1058,0,121634816,0,0,3801088.0,0.0,0.0,100.0,0.0,7602176.0,0.009341363
1,1536,1058,0,125829120,0,0,3932160.0,0.0,0.0,100.0,0.0,7864320.0,0.009624207
1,1536,1058,0,130023424,0,0,4063232.0,0.0,0.0,100.0,0.0,8126464.0,0.009968811999999999
1,1536,1058,0,134217728,0,0,4194304.0,0.0,0.0,100.0,0.0,8388608.0,0.010309
1,1536,1058,0,138412032,0,0,4325376.0,0.0,0.0,100.0,0.0,8650752.0,0.010642
1,1536,1058,0,142606336,0,0,4456448.0,0.0,0.0,100.0,0.0,8912896.0,0.010943000000000001
