8192, 0:0.330 , 0:0.049 , 0:0.159
9216, 0:0.333 , 0:0.056 , 0:0.155
10240, 0:0.331 , 0:0.053 , 0:0.155
11264, 0:0.333 , 0:0.048 , 0:0.163
12288, 0:0.333 , 0:0.044 , 0:0.167
13312, 0:0.335 , 0:0.036 , 0:0.178
14336, 0:0.329 , 0:0.036 , 0:0.172
15360, 0:0.331 , 0:0.045 , 0:0.169
16384, 0:0.331 , 0:0.059 , 0:0.154
17408, 0:0.331 , 0:0.067 , 0:0.150
18432, 0:0.330 , 0:0.056 , 0:0.161
19456, 0:0.329 , 0:0.040 , 0:0.175
20480, 0:0.331 , 0:0.047 , 0:0.170
21504, 0:0.334 , 0:0.058 , 0:0.161
22528, 0:0.331 , 0:0.043 , 0:0.172
23552, 0:0.332 , 0:0.033 , 0:0.183
24576, 0:0.332 , 0:0.045 , 0:0.179
25600, 0:0.332 , 0:0.057 , 0:0.158
26624, 0:0.331 , 0:0.063 , 0:0.156
27648, 0:0.332 , 0:0.048 , 0:0.172
28672, 0:0.332 , 0:0.045 , 0:0.175
29696, 0:0.332 , 0:0.053 , 0:0.170
30720, 0:0.330 , 0:0.035 , 0:0.186
31744, 0:0.330 , 0:0.026 , 0:0.198
32768, 0:0.330 , 0:0.063 , 0:0.158
33792, 0:0.331 , 0:0.063 , 0:0.158
34816, 0:0.329 , 0:0.045 , 0:0.179
35840, 0:0.331 , 0:0.052 , 0:0.171
36864, 0:0.328 , 0:0.058 , 0:0.162
37888, 0:0.332 , 0:0.056 , 0:0.172
38912, 0:0.331 , 0:0.063 , 0:0.164
39936, 0:0.336 , 0:0.050 , 0:0.188
40960, 0:0.329 , 0:0.061 , 0:0.163
41984, 0:0.329 , 0:0.061 , 0:0.162
43008, 0:0.336 , 0:0.072 , 0:0.164
44032, 0:0.332 , 0:0.064 , 0:0.167
45056, 0:0.332 , 0:0.055 , 0:0.173
46080, 0:0.332 , 0:0.064 , 0:0.165
47104, 0:0.430 , 0:0.069 , 0:0.168
48128, 0:0.333 , 0:0.055 , 0:0.177
49152, 0:0.332 , 0:0.044 , 0:0.188
50176, 0:0.333 , 0:0.061 , 0:0.174
51200, 0:0.437 , 0:0.056 , 0:0.181
52224, 0:0.336 , 0:0.063 , 0:0.170
53248, 0:0.336 , 0:0.071 , 0:0.166
54272, 0:0.434 , 0:0.069 , 0:0.172
55296, 0:0.430 , 0:0.047 , 0:0.187
56320, 0:0.430 , 0:0.056 , 0:0.183
57344, 0:0.432 , 0:0.068 , 0:0.168
58368, 0:0.433 , 0:0.063 , 0:0.179
59392, 0:0.431 , 0:0.085 , 0:0.151
60416, 0:0.433 , 0:0.048 , 0:0.190
61440, 0:0.437 , 0:0.071 , 0:0.168
62464, 0:0.431 , 0:0.091 , 0:0.159
63488, 0:0.431 , 0:0.060 , 0:0.178
64512, 0:0.435 , 0:0.063 , 0:0.180
65536, 0:0.433 , 0:0.062 , 0:0.184
