64,256,
64,256,real	0m0.329s
64,256,user	0m0.068s
64,256,sys	0m0.156s
64,512,
64,512,real	0m0.334s
64,512,user	0m0.093s
64,512,sys	0m0.164s
64,768,
64,768,real	0m0.431s
64,768,user	0m0.128s
64,768,sys	0m0.173s
64,1024,
64,1024,real	0m0.435s
64,1024,user	0m0.134s
64,1024,sys	0m0.168s
128,256,
128,256,real	0m0.332s
128,256,user	0m0.057s
128,256,sys	0m0.172s
128,512,
128,512,real	0m0.330s
128,512,user	0m0.098s
128,512,sys	0m0.156s
128,768,
128,768,real	0m0.430s
128,768,user	0m0.112s
128,768,sys	0m0.180s
128,1024,
128,1024,real	0m0.433s
128,1024,user	0m0.124s
128,1024,sys	0m0.182s
256,256,
256,256,real	0m0.430s
256,256,user	0m0.076s
256,256,sys	0m0.173s
256,512,
256,512,real	0m0.433s
256,512,user	0m0.121s
256,512,sys	0m0.164s
256,768,
256,768,real	0m0.431s
256,768,user	0m0.139s
256,768,sys	0m0.175s
256,1024,
256,1024,real	0m0.432s
256,1024,user	0m0.161s
256,1024,sys	0m0.172s
512,256,
512,256,real	0m0.638s
512,256,user	0m0.316s
512,256,sys	0m0.181s
512,512,
512,512,real	0m0.632s
512,512,user	0m0.356s
512,512,sys	0m0.168s
512,768,
512,768,real	0m0.739s
512,768,user	0m0.379s
512,768,sys	0m0.185s
512,1024,
512,1024,real	0m0.734s
512,1024,user	0m0.396s
512,1024,sys	0m0.195s
1024,256,
1024,256,real	0m1.430s
1024,256,user	0m1.085s
1024,256,sys	0m0.189s
1024,512,
1024,512,real	0m1.431s
1024,512,user	0m1.131s
1024,512,sys	0m0.218s
1024,768,
1024,768,real	0m1.436s
1024,768,user	0m1.177s
1024,768,sys	0m0.204s
1024,1024,
1024,1024,real	0m1.531s
1024,1024,user	0m1.226s
1024,1024,sys	0m0.237s
