8192, 0:0.335 , 0:0.054 , 0:0.159
9216, 0:0.332 , 0:0.047 , 0:0.165
10240, 0:0.330 , 0:0.046 , 0:0.165
11264, 0:0.331 , 0:0.043 , 0:0.180
12288, 0:0.331 , 0:0.057 , 0:0.158
13312, 0:0.333 , 0:0.032 , 0:0.178
14336, 0:0.333 , 0:0.051 , 0:0.164
15360, 0:0.333 , 0:0.048 , 0:0.180
16384, 0:0.329 , 0:0.044 , 0:0.167
17408, 0:0.331 , 0:0.067 , 0:0.149
18432, 0:0.331 , 0:0.057 , 0:0.159
19456, 0:0.432 , 0:0.047 , 0:0.174
20480, 0:0.332 , 0:0.056 , 0:0.157
21504, 0:0.329 , 0:0.059 , 0:0.164
22528, 0:0.332 , 0:0.047 , 0:0.177
23552, 0:0.331 , 0:0.035 , 0:0.185
24576, 0:0.328 , 0:0.062 , 0:0.161
25600, 0:0.330 , 0:0.039 , 0:0.179
26624, 0:0.333 , 0:0.043 , 0:0.183
27648, 0:0.331 , 0:0.053 , 0:0.162
28672, 0:0.332 , 0:0.060 , 0:0.167
29696, 0:0.331 , 0:0.060 , 0:0.158
30720, 0:0.329 , 0:0.060 , 0:0.156
31744, 0:0.332 , 0:0.048 , 0:0.178
32768, 0:0.329 , 0:0.056 , 0:0.167
33792, 0:0.333 , 0:0.051 , 0:0.178
34816, 0:0.333 , 0:0.063 , 0:0.168
35840, 0:0.330 , 0:0.056 , 0:0.168
36864, 0:0.330 , 0:0.063 , 0:0.162
37888, 0:0.430 , 0:0.062 , 0:0.172
38912, 0:0.437 , 0:0.080 , 0:0.172
39936, 0:0.333 , 0:0.055 , 0:0.172
40960, 0:0.337 , 0:0.071 , 0:0.165
41984, 0:0.332 , 0:0.060 , 0:0.164
43008, 0:0.428 , 0:0.051 , 0:0.182
44032, 0:0.333 , 0:0.066 , 0:0.166
45056, 0:0.331 , 0:0.037 , 0:0.190
46080, 0:0.429 , 0:0.070 , 0:0.165
47104, 0:0.329 , 0:0.070 , 0:0.153
48128, 0:0.432 , 0:0.065 , 0:0.170
49152, 0:0.432 , 0:0.059 , 0:0.178
50176, 0:0.334 , 0:0.069 , 0:0.164
51200, 0:0.334 , 0:0.068 , 0:0.169
52224, 0:0.332 , 0:0.056 , 0:0.176
53248, 0:0.433 , 0:0.064 , 0:0.173
54272, 0:0.434 , 0:0.062 , 0:0.175
55296, 0:0.432 , 0:0.073 , 0:0.165
56320, 0:0.432 , 0:0.059 , 0:0.186
57344, 0:0.438 , 0:0.074 , 0:0.164
58368, 0:0.333 , 0:0.067 , 0:0.165
59392, 0:0.437 , 0:0.063 , 0:0.186
60416, 0:0.430 , 0:0.072 , 0:0.174
61440, 0:0.435 , 0:0.085 , 0:0.170
62464, 0:0.431 , 0:0.069 , 0:0.181
63488, 0:0.430 , 0:0.066 , 0:0.172
64512, 0:0.431 , 0:0.081 , 0:0.158
65536, 0:0.434 , 0:0.070 , 0:0.168
