20, 0:0.852 , 0:0.449 , 0:0.303
21, 0:0.932 , 0:0.483 , 0:0.293
22, 0:0.936 , 0:0.462 , 0:0.318
23, 0:0.930 , 0:0.472 , 0:0.323
24, 0:0.929 , 0:0.471 , 0:0.357
25, 0:1.032 , 0:0.517 , 0:0.342
26, 0:1.033 , 0:0.551 , 0:0.332
27, 0:1.032 , 0:0.544 , 0:0.349
28, 0:1.031 , 0:0.593 , 0:0.332
29, 0:1.319 , 0:0.574 , 0:0.386
30, 0:1.132 , 0:0.605 , 0:0.384
31, 0:1.131 , 0:0.617 , 0:0.389
32, 0:1.130 , 0:0.626 , 0:0.403
33, 0:1.236 , 0:0.706 , 0:0.358
34, 0:1.232 , 0:0.674 , 0:0.414
35, 0:1.233 , 0:0.685 , 0:0.429
36, 0:1.232 , 0:0.691 , 0:0.444
37, 0:1.334 , 0:0.710 , 0:0.461
38, 0:1.332 , 0:0.775 , 0:0.415
39, 0:1.336 , 0:0.773 , 0:0.458
40, 0:1.440 , 0:0.822 , 0:0.433
41, 0:1.438 , 0:0.837 , 0:0.430
42, 0:1.435 , 0:0.822 , 0:0.470
43, 0:1.433 , 0:0.875 , 0:0.456
44, 0:1.531 , 0:0.852 , 0:0.488
45, 0:1.535 , 0:0.884 , 0:0.490
46, 0:1.532 , 0:0.934 , 0:0.464
47, 0:1.533 , 0:0.922 , 0:0.499
48, 0:1.642 , 0:0.977 , 0:0.502
49, 0:1.631 , 0:0.969 , 0:0.500
50, 0:1.631 , 0:0.981 , 0:0.503
51, 0:1.634 , 0:1.001 , 0:0.536
52, 0:1.734 , 0:1.006 , 0:0.540
53, 0:1.732 , 0:1.045 , 0:0.532
54, 0:1.734 , 0:1.086 , 0:0.502
55, 0:1.731 , 0:1.102 , 0:0.515
56, 0:1.839 , 0:1.068 , 0:0.578
57, 0:1.834 , 0:1.146 , 0:0.537
58, 0:1.838 , 0:1.092 , 0:0.603
59, 0:1.833 , 0:1.156 , 0:0.562
60, 0:1.931 , 0:1.235 , 0:0.534
61, 0:1.937 , 0:1.130 , 0:0.655
62, 0:1.934 , 0:1.195 , 0:0.602
63, 0:1.936 , 0:1.236 , 0:0.604
64, 0:2.033 , 0:1.355 , 0:0.516
65, 0:2.034 , 0:1.304 , 0:0.595
66, 0:2.037 , 0:1.360 , 0:0.548
67, 0:2.034 , 0:1.342 , 0:0.587
68, 0:2.135 , 0:1.258 , 0:0.707
69, 0:2.137 , 0:1.389 , 0:0.591
70, 0:2.132 , 0:1.361 , 0:0.640
71, 0:2.238 , 0:1.380 , 0:0.653
72, 0:2.233 , 0:1.408 , 0:0.660
73, 0:2.236 , 0:1.435 , 0:0.666
74, 0:2.233 , 0:1.429 , 0:0.670
75, 0:2.235 , 0:1.426 , 0:0.711
76, 0:2.336 , 0:1.502 , 0:0.677
77, 0:2.333 , 0:1.441 , 0:0.748
78, 0:2.333 , 0:1.576 , 0:0.639
79, 0:2.435 , 0:1.549 , 0:0.699
80, 0:2.433 , 0:1.593 , 0:0.698
81, 0:2.439 , 0:1.633 , 0:0.670
82, 0:2.436 , 0:1.625 , 0:0.690
83, 0:2.437 , 0:1.690 , 0:0.653
84, 0:2.541 , 0:1.685 , 0:0.685
85, 0:2.533 , 0:1.643 , 0:0.749
86, 0:2.534 , 0:1.635 , 0:0.784
87, 0:2.536 , 0:1.771 , 0:0.668
88, 0:2.633 , 0:1.598 , 0:0.879
89, 0:2.634 , 0:1.773 , 0:0.721
90, 0:2.632 , 0:1.789 , 0:0.726
91, 0:2.736 , 0:1.712 , 0:0.838
92, 0:2.740 , 0:1.748 , 0:0.821
93, 0:2.733 , 0:1.853 , 0:0.746
94, 0:2.735 , 0:1.914 , 0:0.727
95, 0:2.833 , 0:1.893 , 0:0.775
96, 0:2.832 , 0:1.815 , 0:0.868
97, 0:2.836 , 0:1.886 , 0:0.817
98, 0:2.835 , 0:1.914 , 0:0.817
99, 0:2.933 , 0:1.977 , 0:0.780
100, 0:2.937 , 0:1.997 , 0:0.785
101, 0:2.933 , 0:1.931 , 0:0.882
102, 0:2.937 , 0:2.070 , 0:0.778
103, 0:3.035 , 0:2.052 , 0:0.818
104, 0:3.035 , 0:2.081 , 0:0.820
