256, 0:0.429 , 0:0.102 , 0:0.182
512, 0:0.435 , 0:0.184 , 0:0.188
768, 0:0.534 , 0:0.256 , 0:0.222
1024, 0:0.737 , 0:0.435 , 0:0.238
1280, 0:1.050 , 0:0.686 , 0:0.311
1536, 0:1.466 , 0:0.992 , 0:0.416
1792, 0:2.018 , 0:1.345 , 0:0.622
2048, 0:2.760 , 0:1.942 , 0:0.764
2304, 0:4.063 , 0:2.932 , 0:0.985
2560, 0:4.923 , 0:3.512 , 0:1.349
2816, 0:6.329 , 0:4.537 , 0:1.741
3072, 0:8.900 , 0:6.613 , 0:2.239
3328, 0:9.958 , 0:7.380 , 0:2.533
3584, 0:12.254 , 0:9.074 , 0:3.134
3840, 0:18.473 , 0:13.530 , 0:4.905
4096, 0:17.863 , 0:13.117 , 0:4.703
4352, 0:22.205 , 0:16.274 , 0:5.899
4608, 0:30.784 , 0:22.595 , 0:8.147
4864, 0:30.493 , 0:22.294 , 0:8.178
5120, 0:38.136 , 0:28.234 , 0:9.856
5376, 0:48.648 , 0:36.332 , 0:12.293
5632, 0:48.081 , 0:35.190 , 0:12.869
5888, 0:55.293 , 0:40.394 , 0:14.900
6144, 1:14.395 , 0:54.365 , 0:20.046
6400, 1:14.252 , 0:54.486 , 0:19.785
6656, 1:28.504 , 1:5.805 , 0:22.739
6912, 1:51.778 , 1:21.784 , 0:30.034
7168, 1:43.539 , 1:16.087 , 0:27.496
7424, 1:55.167 , 1:24.630 , 0:30.603
7680, 2:45.872 , 2:1.338 , 0:44.615
7936, 2:19.160 , 1:42.177 , 0:37.025
8192, 2:32.990 , 1:53.174 , 0:39.915
