256, 0:0.434 , 0:0.097 , 0:0.185
512, 0:0.435 , 0:0.171 , 0:0.211
768, 0:0.584 , 0:0.337 , 0:0.191
1024, 0:0.766 , 0:0.442 , 0:0.275
1280, 0:1.043 , 0:0.681 , 0:0.310
1536, 0:1.458 , 0:1.024 , 0:0.381
1792, 0:2.032 , 0:1.384 , 0:0.580
2048, 0:2.730 , 0:1.967 , 0:0.704
2304, 0:3.889 , 0:2.709 , 0:1.132
2560, 0:4.924 , 0:3.546 , 0:1.330
2816, 0:6.311 , 0:4.463 , 0:1.800
3072, 0:8.931 , 0:6.391 , 0:2.496
3328, 0:10.207 , 0:7.568 , 0:2.596
3584, 0:12.676 , 0:9.252 , 0:3.384
3840, 0:18.740 , 0:13.734 , 0:4.978
4096, 0:17.845 , 0:13.152 , 0:4.654
4352, 0:22.167 , 0:16.065 , 0:6.023
4608, 0:30.557 , 0:22.583 , 0:7.949
4864, 0:30.214 , 0:22.297 , 0:7.891
5120, 0:37.523 , 0:27.753 , 0:9.751
5376, 0:47.713 , 0:34.995 , 0:12.633
5632, 0:47.486 , 0:35.220 , 0:12.258
5888, 0:54.666 , 0:40.557 , 0:14.111
6144, 1:14.486 , 0:55.164 , 0:19.340
6400, 1:13.019 , 0:53.639 , 0:19.405
6656, 1:21.096 , 0:59.461 , 0:21.671
6912, 1:46.265 , 1:18.097 , 0:28.219
7168, 1:43.069 , 1:15.730 , 0:27.383
7424, 1:55.953 , 1:24.850 , 0:31.082
7680, 2:56.625 , 2:10.281 , 0:46.467
7936, 2:36.561 , 1:54.710 , 0:41.942
8192, 2:52.374 , 2:7.297 , 0:45.167
