20, 0:1.231 , 0:0.282 , 0:0.263
21, 0:0.929 , 0:0.460 , 0:0.281
22, 0:0.931 , 0:0.473 , 0:0.296
23, 0:0.935 , 0:0.445 , 0:0.335
24, 0:1.032 , 0:0.440 , 0:0.354
25, 0:1.033 , 0:0.489 , 0:0.357
26, 0:1.032 , 0:0.545 , 0:0.315
27, 0:1.033 , 0:0.530 , 0:0.353
28, 0:1.034 , 0:0.571 , 0:0.354
29, 0:1.132 , 0:0.587 , 0:0.346
30, 0:1.130 , 0:0.598 , 0:0.363
31, 0:1.135 , 0:0.604 , 0:0.394
32, 0:1.167 , 0:0.632 , 0:0.383
33, 0:1.233 , 0:0.676 , 0:0.363
34, 0:1.233 , 0:0.724 , 0:0.336
35, 0:1.230 , 0:0.738 , 0:0.370
36, 0:1.231 , 0:0.677 , 0:0.428
37, 0:1.336 , 0:0.745 , 0:0.421
38, 0:1.329 , 0:0.789 , 0:0.381
39, 0:1.332 , 0:0.793 , 0:0.393
40, 0:1.435 , 0:0.785 , 0:0.427
41, 0:1.430 , 0:0.786 , 0:0.458
42, 0:1.433 , 0:0.845 , 0:0.426
43, 0:1.433 , 0:0.880 , 0:0.410
44, 0:1.439 , 0:0.841 , 0:0.497
45, 0:1.533 , 0:0.889 , 0:0.447
46, 0:1.534 , 0:0.898 , 0:0.470
47, 0:1.531 , 0:0.901 , 0:0.496
48, 0:1.631 , 0:0.936 , 0:0.488
49, 0:1.632 , 0:0.940 , 0:0.501
50, 0:1.754 , 0:0.973 , 0:0.505
51, 0:1.631 , 0:1.058 , 0:0.456
52, 0:1.736 , 0:1.013 , 0:0.535
53, 0:1.730 , 0:1.046 , 0:0.519
54, 0:1.734 , 0:1.075 , 0:0.504
55, 0:1.732 , 0:1.080 , 0:0.542
56, 0:1.834 , 0:1.082 , 0:0.582
57, 0:1.834 , 0:1.122 , 0:0.536
58, 0:1.831 , 0:1.147 , 0:0.546
59, 0:1.933 , 0:1.127 , 0:0.573
60, 0:1.936 , 0:1.141 , 0:0.593
61, 0:1.932 , 0:1.196 , 0:0.573
62, 0:1.938 , 0:1.242 , 0:0.555
63, 0:1.934 , 0:1.224 , 0:0.602
64, 0:2.035 , 0:1.320 , 0:0.533
65, 0:2.032 , 0:1.262 , 0:0.594
66, 0:2.038 , 0:1.231 , 0:0.673
67, 0:2.032 , 0:1.278 , 0:0.626
68, 0:2.138 , 0:1.339 , 0:0.611
69, 0:2.132 , 0:1.283 , 0:0.684
70, 0:2.134 , 0:1.377 , 0:0.638
71, 0:2.131 , 0:1.353 , 0:0.673
72, 0:2.234 , 0:1.411 , 0:0.653
73, 0:2.233 , 0:1.420 , 0:0.664
74, 0:2.735 , 0:1.442 , 0:0.664
75, 0:2.234 , 0:1.467 , 0:0.648
76, 0:2.338 , 0:1.447 , 0:0.709
77, 0:2.334 , 0:1.500 , 0:0.684
78, 0:2.333 , 0:1.497 , 0:0.707
79, 0:2.433 , 0:1.591 , 0:0.657
80, 0:2.432 , 0:1.572 , 0:0.687
81, 0:2.534 , 0:1.500 , 0:0.778
82, 0:2.432 , 0:1.625 , 0:0.693
83, 0:2.435 , 0:1.625 , 0:0.715
84, 0:2.537 , 0:1.708 , 0:0.695
85, 0:2.533 , 0:1.706 , 0:0.672
86, 0:2.545 , 0:1.672 , 0:0.763
87, 0:2.638 , 0:1.735 , 0:0.705
88, 0:2.634 , 0:1.681 , 0:0.799
89, 0:2.631 , 0:1.751 , 0:0.736
90, 0:2.735 , 0:1.746 , 0:0.792
91, 0:2.738 , 0:1.737 , 0:0.816
92, 0:2.732 , 0:1.840 , 0:0.735
93, 0:2.734 , 0:1.896 , 0:0.722
94, 0:2.734 , 0:1.885 , 0:0.744
95, 0:2.833 , 0:1.888 , 0:0.774
96, 0:2.837 , 0:1.893 , 0:0.801
97, 0:2.832 , 0:1.818 , 0:0.862
98, 0:2.840 , 0:1.896 , 0:0.837
99, 0:3.035 , 0:1.890 , 0:0.838
100, 0:2.933 , 0:1.890 , 0:0.880
101, 0:2.932 , 0:1.978 , 0:0.828
102, 0:2.938 , 0:1.970 , 0:0.826
103, 0:3.039 , 0:1.989 , 0:0.852
104, 0:3.081 , 0:2.047 , 0:0.814
