64,256,
64,256,real	0m0.441s
64,256,user	0m0.067s
64,256,sys	0m0.172s
64,512,
64,512,real	0m0.332s
64,512,user	0m0.099s
64,512,sys	0m0.154s
64,768,
64,768,real	0m0.433s
64,768,user	0m0.111s
64,768,sys	0m0.169s
64,1024,
64,1024,real	0m0.435s
64,1024,user	0m0.116s
64,1024,sys	0m0.184s
128,256,
128,256,real	0m0.431s
128,256,user	0m0.072s
128,256,sys	0m0.164s
128,512,
128,512,real	0m0.333s
128,512,user	0m0.079s
128,512,sys	0m0.174s
128,768,
128,768,real	0m0.433s
128,768,user	0m0.118s
128,768,sys	0m0.170s
128,1024,
128,1024,real	0m0.429s
128,1024,user	0m0.136s
128,1024,sys	0m0.172s
256,256,
256,256,real	0m0.530s
256,256,user	0m0.105s
256,256,sys	0m0.172s
256,512,
256,512,real	0m0.432s
256,512,user	0m0.131s
256,512,sys	0m0.184s
256,768,
256,768,real	0m0.431s
256,768,user	0m0.171s
256,768,sys	0m0.179s
256,1024,
256,1024,real	0m0.434s
256,1024,user	0m0.180s
256,1024,sys	0m0.180s
512,256,
512,256,real	0m0.629s
512,256,user	0m0.338s
512,256,sys	0m0.171s
512,512,
512,512,real	0m0.633s
512,512,user	0m0.316s
512,512,sys	0m0.209s
512,768,
512,768,real	0m0.729s
512,768,user	0m0.390s
512,768,sys	0m0.197s
512,1024,
512,1024,real	0m0.737s
512,1024,user	0m0.460s
512,1024,sys	0m0.214s
1024,256,
1024,256,real	0m2.134s
1024,256,user	0m1.168s
1024,256,sys	0m0.208s
1024,512,
1024,512,real	0m1.533s
1024,512,user	0m1.180s
1024,512,sys	0m0.235s
1024,768,
1024,768,real	0m1.536s
1024,768,user	0m1.241s
1024,768,sys	0m0.217s
1024,1024,
1024,1024,real	0m1.634s
1024,1024,user	0m1.275s
1024,1024,sys	0m0.263s
