5, 0:0.329 , 0:0.051 , 0:0.154
6, 0:0.330 , 0:0.044 , 0:0.162
7, 0:0.330 , 0:0.043 , 0:0.170
8, 0:0.332 , 0:0.050 , 0:0.164
9, 0:0.332 , 0:0.044 , 0:0.183
10, 0:0.433 , 0:0.072 , 0:0.172
11, 0:0.431 , 0:0.084 , 0:0.156
12, 0:0.433 , 0:0.079 , 0:0.176
13, 0:0.433 , 0:0.076 , 0:0.195
14, 0:0.433 , 0:0.103 , 0:0.183
15, 0:0.430 , 0:0.129 , 0:0.178
16, 0:0.465 , 0:0.150 , 0:0.177
17, 0:0.531 , 0:0.147 , 0:0.210
18, 0:0.532 , 0:0.191 , 0:0.191
19, 0:0.533 , 0:0.209 , 0:0.211
20, 0:0.634 , 0:0.216 , 0:0.236
21, 0:0.634 , 0:0.247 , 0:0.247
22, 0:0.636 , 0:0.276 , 0:0.263
23, 0:0.732 , 0:0.328 , 0:0.261
24, 0:0.831 , 0:0.340 , 0:0.301
25, 0:0.832 , 0:0.430 , 0:0.268
26, 0:0.932 , 0:0.481 , 0:0.282
27, 0:0.935 , 0:0.492 , 0:0.342
28, 0:1.030 , 0:0.589 , 0:0.318
29, 0:1.134 , 0:0.600 , 0:0.387
30, 0:1.235 , 0:0.731 , 0:0.363
31, 0:1.333 , 0:0.772 , 0:0.372
32, 0:1.435 , 0:0.763 , 0:0.491
33, 0:1.537 , 0:0.903 , 0:0.483
34, 0:1.632 , 0:1.019 , 0:0.454
35, 0:1.731 , 0:1.084 , 0:0.505
36, 0:1.833 , 0:1.170 , 0:0.541
37, 0:1.932 , 0:1.318 , 0:0.509
38, 0:2.133 , 0:1.397 , 0:0.573
39, 0:2.240 , 0:1.448 , 0:0.674
40, 0:2.432 , 0:1.581 , 0:0.701
41, 0:2.636 , 0:1.679 , 0:0.780
42, 0:2.733 , 0:1.900 , 0:0.705
43, 0:2.938 , 0:1.955 , 0:0.833
44, 0:3.132 , 0:2.118 , 0:0.848
45, 0:3.337 , 0:2.210 , 0:0.968
46, 0:3.535 , 0:2.500 , 0:0.866
47, 0:3.736 , 0:2.581 , 0:0.981
48, 0:3.936 , 0:2.826 , 0:0.989
49, 0:4.237 , 0:3.063 , 0:0.982
50, 0:4.435 , 0:3.097 , 0:1.183
51, 0:4.735 , 0:3.317 , 0:1.226
52, 0:4.938 , 0:3.492 , 0:1.275
53, 0:5.136 , 0:3.635 , 0:1.401
54, 0:5.439 , 0:3.935 , 0:1.387
55, 0:5.738 , 0:4.121 , 0:1.469
56, 0:6.038 , 0:4.384 , 0:1.499
57, 0:6.439 , 0:4.612 , 0:1.681
58, 0:6.741 , 0:4.796 , 0:1.763
59, 0:7.037 , 0:5.065 , 0:1.822
60, 0:7.341 , 0:5.340 , 0:1.874
61, 0:7.739 , 0:5.765 , 0:1.818
62, 0:8.140 , 0:5.952 , 0:2.063
63, 0:8.444 , 0:6.064 , 0:2.220
64, 0:8.844 , 0:6.415 , 0:2.301
65, 0:9.242 , 0:6.779 , 0:2.346
66, 0:9.641 , 0:7.084 , 0:2.449
67, 0:10.545 , 0:7.697 , 0:2.681
68, 0:10.747 , 0:7.914 , 0:2.690
69, 0:11.348 , 0:8.270 , 0:2.899
70, 0:12.248 , 0:9.120 , 0:2.970
71, 0:12.153 , 0:8.855 , 0:3.113
72, 0:13.246 , 0:9.621 , 0:3.466
73, 0:13.148 , 0:9.685 , 0:3.286
74, 0:13.849 , 0:10.334 , 0:3.366
75, 0:14.650 , 0:10.917 , 0:3.648
76, 0:14.546 , 0:10.745 , 0:3.682
77, 0:15.152 , 0:11.159 , 0:3.843
78, 0:16.450 , 0:12.256 , 0:4.030
79, 0:16.853 , 0:12.597 , 0:4.157
80, 0:16.953 , 0:12.703 , 0:4.102
81, 0:17.553 , 0:13.191 , 0:4.209
82, 0:18.662 , 0:13.943 , 0:4.566
83, 0:20.156 , 0:15.027 , 0:4.978
84, 0:20.559 , 0:15.418 , 0:5.016
85, 0:20.662 , 0:15.500 , 0:5.087
86, 0:21.756 , 0:16.109 , 0:5.499
87, 0:22.159 , 0:16.489 , 0:5.498
88, 0:24.058 , 0:17.987 , 0:5.933
89, 0:24.166 , 0:18.248 , 0:5.730
90, 0:24.764 , 0:18.554 , 0:6.086
91, 0:25.861 , 0:19.400 , 0:6.377
92, 0:26.766 , 0:20.484 , 0:6.078
93, 0:26.762 , 0:20.336 , 0:6.270
94, 0:28.367 , 0:21.252 , 0:6.971
95, 0:29.368 , 0:22.039 , 0:7.221
96, 0:30.067 , 0:22.743 , 0:7.197
97, 0:31.271 , 0:23.414 , 0:7.677
98, 0:32.272 , 0:24.317 , 0:7.817
99, 0:33.177 , 0:25.005 , 0:8.027
100, 0:34.875 , 0:26.381 , 0:8.373
