64,256,
64,256,real	0m0.331s
64,256,user	0m0.057s
64,256,sys	0m0.173s
64,512,
64,512,real	0m0.337s
64,512,user	0m0.075s
64,512,sys	0m0.184s
64,768,
64,768,real	0m0.437s
64,768,user	0m0.129s
64,768,sys	0m0.167s
64,1024,
64,1024,real	0m0.432s
64,1024,user	0m0.125s
64,1024,sys	0m0.184s
128,256,
128,256,real	0m0.330s
128,256,user	0m0.068s
128,256,sys	0m0.159s
128,512,
128,512,real	0m0.335s
128,512,user	0m0.094s
128,512,sys	0m0.161s
128,768,
128,768,real	0m0.433s
128,768,user	0m0.128s
128,768,sys	0m0.164s
128,1024,
128,1024,real	0m0.434s
128,1024,user	0m0.133s
128,1024,sys	0m0.179s
256,256,
256,256,real	0m0.431s
256,256,user	0m0.100s
256,256,sys	0m0.155s
256,512,
256,512,real	0m0.429s
256,512,user	0m0.104s
256,512,sys	0m0.175s
256,768,
256,768,real	0m0.434s
256,768,user	0m0.148s
256,768,sys	0m0.191s
256,1024,
256,1024,real	0m0.431s
256,1024,user	0m0.164s
256,1024,sys	0m0.196s
512,256,
512,256,real	0m0.631s
512,256,user	0m0.302s
512,256,sys	0m0.176s
512,512,
512,512,real	0m0.834s
512,512,user	0m0.352s
512,512,sys	0m0.182s
512,768,
512,768,real	0m0.630s
512,768,user	0m0.377s
512,768,sys	0m0.185s
512,1024,
512,1024,real	0m0.732s
512,1024,user	0m0.402s
512,1024,sys	0m0.193s
1024,256,
1024,256,real	0m1.433s
1024,256,user	0m1.066s
1024,256,sys	0m0.184s
1024,512,
1024,512,real	0m1.436s
1024,512,user	0m1.134s
1024,512,sys	0m0.215s
1024,768,
1024,768,real	0m1.533s
1024,768,user	0m1.191s
1024,768,sys	0m0.199s
1024,1024,
1024,1024,real	0m1.637s
1024,1024,user	0m1.284s
1024,1024,sys	0m0.231s
