256, 0:0.329 , 0:0.060 , 0:0.146
512, 0:0.430 , 0:0.125 , 0:0.150
768, 0:0.533 , 0:0.231 , 0:0.174
1024, 0:0.831 , 0:0.558 , 0:0.166
1280, 0:1.534 , 0:1.179 , 0:0.167
1536, 0:3.235 , 0:2.868 , 0:0.186
1792, 0:5.937 , 0:5.612 , 0:0.162
2048, 0:16.250 , 0:15.970 , 0:0.207
2304, 0:17.053 , 0:16.753 , 0:0.212
2560, 0:26.463 , 0:26.177 , 0:0.201
2816, 0:38.278 , 0:37.928 , 0:0.251
3072, 1:1.608 , 1:1.349 , 0:0.260
3328, 1:10.218 , 1:9.900 , 0:0.335
3584, 1:33.050 , 1:32.700 , 0:0.356
3840, 1:55.276 , 1:54.929 , 0:0.377
4096, 3:3.960 , 3:3.681 , 0:0.453
4352, 2:57.854 , 2:57.445 , 0:0.508
4608, 3:49.522 , 3:49.125 , 0:0.553
4864, 4:13.845 , 4:13.478 , 0:0.571
5120, 6:5.695 , 6:5.206 , 0:0.857
5376, 6:5.287 , 6:4.826 , 0:0.770
5632, 7:48.620 , 7:48.160 , 0:0.843
5888, 8:21.661 , 8:20.552 , 0:1.178
6144, 11:35.217 , 11:34.654 , 0:1.154
6400, 11:9.873 , 11:9.182 , 0:1.473
6656, 15:25.786 , 15:25.538 , 0:1.489
6912, 15:57.030 , 15:56.636 , 0:1.570
7168, 20:8.258 , 20:7.712 , 0:1.825
7424, 19:53.332 , 19:52.666 , 0:1.929
7680, 25:4.935 , 25:4.432 , 0:2.235
7936, 25:50.283 , 25:49.486 , 0:2.333
8192, 32:25.568 , 32:24.980 , 0:2.860
