8192, 0:0.344 , 0:0.044 , 0:0.199
9216, 0:0.332 , 0:0.044 , 0:0.163
10240, 0:0.429 , 0:0.070 , 0:0.136
11264, 0:0.332 , 0:0.044 , 0:0.167
12288, 0:0.334 , 0:0.031 , 0:0.182
13312, 0:0.332 , 0:0.043 , 0:0.169
14336, 0:0.330 , 0:0.046 , 0:0.162
15360, 0:0.331 , 0:0.044 , 0:0.168
16384, 0:0.334 , 0:0.063 , 0:0.165
17408, 0:0.331 , 0:0.062 , 0:0.152
18432, 0:0.332 , 0:0.059 , 0:0.157
19456, 0:0.330 , 0:0.047 , 0:0.174
20480, 0:0.333 , 0:0.032 , 0:0.183
21504, 0:0.331 , 0:0.066 , 0:0.152
22528, 0:0.330 , 0:0.051 , 0:0.170
23552, 0:0.329 , 0:0.059 , 0:0.154
24576, 0:0.330 , 0:0.058 , 0:0.162
25600, 0:0.330 , 0:0.044 , 0:0.170
26624, 0:0.330 , 0:0.055 , 0:0.162
27648, 0:0.331 , 0:0.048 , 0:0.174
28672, 0:0.332 , 0:0.067 , 0:0.157
29696, 0:0.333 , 0:0.052 , 0:0.173
30720, 0:0.332 , 0:0.063 , 0:0.165
31744, 0:0.332 , 0:0.066 , 0:0.151
32768, 0:0.329 , 0:0.052 , 0:0.172
33792, 0:0.336 , 0:0.066 , 0:0.170
34816, 0:0.332 , 0:0.062 , 0:0.169
35840, 0:0.331 , 0:0.055 , 0:0.170
36864, 0:0.337 , 0:0.065 , 0:0.173
37888, 0:0.331 , 0:0.061 , 0:0.163
38912, 0:0.331 , 0:0.063 , 0:0.164
39936, 0:0.331 , 0:0.050 , 0:0.178
40960, 0:0.433 , 0:0.061 , 0:0.168
41984, 0:0.332 , 0:0.056 , 0:0.176
43008, 0:0.434 , 0:0.071 , 0:0.166
44032, 0:0.335 , 0:0.058 , 0:0.180
45056, 0:0.336 , 0:0.063 , 0:0.174
46080, 0:0.331 , 0:0.052 , 0:0.175
47104, 0:0.335 , 0:0.060 , 0:0.175
48128, 0:0.430 , 0:0.052 , 0:0.183
49152, 0:0.432 , 0:0.053 , 0:0.183
50176, 0:0.433 , 0:0.089 , 0:0.153
51200, 0:0.335 , 0:0.055 , 0:0.179
52224, 0:0.431 , 0:0.084 , 0:0.155
53248, 0:0.436 , 0:0.063 , 0:0.178
54272, 0:0.434 , 0:0.051 , 0:0.188
55296, 0:0.429 , 0:0.068 , 0:0.168
56320, 0:0.430 , 0:0.068 , 0:0.169
57344, 0:0.434 , 0:0.069 , 0:0.170
58368, 0:0.434 , 0:0.072 , 0:0.168
59392, 0:0.437 , 0:0.074 , 0:0.170
60416, 0:0.432 , 0:0.056 , 0:0.188
61440, 0:0.436 , 0:0.072 , 0:0.172
62464, 0:0.437 , 0:0.063 , 0:0.186
63488, 0:0.431 , 0:0.065 , 0:0.182
64512, 0:0.435 , 0:0.072 , 0:0.173
65536, 0:0.431 , 0:0.076 , 0:0.168
