256, 0:0.330 , 0:0.051 , 0:0.158
512, 0:0.433 , 0:0.095 , 0:0.168
768, 0:0.532 , 0:0.248 , 0:0.163
1024, 0:0.833 , 0:0.563 , 0:0.176
1280, 0:1.530 , 0:1.195 , 0:0.166
1536, 0:3.139 , 0:2.888 , 0:0.172
1792, 0:6.034 , 0:5.670 , 0:0.164
2048, 0:16.350 , 0:16.086 , 0:0.180
2304, 0:16.950 , 0:16.620 , 0:0.204
2560, 0:26.661 , 0:26.330 , 0:0.220
2816, 0:38.782 , 0:38.399 , 0:0.284
3072, 1:1.109 , 1:0.746 , 0:0.310
3328, 1:10.720 , 1:10.347 , 0:0.303
3584, 1:34.047 , 1:33.681 , 0:0.365
3840, 1:55.281 , 1:54.914 , 0:0.361
4096, 3:9.170 , 3:8.859 , 0:0.501
4352, 2:57.171 , 2:56.721 , 0:0.561
4608, 3:51.924 , 3:51.312 , 0:0.677
4864, 4:16.355 , 4:15.655 , 0:0.674
5120, 6:10.397 , 6:10.056 , 0:0.771
5376, 6:21.207 , 6:20.782 , 0:0.869
5632, 8:21.360 , 8:20.637 , 0:1.078
5888, 8:19.956 , 8:19.431 , 0:0.919
6144, 11:55.437 , 11:55.190 , 0:1.040
6400, 11:16.186 , 11:15.870 , 0:1.060
6656, 14:11.605 , 14:11.224 , 0:1.303
6912, 15:42.628 , 15:42.121 , 0:1.669
7168, 20:26.872 , 20:26.630 , 0:1.809
7424, 19:53.115 , 19:52.680 , 0:1.833
7680, 24:21.565 , 24:21.376 , 0:2.076
7936, 25:39.455 , 25:39.172 , 0:2.185
8192, 33:20.554 , 33:20.466 , 0:2.671
