256,1,
256,1,real	0m0.364s
256,1,user	0m0.037s
256,1,sys	0m0.167s
256,2,
256,2,real	0m0.331s
256,2,user	0m0.040s
256,2,sys	0m0.165s
256,3,
256,3,real	0m0.332s
256,3,user	0m0.032s
256,3,sys	0m0.180s
256,4,
256,4,real	0m0.338s
256,4,user	0m0.061s
256,4,sys	0m0.152s
256,5,
256,5,real	0m0.329s
256,5,user	0m0.056s
256,5,sys	0m0.144s
256,6,
256,6,real	0m0.330s
256,6,user	0m0.043s
256,6,sys	0m0.166s
256,7,
256,7,real	0m0.333s
256,7,user	0m0.044s
256,7,sys	0m0.170s
256,8,
256,8,real	0m0.332s
256,8,user	0m0.048s
256,8,sys	0m0.164s
256,9,
256,9,real	0m0.327s
256,9,user	0m0.038s
256,9,sys	0m0.175s
256,10,
256,10,real	0m0.333s
256,10,user	0m0.051s
256,10,sys	0m0.163s
512,1,
512,1,real	0m0.333s
512,1,user	0m0.039s
512,1,sys	0m0.172s
512,2,
512,2,real	0m0.331s
512,2,user	0m0.048s
512,2,sys	0m0.166s
512,3,
512,3,real	0m0.329s
512,3,user	0m0.044s
512,3,sys	0m0.162s
512,4,
512,4,real	0m0.330s
512,4,user	0m0.052s
512,4,sys	0m0.165s
512,5,
512,5,real	0m0.333s
512,5,user	0m0.056s
512,5,sys	0m0.163s
512,6,
512,6,real	0m0.331s
512,6,user	0m0.052s
512,6,sys	0m0.160s
512,7,
512,7,real	0m0.330s
512,7,user	0m0.047s
512,7,sys	0m0.163s
512,8,
512,8,real	0m0.330s
512,8,user	0m0.060s
512,8,sys	0m0.155s
512,9,
512,9,real	0m0.333s
512,9,user	0m0.044s
512,9,sys	0m0.168s
512,10,
512,10,real	0m0.330s
512,10,user	0m0.047s
512,10,sys	0m0.166s
768,1,
768,1,real	0m0.332s
768,1,user	0m0.048s
768,1,sys	0m0.173s
768,2,
768,2,real	0m0.328s
768,2,user	0m0.061s
768,2,sys	0m0.161s
768,3,
768,3,real	0m0.329s
768,3,user	0m0.071s
768,3,sys	0m0.154s
768,4,
768,4,real	0m0.340s
768,4,user	0m0.048s
768,4,sys	0m0.164s
768,5,
768,5,real	0m0.330s
768,5,user	0m0.067s
768,5,sys	0m0.150s
768,6,
768,6,real	0m0.334s
768,6,user	0m0.056s
768,6,sys	0m0.165s
768,7,
768,7,real	0m0.333s
768,7,user	0m0.061s
768,7,sys	0m0.160s
768,8,
768,8,real	0m0.330s
768,8,user	0m0.044s
768,8,sys	0m0.171s
768,9,
768,9,real	0m0.329s
768,9,user	0m0.052s
768,9,sys	0m0.170s
768,10,
768,10,real	0m0.333s
768,10,user	0m0.040s
768,10,sys	0m0.190s
1024,1,
1024,1,real	0m0.428s
1024,1,user	0m0.055s
1024,1,sys	0m0.183s
1024,2,
1024,2,real	0m0.331s
1024,2,user	0m0.076s
1024,2,sys	0m0.159s
1024,3,
1024,3,real	0m0.332s
1024,3,user	0m0.059s
1024,3,sys	0m0.170s
1024,4,
1024,4,real	0m0.330s
1024,4,user	0m0.046s
1024,4,sys	0m0.183s
1024,5,
1024,5,real	0m0.331s
1024,5,user	0m0.063s
1024,5,sys	0m0.161s
1024,6,
1024,6,real	0m0.329s
1024,6,user	0m0.049s
1024,6,sys	0m0.176s
1024,7,
1024,7,real	0m0.330s
1024,7,user	0m0.057s
1024,7,sys	0m0.171s
1024,8,
1024,8,real	0m0.333s
1024,8,user	0m0.056s
1024,8,sys	0m0.182s
1024,9,
1024,9,real	0m0.332s
1024,9,user	0m0.070s
1024,9,sys	0m0.158s
1024,10,
1024,10,real	0m0.329s
1024,10,user	0m0.070s
1024,10,sys	0m0.162s
1280,1,
1280,1,real	0m0.431s
1280,1,user	0m0.070s
1280,1,sys	0m0.170s
1280,2,
1280,2,real	0m0.336s
1280,2,user	0m0.062s
1280,2,sys	0m0.180s
1280,3,
1280,3,real	0m0.334s
1280,3,user	0m0.076s
1280,3,sys	0m0.166s
1280,4,
1280,4,real	0m0.433s
1280,4,user	0m0.064s
1280,4,sys	0m0.183s
1280,5,
1280,5,real	0m0.435s
1280,5,user	0m0.061s
1280,5,sys	0m0.187s
1280,6,
1280,6,real	0m0.336s
1280,6,user	0m0.068s
1280,6,sys	0m0.178s
1280,7,
1280,7,real	0m0.334s
1280,7,user	0m0.040s
1280,7,sys	0m0.199s
1280,8,
1280,8,real	0m0.431s
1280,8,user	0m0.055s
1280,8,sys	0m0.185s
1280,9,
1280,9,real	0m0.429s
1280,9,user	0m0.072s
1280,9,sys	0m0.175s
1280,10,
1280,10,real	0m0.437s
1280,10,user	0m0.063s
