5, 0:0.337 , 0:0.031 , 0:0.178
6, 0:0.333 , 0:0.062 , 0:0.151
7, 0:0.333 , 0:0.049 , 0:0.158
8, 0:0.331 , 0:0.066 , 0:0.152
9, 0:0.333 , 0:0.060 , 0:0.168
10, 0:0.336 , 0:0.052 , 0:0.183
11, 0:0.433 , 0:0.067 , 0:0.177
12, 0:0.429 , 0:0.095 , 0:0.159
13, 0:0.430 , 0:0.083 , 0:0.187
14, 0:0.433 , 0:0.107 , 0:0.183
15, 0:0.431 , 0:0.105 , 0:0.202
16, 0:0.434 , 0:0.148 , 0:0.185
17, 0:0.537 , 0:0.154 , 0:0.227
18, 0:0.537 , 0:0.195 , 0:0.207
19, 0:0.530 , 0:0.201 , 0:0.221
20, 0:0.632 , 0:0.235 , 0:0.218
21, 0:0.632 , 0:0.270 , 0:0.214
22, 0:0.633 , 0:0.319 , 0:0.216
23, 0:0.731 , 0:0.318 , 0:0.265
24, 0:0.831 , 0:0.388 , 0:0.271
25, 0:0.932 , 0:0.413 , 0:0.323
26, 0:0.934 , 0:0.480 , 0:0.325
27, 0:1.029 , 0:0.508 , 0:0.350
28, 0:1.032 , 0:0.591 , 0:0.333
29, 0:1.133 , 0:0.634 , 0:0.354
30, 0:1.231 , 0:0.769 , 0:0.338
31, 0:1.333 , 0:0.735 , 0:0.457
32, 0:1.435 , 0:0.847 , 0:0.413
33, 0:1.532 , 0:0.883 , 0:0.466
34, 0:1.636 , 0:0.960 , 0:0.505
35, 0:1.732 , 0:1.096 , 0:0.479
36, 0:1.935 , 0:1.204 , 0:0.570
37, 0:2.033 , 0:1.348 , 0:0.517
38, 0:2.133 , 0:1.442 , 0:0.585
39, 0:2.234 , 0:1.462 , 0:0.649
40, 0:2.435 , 0:1.555 , 0:0.698
41, 0:2.635 , 0:1.768 , 0:0.736
42, 0:2.734 , 0:1.803 , 0:0.828
43, 0:2.934 , 0:1.966 , 0:0.800
44, 0:3.035 , 0:2.113 , 0:0.824
45, 0:3.432 , 0:2.356 , 0:0.889
46, 0:3.534 , 0:2.448 , 0:0.934
47, 0:3.938 , 0:2.788 , 0:0.995
48, 0:4.334 , 0:3.021 , 0:1.141
49, 0:4.642 , 0:3.268 , 0:1.231
50, 0:4.441 , 0:3.106 , 0:1.221
51, 0:4.638 , 0:3.376 , 0:1.137
52, 0:4.937 , 0:3.506 , 0:1.262
53, 0:5.536 , 0:3.960 , 0:1.408
54, 0:5.436 , 0:3.847 , 0:1.469
55, 0:5.741 , 0:4.211 , 0:1.437
56, 0:6.036 , 0:4.264 , 0:1.593
57, 0:6.336 , 0:4.523 , 0:1.642
58, 0:7.241 , 0:5.401 , 0:1.732
59, 0:7.538 , 0:5.464 , 0:1.900
60, 0:7.741 , 0:5.677 , 0:1.951
61, 0:8.043 , 0:5.841 , 0:2.111
62, 0:8.540 , 0:6.175 , 0:2.182
63, 0:8.941 , 0:6.464 , 0:2.318
64, 0:9.446 , 0:6.939 , 0:2.340
65, 0:9.844 , 0:7.112 , 0:2.616
66, 0:10.346 , 0:7.475 , 0:2.740
67, 0:10.744 , 0:7.809 , 0:2.776
68, 0:11.245 , 0:8.272 , 0:2.790
69, 0:11.647 , 0:8.541 , 0:2.981
70, 0:12.147 , 0:8.919 , 0:3.096
71, 0:12.545 , 0:9.393 , 0:3.045
72, 0:13.045 , 0:9.690 , 0:3.228
73, 0:12.948 , 0:9.629 , 0:3.158
74, 0:13.847 , 0:10.099 , 0:3.605
75, 0:14.349 , 0:10.682 , 0:3.527
76, 0:15.050 , 0:11.204 , 0:3.745
77, 0:15.251 , 0:11.293 , 0:3.807
78, 0:16.150 , 0:12.036 , 0:4.028
79, 0:17.052 , 0:12.678 , 0:4.224
80, 0:17.951 , 0:13.365 , 0:4.426
81, 0:17.451 , 0:13.102 , 0:4.261
82, 0:18.453 , 0:13.649 , 0:4.701
83, 0:19.558 , 0:14.677 , 0:4.781
84, 0:20.458 , 0:15.287 , 0:5.041
85, 0:22.163 , 0:16.567 , 0:5.405
86, 0:22.959 , 0:17.025 , 0:5.766
87, 0:23.660 , 0:17.711 , 0:5.803
88, 0:24.465 , 0:18.366 , 0:5.950
89, 0:25.265 , 0:18.957 , 0:6.189
90, 0:26.165 , 0:19.301 , 0:6.687
91, 0:27.069 , 0:20.159 , 0:6.706
92, 0:27.764 , 0:20.928 , 0:6.747
93, 0:28.768 , 0:21.807 , 0:6.878
94, 0:29.773 , 0:22.217 , 0:7.418
95, 0:30.568 , 0:22.981 , 0:7.435
96, 0:31.573 , 0:23.826 , 0:7.608
97, 0:32.570 , 0:24.510 , 0:7.954
98, 0:33.575 , 0:25.265 , 0:8.158
99, 0:34.573 , 0:26.089 , 0:8.385
100, 0:35.477 , 0:26.755 , 0:8.552
