8192, 0:0.330 , 0:0.046 , 0:0.157
9216, 0:0.330 , 0:0.052 , 0:0.160
10240, 0:0.333 , 0:0.049 , 0:0.163
11264, 0:0.331 , 0:0.051 , 0:0.158
12288, 0:0.331 , 0:0.052 , 0:0.161
13312, 0:0.332 , 0:0.050 , 0:0.153
14336, 0:0.332 , 0:0.043 , 0:0.171
15360, 0:0.331 , 0:0.052 , 0:0.161
16384, 0:0.333 , 0:0.045 , 0:0.177
17408, 0:0.333 , 0:0.054 , 0:0.164
18432, 0:0.329 , 0:0.040 , 0:0.169
19456, 0:0.328 , 0:0.044 , 0:0.167
20480, 0:0.333 , 0:0.063 , 0:0.151
21504, 0:0.330 , 0:0.043 , 0:0.169
22528, 0:0.333 , 0:0.049 , 0:0.172
23552, 0:0.332 , 0:0.032 , 0:0.179
24576, 0:0.332 , 0:0.053 , 0:0.162
25600, 0:0.330 , 0:0.043 , 0:0.174
26624, 0:0.330 , 0:0.079 , 0:0.141
27648, 0:0.330 , 0:0.062 , 0:0.155
28672, 0:0.330 , 0:0.057 , 0:0.165
29696, 0:0.331 , 0:0.059 , 0:0.157
30720, 0:0.331 , 0:0.060 , 0:0.169
31744, 0:0.329 , 0:0.051 , 0:0.172
32768, 0:0.329 , 0:0.053 , 0:0.168
33792, 0:0.330 , 0:0.047 , 0:0.172
34816, 0:0.332 , 0:0.063 , 0:0.164
35840, 0:0.329 , 0:0.058 , 0:0.160
36864, 0:0.334 , 0:0.066 , 0:0.161
37888, 0:0.329 , 0:0.052 , 0:0.172
38912, 0:0.330 , 0:0.064 , 0:0.161
39936, 0:0.331 , 0:0.080 , 0:0.147
40960, 0:0.335 , 0:0.072 , 0:0.166
41984, 0:0.331 , 0:0.052 , 0:0.177
43008, 0:0.330 , 0:0.053 , 0:0.175
44032, 0:0.330 , 0:0.061 , 0:0.165
45056, 0:0.334 , 0:0.056 , 0:0.176
46080, 0:0.432 , 0:0.066 , 0:0.167
47104, 0:0.431 , 0:0.058 , 0:0.175
48128, 0:0.431 , 0:0.061 , 0:0.173
49152, 0:0.429 , 0:0.072 , 0:0.160
50176, 0:0.338 , 0:0.061 , 0:0.179
51200, 0:0.336 , 0:0.068 , 0:0.170
52224, 0:0.432 , 0:0.076 , 0:0.160
53248, 0:0.434 , 0:0.083 , 0:0.155
54272, 0:0.333 , 0:0.061 , 0:0.171
55296, 0:0.433 , 0:0.072 , 0:0.163
56320, 0:0.432 , 0:0.063 , 0:0.177
57344, 0:0.432 , 0:0.068 , 0:0.171
58368, 0:0.435 , 0:0.073 , 0:0.167
59392, 0:0.430 , 0:0.069 , 0:0.167
60416, 0:0.435 , 0:0.060 , 0:0.183
61440, 0:0.430 , 0:0.064 , 0:0.174
62464, 0:0.429 , 0:0.064 , 0:0.171
63488, 0:0.436 , 0:0.080 , 0:0.164
64512, 0:0.435 , 0:0.089 , 0:0.158
65536, 0:0.432 , 0:0.068 , 0:0.171
