256,1,
256,1,real	0m0.329s
256,1,user	0m0.049s
256,1,sys	0m0.163s
256,2,
256,2,real	0m0.333s
256,2,user	0m0.047s
256,2,sys	0m0.182s
256,3,
256,3,real	0m0.330s
256,3,user	0m0.048s
256,3,sys	0m0.169s
256,4,
256,4,real	0m0.331s
256,4,user	0m0.048s
256,4,sys	0m0.169s
256,5,
256,5,real	0m0.330s
256,5,user	0m0.033s
256,5,sys	0m0.174s
256,6,
256,6,real	0m0.333s
256,6,user	0m0.039s
256,6,sys	0m0.183s
256,7,
256,7,real	0m0.329s
256,7,user	0m0.067s
256,7,sys	0m0.154s
256,8,
256,8,real	0m0.331s
256,8,user	0m0.031s
256,8,sys	0m0.185s
256,9,
256,9,real	0m0.335s
256,9,user	0m0.049s
256,9,sys	0m0.166s
256,10,
256,10,real	0m0.334s
256,10,user	0m0.036s
256,10,sys	0m0.180s
512,1,
512,1,real	0m0.331s
512,1,user	0m0.051s
512,1,sys	0m0.174s
512,2,
512,2,real	0m0.335s
512,2,user	0m0.063s
512,2,sys	0m0.162s
512,3,
512,3,real	0m0.333s
512,3,user	0m0.040s
512,3,sys	0m0.171s
512,4,
512,4,real	0m0.331s
512,4,user	0m0.055s
512,4,sys	0m0.165s
512,5,
512,5,real	0m0.333s
512,5,user	0m0.038s
512,5,sys	0m0.179s
512,6,
512,6,real	0m0.331s
512,6,user	0m0.037s
512,6,sys	0m0.177s
512,7,
512,7,real	0m0.333s
512,7,user	0m0.032s
512,7,sys	0m0.190s
512,8,
512,8,real	0m0.331s
512,8,user	0m0.040s
512,8,sys	0m0.182s
512,9,
512,9,real	0m0.331s
512,9,user	0m0.048s
512,9,sys	0m0.165s
512,10,
512,10,real	0m0.335s
512,10,user	0m0.060s
512,10,sys	0m0.167s
768,1,
768,1,real	0m0.331s
768,1,user	0m0.043s
768,1,sys	0m0.178s
768,2,
768,2,real	0m0.331s
768,2,user	0m0.047s
768,2,sys	0m0.173s
768,3,
768,3,real	0m0.330s
768,3,user	0m0.061s
768,3,sys	0m0.158s
768,4,
768,4,real	0m0.329s
768,4,user	0m0.039s
768,4,sys	0m0.183s
768,5,
768,5,real	0m0.332s
768,5,user	0m0.048s
768,5,sys	0m0.182s
768,6,
768,6,real	0m0.334s
768,6,user	0m0.056s
768,6,sys	0m0.176s
768,7,
768,7,real	0m0.332s
768,7,user	0m0.060s
768,7,sys	0m0.176s
768,8,
768,8,real	0m0.336s
768,8,user	0m0.068s
768,8,sys	0m0.172s
768,9,
768,9,real	0m0.332s
768,9,user	0m0.041s
768,9,sys	0m0.186s
768,10,
768,10,real	0m0.330s
768,10,user	0m0.039s
768,10,sys	0m0.184s
1024,1,
1024,1,real	0m0.330s
1024,1,user	0m0.068s
1024,1,sys	0m0.167s
1024,2,
1024,2,real	0m0.431s
1024,2,user	0m0.076s
1024,2,sys	0m0.159s
1024,3,
1024,3,real	0m0.334s
1024,3,user	0m0.056s
1024,3,sys	0m0.179s
1024,4,
1024,4,real	0m0.431s
1024,4,user	0m0.058s
1024,4,sys	0m0.183s
1024,5,
1024,5,real	0m0.336s
1024,5,user	0m0.077s
1024,5,sys	0m0.163s
1024,6,
1024,6,real	0m0.431s
1024,6,user	0m0.067s
1024,6,sys	0m0.174s
1024,7,
1024,7,real	0m0.336s
1024,7,user	0m0.067s
1024,7,sys	0m0.168s
1024,8,
1024,8,real	0m0.335s
1024,8,user	0m0.068s
1024,8,sys	0m0.169s
1024,9,
1024,9,real	0m0.430s
1024,9,user	0m0.067s
1024,9,sys	0m0.169s
1024,10,
1024,10,real	0m0.332s
1024,10,user	0m0.052s
1024,10,sys	0m0.181s
1280,1,
1280,1,real	0m0.434s
1280,1,user	0m0.085s
1280,1,sys	0m0.168s
1280,2,
1280,2,real	0m0.431s
1280,2,user	0m0.083s
1280,2,sys	0m0.176s
1280,3,
1280,3,real	0m0.431s
1280,3,user	0m0.084s
1280,3,sys	0m0.158s
1280,4,
1280,4,real	0m0.434s
1280,4,user	0m0.073s
1280,4,sys	0m0.182s
1280,5,
1280,5,real	0m0.430s
1280,5,user	0m0.075s
1280,5,sys	0m0.179s
1280,6,
1280,6,real	0m0.430s
1280,6,user	0m0.080s
1280,6,sys	0m0.165s
1280,7,
1280,7,real	0m0.429s
1280,7,user	0m0.078s
1280,7,sys	0m0.171s
1280,8,
1280,8,real	0m0.431s
1280,8,user	0m0.079s
1280,8,sys	0m0.173s
1280,9,
1280,9,real	0m0.430s
1280,9,user	0m0.071s
1280,9,sys	0m0.176s
1280,10,
1280,10,real	0m0.433s
1280,10,user	0m0.076s
1280,10,sys	0m0.175s
1536,1,
1536,1,real	0m0.431s
1536,1,user	0m0.085s
1536,1,sys	0m0.169s
1536,2,
1536,2,real	0m0.432s
1536,2,user	0m0.068s
1536,2,sys	0m0.193s
1536,3,
1536,3,real	0m0.433s
1536,3,user	0m0.080s
1536,3,sys	0m0.188s
1536,4,
1536,4,real	0m0.434s
1536,4,user	0m0.071s
1536,4,sys	0m0.190s
1536,5,
1536,5,real	0m0.434s
1536,5,user	0m0.080s
1536,5,sys	0m0.183s
1536,6,
1536,6,real	0m0.431s
1536,6,user	0m0.087s
1536,6,sys	0m0.178s
1536,7,
1536,7,real	0m0.433s
1536,7,user	0m0.090s
1536,7,sys	0m0.174s
1536,8,
1536,8,real	0m0.433s
1536,8,user	0m0.076s
1536,8,sys	0m0.188s
1536,9,
1536,9,real	0m0.433s
1536,9,user	0m0.075s
1536,9,sys	0m0.179s
1536,10,
1536,10,real	0m0.428s
1536,10,user	0m0.088s
1536,10,sys	0m0.160s
1792,1,
1792,1,real	0m0.433s
1792,1,user	0m0.083s
1792,1,sys	0m0.182s
1792,2,
1792,2,real	0m0.434s
1792,2,user	0m0.097s
1792,2,sys	0m0.176s
1792,3,
1792,3,real	0m0.436s
1792,3,user	0m0.108s
1792,3,sys	0m0.172s
1792,4,
1792,4,real	0m0.434s
1792,4,user	0m0.074s
1792,4,sys	0m0.202s
1792,5,
1792,5,real	0m0.436s
1792,5,user	0m0.089s
1792,5,sys	0m0.187s
1792,6,
1792,6,real	0m0.431s
1792,6,user	0m0.085s
1792,6,sys	0m0.183s
1792,7,
1792,7,real	0m0.432s
1792,7,user	0m0.101s
1792,7,sys	0m0.172s
1792,8,
1792,8,real	0m0.431s
1792,8,user	0m0.095s
1792,8,sys	0m0.182s
1792,9,
1792,9,real	0m0.433s
1792,9,user	0m0.085s
1792,9,sys	0m0.190s
1792,10,
1792,10,real	0m0.433s
1792,10,user	0m0.087s
1792,10,sys	0m0.187s
2048,1,
2048,1,real	0m0.432s
2048,1,user	0m0.099s
2048,1,sys	0m0.187s
2048,2,
2048,2,real	0m0.433s
2048,2,user	0m0.112s
2048,2,sys	0m0.183s
2048,3,
2048,3,real	0m0.435s
2048,3,user	0m0.084s
2048,3,sys	0m0.202s
2048,4,
2048,4,real	0m0.432s
2048,4,user	0m0.138s
2048,4,sys	0m0.150s
2048,5,
2048,5,real	0m0.434s
2048,5,user	0m0.119s
2048,5,sys	0m0.171s
2048,6,
2048,6,real	0m0.432s
2048,6,user	0m0.093s
2048,6,sys	0m0.210s
2048,7,
2048,7,real	0m0.431s
2048,7,user	0m0.088s
2048,7,sys	0m0.207s
2048,8,
2048,8,real	0m0.432s
2048,8,user	0m0.100s
2048,8,sys	0m0.192s
2048,9,
2048,9,real	0m0.433s
2048,9,user	0m0.110s
