256, 0:0.438 , 0:0.097 , 0:0.208
512, 0:0.434 , 0:0.149 , 0:0.193
768, 0:0.539 , 0:0.252 , 0:0.224
1024, 0:0.739 , 0:0.426 , 0:0.244
1280, 0:1.040 , 0:0.646 , 0:0.340
1536, 0:1.461 , 0:1.014 , 0:0.384
1792, 0:2.003 , 0:1.327 , 0:0.624
2048, 0:2.813 , 0:2.038 , 0:0.708
2304, 0:3.929 , 0:2.813 , 0:1.071
2560, 0:5.014 , 0:3.691 , 0:1.272
2816, 0:6.349 , 0:4.551 , 0:1.747
3072, 0:8.728 , 0:6.220 , 0:2.462
3328, 0:10.131 , 0:7.450 , 0:2.637
3584, 0:12.287 , 0:9.081 , 0:3.165
3840, 0:18.138 , 0:13.374 , 0:4.725
4096, 0:17.747 , 0:12.786 , 0:4.919
4352, 0:22.584 , 0:16.254 , 0:6.299
4608, 0:31.036 , 0:22.663 , 0:8.344
4864, 0:30.625 , 0:22.466 , 0:8.124
5120, 0:38.150 , 0:27.964 , 0:10.135
5376, 0:47.664 , 0:34.871 , 0:12.765
5632, 0:47.196 , 0:34.822 , 0:12.364
5888, 0:55.023 , 0:40.438 , 0:14.569
6144, 1:13.942 , 0:53.986 , 0:19.970
6400, 1:13.665 , 0:54.561 , 0:19.111
6656, 1:22.784 , 1:0.777 , 0:21.950
6912, 1:45.727 , 1:17.748 , 0:28.025
7168, 1:46.422 , 1:18.017 , 0:28.447
7424, 1:56.278 , 1:25.409 , 0:30.916
7680, 2:52.988 , 2:6.453 , 0:46.641
7936, 2:21.388 , 1:43.686 , 0:37.778
8192, 2:38.357 , 1:56.504 , 0:41.964
