"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",32784,32784,16400,16400,8,12,923,1063,487,436,490,474,0,8,8,0,8192,8192,8192,8192,0,0,0,32,7384,7396,7384,7372,0,0,0,32,8192,8192,8200,8208,1,0,4,33,0,0,0,0,1,0,0,4,62500,0,0,262144,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,113404,64288,13216,90208,2850816,2809856,0,0,800,640,0,0,0,0,0,8192,32,0,9632,47432,2365204,294314,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",65552,65552,32784,32784,16949,17061,10872,11076,5456,5416,5438,5441,8481,8468,8540,8428,16384,16384,16384,16384,0,0,0,32,0,0,0,0,0,0,0,31,16392,16384,16392,16392,1,5,0,32,0,0,0,0,0,5,0,0,145656,0,0,524288,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,375173,109344,21408,151648,4816896,4775936,0,0,800,640,0,0,0,0,0,16384,32,0,13728,127006,7850318,999124,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",131088,131088,65552,65552,57560,55284,19776,19797,9840,9936,9886,9996,28832,28728,28861,28968,32768,32768,32768,32768,0,32,0,0,5680,5552,5600,5620,0,31,0,0,32793,32784,32820,32804,1,36,1,0,0,0,0,0,5,0,0,0,322964,0,0,1048576,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,931251,199456,37792,274528,8749056,8708096,0,0,800,640,0,0,0,0,0,32768,32,0,21920,304080,19189974,2344219,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",262160,262160,131088,131088,130868,128592,19410,18946,9706,9704,9674,9722,65440,65428,65404,65389,65536,65536,65536,65536,0,0,0,32,144,180,168,192,0,0,0,31,65556,65552,65544,65552,1,4,1,32,0,0,0,0,4,0,1,0,586392,0,0,2097152,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,1804909,379680,70560,520288,16613376,16572416,0,0,800,640,0,0,0,0,0,65536,32,0,38304,567430,36047808,4435774,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",524304,524304,262160,262160,262144,262152,19326,19374,9649,9677,9652,9728,131072,131072,131081,131072,131072,131072,131072,131072,0,32,0,0,0,0,0,0,0,31,0,0,131072,131072,131088,131080,1,33,0,4,0,0,0,0,0,1,4,0,1061140,0,0,4194304,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,3258467,740128,136096,1011808,32342016,32301056,0,0,800,640,0,0,0,0,0,131072,32,0,71072,1036085,66082884,8304244,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",1048592,1048592,524304,524304,524288,524297,19406,19448,9693,9713,9736,9784,262144,262144,262153,262144,262144,262144,262144,262144,0,32,0,0,0,0,0,0,0,31,0,0,262168,262160,262152,262152,0,33,1,4,0,0,0,0,0,0,5,0,2023220,0,0,8388608,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,6267080,1461024,267168,1994848,63799296,63758336,0,0,800,640,0,0,0,0,0,262144,32,0,136608,1995996,127349724,16040326,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",2097168,2097168,1048592,1048592,1048577,1048585,19348,19620,9645,9703,9690,9720,524288,524289,524296,524288,524288,524288,524288,524288,0,0,0,32,0,0,0,0,0,0,0,31,524312,524304,524296,524296,1,0,4,33,0,0,0,0,0,0,0,5,3924724,0,0,16777216,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,12058675,2902816,529312,3960928,126713856,126672896,0,0,800,640,0,0,0,0,0,524288,32,0,267680,3885139,247910464,31089239,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",4194320,4194320,2097168,2097168,2097153,2103143,19408,19296,9697,9711,9694,9732,1048576,1048577,1048584,1048576,1048576,1048576,1048576,1048576,0,32,0,0,0,0,0,0,0,31,0,0,1048600,1048592,1048584,1048584,1,33,4,0,0,0,0,0,0,1,0,4,7791988,0,0,33554432,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,24462819,5786400,1053600,7893088,252542976,252502016,0,0,800,640,0,0,0,0,0,1048576,32,0,529824,7742102,494008914,62626648,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",8388624,8388624,4194320,4194320,4199457,4194313,20355,20217,10193,10162,10163,10184,2099520,2099937,2100648,2100128,2097152,2097152,2097152,2097152,0,0,0,32,0,0,0,0,0,0,0,31,2099520,2099936,2100648,2100144,4,0,2,32,0,0,0,0,0,4,1,0,15553232,0,0,67108864,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,47926823,11553568,2102176,15757408,504201216,504160256,0,0,800,640,0,0,0,0,0,2097152,32,0,1054112,15489572,990050452,122994421,32,0,0,800,640
"GeForce GTX 750 (0)","1","7","dot(float*, float*, float*, int)",16777232,16777232,8388624,8388624,8388809,8389420,19731,1604,9865,9866,9839,9853,4194408,4194401,4194562,4194536,4194304,4194304,4194304,4194304,0,32,0,0,0,0,0,0,0,31,0,0,4194304,4194312,4194336,4194336,4,32,1,1,0,0,0,0,4,0,0,1,31964436,0,0,134217728,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,95152034,23087904,4199328,31486048,1007517696,1007476736,0,0,800,640,0,0,0,0,0,4194304,32,0,2102688,31782917,2033408962,244774066,32,0,0,800,640
