"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",26370,26368,18178,18176,0,0,14,4,6,8,12,1,0,0,0,0,4096,4096,4096,4096,5056,4944,4924,5046,4096,4096,4096,4096,5056,4944,4924,5046,4153,4136,4140,4128,5058,4944,4924,5050,0,0,0,0,1,0,0,4,372024,0,0,131072,0,0,0,0,28674,0,0,0,0,0,0,0,0,0,0,128,1213637,167263,16332,199805,6369968,5505742,0,0,129,4224,0,0,0,0,0,4096,1156,5,23982,351481,3735658,948808,32,257911,0,266494,4352
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",42752,42752,26368,26368,8,110,612,504,304,308,256,256,8,0,8,0,8192,8192,8192,8192,5056,4944,4924,5044,8192,8192,8192,8192,4791,4667,4688,4806,8248,8216,8224,8224,5057,4948,4925,5044,0,0,0,0,5,0,0,0,588404,0,0,262144,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1984991,304916,29187,363166,11620350,9945158,0,0,128,8448,0,0,0,0,0,8192,1152,3,45315,574018,6158402,1545992,32,388863,0,401536,8704
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",75520,75520,42752,42752,26852,26973,15662,15415,7865,7797,7873,7826,13356,13496,13240,13441,16384,16384,16384,16384,5056,4944,4924,5044,2988,3032,2920,2904,4666,4551,4543,4662,16392,16384,16392,16400,5057,4945,4928,5044,0,0,0,0,0,1,4,0,1351312,0,0,524288,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,4607607,581388,55043,691358,22122492,18825348,0,0,128,16896,0,0,0,0,0,16384,1152,3,88067,1276549,13927298,3505765,32,650751,0,671872,17408
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",141056,141056,75520,75520,65544,65545,19642,19424,9834,9808,9866,9906,32776,32768,32776,32769,32768,32768,32768,32768,4924,5044,5056,4944,0,0,0,0,4545,4666,4666,4555,32816,32792,32926,32864,4929,5045,5056,4944,0,0,0,0,1,4,0,0,2429428,0,0,1048576,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,8394507,1134354,106755,1347748,43126782,36585606,0,0,128,33792,0,0,0,0,0,32768,1152,3,173571,2391161,25886008,6511555,32,1174526,0,1212544,34816
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",272128,272128,141056,141056,131081,131081,19968,19636,9988,9980,10046,10068,65545,65536,65544,65536,65536,65536,65536,65536,5056,4944,4924,5044,0,0,0,0,4666,4551,4543,4662,65593,65568,65616,65576,5056,4946,4928,5044,0,0,0,0,0,1,0,4,4599636,0,0,2097152,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,15827379,2240270,210179,2660516,85135356,72106374,0,0,128,67584,0,0,0,0,0,65536,1152,3,344579,4565677,49335724,12371308,32,2222078,0,2293888,69632
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",534272,534272,272128,272128,262153,268294,19832,20618,9908,9924,9938,9952,131081,131072,131080,131072,131072,131072,131072,131072,4924,5044,5056,4944,0,0,0,0,4545,4666,4666,4555,131133,131104,131144,131132,4925,5048,5057,4944,0,0,0,0,0,4,1,0,8889012,0,0,4194304,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,30436271,4452110,417027,5286052,169152508,143147910,0,0,128,135168,0,0,0,0,0,131072,1152,3,686595,8811061,95053596,23835462,32,4317182,0,4456576,139264
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",1058560,1058560,534272,534272,529224,524376,20146,19656,10050,10096,10110,10122,264424,264800,265454,265065,262144,262144,262144,262144,4924,5044,5056,4944,0,0,0,0,4545,4666,4666,4555,262152,262152,262298,262232,4925,5048,5057,4944,0,0,0,0,1,4,0,0,17377688,0,0,8388608,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,54285627,8875790,830723,10537124,337186812,285230000,0,0,128,270336,0,0,0,0,0,262144,1152,3,1370627,15975868,186020702,46357019,32,8507390,0,8781952,278528
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",2107136,2107136,1058560,1058560,1048920,1055048,20034,20146,10013,10021,9990,10014,524424,524496,524570,524457,524288,524288,524288,524288,5056,4944,4924,5044,0,0,0,0,4666,4555,4545,4666,524304,524288,524296,524296,5057,4944,4929,5044,0,0,0,0,1,0,4,0,33571476,0,0,16777216,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,104927111,17723150,1658115,21039268,673255420,569394096,0,0,128,540672,0,0,0,0,0,524288,1152,3,2738691,30937519,360222458,90271421,32,16887806,0,17432704,557056
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",4204288,4204288,2107136,2107136,2102360,2103712,20290,19894,10130,10160,10120,10156,1050952,1051408,1052089,1051568,1048576,1048576,1048576,1048576,4924,5044,5056,4944,0,0,0,0,4543,4662,4666,4551,1050920,1051400,1052072,1051560,4924,5044,5056,4950,0,0,0,0,0,0,4,1,67157172,0,0,33554432,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,206139455,35417870,3312899,42043556,1345392638,1137722288,0,0,128,1081344,0,0,0,0,0,1048576,1152,3,5474819,61387734,715024330,177167442,32,33648638,0,34734208,1114112
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",8398592,8398592,4204288,4204288,4204616,4207360,20237,20315,10105,10132,10210,10211,2101832,2102784,2104136,2103105,2097152,2097152,2097152,2097152,5056,4944,4924,5044,0,0,0,0,4666,4555,4545,4666,2099600,2100168,2100906,2100264,5057,4945,4928,5044,0,0,0,0,1,0,4,0,131290548,0,0,67108864,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,405456607,70807310,6622467,84052132,2689667068,2274378672,0,0,128,2162688,0,0,0,0,0,2097152,1152,3,10947075,120527919,1403025956,351980183,32,67170302,0,69337216,2228224
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",16787200,16787200,8398592,8398592,8404177,8414553,20691,21418,10345,10346,10303,10325,4201376,4202801,4205006,4203392,4194304,4194304,4194304,4194304,4924,5044,5056,4944,0,0,0,0,4543,4662,4666,4551,4203672,4205592,4208288,4206232,4925,5044,5060,4945,0,0,0,0,1,0,4,0,270630548,0,0,134217728,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,834419391,141586190,13241603,168069284,5378215932,4547691440,0,0,128,4325376,0,0,0,0,0,4194304,1152,3,21891587,248327579,2891726798,722598075,32,134213630,0,138543232,4456448
