"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",95.450537,0.167189,0.569976,0.570016,1560.976562,99.979151,99.627887,86.111146,0.000601,13.086338,48.365517,1.030303,0.000000,0.000000,4.570791,17.275087,4352,266494,0,0,32768,19970,0,5,16536,19976,0,2,50.000000,0.000000,9.784534,1.223179,5.591284,6.815060,0.000000,31.066783,100.000000,100.000000,0.000000,715.683594,5.591284,5.591284,6.815060,5.643156,6.817108,0.000000,1.747275,0.000000,0.000000,363.780192,5.940739,174.996185,17.948172,16384,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,199805,199925,"Low (1)","Low (1)","Low (1)","Low (1)",6.344123,71.261185,18.157220,0.000000,0.292259,2.449528,0.458518,0.546055,4.774657,"High (8)",4096,0,3568096,8192,618533,565376,741448,0,183594,28977,28977,33417,18699,0,0.000000,0.000000,0,0.000000,0.555954,0,16384,19970,0.000000,0.000000,0.171088,0.320025
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",97.226849,0.168018,0.631829,0.632476,2837.234375,99.993380,99.991705,85.576878,0.000328,14.541539,41.822310,1.030303,0.000000,0.000000,5.818182,17.333333,8704,401536,0,0,65536,19968,0,5,32912,19974,52,1496,50.000000,0.000000,9.498829,773.722782,6.908239,4.209708,0.000000,38.323353,99.987793,95.032051,11.225888,322.960179,6.908239,6.908239,4.209708,6.938598,4.210973,0.000000,1.079412,0.000000,0.000000,338.611659,7.340004,137.500000,17.948718,32768,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,363166,363287,"Low (1)","Low (1)","Low (1)","Low (1)",7.053729,66.168102,21.909849,0.000000,0.404352,2.895939,0.407198,0.690882,5.241810,"High (7)",4096,0,6459453,8192,1171459,966656,1335301,0,334100,54787,54787,58497,31489,0,0.000000,0.000000,0,0.000000,0.618558,0,32768,19968,0.000000,0.000000,0.106592,0.363358
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",89.893731,0.170677,0.567835,0.559200,5401.234375,99.996594,99.995643,85.092257,0.000162,12.867160,37.224888,1.030303,0.000000,0.000000,6.736842,17.333333,17408,671872,0,0,131072,19968,0,5,65876,19974,53824,31307,50.000000,0.000000,7.187193,338.932892,6.052373,1.844082,0.000000,43.389831,18.188477,92.257612,4.970748,2.891260,6.052373,6.052373,1.844082,6.083773,1.844637,0.000000,484.189453,0.000000,0.000000,248.194580,6.430646,118.750000,17.948718,65536,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,691358,691480,"Low (2)","Low (1)","Low (1)","Low (1)",6.119472,49.666689,39.898307,0.000000,0.884838,2.276492,0.171720,0.576151,5.608171,"Mid (6)",4096,0,12243069,8192,2277379,1769472,2523141,0,636437,106499,106499,108929,57345,0,0.000000,0.000000,0,0.000000,0.550734,0,65536,19968,0.000000,0.000000,0.076671,0.329661
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",91.969773,0.168874,0.602523,0.603038,10529.281250,99.998272,99.997324,84.830412,0.000083,13.881892,34.697648,1.030303,0.000000,0.000000,7.314286,17.333333,34816,1212544,0,0,262144,19968,0,5,131104,19974,131137,39418,50.000000,0.000000,7.266844,186.031203,6.643972,1.012168,0.000000,46.460980,0.000000,92.307692,6.647266,1.998078,6.643972,6.643972,1.012168,6.645594,1.012472,0.000000,265.758789,0.000000,0.000000,245.852901,7.059220,109.375000,17.948718,131072,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,1347748,1347860,"Low (2)","Low (1)","Low (1)","Low (1)",6.459716,45.224957,43.971001,0.000000,0.781942,2.420899,0.099307,0.660326,5.849153,"Mid (6)",4096,0,23810177,8192,4489219,3375104,4898818,0,1241105,209923,209923,209794,109058,0,0.000000,0.000000,0,0.000000,0.592238,0,131072,19968,0.000000,0.000000,0.046255,0.335596
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",92.270474,0.181418,0.621169,0.623044,20785.281250,99.999129,99.998642,84.695006,0.000042,14.345641,33.371468,1.030303,0.000000,0.000000,7.641791,17.333333,69632,2293888,0,0,524288,19968,0,5,262288,19974,262274,40008,50.000000,0.000000,7.354982,98.359166,7.025655,548.001072,0.000000,48.165569,0.000000,92.257612,7.029139,1.072244,7.025655,7.025655,548.001072,7.029514,548.165735,0.000000,140.512695,0.000000,0.000000,245.911639,7.464758,104.687500,17.948718,262144,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,2660516,2660632,"Low (2)","Low (1)","Low (1)","Low (1)",6.758288,43.727397,45.023343,0.000000,0.837914,2.526000,0.048571,0.690093,5.989710,"Mid (6)",4096,0,46944641,8192,8912899,6586368,9650178,0,2450453,416771,416771,411522,212482,0,0.000000,0.000000,0,0.000000,0.613505,0,262144,19968,0.000000,0.000000,0.028157,0.360239
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",99.336755,0.181685,0.591876,0.591488,41297.281250,99.999563,99.999318,84.625959,0.000021,13.620630,32.691539,1.030303,0.000000,0.000000,7.816794,17.333333,139264,4456576,0,0,1048576,19968,0,5,525002,19974,524372,40932,50.000000,0.000000,8.073009,55.216919,7.888131,307.637124,0.000000,49.065644,0.000000,92.307692,7.889395,630.619129,7.888131,7.888131,307.637124,7.898874,307.729564,0.000000,78.880859,0.000000,0.000000,268.204171,8.381140,102.343750,17.948718,524288,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,5286052,5286164,"Low (2)","Low (1)","Low (1)","Low (1)",6.795567,41.961670,46.653065,0.000000,0.909867,2.562122,0.025748,0.711164,6.066008,"Mid (6)",4096,0,93213569,8192,17760259,13008896,19152898,0,4869137,830467,830467,814978,419330,0,0.000000,0.000000,0,0.000000,0.583226,0,524288,19968,0.000000,0.000000,0.012784,0.368012
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",99.376552,0.182041,0.590492,0.644182,82321.281250,99.999781,99.999658,84.590800,0.000011,14.834920,32.347239,1.030303,0.000000,0.000000,7.907336,17.333333,278528,8781952,0,0,2097152,19968,0,5,1048720,19974,1054782,40880,50.000000,0.000000,8.375490,28.974669,8.278477,161.430298,0.000000,49.528416,0.000000,92.307692,8.327473,330.492317,8.278477,8.278477,161.430298,8.279614,161.478805,0.000000,41.391602,0.000000,0.000000,277.333016,8.795882,101.171875,17.948718,1048576,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,10537124,10537236,"Low (2)","Low (1)","Low (1)","Low (1)",7.045062,40.192865,48.177941,0.000000,0.768468,2.657921,0.013021,0.742629,6.105813,"Mid (6)",4096,0,185750443,8192,35454979,25853952,38158338,0,9706513,1657859,1657859,1621890,833026,0,0.000000,0.000000,0,0.000000,0.636833,0,1048576,19968,0.000000,0.000000,0.007060,0.395032
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",91.891724,0.181992,0.664579,0.662698,164369.281250,99.999890,99.999829,84.573121,0.000005,15.261769,32.173989,1.030303,0.000000,0.000000,7.953398,17.333333,557056,17432704,0,0,4194304,19968,0,5,2108912,19974,2097481,40158,50.000000,0.000000,8.427382,14.662007,8.378290,81.688328,0.000000,49.763091,0.000000,92.307692,8.379605,164.284850,8.378290,8.378290,81.688328,8.425272,81.712874,0.000000,20.945312,0.000000,0.000000,278.580192,8.901933,100.585938,17.948718,2097152,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,21039268,21039380,"Low (2)","Low (1)","Low (1)","Low (1)",7.446417,39.142251,48.737281,0.000000,0.691969,2.807787,0.006657,0.763530,6.126152,"Mid (6)",4096,0,370824107,8192,70844419,51544064,76169218,0,19381265,3312643,3312643,3235714,1660418,0,0.000000,0.000000,0,0.000000,0.653526,0,2097152,19968,0.000000,0.000000,0.003544,0.400563
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",98.415828,0.181934,0.670454,0.675608,328465.281250,99.999945,99.999914,84.564259,0.000003,15.559305,32.087087,1.030303,0.000000,0.000000,7.976631,17.333333,1114112,34734208,0,0,8388608,19968,0,5,4205270,19974,4206073,40194,50.000000,0.000000,8.622680,7.522805,8.597492,41.912775,0.000000,49.881264,0.000000,92.257612,8.621617,84.367092,8.597492,8.597492,41.912775,8.619971,41.925369,0.000000,10.746094,0.000000,0.000000,284.792986,9.134836,100.292969,17.948718,4194304,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,42043556,42043668,"Low (2)","Low (1)","Low (1)","Low (1)",7.311439,38.267783,50.040897,0.000000,0.469511,2.745504,0.003281,0.760486,6.136433,"Mid (6)",4096,0,740971435,8192,141623299,102924288,152190978,0,38730769,6622211,6622211,6463362,3315202,0,0.000000,0.000000,0,0.000000,0.667117,0,4194304,19968,0.000000,0.000000,0.002181,0.398919
"GeForce GTX 750 (0)","1","7","subSeqMax(int*, int*, int, int)",91.824706,0.181957,0.675646,0.623474,656657.281250,99.999973,99.999957,84.559822,0.000001,14.358773,32.043567,1.030303,0.000000,0.000000,7.988298,17.333333,2228224,69337216,0,0,16777216,19968,0,5,8401446,19974,8411600,40384,50.000000,0.000000,8.765296,3.829207,8.752475,21.334158,0.000000,49.940561,0.000000,92.307692,8.776465,43.146968,8.752475,8.752475,21.334158,8.765870,21.340569,0.000000,5.469727,0.000000,0.000000,289.379251,9.299505,100.146484,17.948718,8388608,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (2)",0,0,0,0,0,0,0,0,4096,84052132,84052244,"Low (2)","Low (1)","Low (1)","Low (1)",7.421027,37.014132,51.083653,0.000000,0.511935,2.800916,0.001742,0.772479,6.141601,"Mid (6)",4096,0,1481266091,8192,283181059,205684736,304234498,0,77429777,13241347,13241347,12918658,6624770,0,0.000000,0.000000,0,0.000000,0.614450,0,8388608,19968,0.000000,0.000000,0.001065,0.393051
