"GeForce GTX 750 (0)","1","7","quicksort(int*, int)",98232,0,98232,0,5152,5982,8,2,4,4,4,0,2368,2784,3488,2976,11456,23057,15921,14841,2405,2055,20069,8428,11456,23057,15921,14841,7248,16113,5759,3824,11488,12056,26602,15289,14968,7279,6511,4205,0,0,0,0,0,5,0,0,44255128,0,0,46054,0,0,0,0,8217,0,0,0,0,0,0,0,0,0,0,1,10172719,778890,91944,962775,962774,934440,25364,19221,0,0,0,0,0,0,0,46054,10239,0,83827,11060197,11060198,11059116,1,0,0,0,0
"GeForce GTX 750 (0)","1","7","quicksort(int*, int)",242385,0,0,242385,10307,12936,20,4,16,4,36,24,4738,5569,6998,5960,37736,59986,39553,37681,15290,32800,12103,7236,56614,39434,40390,38518,30214,15388,13726,8088,37579,39272,71153,50208,30219,15394,13730,8092,0,0,0,0,5,0,0,0,123155668,0,0,135591,0,0,0,0,16361,0,0,0,0,0,0,0,0,0,0,1,28525465,2125706,227466,2580635,2580636,2524748,51652,39365,0,0,0,0,0,0,0,135591,20438,0,211154,30785378,30785378,30882589,1,0,0,0,0
"GeForce GTX 750 (0)","1","7","quicksort(int*, int)",0,633894,0,633894,25760,32320,8,2,4,4,2,0,11840,13920,17448,14880,150762,115455,117483,119994,11429,47831,38304,32636,150762,115455,117483,119994,59189,26739,24107,20152,129098,170933,136798,136247,11433,47832,38304,32637,0,0,0,0,0,4,0,1,375900756,0,0,431521,0,0,0,0,34052,0,0,0,0,0,0,0,0,0,0,1,86562524,6332615,618806,7570224,7570224,7457070,96748,72173,0,0,0,0,0,0,0,431521,42223,0,586115,93971536,93971536,93889906,1,0,0,0,0
"GeForce GTX 750 (0)","1","7","quicksort(int*, int)",1959230,0,0,1959230,97804,116352,20,2,12,8,28,16,44946,52858,66093,56372,484220,395684,400447,411193,19751,16723,161542,69670,391937,460041,409340,430226,19751,16723,161542,69670,453954,523918,461359,462913,120399,59762,51878,35653,0,0,0,0,4,0,1,0,1289110164,0,0,1540202,0,0,0,0,67789,0,0,0,0,0,0,0,0,0,0,1,298875134,21486196,1914252,25314697,25314698,25089486,200493,151342,0,0,0,0,0,0,0,1540202,84156,0,1848788,322273900,322273900,323752870,1,0,0,0,0
"GeForce GTX 750 (0)","1","7","quicksort(int*, int)",0,6696698,0,6696698,355488,446016,8,2,4,4,4,0,163392,192096,240672,205348,1620122,1546220,1515369,1453456,45060,231617,155267,129587,1620119,1546218,1515365,1453452,39628,33450,347382,141058,1784530,1739292,1757073,1659864,269653,114833,103106,73945,0,0,0,0,0,1,4,0,4780157296,0,0,5805932,0,0,0,0,134609,0,0,0,0,0,0,0,0,0,0,1,1104125986,78472656,6551792,91576237,91576236,91127932,427538,329235,0,0,0,0,0,0,0,5805932,167349,0,6420797,1195035455,1195035456,1195034446,1,0,0,0,0
"GeForce GTX 750 (0)","1","7","quicksort(int*, int)",23962310,0,0,23962310,1339324,1680640,8,3,4,4,2,0,615580,723744,906630,773528,6014834,5859260,5533370,5505756,238270,495571,188866,126383,6014831,5859258,5533366,5505752,80529,65889,623932,278727,6290493,6826253,6475668,6355958,93310,391469,312432,251885,0,0,0,0,4,0,0,1,"<OVERFLOW>",0,0,22325504,0,0,0,0,265359,0,0,0,0,0,0,0,0,0,0,1,4218499549,295964819,23807859,343580534,343580534,342690358,784323,587716,0,0,0,0,0,0,0,22325504,330871,0,23545788,4513903403,4513903402,4537627955,1,0,0,0,0
