256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,93.105932,0.409061,0.899452,28.687044,896.470121,93.105932,0.409061,1.249910,0.630359,0.573581,0.000000,0.000000,0.000000,2.516944,1.489813,3.585880,114.748176,0.000000,30.357143,25.000000,25.000000,99.969864,0.000000,114.748176,0.000000,0.094238,100.000000,0.000000,0.920350,863.000000,21.924858,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1572864,262144,1048576,32768,0,4,0,23,13614,1048783,33642,0.000000,0.000000,1376.978107,229.496351,114.770828,3.681524,0.000000,437.729000,99.768250,134889,102400,2968127,788480,33554432,0,0,16777216,0,0,0,0,0,0.932973,3.734057,0.293197,0.000000,18.115909,0.252090,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1767424,3976545,3789217,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,10485760,0,1048576,25231360,2883584,0,0.000000,0,0.000000,1048576,33788,0,3.697502,0,0,0.000000,31.550318,0.128421,1.882970,0.000000,15.014886,29.978150,17.459436,0.000000
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,97.305261,0.406882,0.981552,29.825817,466.028392,97.305261,0.406882,1.261346,0.641888,0.575221,0.000000,0.000000,0.000000,654.840432,916.995625,1.864114,119.303268,0.000000,30.357143,25.000000,25.000000,99.453712,0.000000,119.303268,0.000000,0.004836,100.000000,0.000000,0.920028,1695.000000,21.973865,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,12582912,2097152,8388608,131072,0,9,0,46044,64477,8388731,131074,0.000000,0.000000,1431.639222,238.606537,119.305018,1.864142,0.000000,127.998000,99.882006,1062846,802816,23539448,6299648,268435456,0,0,134217728,0,0,0,0,0,0.939087,3.371456,0.271712,0.000000,23.464213,0.223612,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",13885440,31399788,29997996,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,79691776,0,8388608,201588736,19922944,0,0.000000,0,0.000000,8388608,131484,0,1.869973,0,0,0.000000,30.054152,0.014776,1.993054,0.000000,13.719550,27.941442,18.041079,0.000000
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,98.864521,0.396518,0.989353,29.330581,305.526882,98.864521,0.396518,1.317624,0.645825,0.575782,0.000000,0.000000,0.000000,11.997471,485.698564,1.222108,117.322323,0.000000,30.357143,25.000000,25.000000,89.806917,0.000000,117.322323,0.000000,0.000895,100.000000,0.000000,0.918979,2527.000000,21.989655,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,42467328,7077888,28311552,294912,0,0,0,2895161,117206,28311811,295288,0.000000,0.000000,1407.867874,234.644646,117.323396,1.223666,0.000000,0.000000,99.920855,3568778,2691072,81726714,21252096,905969664,0,0,452984832,0,0,0,0,0,0.925933,3.245795,0.295149,0.000000,24.846586,0.209314,"Mid (5)","Low (2)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",46577664,107949521,103322129,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,264241152,0,28311552,680067072,63700992,0,0.000000,0,0.000000,28311552,295168,0,1.223168,0,0,0.000000,29.098408,0.005737,1.985674,0.000000,14.210357,27.162721,17.789229,0.000000
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.261164,0.394373,0.993998,29.370866,229.459890,99.261164,0.394373,1.325531,0.647812,0.576064,0.000000,0.000000,0.000000,13.258520,313.294540,917.839563,117.483464,0.000000,30.357143,25.000000,25.000000,88.680673,0.000000,117.483464,0.000000,0.000509,100.000000,0.000000,0.917775,3359.000000,21.972060,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,100663296,16777216,67108864,524288,0,1,0,7573527,178960,67109067,524849,0.000000,0.000000,1409.801570,234.966928,117.483820,918.821672,0.000000,1.750000,99.940458,8437789,6356992,194132955,50364416,2147483648,0,0,1073741824,0,0,0,0,0,0.921102,3.212857,0.314539,0.000000,25.734059,0.203019,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",110067712,255965834,245118666,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,620756992,0,67108864,1611661312,146800640,0,0.000000,0,0.000000,67108864,524632,0,918.441783,0,0,0.000000,28.679731,0.001735,1.990363,0.000000,14.236234,26.696726,17.599344,0.000000
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.809769,0.392961,0.995555,29.416299,183.851866,99.809769,0.392961,1.334762,0.649010,0.576235,0.000000,0.000000,0.000000,14.779139,280.239439,735.407466,117.665195,0.000000,30.357143,25.000000,25.000000,87.441790,0.000000,117.665195,0.000000,0.000000,100.000000,0.000000,0.917471,4191.000000,21.973305,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,196608000,32768000,131072000,819200,0,6,0,16463078,312170,131074153,819207,0.000000,0.000000,1411.982336,235.330389,117.667127,735.413750,0.000000,5.386000,99.952279,16454686,12390400,378869132,98355200,4194304000,0,0,2097152000,0,0,0,0,0,0.918899,3.194535,0.318061,0.000000,25.780092,0.199903,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",214579200,500991384,479947224,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,1205862400,0,131072000,3147366400,281804800,0,0.000000,0,0.000000,131072000,819200,0,735.407466,0,0,0.000000,28.741573,0.001077,1.996474,0.000000,14.318475,26.527386,17.524138,0.000000
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.774327,0.391733,0.997016,29.830478,155.367075,99.774327,0.391733,1.340578,0.649811,0.576349,0.000000,0.000000,0.000000,15.110808,212.377992,621.468301,119.321914,0.000000,30.357143,25.000000,25.000000,87.332697,0.000000,119.321914,0.000000,0.000000,100.000000,0.000000,0.916880,5023.000000,21.964677,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,339738624,56623104,226492416,1179648,0,13,0,28682774,403128,226497998,1180068,0.000000,0.000000,1431.862967,238.643828,119.324855,621.689568,0.000000,6.848000,99.960183,28404334,21381120,659155543,169943040,7247757312,0,0,3623878656,0,0,0,0,0,0.917726,3.183738,0.324701,0.000000,26.254510,0.197640,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",370335744,866799694,830598286,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,2076180480,0,226492416,5438177280,481296384,0,0.000000,0,0.000000,226492416,1179648,0,621.468301,0,0,0.000000,28.443849,0.000628,1.991980,0.000000,14.379684,26.297524,17.391733,0.000000
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.847807,0.391645,0.997618,29.953250,133.719864,99.847807,0.391645,1.340403,0.650384,0.576430,0.000000,0.000000,0.000000,15.139801,204.107279,534.879459,119.812999,0.000000,30.357143,25.000000,25.000000,87.365410,0.000000,119.812999,0.000000,0.000038,100.000000,0.000000,0.916606,5855.000000,21.960273,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,539492352,89915392,359661568,1605632,0,4,0,45447529,612701,359667243,1605637,0.000000,0.000000,1437.755987,239.625998,119.814889,534.881124,0.000000,1.332000,99.965841,45072027,33918976,1046094611,269846528,11509170176,0,0,5754585088,0,0,0,0,0,0.917194,3.177922,0.325333,0.000000,26.227187,0.196331,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",587560960,1375129573,1317827621,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,3288334336,0,359661568,8635088896,757858304,0,0.000000,0,0.000000,359661568,1605768,0,534.924764,0,0,0.000000,28.499372,0.000328,1.994759,0.000000,14.343705,26.312628,17.429942,0.000000
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.880832,0.390628,0.998259,30.524008,119.234407,99.880832,0.390628,1.345537,0.650815,0.576492,0.000000,0.000000,0.000000,15.439802,168.662670,476.937631,122.096034,0.000000,30.357142,25.000000,25.000000,87.358012,0.000000,122.096034,0.000000,0.000021,100.000000,0.000000,0.916233,6687.000000,21.955082,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,805306368,134217741,536870912,2097152,0,1,0,67890663,741630,536879945,2097161,0.000000,0.000000,1465.152405,244.192091,122.098088,476.939678,0.000000,227.000000,99.970091,67242237,50593792,1565109656,402784256,17179869184,0,0,8589934592,0,0,0,0,0,0.915792,3.169391,0.334537,0.000000,26.541385,0.194643,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",876478464,2055813094,1970484262,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1124073472,0,0.000000,0,0.000000,536870912,2097264,0,476.963103,0,0,0.000000,28.299259,0.000267,1.991558,0.000000,14.415144,26.129583,17.319996,0.000000
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.885361,0.390928,0.998578,30.032691,104.280178,99.885361,0.390928,1.342934,0.651150,0.576539,0.000000,0.000000,0.000000,15.644391,158.867634,417.120713,120.130765,0.000000,30.357143,25.000000,25.000000,86.986480,0.000000,120.130765,0.000000,0.000008,100.000000,0.000000,0.915907,7519.000000,21.947525,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1146617856,191102977,764411904,2654208,0,1,0,99547846,1010901,764424117,2654212,0.000000,0.000000,1441.569184,240.261532,120.132685,417.121341,0.000000,157.000000,99.973401,95700065,71995392,2224411597,573474816,24461180928,0,0,12230590464,0,0,0,0,0,0.915040,3.164902,0.348709,0.000000,26.481025,0.193812,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1247311872,2922369899,2801104811,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,6964641792,0,764411904,18351194112,1592524800,0,0.000000,0,0.000000,764411904,2654268,0,417.130142,0,0,0.000000,28.346627,0.000155,1.994179,0.000000,14.415168,26.134564,17.364128,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.941915,0.390956,0.998751,29.966900,93.646562,99.941915,0.390956,1.342726,0.651419,0.576578,0.000000,0.000000,0.000000,15.270366,131.553301,374.586251,119.867600,0.000000,30.357143,25.000000,25.000000,87.262835,0.000000,119.867600,0.000000,0.000000,100.000000,0.000000,0.915904,8351.000000,21.948399,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1572864000,262144000,1048576000,3276800,0,7,0,133581878,1150800,1048592797,3276806,0.000000,0.000000,1438.411204,239.735201,119.869520,374.586936,0.000000,800.000000,99.976051,131230430,98713600,3050006406,786636800,33554432000,0,0,16777216000,0,0,0,0,0,0.916481,3.168072,0.328386,0.000000,26.708465,0.193481,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1710284800,4006729447,3840635687,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,2175795200,0,0.000000,0,0.000000,1048576000,3276800,0,374.586251,0,0,0.000000,28.253349,0.000134,1.996301,0.000000,14.352742,26.078890,17.311356,0.000000
