2048,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,0,16,4140,4151,2089,2058,2086,2064,0,0,0,4,2095,2053,2097,2066,11408,12025,11759,11624,11424,12025,11751,11624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11419,12036,11756,11629,2099,2054,2096,2070,183647754,0,0,46808,0,0,0,0,8309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,672270,342046,212915,672270,0,0,8188,13671,46808,10335,12052170,12052170,1,648824,8188,0,13671,0,0,0,46808,8309,0,0,0,0,8188,13671,0,0,46808,10335,0,0
2560,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,24,0,5198,5179,2604,2594,2568,2616,0,0,312,0,2610,2598,2570,2618,15753,16262,15723,16228,15737,16262,15723,16228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15750,16275,15726,17257,2610,2605,2568,2618,250345983,0,0,63950,0,0,0,0,10392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,892086,463858,279315,892086,0,0,10236,17307,63950,12933,16356071,16356072,1,862668,10236,0,17307,0,0,0,63950,10392,0,0,0,0,10236,17307,0,0,63950,12933,0,0
3072,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,0,24,6353,6245,3154,3198,3108,3137,0,0,0,0,3160,3210,3114,3137,21495,20900,20180,22021,21495,20900,20192,22021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24227,21343,20192,22857,3160,3206,3119,3137,329528310,0,0,84596,0,0,0,0,12612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1149497,605898,357900,1149498,0,0,12284,20879,84596,15668,21454367,21454366,1,1113930,12284,0,20879,0,0,0,84596,12612,0,0,0,0,12284,20879,0,0,84596,15668,0,0
3584,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,0,0,7239,7143,3632,3610,3560,3581,22,0,20,4,3634,3620,3562,3590,27658,27448,27146,26425,27658,27448,27146,26425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,27666,27471,27149,26512,3634,3620,3563,3591,419112975,0,0,108677,0,0,0,0,14406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1443923,759439,452678,1443922,0,0,14332,24507,108677,17963,27289358,27289358,1,1402876,14332,0,24507,0,0,0,108677,14406,0,0,0,0,14332,24507,0,0,108677,17963,0,0
4096,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,0,24,8342,8475,4213,4129,4170,4297,16,0,0,0,4218,4138,4172,4300,34190,32347,34162,32526,34190,32347,34162,32526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,34214,32355,34902,32526,4218,4138,4176,4302,511004418,0,0,133225,0,0,0,0,16828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1740502,927574,541700,1740502,0,0,16380,28027,133225,20897,33332017,33332016,1,1693026,16368,12,28008,0,0,0,133225,16828,0,0,0,0,16380,28027,0,0,133225,20897,0,0
4608,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,20,0,9395,9352,4684,4717,4674,4677,310,0,8,0,4685,4724,4677,4683,41445,42021,41047,40250,41445,42021,41047,40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,41453,43197,41063,40253,4687,4725,4677,4685,626875656,0,0,164763,0,0,0,0,18769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2102405,1135381,650544,2102406,0,0,18428,31639,164763,23353,40882008,40882008,1,2049184,18428,0,31639,0,0,0,164763,18769,0,0,0,0,18428,31639,0,0,164763,23353,0,0
5120,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,617,16,10331,10555,5211,5107,5295,5260,12,4,0,4,5215,5112,5302,5266,49807,49664,46480,48328,49807,49664,46480,48328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,49820,50839,46572,48331,5216,5112,5302,5267,725044740,0,0,194279,0,0,0,0,20895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2437983,1339940,745829,2437984,0,0,20476,35267,194279,25990,47867493,47867492,1,2378744,20476,0,35267,0,0,0,194279,20895,0,0,0,0,20476,35267,0,0,194279,25990,0,0
5632,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,0,20,11269,11329,5607,5662,5634,5697,8,8,312,0,5611,5664,5634,5705,56756,60279,55946,60697,56756,60279,55946,60697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,58379,61622,55954,60713,5612,5664,5634,5705,879768297,0,0,233678,0,0,0,0,22614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2894678,1575196,896203,2894678,0,0,22524,38807,233678,28225,57410440,57410440,1,2830042,22524,0,38807,0,0,0,233678,22614,0,0,0,0,22524,38807,0,0,233678,28225,0,0
6144,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,12,16,12508,12630,6216,6296,6253,6377,4,36,12,8,6220,6296,6256,6389,67076,65123,65747,63792,67060,65123,65747,63784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,68052,66552,65747,63852,6221,6297,6256,6386,984669828,0,0,261714,0,0,0,0,25157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3223439,1768964,991999,3223438,0,0,24572,42387,261714,31278,64190573,64190572,1,3152182,24572,0,42387,0,0,0,261714,25157,0,0,0,0,24572,42387,0,0,261714,31278,0,0
6656,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0,0,0,0,0,0,0,0,8,16,13687,13639,6795,6892,6812,6825,8,4,4,16,6801,6897,6818,6827,79012,74913,75926,74028,79012,74913,75926,74028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,81321,76784,75942,74028,6798,6898,6819,6827,1117910691,0,0,303879,0,0,0,0,27339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3691753,2044033,1131036,3691754,0,0,26620,46019,303879,33975,74214185,74214186,1,3614384,26620,0,46019,0,0,0,303879,27339,0,0,0,0,26620,46019,0,0,303879,33975,0,0
