256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,2618,52,15910,15885,7959,8000,7920,7904,20,10,4,4,9184,8192,8192,8192,2228224,2228224,2228224,2228224,2228200,2228220,2228008,2228220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228264,2228267,2228227,2228229,8193,8193,8193,8192,20544819,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,12133996,1362974,194838528,0,0,0,0,1048576,2048,18669727,1106502724,256,194641920,0,0,0,0,0,0,8912896,32768,0,0,7864320,30720,0,0,0,0,9349615,32768,0,0
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,21599,27573,64811,64913,32384,32418,32499,32441,10752,11459,10752,10756,32768,32768,33128,32768,17825792,17825792,17825792,17825792,17815028,17814996,17814984,17815064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,17825835,17825832,17825792,17825797,33192,32768,32768,32768,150859029,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,96890831,10853622,1551106048,0,0,0,0,8388608,8192,147715652,9013283516,1024,1550319616,0,0,0,0,0,0,71303168,131072,0,0,62914560,122880,0,0,0,0,74871220,131072,0,0
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1113524,1141699,145996,146237,73107,73177,73444,73065,562095,556426,565710,570202,73728,73728,73728,73728,60162048,60162048,60162048,60162048,59587057,59615755,59600422,59578324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,60162104,60162088,60162048,60163844,73729,73728,73733,73729,509522163,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,328377539,36282048,5226430464,0,0,0,0,28311552,18432,500185213,31076426158,2304,5224660992,0,0,0,0,0,0,240648192,294912,0,0,212336640,276480,0,0,0,0,254338262,294912,0,0
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,3731000,3731134,259969,259976,129956,129989,130004,130370,1776907,1851538,1864310,1840473,131072,131072,131072,131072,142606336,142606336,142606336,142606336,140751296,140779684,140740965,140784887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,142608220,142608484,142607623,142608188,131073,131072,131072,131072,1194156213,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,778840303,85227835,12378439680,0,0,0,0,67108864,32768,1186137931,74599315120,4096,12375293952,0,0,0,0,0,0,570425344,524288,0,0,503316480,491520,0,0,0,0,603659298,524288,0,0
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,8063192,8095778,405021,405170,202505,202638,202589,202826,4032862,4042562,4043418,4038297,204800,205048,204800,204800,278528000,278528000,278528000,278528000,274480689,274480467,274488807,274497036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,278530208,278532037,278529821,278530152,204800,204800,204800,204800,2330379027,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,1523511440,165790412,24164761600,0,0,0,0,131072000,51200,2319670685,146614239764,6400,24159846400,0,0,0,0,0,0,1114112000,819200,0,0,983040000,768000,0,0,0,0,1181729641,819200,0,0
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,15244651,15244153,585882,586309,293083,293456,293210,293241,7633090,7647761,7648097,7639498,294912,294912,294912,294912,481296384,481296384,481296384,481296384,473665746,473675431,473680990,473668239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,481300453,481302328,481300056,481300740,294912,294912,294916,294913,4021205394,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,2632938296,287840723,41743024128,0,0,0,0,226492416,73728,4009191433,251948662380,9216,41735946240,0,0,0,0,0,0,1925185536,1179648,0,0,1698693120,1105920,0,0,0,0,2042776221,1179648,0,0
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,23304024,23348068,799200,799369,399668,399652,399584,399800,11670031,11676132,11669215,11666877,401520,401652,401408,401408,764280832,764280832,764280832,764280832,752621163,752621466,752615025,752623487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,764287252,764289767,764290515,764289308,401409,401412,401413,401408,6371560815,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,4177402263,456564465,66270855168,0,0,0,0,359661568,100352,6361450918,400126556634,12544,66261221376,0,0,0,0,0,0,3057123328,1605632,0,0,2697461760,1505280,0,0,0,0,3240757630,1605632,0,0
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,34415808,34424200,1044284,1044290,522202,522480,522290,522228,17204076,17197396,17206066,17205824,524288,524288,524288,524288,1140850688,1140850688,1140850688,1140850688,1123646319,1123639001,1123648903,1123662998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140863536,1140862723,1140861495,1140863351,524293,524293,524288,524288,9500736273,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,6225165212,679514163,98905882624,0,0,0,0,536870912,131072,9482278598,598393537686,16384,98893299712,0,0,0,0,0,0,4563402752,2097152,0,0,4026531840,1966080,0,0,0,0,4827566182,2097152,0,0
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,54112710,53974494,1320100,1320024,660334,660145,660327,660363,27085599,27038363,27000843,27217435,663552,663552,663552,663552,1624375296,1624375296,1624375296,1624375296,1597503378,1597416292,1597315584,1597460294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1624392636,1624394800,1624396528,1624393452,663552,663553,663552,663553,13538965827,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,8868219268,964243370,140805734400,0,0,0,0,764411904,165888,13506432993,856590804058,20736,140789809152,0,0,0,0,0,0,6497501184,2654208,0,0,5733089280,2488320,0,0,0,0,6878698439,2654208,0,0
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,69921552,69873170,1628776,1628270,814467,814550,814473,814711,35021600,34998518,34966298,35299969,819200,819200,819200,819200,2228224000,2228224000,2228224000,2228224000,2193294305,2193285497,2193313007,2193214316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2228248752,2228246713,2228246547,2228245876,819200,819204,819200,819200,18545480502,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,12162297518,1321161791,193128038400,0,0,0,0,1048576000,204800,18524082445,1176201912046,25600,193108377600,0,0,0,0,0,0,8912896000,3276800,0,0,7864320000,3072000,0,0,0,0,9433960168,3276800,0,0
2816,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,95265629,95228506,1974904,1974795,987098,987461,987550,987451,47608477,47709532,47614021,47649652,991232,991232,991232,991232,2965766144,2965766144,2965766144,2965766144,2918144486,2918218207,2918223516,2918156791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2965795251,2965800305,2965800480,2965802952,991233,991232,991234,991234,24687873615,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,16195670133,1763326291,257030422528,0,0,0,0,1395654656,247808,24666743438,1560346090632,30976,257006632960,0,0,0,0,0,0,11863064576,3964928,0,0,10467409920,3717120,0,0,0,0,12564997547,3964928,0,0
