2048,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,99.945240,6.615723,0.055210,0.015625,16.610338,3.012180,6.615723,0.055210,0.142213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.065256,24.097445,132.882707,0.000000,0.000000,12.500000,12.500000,99.964788,0.000000,132.964641,0.000000,0.091256,3.124995,0.000000,0.063053,652697.000000,1.146060,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,8188,13751,0,0,45411,8235,0,6,0,0,8224,46182,8257,95.839651,160.807652,0.000000,0.000000,135.138825,24.161822,0.000000,17.557000,3.013027,82193,82193,77619,77619,0,0,0,0,0,0,0,0,0,9.294763,34.132388,56.025475,0.000000,0.000000,0.268695,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",652697,745519,542030,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,334130,0,44339,75585,158913,0,0.000000,0,0.000000,45439,8256,0,24.158896,0,0,0.000000,0.275412,0.003249,0.000000,0.000000,0.000000,0.000018,0.045843,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.617000,0.054088,0.015625,16.797380,2.824412,6.617000,0.054088,0.146270,0.000000,0.000000,0.000000,0.000000,0.000000,1.360669,22.595296,22.595296,134.379043,0.000014,0.000000,12.500000,12.500000,100.000000,0.000000,134.447937,0.000000,0.080855,3.125004,0.000000,0.062009,870533.000000,1.134325,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,10236,17331,0,0,62416,10495,0,5,0,632,10495,62549,10504,88.150723,149.152642,0.000000,0.000000,134.665386,22.614673,0.000000,10.764000,3.018847,108836,108830,103017,103017,0,0,0,0,0,0,0,0,0,9.312580,33.305616,56.924679,0.000000,0.000000,0.246473,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",870533,997866,730150,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,442871,0,60987,100478,215981,0,0.000000,0,0.000000,62448,10522,0,22.653426,0,0,0.000000,0.208254,0.002398,0.000000,0.000000,0.000000,0.000000,0.045373,0.000000
3072,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.568353,0.053049,0.015625,17.008884,2.442183,6.568353,0.053049,0.150832,0.000000,0.000000,0.000000,0.000000,0.000000,50.156000,19.542172,19.537470,136.071073,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,136.096152,0.000000,0.044300,3.125000,0.000000,0.061715,1171234.000000,1.124805,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,12284,20895,0,0,86814,12465,0,16,0,32,12468,86884,12494,77.015093,130.930046,0.000000,0.000000,136.180790,19.582924,0.000000,25.078000,3.030740,142291,142284,135507,135507,0,0,0,0,0,0,0,0,0,9.453700,32.183399,57.900718,0.000000,0.000000,0.215295,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1171234,1347893,982652,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,598962,0,85169,132458,294654,0,0.000000,0,0.000000,86830,12493,0,19.581356,0,0,0.000000,0.245162,0.001726,0.000000,0.000000,0.000000,0.000000,0.044992,0.000000
3584,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,99.969063,6.617519,0.052543,0.015625,17.078445,2.332086,6.617519,0.052543,0.152857,0.000000,0.000000,0.000000,0.000000,0.000000,45.880000,18.677085,18.656693,136.627561,0.000008,0.000000,12.500000,12.500000,99.981349,0.000000,136.663246,0.000000,0.040199,3.125000,0.000000,0.060575,1425768.000000,1.106182,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,14332,24479,0,0,107205,14639,0,8,0,36,14655,110998,14661,73.061749,124.730558,0.000000,0.000000,141.461555,18.684731,0.000000,10.195000,3.034207,172139,172139,164222,164222,0,0,0,0,0,0,0,0,0,9.474526,31.775348,58.319067,0.000000,0.000000,0.204485,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1425768,1643707,1200658,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,727865,0,105234,160655,361709,0,0.000000,0,0.000000,107233,14660,0,18.683457,0,0,0.000000,0.225163,0.001412,0.000000,0.000000,0.000000,0.000000,0.044247,0.000000
4096,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.617895,0.051850,0.015625,17.204795,2.168629,6.617895,0.051850,0.155663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.336638,17.349035,137.638365,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,137.638365,0.000000,0.000000,3.125000,0.000000,0.059921,1737776.000000,1.096013,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,16380,28087,0,0,133235,16794,0,6,0,0,16782,135852,16797,67.685410,116.061058,0.000000,0.000000,140.341856,17.352134,0.000000,6.198000,3.039607,207617,207617,198576,198576,0,0,0,0,0,0,0,0,0,9.510462,31.182794,58.907684,0.000000,0.000000,0.189038,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1737776,2008283,1469334,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,886095,0,130958,194496,445648,0,0.000000,0,0.000000,133235,16794,0,17.349035,0,0,0.000000,0.208880,0.001136,0.000000,0.000000,0.000000,0.000006,0.043841,0.000000
4608,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.617382,0.051155,0.015625,17.357861,1.924846,6.617382,0.051155,0.158883,0.000000,0.000000,0.000000,0.000000,0.000000,16.405000,15.379903,15.398769,138.862890,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,138.862890,0.000000,0.003190,3.125000,0.000000,0.059281,2159562.000000,1.081743,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,18428,31667,0,0,169291,18773,0,9,0,20,18750,172440,18776,60.463116,103.900884,0.000000,0.000000,141.445893,15.401230,0.000000,7.382000,3.047976,252705,252705,242741,242741,0,0,0,0,0,0,0,0,0,9.600370,30.443917,59.554272,0.000000,0.000000,0.168723,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2159562,2502680,1826718,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1104999,0,166791,238159,559288,0,0.000000,0,0.000000,169291,18779,0,15.403690,0,0,0.000000,0.231807,0.000906,0.000000,0.000000,0.000000,0.000005,0.043270,0.000000
5120,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.616979,0.050711,0.015625,17.417323,1.942407,6.616979,0.050711,0.160478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.522441,15.539257,139.338585,0.000000,0.000000,12.500000,12.500000,99.993704,0.000000,139.347359,0.000000,0.005665,3.124999,0.000000,0.058851,2406557.000000,1.082637,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,20476,35247,0,0,190573,21253,0,7,0,0,21230,190637,21264,59.884597,103.084216,0.000000,0.000000,139.385379,15.547300,0.000000,5.118000,3.047388,284079,284079,272644,272644,0,0,0,0,0,0,0,0,0,9.550209,30.299753,59.829092,0.000000,0.000000,0.166740,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2406557,2792756,2055057,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1220368,0,187603,267549,629637,0,0.000000,0,0.000000,190585,21253,0,15.539257,0,0,0.000000,0.153404,0.000797,0.000000,0.000000,0.000000,0.000005,0.043306,0.000000
5632,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.617162,0.050177,0.015625,17.517595,1.755402,6.617162,0.050177,0.163024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.026652,14.043216,140.140762,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,140.140762,0.000000,0.000000,3.125000,0.000000,0.058357,2836638.000000,1.072961,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,22524,38851,0,0,228435,22891,0,0,0,0,22864,234014,22900,55.272274,95.337557,0.000000,0.000000,143.563378,14.048737,0.000000,0.000000,3.053353,330341,330341,318304,318304,0,0,0,0,0,0,0,0,0,9.615824,29.774485,60.294300,0.000000,0.000000,0.153858,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",2836638,3299079,2426298,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1440131,0,225419,312701,748032,0,0.000000,0,0.000000,228435,22891,0,14.043216,0,0,0.000000,0.160862,0.000672,0.000000,0.000000,0.000000,0.000000,0.042918,0.000000
6144,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.617852,0.049809,0.015625,17.580662,1.682230,6.617852,0.049809,0.164662,0.000000,0.000000,0.000000,0.000000,0.000000,23.635000,13.451935,13.457844,140.645303,0.000004,0.000000,12.500000,12.500000,100.000000,0.000000,140.658195,0.000000,0.012199,3.124999,0.000000,0.058013,3217087.000000,1.068825,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,24572,42407,0,0,261824,25053,0,6,0,44,25042,265893,25082,52.797854,91.119918,0.000000,0.000000,142.831068,13.473422,0.000000,3.223000,3.055919,373194,373194,359979,359979,0,0,0,0,0,0,0,0,0,9.628087,29.494982,60.587778,0.000000,0.000000,0.146873,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",3217087,3746820,2761224,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1630007,0,258492,353856,854076,0,0.000000,0,0.000000,261848,25064,0,13.463753,0,0,0.000000,0.141689,0.000591,0.000000,0.000000,0.000000,0.000000,0.042753,0.000000
6656,"GeForce GTX TITAN Black (2)","3","21","quicksort(int*, int)",0.000000,100.000000,6.616354,0.049622,0.015625,17.622753,1.605780,6.616354,0.049622,0.165552,0.000000,0.000000,0.000000,0.000000,0.000000,3.770000,12.837757,12.846240,140.982025,0.000000,0.000000,12.500000,12.500000,99.998663,0.000000,140.991451,0.000000,0.007659,3.125000,0.000000,0.057837,3653458.000000,1.063352,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,26620,45979,0,0,299123,27256,0,1,0,8,27238,300469,27269,50.185930,86.682903,0.000000,0.000000,141.616419,12.852367,0.000000,471.000000,3.058936,420019,420013,405614,405614,0,0,0,0,0,0,0,0,0,9.656427,29.255154,60.787526,0.000000,0.000000,0.139546,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",3653458,4258297,3131588,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1856087,0,295455,398978,971915,0,0.000000,0,0.000000,299143,27261,0,12.848597,0,0,0.000000,0.160825,0.000522,0.000000,0.000000,0.000000,0.000000,0.042534,0.000000
