256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,89.261947,0.326822,0.927308,98.202824,191.802391,89.261947,0.326822,1.438117,0.000000,1.296670,0.000000,0.000000,0.000000,5.291423,743.819599,767.209564,208.681002,0.000000,0.000000,47.058824,25.000000,99.999596,0.000000,208.681002,0.000000,0.000000,100.000000,0.000000,0.796831,2973.000000,18.089878,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,4,0,226,31769,8913025,33456,0.000000,0.000000,0.000000,0.000000,208.684022,783.317968,0.000000,93.653000,99.899092,303349,270336,9371573,1050624,33554432,0,0,16777216,0,0,0,0,0,1.196544,3.230152,4.146820,0.000000,0.000000,0.239472,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",6088704,14844970,13480591,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,8912896,32768,0,767.209564,0,0,0.000000,28.336874,0.027824,0.418670,0.000000,17.353998,45.468316,27.075844,0.000000
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,97.707036,0.328320,0.950582,110.738450,108.143017,97.707036,0.328320,1.445498,0.000000,1.300490,0.000000,0.000000,0.000000,170.900818,431.106752,432.572069,235.319206,0.000000,0.000000,47.058824,25.000000,99.939116,0.000000,235.319206,0.000000,0.000000,100.000000,0.000000,0.802932,5917.000000,18.234545,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,1,0,51784,130628,71303369,131460,0.000000,0.000000,0.000000,0.000000,235.319869,433.852571,0.000000,3.300000,99.949299,2438389,2129920,74945193,8396800,268435456,0,0,134217728,0,0,0,0,0,1.167522,3.132673,4.083363,0.000000,0.000000,0.240775,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",48472064,118538317,107680010,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,71303168,131072,0,432.572069,0,0,0.000000,28.476132,0.004159,0.462652,0.000000,17.044849,45.850527,28.238181,0.000000
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,98.856083,0.326787,0.970674,111.257002,72.432944,98.856083,0.326787,1.452095,0.000000,1.301772,0.000000,0.000000,0.000000,2.138775,287.446633,289.731776,236.421130,0.000000,0.000000,47.058824,25.000000,99.101734,0.000000,236.421130,0.000000,0.000000,100.000000,0.000000,0.801384,8861.000000,18.221724,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,4,0,2177015,292586,240650055,294916,0.000000,0.000000,0.000000,0.000000,236.422960,289.735706,0.000000,3.929000,99.966144,7900091,7151616,254238758,28329984,905969664,0,0,452984832,0,0,0,0,0,1.165290,3.048026,3.989615,0.000000,0.000000,0.234401,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",163325952,400490714,364251220,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,240648192,294912,0,289.731776,0,0,0.000000,28.694910,0.001205,0.466696,0.000000,16.780494,46.086060,28.924465,0.000000
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.274809,0.326110,0.983109,111.548244,54.466915,99.274809,0.326110,1.453902,0.000000,1.302414,0.000000,0.000000,0.000000,3.034762,216.078722,217.867663,237.040018,0.000000,0.000000,47.058824,25.000000,98.712063,0.000000,237.040018,0.000000,0.000054,100.000000,0.000000,0.800243,11805.000000,18.210680,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,9,0,7303009,519983,570431870,524297,0.000000,0.000000,0.000000,0.000000,237.042730,217.871403,0.000000,3.739000,99.974587,18014898,16908288,604260605,67141632,2147483648,0,0,1073741824,0,0,0,0,0,1.168723,2.995256,3.935854,0.000000,0.000000,0.229335,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",386826240,949233704,864047489,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,570425344,524596,0,217.995652,0,0,0.000000,28.806336,0.000412,0.468044,0.000000,16.614035,46.250050,29.383704,0.000000
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.268206,0.325756,0.988136,96.979338,37.882553,99.268206,0.325756,1.451150,0.000000,1.302800,0.000000,0.000000,0.000000,2.918620,149.910403,151.530215,206.081093,0.000000,0.000000,47.058824,25.000000,98.553702,0.000000,206.081093,0.000000,0.000031,100.000000,0.000000,0.799625,14749.000000,18.201809,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,6,0,15778593,810443,1114121885,819206,0.000000,0.000000,0.000000,0.000000,206.082922,151.531325,0.000000,1.109000,99.979660,34497650,32972800,1178844602,131123200,4194304000,0,0,2097152000,0,0,0,0,0,1.174063,2.973371,3.907804,0.000000,0.000000,0.227047,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",755148800,1850982739,1685351717,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,1114112000,819544,0,151.593846,0,0,0.000000,28.887080,0.000244,0.468406,0.000000,16.508546,46.321844,29.604147,0.000000
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.681016,0.326014,0.981940,96.193005,31.312827,99.681016,0.326014,1.454850,0.000000,1.303058,0.000000,0.000000,0.000000,3.219777,124.519006,125.251308,204.410135,0.000000,0.000000,47.058824,25.000000,98.425073,0.000000,204.410135,0.000000,0.000014,100.000000,0.000000,0.800295,17693.000000,18.210225,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,14,0,30324660,1172751,1925207120,1179653,0.000000,0.000000,0.000000,0.000000,204.412427,125.251839,0.000000,1.486000,99.983044,60949922,56918016,2037997361,226566144,7247757312,0,0,3623878656,0,0,0,0,0,1.166759,2.997428,3.938792,0.000000,0.000000,0.229810,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1304469504,3202277003,2914636067,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,1925185536,1179912,0,125.279338,0,0,0.000000,28.790201,0.000116,0.470193,0.000000,16.666531,46.210363,29.337481,0.000000
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.823582,0.326001,0.982425,96.300530,26.869567,99.823582,0.326001,1.454772,0.000000,1.303242,0.000000,0.000000,0.000000,3.121766,107.005820,107.478270,204.638627,0.000000,0.000000,47.058824,25.000000,98.474667,0.000000,204.638627,0.000000,0.000000,100.000000,0.000000,0.800226,20637.000000,18.208940,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,14,0,46636470,1598574,3057156899,1606322,0.000000,0.000000,0.000000,0.000000,204.640874,107.524457,0.000000,937.000000,99.985463,96534612,90316800,3235540229,359761920,11509170176,0,0,5754585088,0,0,0,0,0,1.165126,2.994968,3.948922,0.000000,0.000000,0.229367,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",2070964224,5083744758,4627172711,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,3057123328,1605632,0,107.478270,0,0,0.000000,28.847888,0.000093,0.470950,0.000000,16.611378,46.202257,29.356011,0.000000
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.757648,0.325918,0.986581,96.197118,23.485624,99.757648,0.325918,1.454193,0.000000,1.303380,0.000000,0.000000,0.000000,3.085906,93.536339,93.942497,204.418876,0.000000,0.000000,47.058824,25.000000,98.491139,0.000000,204.418876,0.000000,0.000000,100.000000,0.000000,0.799865,23581.000000,18.205008,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,9,0,68889095,2088085,4563452789,2097401,0.000000,0.000000,0.000000,0.000000,204.421117,93.953651,0.000000,403.000000,99.987278,142241370,134742016,4830835888,537001984,17179869184,0,0,8589934592,0,0,0,0,0,1.169932,2.981378,3.921887,0.000000,0.000000,0.227623,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",3090808832,7585442276,6905819584,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,4563402752,2097152,0,93.942497,0,0,0.000000,28.851060,0.000060,0.470620,0.000000,16.564892,46.283167,29.497394,0.000000
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.818980,0.325758,0.991063,96.437450,20.928265,99.818980,0.325758,1.453887,0.000000,1.303487,0.000000,0.000000,0.000000,3.397174,83.275765,83.713063,204.929581,0.000000,0.000000,47.058824,25.000000,98.335232,0.000000,204.929581,0.000000,0.000002,100.000000,0.000000,0.799373,26525.000000,18.199917,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,4,0,107710865,2640343,6497566930,2654338,0.000000,0.000000,0.000000,0.000000,204.931654,83.717164,0.000000,126.000000,99.988690,199315683,191766528,6882962335,764577792,24461180928,0,0,12230590464,0,0,0,0,0,1.171157,2.962815,3.936519,0.000000,0.000000,0.225758,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",4400179200,10797541464,9833430681,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,6497501184,2654356,0,83.717731,0,0,0.000000,28.876996,0.000034,0.470743,0.000000,16.498372,46.328348,29.665808,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.867661,0.325732,0.991934,97.597175,19.061948,99.867661,0.325732,1.453640,0.000000,1.303573,0.000000,0.000000,0.000000,3.255499,75.803937,76.247793,207.393998,0.000000,0.000000,47.058824,25.000000,98.432120,0.000000,207.393998,0.000000,0.000001,100.000000,0.000000,0.799214,29469.000000,18.197636,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,4,0,139907247,3257725,8912997126,3276965,0.000000,0.000000,0.000000,0.000000,207.396351,76.251632,0.000000,93.000000,99.989820,272188305,262963200,9440235755,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",6035251200,14808331678,13487082886,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,8912896000,3276928,0,76.250771,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.470978,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
