"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,KB,GB/s,,,,
0.246992,1.427100e-05,,,,,,,,,,65.536000,4.592250,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.247030,1.433600e-05,,,,,,,,,,65.536000,4.571429,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.247059,2.578500e-05,8,8,1,16,16,1,8,0,0,,,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int) [191]"
0.247089,1.263900e-05,,,,,,,,,,65.536000,5.185220,"GeForce GT 630 (1)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,KB,GB/s,,,,
0.243095,4.546900e-05,,,,,,,,,,262.144000,5.765335,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.243193,4.566100e-05,,,,,,,,,,262.144000,5.741092,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.243241,1.039530e-04,16,16,1,16,16,1,8,0,0,,,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int) [191]"
0.243349,4.217300e-05,,,,,,,,,,262.144000,6.215920,"GeForce GT 630 (1)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.242938,1.743570e-04,,,,,,,,,,1.048576,6.013960,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.243291,1.738450e-04,,,,,,,,,,1.048576,6.031672,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.243466,4.083500e-04,32,32,1,16,16,1,8,0,0,,,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int) [191]"
0.243878,1.594140e-04,,,,,,,,,,1.048576,6.577691,"GeForce GT 630 (1)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.259241,6.994760e-04,,,,,,,,,,4.194304,5.996352,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.260111,6.991560e-04,,,,,,,,,,4.194304,5.999096,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.260812,1.697976e-03,64,64,1,16,16,1,8,0,0,,,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int) [191]"
0.262514,8.160770e-04,,,,,,,,,,4.194304,5.139593,"GeForce GT 630 (1)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.298877,2.820042e-03,,,,,,,,,,16.777216,5.949279,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.301861,2.798411e-03,,,,,,,,,,16.777216,5.995265,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.304662,6.432529e-03,128,128,1,16,16,1,8,0,0,,,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int) [191]"
0.311098,4.112215e-03,,,,,,,,,,16.777216,4.079849,"GeForce GT 630 (1)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
0.498137,0.011275,,,,,,,,,,67.108864,5.951973,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.509696,0.011248,,,,,,,,,,67.108864,5.966298,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
0.520946,0.028212,256,256,1,16,16,1,8,0,0,,,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int) [191]"
0.549161,0.017157,,,,,,,,,,67.108864,3.911499,"GeForce GT 630 (1)","2","14","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,MB,GB/s,,,,
1.264918,0.044926,,,,,,,,,,268.435456,5.975091,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
1.310113,0.044752,,,,,,,,,,268.435456,5.998311,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
1.354867,0.154314,512,512,1,16,16,1,8,0,0,,,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int) [191]"
1.509185,0.069450,,,,,,,,,,268.435456,3.865153,"GeForce GT 630 (1)","2","14","[CUDA memcpy DtoH]"
