2816,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",12564856832,12564856832,645195611,637906590,93150800,93054970,509471,509430,509458,509521,93148438,93151796,637565425,637606920,3964928,3964928,549317897,549361642,3717020,3717012,639238049,639267341,3964932,3964930,0,0,4,1,12570429852,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,37500393409,11171928815,1571351552,14314629120,458068131840,458044342272,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175695872,12560923785,797091489344,100315285150,30976,0,0,0,0
3072,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",16312172544,16312172544,1281593118,1241828075,121491843,121293060,604538,604777,604552,604543,121489849,121493615,1256791753,1257192256,4718592,4718592,1137299897,1137763219,4422906,4422837,1258636505,1258754429,4718633,4718605,0,0,1,4,16318105672,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,48686587296,14503478272,2039907328,18583289856,594665275392,594636963840,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,16307500383,1033059351290,130226588377,36864,0,0,0,0
3328,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",20739031040,20739031040,1403598088,1381979451,155649586,155613832,708530,708439,708489,708518,155650535,155652106,1387364203,1387137752,5537792,5537792,1238446904,1238388560,5189556,5189634,1394777442,1394775707,5537796,5537794,0,0,0,5,20742197376,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,61901539818,18439117552,2593418240,23625951232,756030439424,755997212672,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,20733527048,1315520017784,165608704413,43264,0,0,0,0
3584,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",25902055424,25902055424,1927261228,1868547550,195119406,194643400,820456,821012,820418,820419,195105292,195109838,1891392152,1891571570,6422528,6422528,1682385680,1682553259,6017507,6017506,1881998807,1882167460,6422564,6422546,0,0,0,5,25909070452,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,77314488089,23029179119,3238962176,29507100672,944227221504,944188686336,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,25895664878,1643040053680,206836321485,50176,0,0,0,0
3840,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",31857868800,31857868800,3995331884,3883850217,248688985,248617169,1025361,1024437,1024870,1025714,248667099,248768864,3931775906,3932660595,7372800,7372800,3698116431,3698143435,6820519,6819616,3942839588,3943775562,7372801,7372805,0,0,1,4,31862459452,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,95094501528,28323994350,3983617024,36291225600,1161319219200,1161274982400,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,31850552837,2012174051844,254396690980,57600,0,0,0,0
4096,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",38663094272,38663094272,1903612639,1882455189,292484132,291495787,1062511,1062533,1062500,1062521,292484631,292486911,1884644188,1884646424,8388608,8388608,1613528769,1613534857,7864238,7864245,1888126318,1888123616,8388613,8388609,0,0,5,0,38667732236,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,115410558997,34373894895,4834460672,44042813440,1409370030080,1409319698432,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,38654747311,2459941952766,308859843416,65536,0,0,0,0
4352,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",46374354944,46374354944,5410357227,5308387482,362216155,363497120,1301195,1298696,1302146,1301542,362285713,362375368,5350735065,5349069740,9469952,9469952,5013959621,5011867785,8791417,8790846,5360983124,5359384812,9469993,9469965,0,0,5,0,46400539700,0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,138431873189,41229212399,5798571008,52826351616,1690443251712,1690386432000,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646916096,46364978200,2935018585890,370404169767,73984,0,0,0,0
4608,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",55048273920,55048273920,5751168517,5637990744,430203326,430019673,1405652,1404956,1405268,1404545,430129581,430122615,5683875416,5684050181,10616832,10616832,5286803983,5286973055,9894190,9894515,5700489510,5700545981,10616872,10616846,0,0,4,1,55054610964,0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,164327651100,48940279808,6883026944,62706327552,2006602481664,2006538780672,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,55037694454,3490292360058,439744708795,82944,0,0,0,0
4864,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",64741474304,64741474304,5810680723,5682245852,504401590,503592340,1532595,1536614,1532777,1532598,504396859,504365791,5734939001,5734329078,11829248,11829248,5201492122,5200733835,11061261,11061175,5726401668,5725940168,11829288,11829262,0,0,4,1,64758743992,0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,193266359601,57557424873,8094903296,73747228672,2359911317504,2359840342016,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,64729741887,4111385111118,517153361063,92416,0,0,0,0
5120,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",11915690675,11726723687,680366727,679656906,2317553,2310332,2317916,2317331,680655119,680196496,11808877769,11807322193,13107200,13107200,11172784806,11171705881,11539417,11541583,11755167551,11754876330,13107240,13107214,0,0,0,5,"<OVERFLOW>",0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,225417940702,67130984184,9441282048,86013542400,2752433356800,2752354713600,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,75497563211,4765526272866,603165052055,102400,0,0,0,0
5376,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",10223645723,10141023801,697963490,700536178,1997269,2016404,1996883,1997152,697771525,697844708,10167628242,10168139906,14450688,14450688,9493171095,9494535106,13360936,13359601,10141088426,10141693781,14450693,14450689,0,0,1,4,"<OVERFLOW>",0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,260950793684,77711286000,10929238016,99569756160,3186232197120,3186145492992,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,87397850987,5543486669364,698288327294,112896,0,0,0,0
5632,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",9764124256,9619845259,798906761,798584138,2077021,2076371,2076500,2077004,798861524,798895575,9676345924,9675904167,15859712,15859712,8962138111,8961767098,14800133,14800489,9794095682,9793407163,15859748,15859730,0,0,4,1,"<OVERFLOW>",0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,300034130342,89348662000,12565849088,114480357376,3663371436032,3663276277760,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,100487220294,6384793009480,802949834689,123904,0,0,0,0
5888,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",13095941720,12854636962,938982801,933875123,2437574,2423594,2437435,2437781,938953924,939120807,12956353911,12959556227,17334272,17334272,12150696387,12154068334,15995545,15994153,13051891793,13055257569,17334308,17334290,0,0,0,5,"<OVERFLOW>",0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,342837656222,102093447168,14358196224,130809833472,4185914671104,4185810665472,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,114822305526,7288180616050,917449676918,135424,0,0,0,0
6144,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",17608010682,16957489403,1083225592,1082410089,2872204,2851619,2871561,2869155,1083087768,1083029870,17264001866,17263749483,18874368,18874368,16332959279,16332085831,17217094,17216249,17392168131,17392091519,18874408,18874382,0,0,4,1,"<OVERFLOW>",0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,389529481708,115995969268,16313354240,148622671872,4755925499904,4755812253696,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,130459740419,8271165778232,1042388334707,147456,0,0,0,0
6400,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",22268699754,21969416873,1536936860,1521144990,4035741,4024223,4031232,4030625,1534903484,1534456003,22096564951,22100591676,20480000,20480000,20652740744,20656902772,17539888,17538992,22273544258,22276894325,20480041,20480013,0,0,1,4,"<OVERFLOW>",0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,440279495251,131106561775,18438402048,167983360000,5375467520000,5375344640000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,147457999691,9333821047636,1178225464752,160000,0,0,0,0
6656,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",19780912834,19477313189,1384374576,1389953746,3196397,3204843,3196756,3194941,1384298401,1384279873,19607431881,19606491806,22151168,22151168,18246274738,18246118368,20361639,20363405,19668997001,19668335083,22151205,22151185,0,0,5,0,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,495256332512,147475557376,20740418560,188956385280,6046604328960,6046471421952,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,165868079093,10534920985496,1325484501713,173056,0,0,0,0
6912,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",25748395462,25396200855,1709226379,1707785640,4200487,4210711,4200651,4200986,1708533787,1708871707,25548213810,25548606763,23887872,23887872,23951213374,23951601174,21091614,21094343,25646376069,25647125255,23887909,23887889,0,0,1,4,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,554629292269,165153284847,23226479616,211606235136,6771399524352,6771256197120,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,185752242857,11780630667756,1484178845516,186624,0,0,0,0
7168,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",25938690341,25527494621,1760590997,1756586901,3929377,3926443,3930228,3929306,1760904875,1760742428,25707753838,25707050900,25690112,25690112,23980345390,23980241413,23357109,23357414,25876061310,25875646837,25690188,25690138,0,0,4,1,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,618566811542,184190076656,25903663104,235997396992,7551916703744,7551762563072,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,207165224596,13155663009614,1655405177229,200704,0,0,0,0
7424,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",30073344660,29738707214,2022492906,2034899437,4429994,4473985,4427113,4427450,2021413176,2021591915,29877676697,29879259401,27557888,27557888,27742134242,27744762850,24868009,24869476,29689640273,29690905309,27557965,27557913,0,0,1,4,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,687240645367,204636267251,28779049984,262194358272,8390219464704,8390054117376,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,230164067084,14613686338660,1839096807077,215296,0,0,0,0
7680,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",45726533897,26362842069,2910313772,2878003447,6277349,6215213,6274834,6275763,2910959781,2908943716,"<OVERFLOW>","<OVERFLOW>",29491200,29491200,"<OVERFLOW>","<OVERFLOW>",24299252,24295579,"<OVERFLOW>","<OVERFLOW>",29491272,29491230,0,0,0,5,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,761843614163,226542185472,31859715072,290261606400,9288371404800,9288194457600,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,255102906860,15027514373898,1893814588272,230400,0,0,0,0
7936,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",34119614992,32929535010,2447438956,2425217992,4845065,4807910,4844219,4845074,2447544468,2447498539,33490429680,33495740226,31490048,31490048,31307254485,31312688991,28665143,28661819,33684418693,33689320975,31490120,31490078,0,0,0,5,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,839478616230,249958163184,35152737280,320263628800,10248436121600,10248247181312,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,281147300968,17871181930006,2243339504658,246016,0,0,0,0
8192,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",27996687889,27181638883,2539575831,2543153984,4437856,4439326,4437572,4438210,2539554351,2539601243,27555610609,27555607299,33554432,33554432,25031644886,25031846750,31274993,31274727,27526164741,27526506773,33554508,33554458,0,0,4,1,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,923379468849,274934532847,38665194496,352264912896,11272477212672,11272275886080,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,309247735295,19618721512952,2464681315440,262144,0,0,0,0
